Epoch,Batch,LossD,LossG,LossG_recon,MSE,PSNR,SSIM
1,1,1.50686,2.21625,0.12881,0.1197,15.1845,0.7729
1,2,1.56606,2.03860,0.12143,0.1088,15.6205,0.7769
1,3,1.46541,1.96190,0.10863,0.0929,16.2931,0.7884
1,4,1.33772,1.94404,0.10569,0.0885,16.5537,0.7878
1,5,1.35184,1.80591,0.09356,0.0746,17.2630,0.7944
1,6,1.25964,1.80394,0.09288,0.0708,17.5521,0.7881
1,7,1.28179,1.69481,0.08516,0.0627,18.1155,0.7955
1,8,1.26320,1.60978,0.07622,0.0534,18.8646,0.8030
1,9,1.29611,1.64722,0.07972,0.0534,18.7959,0.7930
1,10,1.25203,1.50844,0.06292,0.0349,20.6040,0.7968
1,11,1.30466,1.47950,0.06271,0.0359,20.5323,0.7964
1,12,1.37967,1.44263,0.06463,0.0400,20.3633,0.8030
1,13,1.36189,1.41927,0.06400,0.0368,20.6020,0.7943
1,14,1.36150,1.37280,0.05932,0.0315,21.2434,0.8000
1,15,1.33017,1.38884,0.05813,0.0328,21.8306,0.7982
1,16,1.35073,1.29987,0.05199,0.0277,22.2477,0.8119
1,17,1.34787,1.33727,0.05028,0.0270,22.3120,0.8191
1,18,1.39915,1.25618,0.04654,0.0241,23.4388,0.8248
1,19,1.37267,1.27983,0.04900,0.0302,22.9580,0.8327
1,20,1.37488,1.24711,0.04869,0.0312,22.9729,0.8319
1,21,1.34288,1.13871,0.03619,0.0175,24.6311,0.8469
1,22,1.37884,1.19132,0.04415,0.0268,23.5641,0.8443
1,23,1.36566,1.19772,0.04326,0.0306,23.6621,0.8539
1,24,1.34718,1.10555,0.03594,0.0210,24.9049,0.8620
1,25,1.36657,1.09771,0.03202,0.0170,26.2165,0.8682
1,26,1.36605,1.15717,0.04085,0.0239,22.9697,0.8492
1,27,1.37435,1.19540,0.04611,0.0329,22.3151,0.8566
1,28,1.36365,1.10743,0.03806,0.0227,24.0091,0.8683
1,29,1.36869,1.08159,0.03457,0.0204,25.5247,0.8751
1,30,1.39887,1.11336,0.03862,0.0242,22.9696,0.8747
1,31,1.40057,1.14163,0.04022,0.0267,23.6552,0.8746
1,32,1.47238,1.16424,0.04341,0.0314,23.3767,0.8625
1,33,1.47723,1.11020,0.03660,0.0189,23.8240,0.8670
1,34,1.33067,1.12633,0.03477,0.0204,25.0852,0.8641
1,35,1.39430,1.10401,0.03508,0.0234,24.5447,0.8734
1,36,1.38001,1.03836,0.03318,0.0214,25.6928,0.8785
1,37,1.37022,1.05878,0.03654,0.0253,24.9461,0.8768
1,38,1.39581,1.11377,0.04329,0.0334,23.0721,0.8762
1,39,1.38796,1.06421,0.03642,0.0244,24.0327,0.8764
1,40,1.37768,1.09130,0.03665,0.0252,23.5237,0.8790
1,41,1.38166,1.10337,0.03581,0.0230,25.2229,0.8789
1,42,1.36453,1.08765,0.03328,0.0229,25.4527,0.8838
1,43,1.43658,1.07738,0.03691,0.0171,24.3129,0.8719
1,44,1.38678,0.91831,0.02651,0.0148,27.1365,0.8959
1,45,1.32731,1.00841,0.02704,0.0137,26.3126,0.8880
1,46,1.33956,1.12390,0.04122,0.0289,24.1457,0.8758
1,47,1.37058,1.08276,0.03763,0.0256,24.6662,0.8822
1,48,1.39618,1.00557,0.03031,0.0177,26.1595,0.8797
1,49,1.37127,1.14326,0.03576,0.0275,25.4178,0.8917
1,50,1.35764,1.01545,0.02628,0.0149,26.2238,0.8859
1,51,1.34054,1.08427,0.03316,0.0212,24.4154,0.8855
1,52,1.35879,1.22953,0.04937,0.0404,22.9343,0.8778
1,53,1.39312,1.04759,0.03431,0.0222,24.8237,0.8862
1,54,1.36891,0.97813,0.02389,0.0131,27.1984,0.9048
1,55,1.39586,1.15834,0.04474,0.0327,22.9380,0.8716
1,56,1.39723,1.01725,0.02518,0.0145,27.6412,0.8997
1,57,1.39294,1.01626,0.02999,0.0171,25.2702,0.8798
1,58,1.40927,0.94736,0.02388,0.0106,27.2436,0.8987
1,59,1.38664,1.11049,0.04367,0.0306,23.5777,0.8731
1,60,1.36364,1.06050,0.03255,0.0200,25.4046,0.8929
1,61,1.37102,1.03557,0.03080,0.0174,25.1530,0.8932
1,62,1.35576,1.06616,0.03510,0.0219,25.6010,0.8828
1,63,1.34345,1.18864,0.04370,0.0331,24.1073,0.8719
1,64,1.36905,0.99454,0.02836,0.0164,26.4539,0.8980
1,65,1.34904,1.05549,0.02928,0.0180,27.4014,0.8954
1,66,1.34165,1.07361,0.03255,0.0201,24.9343,0.8832
1,67,1.36808,0.88741,0.01998,0.0092,28.6649,0.9064
1,68,1.33214,1.09609,0.03678,0.0243,24.5757,0.8861
1,69,1.33789,1.08313,0.03286,0.0205,24.9780,0.8831
1,70,1.35929,1.04605,0.02889,0.0151,25.8828,0.8808
1,71,1.34303,1.09405,0.03173,0.0137,25.6965,0.8812
1,72,1.35313,1.14422,0.03882,0.0256,24.7789,0.8883
1,73,1.33596,1.06087,0.02752,0.0131,26.7412,0.8856
1,74,1.41118,1.13620,0.04162,0.0277,23.4200,0.8785
1,75,1.41037,1.14472,0.03942,0.0280,24.4726,0.8786
1,76,1.38480,1.05174,0.03160,0.0163,25.2730,0.8776
1,77,1.37409,1.03169,0.03373,0.0213,24.4042,0.8872
1,78,1.34012,1.01932,0.02642,0.0127,26.0652,0.8899
1,79,1.32619,1.12945,0.03452,0.0168,24.9894,0.8672
1,80,1.38144,1.01163,0.02944,0.0170,25.5522,0.8888
1,81,1.29331,1.24263,0.03857,0.0299,23.5416,0.8789
1,82,1.34669,1.06839,0.03472,0.0242,24.4186,0.8886
1,83,1.28866,1.09816,0.02771,0.0133,25.8127,0.8834
1,84,1.34957,1.13907,0.03787,0.0257,23.7844,0.8781
1,85,1.32125,1.27766,0.03277,0.0185,24.4949,0.8678
1,86,1.29258,1.25222,0.04520,0.0335,23.2579,0.8589
1,87,1.40899,1.24014,0.04743,0.0255,22.4282,0.8515
1,88,1.36685,1.11707,0.03681,0.0252,24.6686,0.8802
1,89,1.30216,1.20365,0.03805,0.0279,24.6407,0.8809
1,90,1.33012,1.01096,0.02406,0.0103,27.9567,0.8979
1,91,1.31611,1.24562,0.03935,0.0271,24.5138,0.8788
1,92,1.37547,1.11295,0.03638,0.0256,24.2309,0.8858
1,93,1.35561,1.02280,0.02960,0.0164,25.3310,0.8879
1,94,1.33814,1.11758,0.03014,0.0158,26.1012,0.8915
1,95,1.27865,1.08784,0.02959,0.0159,25.6067,0.8823
1,96,1.36420,1.19425,0.04992,0.0370,22.7838,0.8657
1,97,1.36096,1.06315,0.02676,0.0135,26.0557,0.8829
1,98,1.33321,1.15085,0.03096,0.0152,26.1293,0.8785
1,99,1.28870,1.14276,0.02837,0.0152,26.0565,0.8862
1,100,1.37405,0.98931,0.02522,0.0120,27.3662,0.8924
1,101,1.36851,0.95231,0.02334,0.0107,27.7555,0.8963
1,102,1.27462,1.29801,0.04561,0.0302,21.9965,0.8537
1,103,1.37750,1.11679,0.03628,0.0244,25.0060,0.8837
1,104,1.47554,1.15989,0.04365,0.0247,23.1752,0.8679
1,105,1.37692,0.95796,0.03099,0.0218,27.0092,0.8972
1,106,1.25765,1.19970,0.03288,0.0211,25.9572,0.8845
1,107,1.35235,1.08052,0.03177,0.0232,26.1917,0.8907
1,108,1.38244,1.05600,0.03303,0.0166,24.8607,0.8916
1,109,1.38724,1.01310,0.03497,0.0213,25.2196,0.8769
1,110,1.27596,1.17380,0.03531,0.0231,24.3896,0.8791
1,111,1.35658,0.98930,0.02519,0.0128,26.3272,0.8952
1,112,1.23300,1.31166,0.02931,0.0165,25.5700,0.8765
1,113,1.14962,1.23248,0.03082,0.0190,25.8820,0.8763
1,114,1.13254,1.18333,0.03070,0.0185,25.2130,0.8834
1,115,1.38696,1.00138,0.03393,0.0213,25.5913,0.8845
1,116,1.38649,1.10537,0.03594,0.0224,24.3215,0.8782
1,117,1.27937,1.19285,0.02626,0.0154,25.5472,0.8973
1,118,1.30582,1.19621,0.03296,0.0197,24.9722,0.8848
1,119,1.43847,0.97610,0.02990,0.0174,25.7277,0.8932
1,120,1.32280,1.03069,0.02941,0.0171,25.0247,0.8922
1,121,1.34519,1.14375,0.03862,0.0259,23.2404,0.8836
1,122,1.37613,1.06318,0.02498,0.0118,26.5247,0.9034
1,123,1.22481,1.28018,0.03428,0.0191,24.4999,0.8778
1,124,1.30270,1.19297,0.03695,0.0237,24.5418,0.8691
1,125,1.32310,1.24418,0.03996,0.0199,23.5423,0.8623
1,126,1.34506,1.07459,0.03316,0.0171,25.2515,0.8877
1,127,1.28970,1.10914,0.02483,0.0128,27.1702,0.8918
1,128,1.25413,1.20977,0.03500,0.0231,24.3676,0.8801
1,129,1.34647,1.11509,0.03568,0.0232,23.3185,0.8755
1,130,1.25277,1.17907,0.03417,0.0225,24.7481,0.8789
1,131,1.23118,1.26494,0.03243,0.0188,25.1712,0.8798
1,132,1.34633,1.08747,0.03018,0.0186,25.8620,0.8844
1,133,1.37244,1.09904,0.02993,0.0165,25.5895,0.8813
1,134,1.45707,1.06158,0.03019,0.0183,25.7470,0.8879
1,135,1.36435,1.07814,0.03645,0.0231,24.3669,0.8780
1,136,1.37618,1.02434,0.03110,0.0204,26.7055,0.8884
1,137,1.33965,1.09095,0.03225,0.0178,24.6259,0.8890
1,138,1.19210,1.32772,0.03500,0.0216,24.7668,0.8759
1,139,1.19278,1.19547,0.02974,0.0164,25.6743,0.8894
1,140,1.36412,1.16454,0.03879,0.0267,23.9323,0.8819
1,141,1.21301,1.22125,0.03579,0.0234,23.9949,0.8798
1,142,1.28905,1.13444,0.03096,0.0170,25.4073,0.8904
1,143,1.25144,1.19533,0.03026,0.0167,25.8836,0.8829
1,144,1.34755,0.98579,0.02822,0.0142,25.8830,0.8931
1,145,1.38060,1.13927,0.03994,0.0287,23.9693,0.8772
1,146,1.38303,1.04124,0.02741,0.0148,25.0322,0.8893
1,147,1.27951,1.14050,0.02992,0.0183,25.6651,0.8979
1,148,1.09374,1.43756,0.02492,0.0127,27.0224,0.8902
1,149,1.04354,1.38447,0.03272,0.0181,25.2424,0.8692
1,150,1.19375,1.25123,0.03288,0.0183,25.3952,0.8741
1,151,1.34298,1.15177,0.04218,0.0267,22.9444,0.8644
1,152,1.29886,1.13915,0.04238,0.0255,23.7289,0.8641
2,1,1.36202,1.08000,0.03800,0.0194,24.5682,0.8700
2,2,1.32311,1.15947,0.03581,0.0196,24.6883,0.8768
2,3,1.25096,1.15088,0.02463,0.0124,26.6411,0.9002
2,4,1.18075,1.41301,0.02831,0.0154,25.6551,0.8823
2,5,1.09886,1.37070,0.03166,0.0173,25.7777,0.8747
2,6,1.34867,1.10483,0.03523,0.0225,24.1616,0.8803
2,7,1.32200,1.11138,0.03199,0.0170,25.0573,0.8794
2,8,1.05176,1.37906,0.02929,0.0153,24.9534,0.8854
2,9,1.13605,1.36421,0.03917,0.0231,24.1296,0.8713
2,10,1.27271,1.45707,0.03583,0.0162,24.5847,0.8708
2,11,1.26317,1.07765,0.03124,0.0167,25.5405,0.8883
2,12,1.14338,1.46783,0.03454,0.0215,24.9315,0.8818
2,13,1.30958,1.22628,0.03798,0.0231,23.3762,0.8728
2,14,1.20847,1.28082,0.02850,0.0121,26.6055,0.8972
2,15,1.12014,1.30090,0.03272,0.0155,25.2944,0.8822
2,16,1.24885,1.20657,0.03311,0.0168,25.7376,0.8827
2,17,1.32542,1.11183,0.03292,0.0184,25.2040,0.8811
2,18,1.28523,1.16123,0.03414,0.0186,25.0790,0.8816
2,19,1.07163,1.46607,0.02938,0.0161,25.5058,0.8907
2,20,1.28662,1.23439,0.03315,0.0218,24.6714,0.8884
2,21,0.98817,1.57697,0.02316,0.0104,26.9992,0.8948
2,22,1.19169,1.43808,0.03031,0.0168,25.3530,0.8778
2,23,1.06067,1.29596,0.02661,0.0124,27.4228,0.8826
2,24,1.09193,1.16433,0.02789,0.0139,26.9876,0.8944
2,25,1.29836,1.05501,0.03442,0.0188,25.5139,0.8896
2,26,1.28150,1.22450,0.03718,0.0227,25.3476,0.8851
2,27,1.11787,1.32634,0.02708,0.0129,26.1304,0.8955
2,28,1.30731,1.16765,0.02915,0.0173,26.2404,0.8964
