Step,MSE,PSNR,SSIM,Percentage Explored
0,0.1616,13.8678,0.3470,0.81
10,0.1520,14.1325,0.3621,2.15
20,0.1499,14.1938,0.3737,3.16
30,0.1501,14.1892,0.3749,3.39
40,0.1501,14.1892,0.3749,3.39
50,0.1421,14.4275,0.3888,4.36
60,0.1406,14.4731,0.3824,5.11
70,0.1287,14.8568,0.3939,5.92
80,0.1200,15.1619,0.3960,7.03
90,0.1218,15.0941,0.3955,8.40
100,0.1268,14.9199,0.3945,8.85
110,0.1234,15.0390,0.4038,10.12
120,0.1043,15.7693,0.4400,11.33
130,0.1033,15.8093,0.4420,11.56
140,0.1010,15.9089,0.4617,12.99
150,0.1009,15.9124,0.4638,13.95
160,0.1009,15.9150,0.4646,14.09
170,0.1008,15.9158,0.4646,14.13
180,0.1008,15.9156,0.4646,14.15
190,0.1009,15.9152,0.4645,14.16
200,0.1008,15.9192,0.4654,14.30
210,0.1007,15.9204,0.4655,14.34
220,0.1006,15.9242,0.4657,14.39
230,0.1001,15.9494,0.4647,14.56
240,0.0960,16.1281,0.4773,15.61
250,0.0886,16.4803,0.4920,16.13
260,0.0881,16.5019,0.4962,16.65
270,0.0832,16.7510,0.5025,17.10
280,0.0778,17.0451,0.5187,19.12
290,0.0778,17.0414,0.5186,19.14
300,0.0778,17.0414,0.5186,19.14
310,0.0778,17.0414,0.5186,19.14
320,0.0778,17.0414,0.5186,19.14
330,0.0776,17.0516,0.5189,19.24
340,0.0765,17.1184,0.5255,19.79
350,0.0752,17.1912,0.5336,20.38
360,0.0742,17.2485,0.5394,21.48
370,0.0713,17.4200,0.5506,22.59
380,0.0685,17.5967,0.5720,24.41
390,0.0652,17.8102,0.5871,25.81
400,0.0648,17.8342,0.5919,26.30
410,0.0648,17.8342,0.5919,26.30
420,0.0653,17.8004,0.5962,26.50
430,0.0627,17.9821,0.6023,26.92
440,0.0624,17.9989,0.6036,27.28
450,0.0617,18.0512,0.6084,27.70
460,0.0597,18.1919,0.6228,28.97
470,0.0596,18.1979,0.6252,29.10
480,0.0596,18.1979,0.6252,29.10
490,0.0596,18.1975,0.6255,29.20
500,0.0595,18.2075,0.6272,29.43
510,0.0593,18.2181,0.6277,29.52
520,0.0593,18.2181,0.6277,29.52
530,0.0593,18.2181,0.6277,29.52
540,0.0593,18.2181,0.6277,29.52
550,0.0593,18.2181,0.6277,29.52
560,0.0593,18.2181,0.6277,29.52
570,0.0593,18.2181,0.6277,29.52
580,0.0586,18.2736,0.6287,29.69
590,0.0588,18.2570,0.6292,29.82
600,0.0590,18.2445,0.6296,29.95
610,0.0590,18.2445,0.6296,29.95
620,0.0590,18.2445,0.6296,29.95
630,0.0590,18.2460,0.6299,30.00
640,0.0587,18.2676,0.6303,30.03
650,0.0582,18.3066,0.6325,30.78
660,0.0577,18.3414,0.6347,31.02
670,0.0577,18.3414,0.6347,31.02
680,0.0577,18.3414,0.6347,31.02
690,0.0577,18.3414,0.6347,31.02
700,0.0577,18.3414,0.6347,31.02
710,0.0577,18.3414,0.6347,31.02
720,0.0575,18.3531,0.6352,31.18
730,0.0571,18.3870,0.6369,31.28
740,0.0588,18.2574,0.6393,31.58
750,0.0496,18.9949,0.6658,32.91
760,0.0464,19.2896,0.6896,34.80
770,0.0464,19.2906,0.6903,35.90
780,0.0465,19.2775,0.6917,36.26
790,0.0464,19.2860,0.6934,36.75
800,0.0464,19.2857,0.6936,36.88
810,0.0464,19.2857,0.6936,36.88
820,0.0464,19.2857,0.6936,36.88
830,0.0462,19.3026,0.6977,37.92
840,0.0462,19.3078,0.6986,37.99
850,0.0462,19.3065,0.6986,38.18
860,0.0462,19.3071,0.6987,38.22
870,0.0462,19.3071,0.6987,38.22
880,0.0461,19.3112,0.7012,38.44
890,0.0451,19.4078,0.7105,40.07
900,0.0450,19.4223,0.7127,40.69
910,0.0449,19.4303,0.7132,40.79
920,0.0445,19.4653,0.7166,41.57
930,0.0434,19.5791,0.7236,42.45
940,0.0428,19.6342,0.7268,42.83
950,0.0428,19.6342,0.7268,42.83
960,0.0428,19.6342,0.7268,42.83
970,0.0428,19.6342,0.7268,42.83
980,0.0428,19.6342,0.7268,42.83
990,0.0428,19.6355,0.7277,42.93
