Step,MSE,PSNR,SSIM,Percentage Explored
0,0.1204,15.1126,0.4366,0.81
10,0.1087,15.5574,0.4686,2.31
20,0.1077,15.5954,0.4837,3.85
30,0.1032,15.7824,0.5084,4.98
40,0.1019,15.8344,0.5181,5.76
50,0.1010,15.8758,0.5226,6.87
60,0.1003,15.9043,0.5303,8.11
70,0.1003,15.9029,0.5314,8.79
80,0.1005,15.8956,0.5314,8.90
90,0.1007,15.8882,0.5309,8.97
100,0.1008,15.8813,0.5294,9.49
110,0.0999,15.9205,0.5391,10.25
120,0.1000,15.9190,0.5405,11.39
130,0.1001,15.9132,0.5339,12.04
140,0.0978,16.0133,0.5604,14.04
150,0.0970,16.0501,0.5671,15.03
160,0.0970,16.0482,0.5675,15.08
170,0.1027,15.8030,0.5482,15.49
180,0.0975,16.0278,0.5708,16.29
190,0.1006,15.8927,0.5514,17.07
200,0.0985,15.9821,0.5779,16.97
210,0.0971,16.0459,0.5745,17.76
220,0.0970,16.0488,0.5762,17.32
230,0.0975,16.0283,0.5785,17.41
240,0.0951,16.1375,0.5943,18.15
250,0.0951,16.1378,0.5938,17.96
260,0.0955,16.1158,0.5895,17.17
270,0.0959,16.1002,0.5844,16.31
280,0.0961,16.0898,0.5824,15.47
290,0.0975,16.0276,0.5719,14.83
300,0.0985,15.9817,0.5674,14.23
310,0.0997,15.9287,0.5637,14.36
320,0.1004,15.9019,0.5631,14.62
330,0.1004,15.9017,0.5618,14.49
340,0.1001,15.9133,0.5630,14.28
350,0.1001,15.9125,0.5609,13.94
360,0.0986,15.9812,0.5703,14.33
370,0.0996,15.9372,0.5648,13.50
380,0.0998,15.9269,0.5616,12.95
390,0.0998,15.9276,0.5610,12.67
400,0.0999,15.9202,0.5596,12.71
410,0.0997,15.9298,0.5702,12.87
420,0.0968,16.0592,0.5713,13.95
430,0.0957,16.1105,0.5785,14.26
440,0.0955,16.1183,0.5762,14.33
450,0.0950,16.1404,0.5785,14.58
460,0.0944,16.1688,0.5782,14.36
470,0.0960,16.0968,0.5694,14.18
480,0.0959,16.0978,0.5685,13.99
490,0.0945,16.1629,0.5732,14.78
500,0.3001,11.1789,0.2300,14.91
510,0.2917,11.3021,0.2412,13.76
520,0.3140,10.9827,0.2452,13.15
530,0.2943,11.2649,0.2549,12.98
540,0.2772,11.5239,0.2612,13.14
550,0.2325,12.2876,0.2835,14.49
560,0.2305,12.3259,0.2903,14.50
570,0.2157,12.6141,0.3017,16.34
580,0.2037,12.8623,0.3232,16.85
590,0.1972,13.0034,0.3377,18.03
600,0.1807,13.3821,0.3640,19.57
610,0.1806,13.3861,0.3651,19.61
620,0.1832,13.3220,0.3657,19.52
630,0.1847,13.2884,0.3600,18.89
640,0.1819,13.3546,0.3541,17.90
650,0.1725,13.5849,0.3582,17.54
660,0.1717,13.6056,0.3627,17.48
670,0.1711,13.6186,0.3656,17.53
680,0.1657,13.7586,0.3721,17.79
690,0.1796,13.4101,0.3651,16.55
700,0.1695,13.6612,0.3577,16.24
710,0.1685,13.6856,0.3636,16.66
720,0.1669,13.7277,0.3673,16.93
730,0.1673,13.7165,0.3629,16.55
740,0.1687,13.6799,0.3555,15.42
750,0.1836,13.3143,0.3387,14.11
760,0.2020,12.8985,0.3268,13.25
770,0.2256,12.4187,0.3103,11.69
780,0.2303,12.3292,0.3018,11.25
790,0.2231,12.4676,0.3210,12.04
800,0.2243,12.4436,0.3152,11.60
810,0.2282,12.3692,0.3131,11.48
820,0.2299,12.3360,0.3106,11.33
830,0.2332,12.2752,0.3004,10.45
840,0.2370,12.2055,0.2908,9.00
850,0.2402,12.1473,0.2875,8.87
860,0.2283,12.3668,0.2948,8.99
870,0.2288,12.3585,0.2970,9.35
880,0.2287,12.3592,0.2970,9.37
890,0.2369,12.2066,0.2763,8.54
900,0.2395,12.1586,0.2741,8.18
910,0.2363,12.2176,0.2752,8.06
920,0.2191,12.5465,0.2818,8.42
930,0.2162,12.6035,0.2916,9.24
940,0.2136,12.6571,0.2994,9.85
950,0.2018,12.9030,0.3106,10.73
960,0.1774,13.4624,0.3285,12.23
970,0.1330,14.7138,0.3488,13.82
980,0.1349,14.6515,0.3579,15.77
990,0.1365,14.6012,0.3555,16.64
