Step,MSE,PSNR,SSIM,Percentage Explored
0,0.1185,15.1811,0.4396,0.81
10,0.1081,15.5813,0.4924,2.95
20,0.1076,15.6008,0.4969,3.80
30,0.1077,15.5956,0.4945,4.83
40,0.1063,15.6531,0.5094,5.78
50,0.1062,15.6547,0.5108,6.14
60,0.1057,15.6788,0.5137,7.09
70,0.1064,15.6472,0.5077,7.54
80,0.1063,15.6529,0.5080,8.22
90,0.1050,15.7074,0.5189,8.89
100,0.1051,15.7032,0.5166,9.01
110,0.1067,15.6372,0.5086,9.65
120,0.1064,15.6465,0.5103,10.47
130,0.1074,15.6067,0.5044,11.09
140,0.1073,15.6102,0.5220,11.19
150,0.1073,15.6117,0.5223,11.56
160,0.1073,15.6116,0.5221,11.55
170,0.1073,15.6115,0.5222,11.47
180,0.1073,15.6113,0.5224,11.54
190,0.1073,15.6100,0.5219,11.74
200,0.1075,15.6032,0.5218,11.84
210,0.1080,15.5818,0.5170,12.04
220,0.1072,15.6174,0.5241,11.65
230,0.1064,15.6484,0.5231,11.50
240,0.1048,15.7155,0.5302,10.75
250,0.1048,15.7149,0.5298,10.52
260,0.1048,15.7133,0.5296,10.59
270,0.1050,15.7052,0.5299,10.90
280,0.1044,15.7296,0.5349,11.64
290,0.1048,15.7153,0.5302,11.88
300,0.1075,15.6020,0.5262,12.20
310,0.1015,15.8542,0.5461,13.00
320,0.1015,15.8535,0.5451,12.85
330,0.1015,15.8521,0.5454,12.66
340,0.1016,15.8498,0.5431,12.48
350,0.1016,15.8491,0.5437,12.51
360,0.1015,15.8519,0.5440,12.53
370,0.1015,15.8516,0.5436,12.37
380,0.1017,15.8449,0.5409,11.86
390,0.1017,15.8452,0.5410,11.77
400,0.1015,15.8515,0.5451,12.33
410,0.1041,15.7429,0.5345,11.52
420,0.1048,15.7156,0.5259,10.85
430,0.1062,15.6582,0.5171,9.94
440,0.1077,15.5957,0.5068,9.46
450,0.1066,15.6408,0.5134,10.44
460,0.1053,15.6941,0.5280,11.59
470,0.1044,15.7289,0.5294,12.38
480,0.1034,15.7716,0.5373,13.31
490,0.1034,15.7720,0.5377,13.40
500,0.3473,10.5456,0.2341,13.96
510,0.3370,10.6756,0.2466,14.30
520,0.3383,10.6590,0.2541,13.55
530,0.3392,10.6472,0.2570,13.78
540,0.3385,10.6568,0.2619,14.49
550,0.3379,10.6640,0.2629,14.40
560,0.3373,10.6727,0.2677,14.02
570,0.3390,10.6497,0.2657,13.04
580,0.3391,10.6487,0.2655,12.89
590,0.3377,10.6670,0.2685,12.80
600,0.3423,10.6078,0.2765,13.56
610,0.3098,11.0411,0.2967,14.56
620,0.3056,11.1003,0.3139,15.36
630,0.3076,11.0717,0.3135,14.84
640,0.3074,11.0756,0.3142,14.39
650,0.3061,11.0930,0.3157,13.23
660,0.3058,11.0979,0.3201,13.14
670,0.3051,11.1083,0.3245,13.87
680,0.3049,11.1106,0.3251,13.85
690,0.3024,11.1465,0.3158,13.20
700,0.3021,11.1504,0.3161,13.33
710,0.3081,11.0654,0.3129,13.32
720,0.3092,11.0498,0.3133,13.15
730,0.3108,11.0268,0.3133,13.22
740,0.3115,11.0177,0.3108,12.90
750,0.3112,11.0216,0.3097,12.46
760,0.3114,11.0185,0.3055,12.38
770,0.3113,11.0199,0.3066,12.81
780,0.3102,11.0355,0.3174,13.83
790,0.3073,11.0765,0.3220,14.84
800,0.2829,11.4363,0.3392,16.00
810,0.2668,11.6907,0.3638,18.31
820,0.2707,11.6278,0.3611,18.07
830,0.2648,11.7233,0.3593,18.05
840,0.2684,11.6646,0.3517,17.82
850,0.2825,11.4413,0.3318,15.40
860,0.2835,11.4270,0.3263,14.68
870,0.2721,11.6052,0.3281,14.58
880,0.2724,11.6003,0.3255,14.36
890,0.2759,11.5441,0.3220,14.07
900,0.2680,11.6709,0.3275,14.39
910,0.2708,11.6265,0.3186,13.69
920,0.2746,11.5652,0.3135,13.67
930,0.2764,11.5361,0.3144,14.20
940,0.2758,11.5468,0.3141,13.92
950,0.2770,11.5271,0.3070,13.35
960,0.2781,11.5110,0.3052,13.50
970,0.2772,11.5235,0.3040,13.70
980,0.2769,11.5287,0.2993,12.53
990,0.2833,11.4291,0.2790,11.24
