Epoch,Batch,MSE,PSNR,SSIM
1,1,0.1999,6.8006,0.7930
1,2,0.2102,6.5385,0.8031
1,3,0.2122,6.5122,0.8438
1,4,0.2038,6.6945,0.7714
1,5,0.2056,6.6763,0.7617
1,6,0.1993,6.7756,0.7355
1,7,0.1971,6.8404,0.8369
1,8,0.1821,7.2291,0.7155
1,9,0.1834,7.1597,0.7636
1,10,0.1801,7.2113,0.6751
1,11,0.1723,7.3956,nan
1,12,0.1531,7.9181,0.7226
1,13,0.1484,8.0021,0.7818
1,14,0.1341,8.4369,0.6826
1,15,0.1296,8.6385,0.8407
1,16,0.1144,9.1851,0.7180
1,17,0.1086,9.5065,0.7355
1,18,0.1152,9.3814,0.7668
1,19,0.1028,9.7306,0.7195
1,20,0.1043,10.6502,0.6440
1,21,0.1020,10.6911,0.7096
1,22,0.0889,10.7969,0.7378
1,23,0.1012,10.2491,0.7844
1,24,0.0946,10.8565,0.8375
1,25,0.1212,10.3181,0.6729
2,1,0.0961,11.8009,0.6630
2,2,0.0874,11.5901,0.7322
2,3,0.1134,10.9632,0.6163
2,4,0.0884,11.1592,0.8375
2,5,0.1134,11.1614,0.5661
2,6,0.0980,11.9402,0.8095
2,7,0.0899,11.6227,0.7446
2,8,0.1174,10.4268,0.8376
2,9,0.0748,12.1527,0.8636
2,10,0.0840,11.4941,0.7518
2,11,0.0801,11.4026,0.7109
2,12,0.1202,9.4002,0.6874
2,13,0.0882,11.2410,0.6858
2,14,0.0840,11.5533,0.7943
2,15,0.0751,11.7344,0.8534
2,16,0.0860,10.9137,0.6419
2,17,0.0950,10.8206,0.6727
2,18,0.1020,10.7375,0.7031
2,19,0.0891,10.9159,0.7878
2,20,0.0999,11.1554,0.5602
2,21,0.1173,9.9471,0.6865
2,22,0.0709,11.4136,0.6660
2,23,0.1066,10.3280,0.6805
2,24,0.0840,10.8274,0.7179
2,25,0.1046,9.7979,0.6954
3,1,0.0762,11.1362,0.7148
3,2,0.0806,10.9035,0.5793
3,3,0.0852,10.7167,0.6501
3,4,0.0868,10.9459,0.7296
3,5,0.0711,11.7583,0.8948
3,6,0.0897,10.7684,0.6331
3,7,0.0596,12.2705,0.7056
3,8,0.0924,11.4856,0.6793
3,9,0.0822,11.4002,0.7659
3,10,0.1004,10.7144,0.7300
3,11,0.0936,10.5737,0.6105
3,12,0.1079,10.3987,0.6304
3,13,0.1051,10.8355,0.5668
3,14,0.0958,10.6643,0.6800
3,15,0.1027,10.2464,0.7313
3,16,0.1095,9.8180,0.7058
3,17,0.0925,10.2680,0.7350
3,18,0.0927,10.2617,0.6836
3,19,0.0959,10.1595,0.6227
3,20,0.0902,10.5627,0.6393
3,21,0.0758,11.2763,0.8927
3,22,0.0816,10.8800,0.7096
3,23,0.0901,10.8362,0.7593
3,24,0.0711,11.9431,0.6692
3,25,0.0809,11.0987,0.6835
4,1,0.0949,10.7801,0.7489
4,2,0.0846,11.5232,0.8155
4,3,0.0653,11.9797,0.7384
4,4,0.0830,11.0578,0.8050
4,5,0.0722,11.8760,0.6952
4,6,0.0848,11.3263,0.7984
4,7,0.0792,11.3839,0.7725
4,8,0.0682,12.0154,0.8067
4,9,0.0734,11.6206,0.7442
4,10,0.0780,11.1540,0.7179
4,11,0.0682,11.8033,0.8417
4,12,0.0740,11.3844,0.7776
4,13,0.0741,11.4361,0.6831
4,14,0.0996,10.6156,0.7385
4,15,0.1229,10.0300,0.7003
4,16,0.0813,11.2982,0.6367
4,17,0.0984,10.3270,0.7686
4,18,0.0894,11.0247,0.7785
4,19,0.1066,9.8660,0.6981
4,20,0.0994,10.3005,0.7604
4,21,0.0835,10.7918,0.7746
4,22,0.0682,11.7426,0.7722
4,23,0.0767,11.3414,0.7773
4,24,0.0684,11.9250,0.7808
4,25,0.0838,11.1506,0.7109
5,1,0.0890,10.7587,0.7092
5,2,0.0928,11.4766,0.7570
5,3,0.0868,11.3235,0.7473
5,4,0.0647,12.3466,0.8008
5,5,0.1197,9.8240,nan
5,6,0.0974,10.7945,0.6742
5,7,0.0903,10.6008,0.7558
5,8,0.0738,11.1257,0.8630
5,9,0.0816,10.9253,0.8402
5,10,0.0700,11.4185,0.8867
5,11,0.0919,10.8099,0.8452
5,12,0.0672,12.0138,0.6977
5,13,0.0787,11.4010,0.7834
5,14,0.0776,12.1182,0.8219
5,15,0.0633,12.4428,0.8758
5,16,0.0873,10.9845,0.8663
5,17,0.0892,11.4180,0.7736
5,18,0.0632,12.3662,0.8759
5,19,0.0792,11.6972,0.8719
5,20,0.0798,11.7730,0.7514
5,21,0.0638,12.4311,0.8567
5,22,0.0644,12.1762,0.8219
5,23,0.0734,11.7391,0.7336
5,24,0.0717,11.6563,0.8214
5,25,0.0769,11.7646,0.8343
6,1,0.0983,10.6361,0.7178
6,2,0.0850,10.8227,0.7585
6,3,0.0524,12.8775,0.8897
6,4,0.0772,11.3998,0.7465
6,5,0.0720,11.6044,0.7362
6,6,0.0872,11.2141,0.7667
6,7,0.0740,11.4009,0.7420
6,8,0.0705,11.3962,0.8767
6,9,0.0687,11.8195,0.7654
6,10,0.0756,11.6284,0.8168
6,11,0.1008,10.3250,0.6714
6,12,0.0503,13.0393,0.8344
6,13,0.0704,12.1519,0.7800
6,14,0.0962,10.8901,0.7022
6,15,0.0607,12.3334,0.7536
6,16,0.0535,12.7600,0.7665
6,17,0.0759,11.7206,0.7894
6,18,0.0603,12.7512,0.8191
6,19,0.0783,12.1827,0.7376
6,20,0.0622,12.3916,0.8512
6,21,0.0633,12.6764,0.7920
6,22,0.1166,10.4030,0.7593
6,23,0.0753,11.2436,0.7688
6,24,0.0780,11.0523,0.8179
6,25,0.0683,11.7606,0.8032
7,1,0.0721,11.6954,0.9152
7,2,0.0554,12.7629,0.7065
7,3,0.0755,11.9982,0.7600
7,4,0.0652,12.5496,0.8416
7,5,0.0815,11.4549,0.7758
7,6,0.0395,14.1365,0.8528
7,7,0.0640,12.1549,0.8040
7,8,0.0557,12.8054,0.8490
7,9,0.0612,13.0838,0.8385
7,10,0.0501,13.9984,0.8781
7,11,0.0532,14.1662,0.8387
7,12,0.0796,11.8235,0.8126
7,13,0.0625,12.9797,0.7672
7,14,0.0791,11.4463,0.7356
7,15,0.0701,11.8582,nan
7,16,0.0954,10.2882,0.6349
7,17,0.0801,10.8749,0.7372
7,18,0.0694,11.4739,0.7885
7,19,0.0729,11.8984,0.8204
7,20,0.0749,12.0098,0.7698
7,21,0.0664,12.8487,0.7890
7,22,0.0956,11.4672,0.7103
7,23,0.0874,11.9218,0.6860
7,24,0.0570,13.6294,0.7932
7,25,0.0786,11.3739,0.7423
8,1,0.0635,12.5829,0.7630
8,2,0.0620,12.5529,0.7868
8,3,0.0689,12.1291,0.8234
8,4,0.0654,11.9782,0.8099
8,5,0.0602,12.4256,0.8018
8,6,0.0730,12.0832,0.7555
8,7,0.0571,13.7901,0.6947
8,8,0.0691,12.1129,0.7048
8,9,0.0547,13.2340,0.7542
8,10,0.0677,13.2089,0.8501
8,11,0.0863,11.8244,0.7210
8,12,0.0569,12.6146,0.7877
8,13,0.0585,12.4986,0.7634
8,14,0.0517,12.8972,0.7641
8,15,0.0663,12.8042,0.7122
8,16,0.0910,11.5485,0.7825
8,17,0.0951,11.0180,0.6645
8,18,0.0485,13.3820,0.8934
8,19,0.0572,12.5191,0.8719
8,20,0.0561,12.6088,0.7441
8,21,0.0560,12.5422,0.8635
8,22,0.0539,13.2879,0.7703
8,23,0.0422,14.1691,0.8957
8,24,0.0706,12.7325,0.7134
8,25,0.0759,12.9610,0.7056
9,1,0.0653,13.0451,0.7910
9,2,0.0496,14.0447,0.8527
9,3,0.0564,13.8668,0.7854
9,4,0.0572,13.1557,nan
9,5,0.0506,13.3714,0.8883
9,6,0.0450,14.1022,0.8300
9,7,0.0721,12.9358,0.8698
9,8,0.0787,12.3034,0.7813
9,9,0.0608,12.6527,0.7624
9,10,0.0657,12.6866,0.7628
9,11,0.0767,11.4344,0.6977
9,12,0.0651,11.7629,0.7914
9,13,0.0595,12.0749,0.8197
9,14,0.0541,13.0841,0.8077
9,15,0.0440,13.7182,0.8840
9,16,0.0400,14.7156,0.8307
9,17,0.0490,14.2038,0.8465
9,18,0.1030,11.8964,0.7211
9,19,0.0793,11.9350,0.8004
9,20,0.0906,12.3012,0.7619
9,21,0.0550,13.3934,0.8731
9,22,0.0913,11.8648,0.6967
9,23,0.0578,12.8362,0.7607
9,24,0.0702,11.7136,0.8146
9,25,0.0788,11.3351,0.7094
10,1,0.0667,11.8137,0.7839
10,2,0.0565,12.4570,0.8043
10,3,0.0725,11.8639,0.7906
10,4,0.0670,12.0787,0.8166
10,5,0.0549,13.0607,0.7671
10,6,0.0541,13.3279,0.7947
10,7,0.0564,13.4172,0.7224
10,8,0.0642,12.8577,0.7859
10,9,0.0654,13.0283,0.7771
10,10,0.0515,14.0186,0.8114
10,11,0.0633,12.9997,0.8163
10,12,0.0674,12.7336,0.8576
10,13,0.0473,14.3848,0.8083
10,14,0.0670,12.6879,0.7121
10,15,0.0598,13.0724,0.8350
10,16,0.0810,11.4478,0.6459
10,17,0.0657,12.1690,0.7019
10,18,0.0745,11.5446,0.6818
10,19,0.0683,11.7378,0.7605
10,20,0.0546,12.5633,0.7712
10,21,0.0652,12.5436,0.7793
10,22,0.0797,12.0376,0.7883
10,23,0.0519,13.6867,nan
10,24,0.0428,14.4274,0.8122
10,25,0.0387,14.9783,0.8580
11,1,0.0432,14.9576,0.8209
11,2,0.0514,14.2865,0.8942
11,3,0.0593,13.6811,0.8344
11,4,0.0525,14.2612,0.8783
11,5,0.0657,13.9817,0.7416
11,6,0.0370,14.6910,0.8902
11,7,0.0558,13.4770,0.8319
11,8,0.0866,11.7405,0.6880
11,9,0.0682,12.3362,0.7083
11,10,0.0630,12.2289,0.8590
11,11,0.0658,11.9137,0.8237
11,12,0.0764,11.4590,0.7239
11,13,0.0656,12.1838,0.8482
11,14,0.0572,12.7053,0.7947
11,15,0.0515,13.6859,0.8657
11,16,0.0443,14.1518,0.7977
11,17,0.0665,12.3235,0.7052
11,18,0.0549,14.0036,0.7765
11,19,0.0805,12.1737,0.8231
11,20,0.0454,14.2892,0.7801
11,21,0.0659,12.8974,0.7233
11,22,0.0594,13.1257,0.7122
11,23,0.0722,12.2175,0.7864
11,24,0.0783,11.2767,0.7181
11,25,0.0752,11.2491,0.6872
