Epoch,Batch,MSE,PSNR,SSIM
1,1,0.9922,5.8639,0.6013
1,2,0.8494,6.5344,0.6111
1,3,0.8497,6.4908,0.3037
1,4,0.8190,6.6174,0.4916
1,5,0.7317,7.1027,0.6733
1,6,0.6397,7.7305,0.6677
1,7,0.5587,8.3189,0.5902
1,8,0.4728,9.1394,0.6049
1,9,0.4745,9.3064,0.5335
1,10,0.8751,6.3603,0.4641
1,11,0.5193,8.7324,0.4113
1,12,0.4098,10.2736,0.5806
1,13,0.3224,11.0012,0.7757
1,14,0.3599,10.8964,0.6024
1,15,0.2576,12.3437,0.6853
1,16,0.2669,12.7842,0.7286
1,17,0.4273,11.0882,0.7949
1,18,0.2115,13.6887,0.8424
1,19,0.4344,11.1114,0.6718
1,20,0.3566,11.8759,0.6957
1,21,0.2687,12.9911,0.6947
1,22,0.1861,15.6755,0.7832
1,23,0.3788,11.6608,0.7556
1,24,0.2335,14.3411,0.8145
1,25,0.3476,13.0761,0.7362
2,1,0.3255,13.3817,0.6652
2,2,0.1064,16.7927,0.7688
2,3,0.1508,15.3990,0.8376
2,4,0.2585,12.8910,0.7487
2,5,0.3379,14.0469,0.7320
2,6,0.1633,16.1039,0.8814
2,7,0.2132,15.1291,0.8029
2,8,0.5067,11.5137,0.6505
2,9,0.4446,10.7155,0.7701
2,10,0.2992,13.6267,0.7238
2,11,0.2768,13.5620,0.7642
2,12,0.2975,12.9576,0.6913
2,13,0.2116,12.7757,0.7313
2,14,0.4029,11.4289,0.8343
2,15,0.2529,14.8083,0.8280
2,16,0.4616,11.4834,0.7832
2,17,0.5371,9.2619,0.7158
2,18,0.2556,13.8582,0.7405
2,19,0.2016,15.3275,0.9086
2,20,0.2770,12.8012,0.6814
2,21,0.3970,11.8504,0.8160
2,22,0.1557,14.7814,0.6770
2,23,0.1321,16.3471,0.9105
2,24,0.2669,12.7705,0.8592
2,25,0.4185,12.3598,0.8238
3,1,0.1669,16.1196,0.7942
3,2,0.1795,15.8833,0.8147
3,3,0.1785,14.2187,0.8261
3,4,0.2417,14.6800,0.7220
3,5,0.2348,13.9526,0.7933
3,6,0.1406,15.8855,0.8709
3,7,0.2557,14.7365,0.7838
3,8,0.3691,12.4893,0.7449
3,9,0.2124,15.8605,0.7951
3,10,0.2296,14.0445,nan
3,11,0.1929,14.7717,0.7635
3,12,0.1480,16.0555,0.8368
3,13,0.2327,15.9768,0.8503
3,14,0.2096,15.0893,0.8375
3,15,0.1791,14.8951,0.7853
3,16,0.2021,15.0239,0.8275
3,17,0.1700,17.3641,0.8163
3,18,0.1705,16.2014,0.8217
3,19,0.1694,16.4855,0.7204
3,20,0.2171,15.7953,0.6814
3,21,0.2170,13.2491,0.7033
3,22,0.2274,15.5007,0.8102
3,23,0.2425,16.7138,0.8797
3,24,0.1147,18.1748,0.8590
3,25,0.1223,17.1426,nan
4,1,0.1026,18.2679,0.7980
4,2,0.1781,17.1313,0.8118
4,3,0.2090,14.7774,0.7716
4,4,0.1761,18.1445,nan
4,5,0.1664,15.3156,0.7497
4,6,0.1567,16.6482,0.7691
4,7,0.1951,14.7875,0.7358
4,8,0.0858,19.0565,nan
4,9,0.2421,16.6403,0.8992
4,10,0.1256,18.2215,0.8484
4,11,0.2243,15.8557,0.7106
4,12,0.1609,17.0415,0.8412
4,13,0.2050,15.6025,0.7881
4,14,0.1745,17.7473,0.8373
4,15,0.1117,17.4943,0.8749
4,16,0.1699,18.1433,0.8442
4,17,0.2696,14.2386,0.7539
4,18,0.1766,16.2906,0.8621
4,19,0.2197,16.2872,0.7737
4,20,0.1024,21.0484,0.8648
4,21,0.2044,17.3131,0.8842
4,22,0.1470,17.8075,0.8303
4,23,0.2101,18.4715,0.8953
4,24,0.1512,18.5674,0.8774
4,25,0.2377,15.6822,0.7455
5,1,0.1650,17.9343,0.8083
