Step,MSE,PSNR,SSIM,Percentage Explored
0,0.1519,14.1024,0.3174,0.81
10,0.1500,14.1576,0.3279,2.02
20,0.1512,14.1229,0.3272,2.44
30,0.1514,14.1163,0.3284,2.54
40,0.1499,14.1606,0.3397,3.94
50,0.1496,14.1693,0.3438,5.18
60,0.1494,14.1757,0.3442,5.31
70,0.1474,14.2333,0.3581,6.32
80,0.1467,14.2542,0.3580,7.62
90,0.1474,14.2334,0.3625,9.21
100,0.1472,14.2396,0.3631,9.67
110,0.1472,14.2375,0.3629,9.70
120,0.1472,14.2390,0.3626,9.70
130,0.1474,14.2335,0.3631,9.80
140,0.1472,14.2380,0.3638,9.80
150,0.1473,14.2372,0.3636,9.80
160,0.1470,14.2442,0.3651,9.80
170,0.1473,14.2350,0.3650,10.09
180,0.1442,14.3290,0.3722,11.04
190,0.1411,14.4237,0.3738,12.01
200,0.1402,14.4514,0.3781,12.57
210,0.1406,14.4381,0.3779,13.38
220,0.1395,14.4710,0.3847,13.67
230,0.1400,14.4575,0.3844,13.77
240,0.1401,14.4524,0.3826,13.90
250,0.1394,14.4759,0.3857,14.03
260,0.1418,14.4024,0.3802,14.26
270,0.1386,14.5017,0.3918,15.07
280,0.1377,14.5293,0.3958,15.27
290,0.1331,14.6754,0.4095,16.21
300,0.1302,14.7723,0.4332,17.94
310,0.1294,14.7993,0.4362,18.68
320,0.1294,14.7973,0.4344,19.30
330,0.1295,14.7958,0.4358,19.75
340,0.1295,14.7955,0.4347,20.08
350,0.1291,14.8078,0.4382,21.09
360,0.1279,14.8489,0.4434,22.49
370,0.1272,14.8742,0.4436,22.85
380,0.1272,14.8717,0.4452,22.98
390,0.1276,14.8598,0.4451,22.98
400,0.1274,14.8663,0.4448,23.41
410,0.1271,14.8760,0.4433,24.29
420,0.1271,14.8778,0.4428,24.92
430,0.1270,14.8785,0.4443,25.11
440,0.1272,14.8724,0.4439,25.19
450,0.1272,14.8738,0.4433,25.19
460,0.1272,14.8729,0.4424,25.23
470,0.1273,14.8710,0.4423,25.23
480,0.1271,14.8756,0.4445,25.23
490,0.1271,14.8757,0.4434,25.30
500,0.1272,14.8745,0.4435,25.65
510,0.1272,14.8739,0.4445,26.38
520,0.1269,14.8842,0.4444,26.38
530,0.1269,14.8835,0.4454,26.38
540,0.1268,14.8865,0.4456,26.38
550,0.1270,14.8794,0.4453,26.38
560,0.1270,14.8795,0.4446,26.38
570,0.1270,14.8800,0.4458,26.38
580,0.1270,14.8786,0.4448,26.38
590,0.1270,14.8810,0.4443,26.38
600,0.1269,14.8832,0.4451,26.38
610,0.1272,14.8730,0.4449,26.38
620,0.1268,14.8878,0.4452,26.38
630,0.1271,14.8750,0.4452,26.38
640,0.1270,14.8811,0.4456,26.40
650,0.1272,14.8733,0.4446,26.40
660,0.1269,14.8815,0.4453,26.40
670,0.1269,14.8818,0.4450,26.40
680,0.1273,14.8693,0.4448,26.40
690,0.1273,14.8703,0.4446,26.40
700,0.1268,14.8853,0.4438,26.63
710,0.1269,14.8838,0.4444,26.63
720,0.1272,14.8722,0.4444,26.63
730,0.1270,14.8805,0.4452,26.67
740,0.1270,14.8785,0.4447,26.67
750,0.1272,14.8737,0.4437,26.67
760,0.1269,14.8839,0.4443,26.67
770,0.1269,14.8825,0.4440,26.67
780,0.1262,14.9088,0.4457,26.75
790,0.1240,14.9850,0.4442,27.62
800,0.1219,15.0570,0.4529,28.46
810,0.1201,15.1224,0.4602,29.33
820,0.1192,15.1543,0.4628,29.46
830,0.1190,15.1620,0.4638,29.64
840,0.1189,15.1655,0.4643,29.64
850,0.1190,15.1618,0.4643,29.64
860,0.1191,15.1575,0.4637,29.64
870,0.1191,15.1573,0.4638,29.82
880,0.1190,15.1635,0.4644,29.82
890,0.1193,15.1507,0.4632,29.82
900,0.1190,15.1608,0.4637,29.82
910,0.1191,15.1579,0.4636,29.82
920,0.1192,15.1557,0.4640,29.82
930,0.1191,15.1579,0.4639,29.82
940,0.1194,15.1461,0.4632,29.82
950,0.1189,15.1644,0.4634,30.43
960,0.1189,15.1653,0.4633,30.66
970,0.1189,15.1653,0.4639,30.66
980,0.1189,15.1662,0.4635,30.66
990,0.1189,15.1664,0.4644,30.66
