Epoch,Batch,MSE,PSNR,SSIM
1,1,0.3787,10.0521,nan
1,2,0.3689,10.4906,0.8812
1,3,0.3834,10.8796,0.7137
1,4,0.3225,11.5265,0.8330
1,5,0.3472,11.4453,0.7024
1,6,0.3554,10.9876,0.7170
1,7,0.2800,11.8849,0.7749
1,8,0.2921,11.4774,0.6511
1,9,0.2578,12.0719,0.7037
1,10,0.2954,12.1120,0.7421
1,11,0.3321,12.6056,0.6720
1,12,0.3929,11.2773,0.7564
1,13,0.3876,10.5811,0.7531
1,14,0.3054,11.7376,0.6405
1,15,0.3008,11.4890,0.8818
1,16,0.3865,10.3795,0.6339
1,17,0.1911,13.4697,0.8844
1,18,0.2185,12.8383,0.8268
1,19,0.2106,14.2912,0.8123
1,20,0.2973,12.5669,0.8477
1,21,0.3170,11.9386,0.6579
1,22,0.2258,13.4066,0.8564
1,23,0.3203,12.2137,0.7570
1,24,0.2163,13.3498,0.8076
1,25,0.2713,12.3562,0.6604
2,1,0.2204,13.0476,0.7854
2,2,0.2221,12.8350,0.6543
2,3,0.3230,11.7974,0.6788
2,4,0.2561,12.3081,0.6454
2,5,0.1673,14.0503,0.7843
2,6,0.2284,13.2096,0.7141
2,7,0.2110,13.3418,0.7476
2,8,0.2652,13.1867,0.6892
2,9,0.2259,13.3117,0.6674
2,10,0.2183,13.2934,0.7039
2,11,0.2667,12.3760,0.7003
2,12,0.2411,12.9231,0.6956
2,13,0.2600,12.9176,0.7082
2,14,0.2343,13.0943,0.7333
2,15,0.2123,13.6967,0.7790
2,16,0.1696,13.6581,0.7638
2,17,0.1691,13.5526,0.7754
2,18,0.2638,12.4636,0.6120
2,19,0.1689,13.8304,0.6949
2,20,0.1571,14.3125,0.7704
2,21,0.2071,13.6735,0.7932
2,22,0.2961,12.2159,0.6315
2,23,0.2116,13.5942,0.6474
2,24,0.2110,13.2570,0.8344
2,25,0.1862,13.9719,0.7049
3,1,0.2621,13.3174,0.6430
3,2,0.3012,11.8821,0.6776
3,3,0.2640,12.2756,0.6377
3,4,0.2335,12.9047,0.7416
3,5,0.2167,12.6983,0.8048
3,6,0.3086,11.5348,0.6183
3,7,0.1887,13.5012,0.7471
3,8,0.1749,13.7007,0.7156
3,9,0.1994,13.3857,0.7142
3,10,0.1963,13.1183,0.7538
3,11,0.2122,13.2570,0.7018
3,12,0.2004,13.6974,0.7537
3,13,0.1710,13.6138,0.7256
3,14,0.1963,14.4311,0.8098
3,15,0.1927,13.2720,0.7651
3,16,0.2289,14.3487,0.7335
3,17,0.1449,14.9885,0.8654
3,18,0.2264,13.2303,0.8223
3,19,0.1757,13.7950,0.8243
3,20,0.1827,13.8996,nan
3,21,0.2315,13.5687,0.7444
3,22,0.1975,13.7333,0.7205
3,23,0.2317,13.2364,0.7203
3,24,0.1483,14.3526,0.7722
3,25,0.1879,13.5659,0.7301
4,1,0.2120,13.2731,0.7841
4,2,0.1743,13.8173,0.8120
4,3,0.2749,12.8474,0.6821
4,4,0.1848,13.8985,0.8174
4,5,0.2081,13.0137,0.7294
4,6,0.2719,12.6339,0.6538
4,7,0.2402,13.0239,0.6960
4,8,0.2562,13.2828,0.6831
4,9,0.1896,14.2605,0.6718
4,10,0.1900,13.3569,0.7448
4,11,0.2042,13.5559,0.7328
4,12,0.1990,13.4367,0.7856
4,13,0.1788,13.7858,0.8217
4,14,0.3147,11.3749,0.5596
4,15,0.2001,14.3132,0.7674
4,16,0.2052,13.1943,0.7682
4,17,0.2331,13.1046,0.6547
4,18,0.2317,12.8468,0.6323
4,19,0.2042,13.1939,0.7763
4,20,0.2248,13.0578,0.6646
4,21,0.1554,14.3992,0.8760
4,22,0.1701,14.2500,0.7662
4,23,0.3194,11.8112,0.6083
4,24,0.2631,12.6217,0.6338
4,25,0.2797,12.4086,0.7400
5,1,0.2886,12.4348,0.6951
5,2,0.1786,13.7276,0.7148
5,3,0.1936,13.4689,0.7661
5,4,0.2269,12.9427,0.6795
5,5,0.1887,13.7275,0.7940
5,6,0.3080,12.0369,0.7148
5,7,0.1765,14.2522,0.7460
5,8,0.2729,12.4481,0.7315
5,9,0.1656,13.9844,nan
5,10,0.1882,13.7520,0.6847
5,11,0.2256,13.3131,0.7640
5,12,0.1988,13.8791,0.7101
5,13,0.2059,14.2896,0.7709
5,14,0.2769,12.3316,0.5842
5,15,0.2456,13.0617,0.7816
5,16,0.2432,13.1415,nan
5,17,0.1438,14.4380,0.7945
5,18,0.1825,13.7840,0.7160
5,19,0.2741,12.1398,0.6177
5,20,0.2241,13.2905,0.7119
5,21,0.1107,15.8878,0.9076
5,22,0.2302,13.2623,0.6465
5,23,0.2427,12.7414,0.7316
5,24,0.2039,13.4560,0.7413
5,25,0.1925,13.2940,0.7142
6,1,0.1754,14.0816,0.8121
6,2,0.2384,13.2094,0.8127
6,3,0.2015,13.3964,0.7380
6,4,0.2645,12.7826,0.6888
6,5,0.1525,15.2849,0.7719
6,6,0.1908,13.3865,0.7845
6,7,0.1973,13.5047,0.7668
6,8,0.1535,14.8373,0.7078
6,9,0.1380,15.0636,0.7953
6,10,0.2044,13.1303,0.7324
6,11,0.1995,13.8477,0.7736
6,12,0.1865,14.0936,0.6789
6,13,0.1436,14.3972,0.7879
6,14,0.2968,12.6188,0.6818
6,15,0.2734,13.0602,0.7377
6,16,0.2102,13.1636,0.7250
6,17,0.2671,12.5789,0.7087
6,18,0.1450,14.4024,0.7985
6,19,0.1380,14.6783,0.8596
6,20,0.2265,12.8711,0.6554
6,21,0.1750,14.1816,nan
6,22,0.1724,14.1030,0.7681
6,23,0.2018,13.2732,0.7251
6,24,0.2273,13.0722,0.7175
6,25,0.1745,14.3015,0.7716
7,1,0.1268,15.1055,0.7678
7,2,0.1626,14.5043,0.7889
7,3,0.2806,12.7760,0.6892
7,4,0.1492,14.7996,0.8289
7,5,0.1983,13.8234,0.7577
7,6,0.2825,12.9760,0.6125
7,7,0.2152,13.6693,0.6540
7,8,0.1472,14.3661,0.7963
7,9,0.2292,13.0263,0.6957
7,10,0.1951,13.4399,0.8318
7,11,0.2020,13.5145,0.7373
7,12,0.2269,13.0412,0.6986
7,13,0.1790,13.7619,0.7604
7,14,0.2939,12.0829,0.5961
7,15,0.1930,13.8033,0.7296
7,16,0.2291,13.3851,0.6607
7,17,0.1673,13.8427,0.6343
7,18,0.1790,13.5140,0.6974
7,19,0.1968,14.2501,0.7559
7,20,0.2661,12.8042,0.7405
7,21,0.1956,13.5499,0.7640
7,22,0.1599,14.2221,0.7965
7,23,0.2550,12.7174,0.6825
7,24,0.1854,13.3832,0.7054
7,25,0.1488,14.4828,0.8037
8,1,0.1772,14.4654,0.7760
8,2,0.1537,14.5352,0.7336
8,3,0.2008,14.7162,0.8209
8,4,0.1639,14.3711,0.7039
8,5,0.2439,12.6508,0.7165
8,6,0.2601,13.3214,0.7496
8,7,0.1621,15.1822,0.8197
8,8,0.1842,14.1556,0.7861
8,9,0.1658,13.8746,0.8351
8,10,0.1549,14.9944,0.8321
8,11,0.1562,14.3911,0.7777
8,12,0.2073,13.0733,0.7539
8,13,0.1909,13.9198,0.8151
8,14,0.1585,14.1732,0.8273
8,15,0.2308,13.7715,0.7820
8,16,0.1898,14.0305,0.7504
8,17,0.2080,13.5066,0.7303
8,18,0.1744,14.2349,0.7680
8,19,0.1845,14.3622,0.7756
8,20,0.2309,12.6809,0.5853
8,21,0.2112,13.8991,0.6643
8,22,0.1790,14.3010,0.7619
8,23,0.2458,13.4823,0.7438
8,24,0.2472,13.2655,0.7922
8,25,0.1285,15.0570,0.7537
9,1,0.3531,11.6327,0.6793
9,2,0.1815,13.6660,0.8095
9,3,0.2038,13.3316,0.7004
9,4,0.1849,13.9174,0.7005
9,5,0.1904,13.5851,0.7526
9,6,0.1220,15.6931,0.7651
9,7,0.2291,13.1684,0.7378
9,8,0.2573,13.0760,0.6974
9,9,0.1675,13.8250,0.8440
9,10,0.1816,13.8258,0.7204
9,11,0.2255,13.2704,0.6679
9,12,0.1729,14.2523,0.7724
9,13,0.1537,15.2945,0.8868
9,14,0.1964,13.9853,0.7752
9,15,0.2154,13.1906,0.7903
9,16,0.1779,13.7153,0.7429
9,17,0.3033,12.2502,0.7954
9,18,0.2117,13.5447,0.7036
9,19,0.1568,14.7359,0.7870
9,20,0.2711,12.0282,0.6055
9,21,0.1674,13.8344,0.7637
9,22,0.1872,13.8443,0.8087
9,23,0.1872,13.7371,0.8107
9,24,0.2012,13.4158,0.7118
9,25,0.1670,14.0751,0.7859
10,1,0.1900,13.6900,0.8256
10,2,0.1744,14.1703,0.7744
10,3,0.4262,10.8081,0.5724
10,4,0.1942,13.7157,nan
10,5,0.1949,14.1151,0.7591
10,6,0.1926,13.9535,0.6455
10,7,0.1494,14.3671,0.8362
10,8,0.1800,14.0898,0.7910
10,9,0.2151,13.3880,0.7480
10,10,0.2034,13.7928,0.8258
10,11,0.2511,13.2626,0.6361
10,12,0.1398,14.8058,0.7305
10,13,0.2097,13.8234,0.7961
10,14,0.1501,14.6865,0.8294
10,15,0.2317,13.5273,0.8173
10,16,0.1044,16.1645,0.9013
10,17,0.2139,13.1049,0.7387
10,18,0.2213,13.8989,0.6782
10,19,0.1367,14.8864,0.8016
10,20,0.3052,12.9458,0.7127
10,21,0.2412,13.4045,0.6892
10,22,0.1761,14.1709,0.7134
10,23,0.1420,14.9598,nan
10,24,0.1744,13.7288,0.6991
10,25,0.2315,13.2487,0.5726
11,1,0.2243,13.0246,0.8088
11,2,0.1828,13.9885,0.7953
11,3,0.1512,14.6350,0.7869
11,4,0.2148,13.3574,0.7175
11,5,0.1886,13.8581,0.7706
11,6,0.1340,14.9807,0.7623
11,7,0.2179,13.0867,0.6961
11,8,0.1867,14.1869,0.7665
11,9,0.1908,14.0936,0.7519
11,10,0.2408,12.6588,0.6966
11,11,0.1444,14.9312,0.7511
11,12,0.1868,13.8649,0.8281
11,13,0.1932,14.0422,0.7459
11,14,0.2085,13.2750,0.8132
11,15,0.2307,13.0859,0.7129
11,16,0.1713,14.7567,0.7485
11,17,0.2491,12.9619,0.7141
11,18,0.1499,14.4015,0.7931
11,19,0.1814,14.1980,0.7770
11,20,0.2273,13.4151,0.8096
11,21,0.1539,14.4284,0.8365
11,22,0.3026,12.5164,0.7004
11,23,0.1935,13.7422,0.7900
11,24,0.1710,13.8884,0.7615
11,25,0.1704,14.2034,0.8168
12,1,0.1989,14.1287,0.6234
12,2,0.2235,13.5963,0.7365
12,3,0.1949,13.9895,0.6857
12,4,0.1910,13.4028,0.7599
12,5,0.2199,12.8217,0.7187
12,6,0.1722,14.5258,0.7794
12,7,0.2026,13.3737,0.6582
12,8,0.2168,13.1594,0.6657
12,9,0.2181,13.0219,0.6684
12,10,0.2414,12.6550,0.6662
12,11,0.1411,15.1652,0.7586
12,12,0.1734,13.8927,0.6770
12,13,0.1500,14.6994,0.7642
12,14,0.2100,13.3894,0.7633
12,15,0.1324,15.4542,0.8336
12,16,0.1805,13.9699,0.7949
12,17,0.3273,12.2455,0.6121
12,18,0.1796,14.6448,0.7979
12,19,0.1514,14.8311,0.7395
12,20,0.2397,12.7360,0.6125
12,21,0.1250,15.3547,0.8346
12,22,0.2075,13.7733,0.7928
12,23,0.2476,13.7146,0.7528
12,24,0.1828,13.6455,0.8131
12,25,0.1256,15.1477,0.8679
13,1,0.1863,13.7256,0.7282
13,2,0.1655,14.9004,0.7217
13,3,0.1625,14.7438,0.7630
13,4,0.2003,13.7267,0.7606
13,5,0.3572,12.0051,0.6000
