Step,MSE,PSNR,SSIM,Percentage Explored
0,0.2678,11.6748,0.2579,0.81
10,0.2926,11.2888,0.2521,2.33
20,0.2895,11.3350,0.2576,3.01
30,0.2885,11.3505,0.2614,3.50
40,0.2818,11.4532,0.2658,3.89
50,0.2648,11.7235,0.2677,4.64
60,0.2379,12.1874,0.2971,5.32
70,0.2361,12.2219,0.3003,5.51
80,0.2226,12.4773,0.3256,6.92
90,0.2205,12.5191,0.3427,8.19
100,0.2048,12.8393,0.3790,11.23
110,0.1955,13.0415,0.4132,14.32
120,0.1939,13.0772,0.4242,15.78
130,0.1933,13.0899,0.4333,16.84
140,0.1930,13.0973,0.4401,17.25
150,0.1884,13.2004,0.4590,17.99
160,0.1884,13.2003,0.4608,18.96
170,0.1884,13.2007,0.4619,20.18
180,0.1884,13.2004,0.4625,20.42
190,0.1884,13.2009,0.4628,20.50
200,0.1884,13.2009,0.4628,20.50
210,0.1884,13.2009,0.4628,20.50
220,0.1870,13.2345,0.4671,21.12
230,0.1870,13.2345,0.4672,21.13
240,0.1876,13.2195,0.4616,21.35
250,0.1869,13.2365,0.4697,21.91
260,0.1869,13.2351,0.4686,22.13
270,0.1862,13.2533,0.4708,22.73
280,0.1802,13.3940,0.4722,24.07
290,0.1711,13.6194,0.5124,26.01
300,0.1552,14.0444,0.5164,26.26
310,0.1481,14.2468,0.5197,26.46
320,0.1478,14.2564,0.5203,26.56
330,0.1494,14.2088,0.5160,26.80
340,0.1485,14.2349,0.5197,26.99
350,0.1085,15.5990,0.5181,27.62
360,0.1114,15.4836,0.5143,27.96
370,0.1112,15.4925,0.5179,28.00
380,0.1112,15.4925,0.5179,28.00
390,0.1139,15.3869,0.5136,28.08
400,0.1162,15.2987,0.5157,28.22
410,0.1162,15.2987,0.5157,28.22
420,0.1244,15.0051,0.5158,28.22
430,0.1027,15.8361,0.5400,29.18
440,0.0917,16.3287,0.5548,30.70
450,0.0899,16.4149,0.5648,31.64
460,0.0861,16.6030,0.5780,32.35
470,0.0860,16.6055,0.5797,32.93
480,0.0862,16.5987,0.5795,33.57
490,0.0860,16.6074,0.5801,33.65
500,0.0859,16.6105,0.5813,34.02
510,0.0868,16.5687,0.5793,34.24
520,0.0836,16.7300,0.5798,34.62
530,0.0771,17.0792,0.6004,34.79
540,0.0771,17.0812,0.6008,34.87
550,0.0769,17.0923,0.6034,35.04
560,0.0772,17.0785,0.6016,35.16
570,0.0772,17.0785,0.6016,35.16
580,0.0763,17.1276,0.6032,35.47
590,0.0714,17.4134,0.6082,35.75
600,0.0716,17.4026,0.6065,36.07
610,0.0705,17.4679,0.6121,36.35
620,0.0701,17.4966,0.6137,36.69
630,0.0701,17.4967,0.6140,36.76
640,0.0699,17.5078,0.6158,36.99
650,0.0682,17.6144,0.6177,37.39
660,0.0666,17.7180,0.6201,37.50
670,0.0648,17.8333,0.6218,37.73
680,0.0658,17.7704,0.6213,37.77
690,0.0641,17.8807,0.6233,37.98
700,0.0636,17.9200,0.6260,38.22
710,0.0634,17.9341,0.6286,38.56
720,0.0636,17.9159,0.6309,38.64
730,0.0636,17.9175,0.6312,38.77
740,0.0632,17.9464,0.6332,39.06
750,0.0611,18.0931,0.6367,39.36
760,0.0610,18.0996,0.6361,39.53
770,0.0610,18.0996,0.6361,39.53
780,0.0610,18.0996,0.6361,39.53
790,0.0610,18.0956,0.6357,39.57
800,0.0610,18.0967,0.6358,39.58
810,0.0611,18.0911,0.6353,39.58
820,0.0608,18.1107,0.6367,39.61
830,0.0595,18.2094,0.6410,40.23
840,0.0592,18.2276,0.6424,40.36
850,0.0593,18.2240,0.6424,40.38
860,0.0592,18.2325,0.6428,40.40
870,0.0582,18.3062,0.6460,40.61
880,0.0549,18.5547,0.6542,41.98
890,0.0540,18.6287,0.6611,42.91
900,0.0533,18.6844,0.6634,43.27
910,0.0513,18.8516,0.6750,44.30
920,0.0505,18.9184,0.6859,46.43
930,0.0505,18.9220,0.6875,46.92
940,0.0503,18.9390,0.6888,47.32
950,0.0499,18.9693,0.6891,47.78
960,0.0498,18.9835,0.6886,47.88
970,0.0497,18.9859,0.6887,47.91
980,0.0495,19.0095,0.6923,48.47
990,0.0494,19.0141,0.6932,48.62
