Epoch,Batch,MSE,PSNR,SSIM
1,1,0.2091,6.6050,0.8237
1,2,0.2118,6.5405,0.8631
1,3,0.2242,6.2750,0.7680
1,4,0.2033,6.7505,0.8127
1,5,0.1917,6.9243,0.6262
1,6,0.1940,6.9279,0.7014
1,7,0.1981,6.8319,0.7883
1,8,0.1825,7.2105,0.6880
1,9,0.1932,6.9351,0.6987
1,10,0.1735,7.3938,0.6966
1,11,0.1660,7.5884,0.6298
1,12,0.1731,7.3674,0.7926
1,13,0.1653,7.5345,0.8013
1,14,0.1478,8.0352,0.6335
1,15,0.1432,8.1663,nan
1,16,0.1434,8.1659,0.8219
1,17,0.1263,8.7294,0.5943
1,18,0.1311,8.5949,0.6747
1,19,0.1173,9.1380,0.6364
1,20,0.1118,9.3978,0.7029
1,21,0.1000,9.8756,0.6868
1,22,0.0931,10.2578,0.7638
1,23,0.1145,9.7191,0.6279
1,24,0.1211,9.7601,0.7349
1,25,0.1006,10.7728,0.6515
2,1,0.0885,10.8322,0.7234
2,2,0.0822,11.6808,0.6478
2,3,0.1134,10.3398,0.6842
2,4,0.1092,10.5738,0.7140
2,5,0.1144,9.8801,0.6556
2,6,0.0933,10.5554,0.6722
2,7,0.0655,12.3588,0.7274
2,8,0.1032,10.6387,0.6318
2,9,0.0787,11.4297,0.7497
2,10,0.1101,10.1620,0.5418
2,11,0.0779,11.2467,0.7625
2,12,0.1090,10.0558,0.7502
2,13,0.0912,10.6661,0.6447
2,14,0.0961,10.6424,0.7082
2,15,0.0758,11.3252,0.6054
2,16,0.0968,10.4756,0.7590
2,17,0.1017,10.1906,0.6857
2,18,0.0841,10.7341,0.7471
2,19,0.0883,10.4809,0.7413
2,20,0.0997,10.2660,0.5049
2,21,0.0873,10.5778,0.6147
2,22,0.0838,10.7704,0.8433
2,23,0.1028,10.0510,0.7386
2,24,0.0977,10.2963,0.7414
2,25,0.0971,10.4311,0.6439
3,1,0.0857,10.8847,0.6907
3,2,0.1001,10.5172,0.7024
3,3,0.0922,10.6652,0.8051
3,4,0.0706,11.5842,0.8489
3,5,0.0901,10.9958,0.6737
3,6,0.0846,11.1979,0.7539
3,7,0.0813,11.2689,0.6305
3,8,0.0877,11.1398,0.6778
3,9,0.0862,10.9089,0.7652
3,10,0.0697,11.8435,0.7396
3,11,0.0544,12.7960,0.7031
3,12,0.0836,11.0875,0.6801
3,13,0.0888,10.9682,0.8222
3,14,0.0954,11.3010,0.7225
3,15,0.0856,11.0305,0.6471
3,16,0.0767,11.6037,0.7395
3,17,0.1096,9.9437,0.6392
3,18,0.0878,10.7230,0.7630
3,19,0.0886,10.9102,0.7584
3,20,0.0873,10.7498,0.7332
3,21,0.0750,11.3166,0.7648
3,22,0.0818,10.9166,0.7147
3,23,0.0719,11.2789,0.6953
3,24,0.0870,10.9479,0.7218
3,25,0.0879,11.0614,0.7128
4,1,0.0612,12.1717,0.7531
4,2,0.0846,11.6106,0.7835
4,3,0.0777,11.3140,0.7807
4,4,0.0790,11.1524,0.7901
4,5,0.0789,11.4030,0.6896
4,6,0.0800,11.3543,0.7580
4,7,0.0900,10.9884,0.6403
4,8,0.0821,11.3550,0.7464
4,9,0.0873,10.7945,0.7682
4,10,0.0927,10.5720,0.7300
4,11,0.0912,10.6294,0.7377
4,12,0.0796,11.0078,0.6555
4,13,0.0863,10.7265,0.7104
4,14,0.0760,11.2615,0.8173
4,15,0.0711,11.4835,0.7572
4,16,0.0775,11.4756,0.6756
4,17,0.0737,11.4859,0.6942
4,18,0.0720,11.6662,0.7809
4,19,0.0721,11.5303,0.7930
4,20,0.0782,11.4187,0.8421
4,21,0.0841,11.1971,0.6194
4,22,0.0571,12.4319,0.8316
4,23,0.0892,10.9896,0.7595
