Step,MSE,PSNR,SSIM,Percentage Explored
0,0.1499,14.1938,0.3496,0.81
10,0.1456,14.3205,0.3488,1.46
20,0.1405,14.4749,0.3656,2.70
30,0.1358,14.6231,0.3728,3.26
40,0.1358,14.6245,0.3728,3.48
50,0.1367,14.5954,0.3733,4.64
60,0.1367,14.5947,0.3733,4.66
70,0.1343,14.6706,0.3872,5.49
80,0.1354,14.6375,0.3882,6.44
90,0.1354,14.6375,0.3882,6.44
100,0.1354,14.6376,0.3882,6.47
110,0.1353,14.6376,0.3883,6.49
120,0.1353,14.6384,0.3886,6.60
130,0.1353,14.6384,0.3886,6.60
140,0.1352,14.6409,0.3895,6.95
150,0.1347,14.6579,0.3925,7.51
160,0.1255,14.9669,0.4073,9.42
170,0.1063,15.6866,0.4393,11.99
180,0.1053,15.7265,0.4451,12.58
190,0.1054,15.7244,0.4455,12.71
200,0.1054,15.7244,0.4455,12.71
210,0.1054,15.7221,0.4455,12.81
220,0.1054,15.7234,0.4464,13.29
230,0.1054,15.7234,0.4464,13.29
240,0.1050,15.7407,0.4501,13.82
250,0.1049,15.7448,0.4516,13.91
260,0.1049,15.7451,0.4517,13.98
270,0.1049,15.7457,0.4521,14.73
280,0.1050,15.7416,0.4524,14.94
290,0.1051,15.7366,0.4524,15.20
300,0.1051,15.7366,0.4524,15.20
310,0.1051,15.7366,0.4524,15.20
320,0.1051,15.7366,0.4524,15.20
330,0.1051,15.7366,0.4524,15.20
340,0.1048,15.7482,0.4554,15.59
350,0.1027,15.8382,0.4667,16.37
360,0.1015,15.8884,0.4810,18.65
370,0.1014,15.8906,0.4878,19.73
380,0.1009,15.9147,0.4963,20.44
390,0.1009,15.9147,0.4963,20.44
400,0.1006,15.9283,0.5021,21.13
410,0.0983,16.0254,0.5148,22.85
420,0.0909,16.3667,0.5302,24.58
430,0.0910,16.3598,0.5340,25.03
440,0.0836,16.7287,0.5383,25.68
450,0.0769,17.0909,0.5444,26.27
460,0.0760,17.1453,0.5454,26.43
470,0.0760,17.1453,0.5454,26.43
480,0.0763,17.1262,0.5461,26.60
490,0.0705,17.4679,0.5605,27.77
500,0.0696,17.5266,0.5735,29.59
510,0.0695,17.5320,0.5756,29.92
520,0.0695,17.5320,0.5756,29.92
530,0.0685,17.5981,0.5778,30.25
540,0.0636,17.9196,0.5899,31.28
550,0.0636,17.9154,0.5911,31.50
560,0.0636,17.9154,0.5911,31.50
570,0.0636,17.9146,0.5915,31.57
580,0.0636,17.9146,0.5915,31.57
590,0.0636,17.9146,0.5915,31.57
600,0.0631,17.9551,0.5928,31.71
610,0.0576,18.3498,0.6005,32.35
620,0.0524,18.7549,0.6097,33.52
630,0.0420,19.7170,0.6352,34.27
640,0.0400,19.9316,0.6421,34.99
650,0.0400,19.9368,0.6424,35.02
660,0.0396,19.9755,0.6437,35.29
670,0.0396,19.9755,0.6437,35.29
680,0.0403,19.8966,0.6452,35.42
690,0.0281,21.4669,0.6772,37.99
700,0.0245,22.0622,0.6871,39.20
710,0.0239,22.1771,0.6923,39.52
720,0.0237,22.1965,0.6939,39.75
730,0.0235,22.2410,0.6965,40.34
740,0.0234,22.2527,0.6971,40.57
750,0.0234,22.2527,0.6971,40.57
760,0.0234,22.2527,0.6971,40.57
770,0.0234,22.2527,0.6971,40.57
780,0.0234,22.2527,0.6971,40.57
790,0.0234,22.2527,0.6971,40.57
800,0.0234,22.2527,0.6971,40.57
810,0.0234,22.2535,0.6972,40.89
820,0.0234,22.2535,0.6972,40.89
830,0.0234,22.2636,0.6991,41.50
840,0.0233,22.2831,0.7016,42.44
850,0.0233,22.2877,0.7032,43.50
860,0.0232,22.2882,0.7033,43.52
870,0.0232,22.2980,0.7039,43.63
880,0.0232,22.2980,0.7040,43.65
890,0.0231,22.3069,0.7046,43.80
900,0.0231,22.3069,0.7046,43.80
910,0.0231,22.3082,0.7050,43.82
920,0.0231,22.3082,0.7050,43.82
930,0.0231,22.3088,0.7052,43.86
940,0.0231,22.3123,0.7066,44.15
950,0.0231,22.3153,0.7075,45.69
960,0.0231,22.3163,0.7077,45.92
970,0.0231,22.3165,0.7081,45.95
980,0.0231,22.3165,0.7081,45.95
990,0.0231,22.3165,0.7081,45.95
