Step,MSE,PSNR,SSIM,Percentage Explored
0,0.1108,15.4719,0.4716,0.81
10,0.1106,15.4783,0.4721,1.56
20,0.1086,15.5604,0.4998,2.97
30,0.1105,15.4853,0.4853,3.51
40,0.1066,15.6418,0.5147,5.34
50,0.1041,15.7440,0.5350,6.41
60,0.1039,15.7522,0.5374,6.84
70,0.1039,15.7531,0.5387,7.17
80,0.1038,15.7565,0.5408,7.25
90,0.1038,15.7567,0.5410,7.29
100,0.1039,15.7523,0.5431,8.20
110,0.1038,15.7552,0.5429,9.04
120,0.1037,15.7594,0.5424,9.38
130,0.1050,15.7053,0.5357,9.45
140,0.1037,15.7600,0.5439,9.99
150,0.1039,15.7504,0.5445,10.09
160,0.1039,15.7529,0.5441,10.17
170,0.1039,15.7528,0.5439,10.13
180,0.1063,15.6507,0.5360,10.89
190,0.1018,15.8387,0.5573,12.00
200,0.1018,15.8414,0.5600,12.39
210,0.1027,15.8030,0.5555,12.36
220,0.1030,15.7903,0.5517,12.33
230,0.1029,15.7937,0.5548,12.16
240,0.1041,15.7418,0.5435,11.16
250,0.1045,15.7254,0.5376,10.40
260,0.1037,15.7605,0.5393,10.45
270,0.1035,15.7669,0.5408,10.79
280,0.1038,15.7554,0.5381,10.49
290,0.1043,15.7342,0.5350,10.10
300,0.1056,15.6813,0.5295,10.63
310,0.1063,15.6513,0.5303,10.65
320,0.1040,15.7486,0.5390,11.15
330,0.1046,15.7240,0.5359,11.79
340,0.1045,15.7270,0.5353,11.46
350,0.1047,15.7197,0.5250,10.14
360,0.1045,15.7257,0.5236,10.12
370,0.1048,15.7122,0.5173,9.83
380,0.1066,15.6418,0.5052,8.76
390,0.1066,15.6405,0.5047,8.32
400,0.1060,15.6650,0.5099,8.51
410,0.1064,15.6485,0.5106,8.90
420,0.1050,15.7073,0.5143,9.33
430,0.1039,15.7510,0.5189,10.06
440,0.1042,15.7396,0.5150,9.70
450,0.1063,15.6542,0.4985,8.68
460,0.1063,15.6532,0.4982,8.67
470,0.1044,15.7316,0.5092,9.56
480,0.1101,15.5004,0.4971,9.51
490,0.1068,15.6308,0.5026,9.72
500,0.3426,10.6037,0.2146,11.39
510,0.3247,10.8369,0.2288,11.62
520,0.3207,10.8911,0.2349,11.48
530,0.2839,11.4205,0.2555,12.44
540,0.2795,11.4889,0.2640,13.30
550,0.2798,11.4831,0.2764,14.14
560,0.2792,11.4938,0.3031,15.83
570,0.2770,11.5276,0.3091,17.16
580,0.2759,11.5444,0.3083,17.50
590,0.2654,11.7124,0.3116,17.64
600,0.2564,11.8639,0.3164,17.44
610,0.2566,11.8595,0.3158,17.33
620,0.2563,11.8650,0.3163,17.39
630,0.2588,11.8224,0.3127,17.00
640,0.2582,11.8333,0.3113,16.47
650,0.2579,11.8382,0.3114,16.17
660,0.2596,11.8084,0.3050,14.60
670,0.2614,11.7798,0.3032,14.11
680,0.2630,11.7529,0.2977,12.69
690,0.2621,11.7667,0.2894,11.61
700,0.2625,11.7617,0.2956,12.04
710,0.2627,11.7576,0.2936,11.91
720,0.2681,11.6694,0.2796,10.32
730,0.2857,11.3926,0.2685,9.08
740,0.2950,11.2546,0.2680,9.39
750,0.2873,11.3693,0.2741,10.11
760,0.2884,11.3530,0.2745,9.54
770,0.2892,11.3401,0.2716,9.01
780,0.2913,11.3086,0.2629,8.25
790,0.2882,11.3553,0.2601,8.24
800,0.2847,11.4079,0.2649,8.74
810,0.2779,11.5140,0.2687,9.01
820,0.2784,11.5057,0.2690,9.03
830,0.2788,11.4988,0.2681,8.93
840,0.2755,11.5516,0.2664,8.38
850,0.2751,11.5570,0.2664,8.15
860,0.2739,11.5768,0.2587,7.98
870,0.2761,11.5412,0.2494,8.17
880,0.2726,11.5973,0.2613,9.21
890,0.2729,11.5925,0.2546,8.83
900,0.2777,11.5160,0.2396,8.23
910,0.2944,11.2629,0.2431,8.20
920,0.2942,11.2660,0.2442,8.86
930,0.2945,11.2619,0.2428,8.79
940,0.2947,11.2588,0.2422,8.75
950,0.2944,11.2634,0.2415,8.66
960,0.2992,11.1925,0.2374,8.16
970,0.3086,11.0585,0.2413,8.68
980,0.2916,11.3045,0.2466,9.17
990,0.3058,11.0976,0.2591,10.66
