Epoch,Batch,LossD,LossG,LossG_recon,MSE,PSNR,SSIM
1,1,1.46489,2.03542,0.10758,0.0869,16.6247,0.7874
1,2,1.54937,2.06451,0.11164,0.0886,16.5081,0.7802
1,3,1.46334,1.90555,0.09811,0.0726,17.3904,0.7836
1,4,1.29904,1.78898,0.08819,0.0630,18.0485,0.7949
1,5,1.32992,1.72924,0.08682,0.0620,18.2772,0.7902
1,6,1.29334,1.56507,0.07405,0.0479,19.3238,0.8050
1,7,1.26075,1.56388,0.07304,0.0434,19.7713,0.7939
1,8,1.34359,1.50452,0.06938,0.0410,20.0922,0.7964
1,9,1.27541,1.38365,0.05750,0.0300,21.6199,0.8063
1,10,1.35628,1.35866,0.05645,0.0295,21.6759,0.8072
1,11,1.33457,1.30755,0.04798,0.0214,23.0862,0.8090
1,12,1.38536,1.41447,0.06609,0.0443,20.1320,0.8127
1,13,1.32916,1.24757,0.04449,0.0208,23.7445,0.8210
1,14,1.42453,1.42255,0.06580,0.0483,20.3727,0.8192
1,15,1.44615,1.37807,0.05686,0.0385,20.9015,0.8255
1,16,1.51115,1.22552,0.05027,0.0318,22.7018,0.8379
1,17,1.39007,1.12432,0.04068,0.0210,24.0389,0.8436
1,18,1.40654,1.28833,0.05210,0.0391,22.0783,0.8413
1,19,1.42120,1.21517,0.04900,0.0347,22.7254,0.8458
1,20,1.40938,1.12543,0.04422,0.0260,23.0080,0.8521
1,21,1.40761,1.22860,0.05346,0.0402,22.7914,0.8492
1,22,1.40800,1.16724,0.04094,0.0222,23.7479,0.8561
1,23,1.47091,1.10011,0.03992,0.0227,24.1485,0.8574
1,24,1.40868,1.03867,0.03573,0.0211,24.8835,0.8731
1,25,1.39614,1.10403,0.03861,0.0219,23.7970,0.8694
1,26,1.39173,1.10029,0.04018,0.0249,24.8724,0.8738
1,27,1.39038,1.02878,0.03484,0.0231,24.4753,0.8885
1,28,1.39197,1.14525,0.04392,0.0306,23.3711,0.8766
1,29,1.37428,1.18884,0.04848,0.0353,23.4445,0.8690
1,30,1.37633,1.07328,0.03543,0.0184,25.4568,0.8813
1,31,1.39376,0.99925,0.03067,0.0169,25.4818,0.8916
1,32,1.39187,1.16213,0.04597,0.0320,22.7674,0.8677
1,33,1.38465,1.17658,0.04675,0.0328,23.6956,0.8784
1,34,1.37732,1.10935,0.03651,0.0241,24.7587,0.8856
1,35,1.37136,1.10770,0.03841,0.0251,23.9250,0.8780
1,36,1.37137,1.07413,0.03808,0.0246,23.7767,0.8689
1,37,1.37844,1.15469,0.04617,0.0342,22.6445,0.8736
1,38,1.38237,0.96643,0.02625,0.0125,26.9765,0.8952
1,39,1.37795,1.08949,0.03751,0.0257,24.6411,0.8833
1,40,1.36963,1.11575,0.04129,0.0271,23.8265,0.8696
1,41,1.37458,1.03624,0.03111,0.0171,26.1995,0.8872
1,42,1.37417,1.09591,0.03846,0.0255,24.6507,0.8796
1,43,1.35848,1.08389,0.03727,0.0244,24.3001,0.8743
1,44,1.35421,1.13600,0.04099,0.0268,23.9487,0.8712
1,45,1.38007,1.08300,0.03490,0.0198,24.6970,0.8839
1,46,1.39394,0.99428,0.02752,0.0140,27.1440,0.8931
1,47,1.38381,0.97038,0.02912,0.0179,26.3931,0.8955
1,48,1.37606,1.04058,0.03325,0.0220,25.4077,0.8928
1,49,1.34453,1.03438,0.02974,0.0175,25.6943,0.8860
1,50,1.38391,0.95849,0.02552,0.0133,27.3023,0.8970
1,51,1.38060,1.15570,0.04162,0.0271,23.8125,0.8744
1,52,1.36164,1.00181,0.02777,0.0166,26.2246,0.8970
1,53,1.29208,1.13537,0.03443,0.0214,25.2605,0.8664
1,54,1.34161,1.07275,0.03357,0.0206,24.2059,0.8854
1,55,1.33155,1.04800,0.02295,0.0106,27.7243,0.8835
1,56,1.43148,1.02056,0.03028,0.0160,25.7458,0.8787
1,57,1.37884,1.09304,0.03718,0.0239,24.7332,0.8767
1,58,1.39275,1.07755,0.03763,0.0261,24.5721,0.8777
1,59,1.39365,1.07235,0.03746,0.0271,25.9179,0.8826
1,60,1.36035,1.16334,0.04171,0.0296,23.4032,0.8854
1,61,1.36752,1.14282,0.03847,0.0283,23.5916,0.8803
1,62,1.37502,1.03006,0.03077,0.0183,25.6572,0.8846
1,63,1.35963,0.98650,0.02852,0.0149,25.7206,0.8920
1,64,1.33163,1.07543,0.03332,0.0200,25.5476,0.8807
1,65,1.36109,1.02773,0.03038,0.0167,25.2340,0.8897
1,66,1.28021,1.04421,0.02360,0.0137,27.3102,0.8964
1,67,1.37029,0.98731,0.02306,0.0114,27.2714,0.9011
1,68,1.32193,1.13489,0.03478,0.0205,25.5559,0.8626
1,69,1.25967,1.16639,0.03584,0.0205,24.6276,0.8673
1,70,1.27372,1.34122,0.05112,0.0401,22.8120,0.8564
1,71,1.41376,1.06394,0.03022,0.0145,26.4551,0.8761
1,72,1.37726,1.08430,0.03100,0.0164,25.1078,0.8702
1,73,1.31848,1.22931,0.04465,0.0288,22.9035,0.8538
1,74,1.28397,1.11392,0.03407,0.0165,24.6690,0.8614
1,75,1.31413,1.07591,0.03011,0.0180,26.9267,0.8849
1,76,1.28704,1.38126,0.04415,0.0296,23.2103,0.8535
1,77,1.22404,1.26995,0.03850,0.0235,24.6229,0.8560
1,78,1.24288,1.27804,0.03974,0.0202,24.1792,0.8632
1,79,1.36344,1.01263,0.02856,0.0122,26.6738,0.8764
1,80,1.34729,1.24627,0.03695,0.0252,25.1733,0.8650
1,81,1.31501,1.06981,0.02606,0.0139,25.9665,0.8836
1,82,1.29600,1.29401,0.04312,0.0287,22.9749,0.8535
1,83,1.19296,1.40463,0.04763,0.0350,22.3446,0.8497
1,84,1.22425,1.30706,0.04130,0.0251,24.0690,0.8623
1,85,1.45403,1.25921,0.04622,0.0243,22.7444,0.8517
1,86,1.49699,1.15265,0.03648,0.0181,24.1723,0.8740
1,87,1.35702,1.25505,0.04132,0.0258,24.2062,0.8661
1,88,1.20902,1.21704,0.03164,0.0176,25.5593,0.8687
1,89,1.25815,1.16239,0.03451,0.0194,24.4091,0.8657
1,90,1.33851,1.13720,0.03946,0.0202,24.3453,0.8607
1,91,1.35485,1.14274,0.04158,0.0240,24.0490,0.8566
1,92,1.36102,1.06191,0.03028,0.0166,26.1157,0.8763
1,93,1.31887,1.13235,0.02910,0.0140,26.4301,0.8767
1,94,1.29076,1.28002,0.03272,0.0184,24.2196,0.8771
1,95,1.36289,1.01463,0.03015,0.0157,25.5251,0.8830
1,96,1.29712,1.27656,0.03853,0.0215,24.0116,0.8590
1,97,1.28968,1.57438,0.07813,0.0691,17.8992,0.8336
1,98,1.11586,1.31800,0.03490,0.0227,24.6382,0.8670
1,99,1.26687,1.17310,0.03516,0.0182,25.1643,0.8655
1,100,1.30135,1.41380,0.04823,0.0330,22.9777,0.8602
1,101,1.36845,1.20407,0.04234,0.0281,23.8353,0.8731
1,102,1.23329,1.24497,0.02712,0.0127,27.2539,0.8777
1,103,1.25589,1.18808,0.03432,0.0200,24.9173,0.8705
1,104,1.27841,1.23744,0.03581,0.0197,24.4668,0.8678
1,105,1.31922,1.09121,0.03561,0.0231,26.1208,0.8703
1,106,1.16108,1.25430,0.02764,0.0137,27.1809,0.8808
1,107,1.23960,1.29484,0.04071,0.0267,24.2602,0.8680
1,108,1.25362,1.24227,0.03484,0.0187,25.4062,0.8671
1,109,1.32532,1.28401,0.03708,0.0198,24.1130,0.8679
1,110,1.29802,1.16218,0.03402,0.0213,24.9117,0.8817
1,111,1.29294,1.27083,0.03292,0.0182,25.0339,0.8780
1,112,1.44946,1.19733,0.03477,0.0226,25.9959,0.8748
1,113,1.44163,1.02820,0.03364,0.0215,25.2299,0.8851
1,114,1.33747,1.09285,0.03509,0.0224,24.2870,0.8700
1,115,1.43760,0.94630,0.02794,0.0152,26.6933,0.8909
1,116,1.30113,1.21917,0.04061,0.0293,24.1332,0.8687
1,117,1.26001,1.39367,0.04742,0.0367,22.1465,0.8660
1,118,1.25251,1.23336,0.03456,0.0195,25.1770,0.8776
1,119,1.34677,1.03519,0.03248,0.0189,25.8140,0.8805
1,120,1.25605,1.24864,0.03266,0.0165,25.2430,0.8810
1,121,1.30684,1.21667,0.03628,0.0208,24.5391,0.8732
1,122,1.32442,1.07898,0.03149,0.0169,25.6742,0.8753
1,123,1.26789,1.22188,0.03666,0.0208,24.2418,0.8688
1,124,1.30334,1.12774,0.03456,0.0198,25.3425,0.8807
1,125,1.23876,1.38824,0.04214,0.0272,24.1291,0.8661
1,126,1.36835,1.12564,0.03771,0.0196,24.5966,0.8694
1,127,1.27334,1.18364,0.02670,0.0122,27.6287,0.8857
1,128,1.26231,1.13618,0.03125,0.0187,26.6386,0.8839
1,129,1.21526,1.17431,0.02904,0.0150,26.0681,0.8848
1,130,1.32028,1.03830,0.03375,0.0201,25.5087,0.8740
1,131,1.31263,1.05418,0.03228,0.0193,25.0715,0.8850
1,132,1.27951,1.19944,0.03445,0.0209,24.4270,0.8667
1,133,1.32872,1.33393,0.03842,0.0260,23.7918,0.8679
1,134,1.47507,1.09280,0.03974,0.0278,23.5951,0.8743
1,135,1.39166,0.97929,0.02756,0.0176,27.1248,0.8927
1,136,1.23845,1.23084,0.03387,0.0199,25.0313,0.8763
1,137,1.31942,1.03457,0.03096,0.0186,25.9728,0.8852
1,138,1.26116,1.34846,0.03663,0.0245,24.4154,0.8734
1,139,1.29194,1.17843,0.03706,0.0228,23.6309,0.8749
1,140,1.25313,1.29827,0.03837,0.0257,23.8580,0.8802
1,141,1.21338,1.14684,0.02768,0.0150,26.5347,0.8954
1,142,1.24317,1.28641,0.03193,0.0185,26.7885,0.8879
1,143,1.24880,1.18374,0.03727,0.0239,24.3909,0.8800
1,144,1.28654,1.17854,0.03341,0.0190,24.8754,0.8787
1,145,1.26911,1.07091,0.02858,0.0147,26.2617,0.8888
1,146,1.15382,1.38056,0.03458,0.0209,24.5610,0.8711
1,147,1.38334,1.04155,0.03231,0.0203,25.5800,0.8865
1,148,1.32638,1.07464,0.02503,0.0129,28.2942,0.8928
1,149,1.28016,1.12609,0.02911,0.0148,25.7380,0.8752
1,150,1.32852,1.07351,0.03131,0.0181,25.9333,0.8845
1,151,1.36636,0.97618,0.02506,0.0129,28.5374,0.9038
1,152,1.39534,1.02179,0.03247,0.0199,25.6525,0.8874
2,1,1.38383,1.00785,0.02886,0.0160,25.7569,0.8938
2,2,1.23189,1.48764,0.03631,0.0270,26.3149,0.8862
2,3,1.33547,1.25539,0.03290,0.0166,25.3785,0.8910
2,4,1.36061,1.12209,0.03830,0.0195,24.1294,0.8769
2,5,1.39545,0.93636,0.02462,0.0128,26.6690,0.9017
2,6,1.32176,1.02145,0.02684,0.0145,27.3367,0.9004
2,7,1.32760,1.10525,0.03532,0.0220,25.0530,0.8789
2,8,1.26235,1.14574,0.02540,0.0105,27.0163,0.8887
2,9,1.33392,1.03097,0.02789,0.0158,26.7831,0.8974
2,10,1.23492,1.18395,0.03153,0.0180,25.0025,0.8888
2,11,1.26572,1.23378,0.03241,0.0186,25.6344,0.8899
2,12,1.27143,1.35563,0.03971,0.0262,22.8774,0.8724
2,13,1.26604,1.22817,0.03869,0.0239,25.0907,0.8778
2,14,1.25534,1.09849,0.03115,0.0162,26.0702,0.8832
2,15,1.33782,0.99608,0.03010,0.0164,25.6351,0.8831
2,16,1.21807,1.18933,0.02282,0.0094,27.5981,0.9029
2,17,1.21369,1.34236,0.03580,0.0234,24.4947,0.8771
2,18,1.34563,1.10316,0.03229,0.0164,25.2345,0.8795
2,19,1.32992,1.10792,0.03529,0.0236,25.9630,0.8795
2,20,1.29035,1.03155,0.02948,0.0152,27.1216,0.8891
2,21,1.32070,1.17381,0.03205,0.0187,25.3738,0.8891
2,22,1.34965,1.24482,0.03078,0.0176,25.2334,0.8874
2,23,1.44408,1.13358,0.03332,0.0166,25.1628,0.8819
2,24,1.39036,1.07386,0.03958,0.0259,23.2427,0.8719
2,25,1.19298,1.24094,0.03317,0.0217,25.4128,0.8832
2,26,1.18923,1.36980,0.02744,0.0149,27.2224,0.8950
2,27,1.33968,1.00484,0.02673,0.0138,27.3270,0.9000
2,28,1.34684,1.00064,0.02765,0.0147,27.4979,0.8907
2,29,1.31585,0.99022,0.02986,0.0166,26.0259,0.8907
2,30,1.26430,1.19197,0.02849,0.0150,26.0946,0.8886
2,31,1.18324,1.35498,0.02716,0.0163,26.1339,0.8988
2,32,1.38802,1.04088,0.02997,0.0170,25.5177,0.8882
2,33,1.25481,1.22734,0.03814,0.0231,23.5579,0.8761
2,34,1.21931,1.13164,0.02906,0.0172,25.7417,0.8926
2,35,1.26715,1.02420,0.02478,0.0115,27.6327,0.9031
2,36,1.31742,1.06409,0.02846,0.0169,25.9789,0.8898
2,37,1.29883,1.06017,0.02567,0.0130,26.4673,0.8933
2,38,1.15436,1.23584,0.02855,0.0165,25.7472,0.8883
2,39,1.29008,1.07903,0.02892,0.0157,25.4299,0.8859
2,40,1.20864,1.20916,0.03413,0.0192,24.5987,0.8883
2,41,1.28167,1.16964,0.03279,0.0201,24.8493,0.8905
2,42,1.16217,1.28415,0.02886,0.0148,25.9465,0.8903
2,43,1.20883,1.36336,0.02657,0.0151,27.1468,0.8963
2,44,1.32473,1.37480,0.03424,0.0218,24.1306,0.8782
2,45,1.38293,1.02456,0.02626,0.0121,26.0118,0.8978
2,46,1.40529,1.40439,0.04269,0.0288,23.5861,0.8651
2,47,1.39732,1.07456,0.03060,0.0170,26.1168,0.8870
2,48,1.33770,0.93932,0.02948,0.0169,25.5988,0.8918
2,49,1.33886,0.95619,0.02574,0.0127,27.0194,0.8894
2,50,1.32697,1.01941,0.02659,0.0136,26.6497,0.8978
2,51,1.29903,1.02841,0.02495,0.0139,26.8141,0.9005
2,52,1.35424,1.06649,0.03252,0.0205,26.2926,0.8897
2,53,1.33406,1.09106,0.03481,0.0234,24.9302,0.8851
2,54,1.27830,1.27052,0.03239,0.0190,24.7725,0.8934
2,55,1.37126,1.50368,0.05515,0.0420,20.1124,0.8727
2,56,1.30553,1.09061,0.03751,0.0232,24.0488,0.8800
2,57,1.15287,1.35477,0.02707,0.0154,26.4935,0.9038
2,58,1.27023,1.24038,0.03011,0.0125,26.0030,0.9059
2,59,1.29288,1.21717,0.03464,0.0240,25.4453,0.8877
2,60,1.31338,1.23531,0.03600,0.0243,24.4025,0.8842
2,61,1.37098,1.04520,0.03719,0.0241,23.6548,0.8729
2,62,1.28945,1.18951,0.04075,0.0277,22.9282,0.8777
2,63,1.26914,1.29582,0.04553,0.0339,22.6405,0.8699
2,64,1.21772,1.39941,0.03066,0.0176,25.0432,0.8966
2,65,1.39770,1.09563,0.03322,0.0170,24.7923,0.8886
2,66,1.36994,0.96362,0.03398,0.0183,25.1329,0.8872
2,67,1.36891,1.05709,0.04002,0.0276,23.4205,0.8825
2,68,1.33422,1.03266,0.02823,0.0179,27.1927,0.9021
2,69,1.29459,1.20552,0.04068,0.0256,23.8877,0.8683
2,70,1.40220,0.97463,0.02486,0.0112,28.1072,0.9056
2,71,1.36966,1.03530,0.03378,0.0217,25.2634,0.8912
2,72,1.23125,1.15994,0.03095,0.0197,24.7727,0.8951
2,73,1.13102,1.66038,0.04537,0.0280,22.3496,0.8645
2,74,1.18439,1.42503,0.04800,0.0309,22.5580,0.8724
2,75,1.34694,1.03697,0.03104,0.0159,25.7004,0.8943
2,76,1.32073,1.05474,0.02672,0.0135,26.4260,0.8917
2,77,1.03872,1.44188,0.04056,0.0298,25.6977,0.8841
2,78,1.42008,1.16352,0.03741,0.0250,24.9299,0.8767
2,79,1.38601,1.34167,0.03904,0.0274,24.2883,0.8744
2,80,1.28753,1.25539,0.02919,0.0150,25.3656,0.8999
2,81,1.27812,1.17284,0.03537,0.0232,25.0132,0.8886
2,82,1.34819,0.96474,0.02768,0.0170,25.6449,0.8991
2,83,1.11999,1.41077,0.03224,0.0177,25.0418,0.8935
2,84,1.35263,1.02496,0.03001,0.0173,25.4353,0.8903
2,85,1.36738,1.04145,0.03206,0.0204,25.2879,0.8959
2,86,1.40793,1.04282,0.03324,0.0222,25.7061,0.8931
2,87,1.36915,1.05636,0.03113,0.0192,26.0552,0.8921
2,88,1.28039,1.00493,0.02040,0.0103,29.2222,0.9113
2,89,1.11544,1.89533,0.02413,0.0137,28.5961,0.9064
2,90,1.21091,1.30572,0.02983,0.0170,25.5088,0.8992
2,91,1.10422,1.17200,0.03201,0.0192,24.9604,0.8811
2,92,1.35198,1.02906,0.03602,0.0203,25.1816,0.8805
2,93,1.38402,1.37344,0.04140,0.0205,23.2652,0.8813
2,94,1.36998,1.24086,0.03426,0.0207,25.4594,0.8945
2,95,1.42445,1.14984,0.03114,0.0178,24.6847,0.8932
2,96,1.32659,1.22963,0.02449,0.0131,27.2082,0.9117
2,97,1.04065,1.51034,0.02890,0.0177,25.7069,0.8974
2,98,1.00907,1.33359,0.02364,0.0137,26.7506,0.9079
2,99,1.23750,1.17335,0.02440,0.0119,26.8050,0.9160
2,100,0.92882,1.52342,0.03046,0.0182,26.3365,0.8935
2,101,1.21766,1.29506,0.02646,0.0127,26.7610,0.9017
2,102,1.34832,1.53994,0.03362,0.0205,25.2689,0.8816
2,103,1.24668,1.46578,0.03957,0.0234,23.5105,0.8697
2,104,1.14425,1.42003,0.05497,0.0355,21.4592,0.8584
2,105,1.17191,1.12294,0.03280,0.0168,25.8985,0.8900
2,106,1.23420,1.30540,0.03190,0.0156,25.3662,0.8934
2,107,1.30860,1.03188,0.03007,0.0186,25.5290,0.8990
2,108,1.33338,1.00978,0.03270,0.0198,24.8692,0.8773
2,109,1.37386,1.10515,0.03894,0.0319,26.1152,0.8898
2,110,1.27054,1.21809,0.03330,0.0211,25.1686,0.8858
2,111,1.10895,1.58136,0.03294,0.0215,25.1526,0.8927
2,112,1.26809,1.14291,0.02963,0.0192,26.5963,0.8994
2,113,1.25030,1.36849,0.03124,0.0190,25.2750,0.8890
2,114,1.45274,0.98507,0.02468,0.0134,27.2790,0.9041
2,115,1.35668,1.01692,0.02955,0.0175,25.9605,0.8974
2,116,1.13122,1.47624,0.03343,0.0217,24.6805,0.8861
2,117,1.07510,1.32489,0.02740,0.0138,26.0991,0.8938
2,118,1.34301,0.99694,0.02126,0.0104,28.2251,0.9183
2,119,1.11906,1.32149,0.03654,0.0234,24.7831,0.8817
2,120,1.37579,1.02810,0.02984,0.0155,25.7165,0.8880
2,121,1.35508,1.16987,0.03128,0.0158,24.8289,0.8982
2,122,1.29789,1.17645,0.02323,0.0122,26.5903,0.9085
2,123,1.09015,1.79225,0.04670,0.0308,22.8202,0.8583
2,124,1.05099,1.60459,0.02668,0.0137,26.3745,0.8923
2,125,1.25648,1.11831,0.03166,0.0208,25.9757,0.8897
2,126,1.45491,0.94388,0.03196,0.0193,26.0613,0.8922
2,127,1.43717,1.17285,0.03686,0.0200,24.5421,0.8910
2,128,1.41088,1.09195,0.02738,0.0142,26.3027,0.8965
2,129,1.32156,1.09754,0.03215,0.0213,25.2281,0.8912
2,130,1.26374,1.11738,0.02920,0.0158,26.5702,0.9030
2,131,1.08439,1.45658,0.03302,0.0176,25.1101,0.8776
2,132,1.30028,1.13476,0.02758,0.0158,26.1731,0.8988
2,133,1.20480,1.49043,0.02650,0.0140,27.1875,0.9064
2,134,1.31600,1.15756,0.03599,0.0186,25.0394,0.8933
2,135,1.35385,0.98030,0.03109,0.0183,26.0003,0.8944
2,136,1.25822,1.03897,0.02266,0.0131,28.2275,0.9102
2,137,0.97478,1.53320,0.03127,0.0184,24.9585,0.8911
2,138,1.16934,1.14927,0.02961,0.0187,26.7342,0.8981
2,139,1.16022,1.59143,0.03641,0.0256,24.1923,0.8941
2,140,1.16717,1.35535,0.03061,0.0176,24.9071,0.8948
2,141,1.13399,1.55257,0.03862,0.0236,24.3140,0.8837
2,142,1.14996,1.85697,0.04226,0.0246,23.2210,0.8801
2,143,1.33263,1.26179,0.03153,0.0191,26.1055,0.8946
2,144,1.39623,0.90800,0.03040,0.0162,25.8732,0.8912
2,145,1.26203,1.15805,0.03096,0.0186,25.3320,0.8945
2,146,1.30539,1.08925,0.02747,0.0153,26.1190,0.8966
2,147,1.33843,0.96613,0.02600,0.0122,27.0311,0.8934
2,148,1.29696,1.09867,0.03091,0.0199,24.3766,0.9025
2,149,1.10064,1.56762,0.02898,0.0182,25.5960,0.9018
2,150,1.27463,1.13476,0.02955,0.0170,26.6130,0.8930
2,151,1.11217,1.30485,0.03406,0.0208,25.1375,0.8836
2,152,1.31225,1.12079,0.03219,0.0191,24.8659,0.9014
3,1,1.29838,1.28988,0.03457,0.0220,23.6043,0.8811
3,2,1.03939,1.64610,0.02561,0.0136,25.6015,0.8943
3,3,1.38579,1.30844,0.03434,0.0230,25.0861,0.8867
3,4,1.26744,1.04806,0.02562,0.0146,28.6497,0.9105
3,5,1.38866,0.95345,0.03152,0.0184,25.4696,0.8943
3,6,1.09291,1.46370,0.02464,0.0143,27.5660,0.9028
3,7,1.16477,1.24971,0.03094,0.0179,25.2840,0.8938
3,8,1.23509,1.16082,0.02509,0.0124,27.5297,0.8956
3,9,1.25995,1.25508,0.03732,0.0245,23.9007,0.8753
3,10,1.26562,1.27097,0.03356,0.0230,25.3227,0.8919
3,11,1.28361,1.21047,0.03115,0.0188,25.6747,0.8901
3,12,1.28745,1.31779,0.03072,0.0182,26.1918,0.8937
3,13,1.39521,1.04697,0.03452,0.0208,24.0708,0.8880
3,14,1.22460,1.07898,0.03307,0.0198,24.4417,0.8856
3,15,1.21175,1.24385,0.02739,0.0150,25.7603,0.8962
3,16,1.18328,1.45295,0.02829,0.0154,26.4539,0.8996
3,17,1.41374,0.83653,0.03025,0.0168,26.4666,0.8913
3,18,1.28606,1.03199,0.02825,0.0150,25.9656,0.8966
3,19,1.06724,1.39137,0.03475,0.0249,25.0089,0.8925
3,20,1.23870,1.22718,0.02546,0.0141,26.8505,0.9034
3,21,1.23135,2.09201,0.03485,0.0217,24.9619,0.8915
3,22,1.80269,1.21301,0.04215,0.0297,23.6024,0.8778
3,23,1.35118,0.90320,0.02698,0.0156,26.4443,0.9029
