Epoch,Batch,MSE,PSNR,SSIM
1,1,0.9142,6.2201,0.5156
1,2,0.8748,6.3586,0.4674
1,3,0.8719,6.3539,nan
1,4,0.8014,6.7339,0.5104
1,5,0.7729,6.8856,0.7702
1,6,0.7071,7.2740,0.6919
1,7,0.5890,8.0486,0.5507
1,8,0.4934,8.8585,0.7122
1,9,0.5749,8.3748,0.5822
1,10,0.4406,9.5627,0.4888
1,11,0.3278,10.7619,0.7167
1,12,0.3744,10.4129,0.5703
1,13,0.3673,10.8029,0.6322
1,14,0.2177,12.7919,0.7564
1,15,0.3649,11.5216,0.5871
1,16,0.3360,11.3356,0.6482
1,17,0.3654,11.6992,0.6605
1,18,0.3475,11.3617,0.7524
1,19,0.5076,10.2025,0.7693
1,20,0.4222,11.6509,0.7232
1,21,0.3963,10.8650,0.6917
1,22,0.3795,12.0936,0.7608
1,23,0.3487,11.9945,0.7658
1,24,0.2871,12.9877,nan
1,25,0.2146,13.7165,0.8866
2,1,0.2479,14.6477,0.8134
2,2,0.3723,12.4825,0.8345
2,3,0.4641,11.1756,0.7539
2,4,0.5870,10.3437,0.6593
2,5,0.2103,14.6533,0.8469
2,6,0.2743,13.6347,0.7993
2,7,0.3083,14.2453,0.7827
2,8,0.2138,14.9199,0.8962
2,9,0.3272,12.7150,0.8674
2,10,0.5160,10.2251,0.6491
2,11,0.4306,11.6541,0.7361
2,12,0.2355,14.3330,0.8766
2,13,0.1726,15.9121,0.9015
2,14,0.1021,16.8420,0.9028
2,15,0.3237,13.6454,0.7516
2,16,0.2347,15.5860,0.8649
2,17,0.1323,16.9720,0.8806
2,18,0.2856,14.2913,0.7806
2,19,0.3324,13.8962,0.9124
2,20,0.3472,13.5660,0.7457
2,21,0.3779,12.1543,0.7811
2,22,0.1993,13.4620,0.7688
2,23,0.3560,11.2163,0.6862
2,24,0.4045,13.5895,0.7302
2,25,0.3325,12.2629,0.6829
3,1,0.3058,11.1026,0.6949
3,2,0.2910,14.1927,0.8644
3,3,0.3769,12.4121,0.8034
3,4,0.2047,15.9338,0.8991
3,5,0.2693,13.7712,0.8356
3,6,0.2962,12.9313,0.8344
3,7,0.1889,13.6559,0.7267
3,8,0.3724,13.7208,0.7943
3,9,0.2562,13.2945,0.8403
3,10,0.1075,17.2373,0.9439
3,11,0.1331,16.3146,0.8707
3,12,0.1941,14.7145,0.8086
3,13,0.1235,17.4457,0.8913
3,14,0.2280,14.4541,0.7198
3,15,0.2145,13.5961,0.8521
3,16,0.2080,16.7594,0.8352
3,17,0.3726,13.8091,0.7026
3,18,0.1990,17.0451,0.8145
3,19,0.2138,15.4835,0.9474
3,20,0.1937,17.1600,0.8079
3,21,0.1459,17.1192,0.7949
3,22,0.2084,15.3273,0.8351
3,23,0.1607,15.5745,0.8053
3,24,0.3712,13.8854,0.8244
3,25,0.2245,15.4945,0.8459
4,1,0.2166,15.4853,0.8872
4,2,0.1442,16.6721,0.8548
4,3,0.2740,13.9946,0.7413
4,4,0.1375,16.0218,0.8665
4,5,0.1727,17.0167,0.8142
4,6,0.2339,15.6839,0.7836
4,7,0.1465,17.4079,0.8616
4,8,0.1692,15.8258,0.7909
4,9,0.1665,15.2440,0.8311
4,10,0.0723,18.6257,0.9125
4,11,0.2480,17.5611,0.7889
4,12,0.0610,20.6330,0.8829
4,13,0.1022,18.4613,0.8116
4,14,0.1684,16.3673,0.7702
4,15,0.2035,15.8418,0.7301
4,16,0.1188,19.3458,0.8859
4,17,0.1272,17.5025,0.8044
4,18,0.1803,16.8516,0.9265
4,19,0.1030,18.1878,0.7382
4,20,0.2589,14.9019,0.7994
4,21,0.1381,17.9948,0.9052
4,22,0.2940,13.7797,0.6759
4,23,0.0746,18.3534,0.8276
4,24,0.1844,16.7807,0.7612
4,25,0.1268,16.8401,0.8093
5,1,0.1318,20.0821,0.8937
5,2,0.2238,16.3302,0.7773
5,3,0.1311,16.7566,0.7858
5,4,0.1210,17.1751,0.8608
5,5,0.1676,19.0749,0.8799
5,6,0.0924,17.7249,0.8596
5,7,0.1380,18.8192,0.9375
5,8,0.2235,15.1344,0.6982
5,9,0.1754,16.2008,0.7194
5,10,0.1685,14.4332,0.7393
5,11,0.1212,16.8722,0.8823
5,12,0.1533,17.0327,0.9067
5,13,0.1012,18.1653,0.8553
5,14,0.1886,16.8594,0.8659
5,15,0.0992,19.2444,0.8879
5,16,0.2568,15.1580,0.8088
5,17,0.2705,15.5352,0.7618
5,18,0.1497,15.0649,0.7171
5,19,0.1362,15.5657,0.8123
5,20,0.1811,17.1527,0.8392
5,21,0.0672,19.9838,0.9280
5,22,0.2606,15.7783,0.7596
5,23,0.1715,17.2092,0.8328
5,24,0.1026,18.6679,0.9405
5,25,0.1635,18.3160,0.9179
6,1,0.1205,19.4214,0.8831
6,2,0.0821,18.8172,0.8090
6,3,0.0888,20.1257,0.8536
6,4,0.0712,20.0433,0.9222
6,5,0.1221,17.2028,0.8693
6,6,0.1933,17.5223,0.8380
6,7,0.1343,18.0491,0.8681
6,8,0.1669,16.7047,0.8152
6,9,0.2801,11.8849,0.8431
6,10,0.2415,15.6836,0.8466
6,11,0.2145,15.6043,0.7969
6,12,0.1836,14.5638,0.8022
6,13,0.2994,13.0922,0.6847
6,14,0.2014,16.8926,0.8755
6,15,0.2016,16.0916,0.8026
6,16,0.1680,17.6602,0.8711
