Step,MSE,PSNR,SSIM,Percentage Explored
0,0.1158,15.2808,0.4318,0.81
10,0.1165,15.2552,0.4243,2.34
20,0.1164,15.2575,0.4245,3.45
30,0.1162,15.2647,0.4274,3.67
40,0.1165,15.2539,0.4186,5.17
50,0.1157,15.2834,0.4219,5.47
60,0.1148,15.3168,0.4257,5.70
70,0.1131,15.3819,0.4319,6.33
80,0.1128,15.3930,0.4339,6.92
90,0.1109,15.4681,0.4354,7.99
100,0.1107,15.4754,0.4376,8.42
110,0.1103,15.4913,0.4374,8.42
120,0.1117,15.4358,0.4343,8.42
130,0.1092,15.5373,0.4466,8.65
140,0.1091,15.5415,0.4448,8.78
150,0.1103,15.4928,0.4375,9.79
160,0.1082,15.5773,0.4484,10.66
170,0.1088,15.5512,0.4303,12.70
180,0.1059,15.6680,0.4425,13.31
190,0.1047,15.7173,0.4538,13.18
200,0.1053,15.6933,0.4526,12.90
210,0.1037,15.7597,0.4559,12.81
220,0.1011,15.8714,0.4673,12.24
230,0.1025,15.8114,0.4613,12.50
240,0.1034,15.7709,0.4587,12.87
250,0.1033,15.7748,0.4576,12.81
260,0.1045,15.7276,0.4515,13.14
270,0.1065,15.6438,0.4420,12.60
280,0.1065,15.6439,0.4451,12.38
290,0.1069,15.6283,0.4406,12.85
300,0.1071,15.6199,0.4367,13.35
310,0.1082,15.5757,0.4338,12.24
320,0.1076,15.5989,0.4365,11.91
330,0.1082,15.5745,0.4365,11.75
340,0.1075,15.6030,0.4348,12.03
350,0.1088,15.5518,0.4300,12.22
360,0.1080,15.5816,0.4382,11.76
370,0.1073,15.6104,0.4448,10.20
380,0.1076,15.5996,0.4487,10.02
390,0.1074,15.6088,0.4426,10.02
400,0.1075,15.6021,0.4364,10.36
410,0.1093,15.5331,0.4379,10.48
420,0.1092,15.5370,0.4391,10.05
430,0.1095,15.5241,0.4394,10.30
440,0.1099,15.5073,0.4357,10.38
450,0.1097,15.5168,0.4355,10.20
460,0.1083,15.5701,0.4467,10.00
470,0.1108,15.4710,0.4329,9.14
480,0.1085,15.5645,0.4491,9.80
490,0.1082,15.5747,0.4458,9.64
500,0.3540,10.4616,0.1894,9.45
510,0.3494,10.5190,0.1982,9.66
520,0.3496,10.5159,0.1945,9.81
530,0.3401,10.6359,0.2092,9.83
540,0.3388,10.6525,0.2150,9.85
550,0.3364,10.6841,0.2157,9.71
560,0.3343,10.7110,0.2185,9.80
570,0.3310,10.7541,0.2173,9.64
580,0.3125,11.0043,0.2278,9.40
590,0.2716,11.6126,0.2318,10.80
600,0.2586,11.8259,0.2381,13.21
610,0.2867,11.3778,0.2481,13.96
620,0.2173,12.5808,0.2609,15.60
630,0.2134,12.6595,0.2652,15.82
640,0.1920,13.1191,0.2883,16.86
650,0.1889,13.1907,0.3026,18.41
660,0.2007,12.9266,0.2949,18.93
670,0.1778,13.4533,0.3021,19.02
680,0.1827,13.3341,0.2923,18.80
690,0.1770,13.4726,0.3015,19.28
700,0.1791,13.4202,0.2951,19.67
710,0.1755,13.5102,0.3033,19.28
720,0.1742,13.5413,0.2998,20.32
730,0.1810,13.3760,0.2887,20.30
740,0.1862,13.2533,0.2844,20.30
750,0.1859,13.2589,0.2798,19.19
760,0.1997,12.9489,0.2668,18.38
770,0.2064,12.8045,0.2586,17.61
780,0.2116,12.6971,0.2461,15.66
790,0.2070,12.7919,0.2510,16.14
800,0.2226,12.4774,0.2441,16.77
810,0.2124,12.6802,0.2387,16.12
820,0.2089,12.7520,0.2376,17.08
830,0.2097,12.7355,0.2324,17.16
840,0.2284,12.3659,0.2281,16.29
850,0.2323,12.2911,0.2296,16.20
860,0.2433,12.0915,0.2206,15.19
870,0.2409,12.1338,0.2277,14.04
880,0.2447,12.0657,0.2267,13.15
890,0.2742,11.5711,0.2128,11.35
900,0.2675,11.6784,0.2140,11.65
910,0.2622,11.7660,0.2162,11.31
920,0.2611,11.7835,0.2171,11.20
930,0.2623,11.7645,0.2163,11.27
940,0.2622,11.7655,0.2136,11.39
950,0.2609,11.7870,0.2214,11.61
960,0.2523,11.9333,0.2202,12.53
970,0.2871,11.3725,0.2254,12.89
980,0.2414,12.1251,0.2525,15.32
990,0.2098,12.7333,0.2678,16.05
