Step,MSE,PSNR,SSIM,Percentage Explored
0,0.0898,16.4179,0.4355,0.81
10,0.0962,16.1211,0.4267,2.21
20,0.0776,17.0548,0.4656,3.48
30,0.0766,17.1099,0.4780,4.98
40,0.0746,17.2234,0.4841,5.89
50,0.0746,17.2242,0.4854,5.89
60,0.0744,17.2378,0.4852,6.25
70,0.0739,17.2643,0.4850,6.35
80,0.0731,17.3109,0.4914,6.97
90,0.0730,17.3205,0.4909,7.10
100,0.0724,17.3526,0.4975,7.65
110,0.0722,17.3660,0.4983,8.11
120,0.0711,17.4365,0.4984,8.46
130,0.0708,17.4536,0.5002,9.47
140,0.0709,17.4445,0.5004,9.80
150,0.0696,17.5259,0.5025,10.77
160,0.0686,17.5883,0.5093,11.43
170,0.0680,17.6276,0.5208,12.43
180,0.0681,17.6233,0.5204,12.47
190,0.0682,17.6117,0.5200,12.47
200,0.0682,17.6161,0.5206,12.47
210,0.0680,17.6275,0.5216,12.47
220,0.0681,17.6193,0.5200,12.47
230,0.0677,17.6434,0.5215,13.67
240,0.0663,17.7348,0.5362,15.62
250,0.0661,17.7526,0.5359,16.08
260,0.0657,17.7746,0.5356,16.08
270,0.0658,17.7679,0.5362,16.18
280,0.0645,17.8539,0.5420,17.48
290,0.0643,17.8721,0.5429,17.55
300,0.0647,17.8449,0.5430,17.55
310,0.0644,17.8636,0.5422,18.10
320,0.0632,17.9454,0.5449,19.21
330,0.0633,17.9371,0.5449,19.30
340,0.0630,17.9574,0.5479,19.37
350,0.0628,17.9736,0.5467,19.37
360,0.0631,17.9541,0.5468,19.37
370,0.0635,17.9264,0.5461,19.37
380,0.0631,17.9492,0.5468,19.37
390,0.0633,17.9393,0.5471,19.37
400,0.0628,17.9717,0.5474,19.37
410,0.0603,18.1510,0.5529,19.95
420,0.0578,18.3332,0.5650,21.03
430,0.0576,18.3470,0.5654,22.59
440,0.0576,18.3501,0.5642,22.62
450,0.0576,18.3491,0.5636,23.34
460,0.0576,18.3509,0.5610,24.44
470,0.0579,18.3265,0.5606,24.49
480,0.0573,18.3741,0.5611,24.69
490,0.0572,18.3803,0.5594,25.04
500,0.0571,18.3861,0.5594,25.52
510,0.0570,18.3906,0.5568,26.05
520,0.0571,18.3878,0.5580,26.50
530,0.0573,18.3680,0.5568,26.70
540,0.0576,18.3517,0.5572,26.70
550,0.0575,18.3544,0.5569,26.83
560,0.0577,18.3441,0.5573,26.83
570,0.0575,18.3538,0.5565,26.83
580,0.0572,18.3771,0.5567,26.83
590,0.0576,18.3493,0.5569,26.83
600,0.0570,18.3962,0.5591,27.24
610,0.0571,18.3852,0.5590,27.24
620,0.0568,18.4115,0.5585,27.24
630,0.0572,18.3793,0.5586,27.24
640,0.0572,18.3763,0.5584,27.24
650,0.0572,18.3747,0.5583,27.24
660,0.0570,18.3919,0.5591,27.24
670,0.0572,18.3762,0.5583,27.24
680,0.0571,18.3888,0.5582,27.24
690,0.0572,18.3803,0.5593,27.40
700,0.0573,18.3703,0.5592,27.40
710,0.0573,18.3691,0.5592,27.40
720,0.0566,18.4203,0.5574,28.25
730,0.0564,18.4432,0.5598,28.93
740,0.0562,18.4528,0.5592,29.03
750,0.0552,18.5352,0.5617,30.20
760,0.0555,18.5067,0.5582,30.95
770,0.0543,18.6006,0.5628,32.51
780,0.0538,18.6408,0.5633,32.58
790,0.0541,18.6239,0.5628,32.58
800,0.0537,18.6485,0.5651,33.03
810,0.0535,18.6656,0.5673,33.26
820,0.0538,18.6435,0.5655,33.26
830,0.0536,18.6590,0.5664,33.26
840,0.0537,18.6553,0.5667,33.26
850,0.0537,18.6544,0.5658,33.26
860,0.0534,18.6745,0.5673,33.42
870,0.0520,18.7909,0.5727,34.47
880,0.0521,18.7812,0.5728,34.63
890,0.0520,18.7912,0.5725,35.67
900,0.0515,18.8343,0.5749,36.00
910,0.0511,18.8693,0.5747,36.00
920,0.0520,18.7951,0.5730,36.00
930,0.0518,18.8076,0.5725,36.00
940,0.0511,18.8651,0.5735,36.02
950,0.0515,18.8316,0.5731,36.02
960,0.0510,18.8748,0.5757,36.02
970,0.0512,18.8623,0.5742,36.02
980,0.0517,18.8140,0.5732,36.02
990,0.0514,18.8405,0.5743,36.02
