Step,MSE,PSNR,SSIM,Percentage Explored
0,0.1121,15.4207,0.4726,0.81
10,0.1098,15.5099,0.4838,2.68
20,0.1073,15.6137,0.5032,4.57
30,0.1072,15.6154,0.5038,5.60
40,0.1072,15.6164,0.5047,5.92
50,0.1072,15.6166,0.5049,6.14
60,0.1072,15.6166,0.5049,6.14
70,0.1072,15.6168,0.5050,6.24
80,0.1072,15.6172,0.5055,6.47
90,0.1072,15.6172,0.5055,6.47
100,0.1072,15.6172,0.5055,6.47
110,0.1108,15.4716,0.4854,6.72
120,0.1067,15.6378,0.5094,7.17
130,0.1067,15.6378,0.5096,7.26
140,0.1067,15.6380,0.5097,7.27
150,0.1066,15.6396,0.5104,7.41
160,0.1065,15.6425,0.5034,8.31
170,0.1058,15.6743,0.5143,8.50
180,0.1058,15.6744,0.5146,8.53
190,0.1058,15.6746,0.5148,8.53
200,0.1065,15.6434,0.5035,8.05
210,0.1065,15.6458,0.5001,6.81
220,0.1065,15.6439,0.5000,6.75
230,0.1064,15.6500,0.5018,6.64
240,0.1063,15.6532,0.5032,7.53
250,0.1063,15.6536,0.5034,7.71
260,0.1064,15.6469,0.5035,7.60
270,0.1070,15.6237,0.4980,7.37
280,0.1072,15.6143,0.4992,7.86
290,0.1077,15.5949,0.4950,7.89
300,0.1076,15.5994,0.4957,8.01
310,0.1077,15.5974,0.4948,8.00
320,0.1065,15.6435,0.5108,9.40
330,0.1065,15.6435,0.5109,9.16
340,0.1065,15.6431,0.5106,9.07
350,0.1065,15.6431,0.5106,9.07
360,0.1063,15.6512,0.5110,9.33
370,0.1105,15.4831,0.5054,10.40
380,0.1048,15.7143,0.5209,10.64
390,0.1048,15.7144,0.5218,10.83
400,0.1045,15.7277,0.5239,10.95
410,0.1045,15.7263,0.5231,10.41
420,0.1050,15.7066,0.5167,10.08
430,0.1050,15.7074,0.5163,9.71
440,0.1046,15.7217,0.5240,9.90
450,0.1050,15.7048,0.5224,10.26
460,0.1047,15.7200,0.5232,10.56
470,0.1049,15.7080,0.5204,10.08
480,0.1050,15.7075,0.5203,10.02
490,0.1050,15.7075,0.5203,10.02
500,0.3482,10.5341,0.2283,10.28
510,0.3411,10.6233,0.2369,10.07
520,0.3374,10.6712,0.2467,10.30
530,0.3408,10.6266,0.2452,10.43
540,0.3067,11.0849,0.2656,11.79
550,0.2900,11.3287,0.2735,12.31
560,0.2893,11.3391,0.2801,13.45
570,0.2870,11.3731,0.2888,13.78
580,0.2868,11.3770,0.2912,13.78
590,0.2868,11.3763,0.2909,13.58
600,0.2873,11.3685,0.2886,13.12
610,0.2784,11.5054,0.2896,12.88
620,0.2780,11.5115,0.2899,12.42
630,0.2769,11.5284,0.2972,12.23
640,0.3032,11.1348,0.2945,11.68
650,0.3029,11.1385,0.2959,12.08
660,0.2966,11.2304,0.2970,12.31
670,0.2966,11.2299,0.2981,12.57
680,0.2976,11.2166,0.2948,11.85
690,0.2964,11.2335,0.3062,13.02
700,0.2963,11.2355,0.3011,13.33
710,0.3138,10.9851,0.3012,13.62
720,0.3186,10.9196,0.3010,13.98
730,0.3250,10.8331,0.2970,13.39
740,0.3237,10.8510,0.2963,13.60
750,0.3322,10.7386,0.2888,12.80
760,0.3344,10.7092,0.2843,12.28
770,0.3344,10.7095,0.2839,12.25
780,0.3352,10.6987,0.2810,12.03
790,0.3356,10.6945,0.2804,12.14
800,0.3354,10.6971,0.2813,12.11
810,0.3396,10.6428,0.2713,11.23
820,0.3444,10.5816,0.2544,9.54
830,0.3451,10.5728,0.2497,8.95
840,0.3494,10.5194,0.2378,7.88
850,0.3494,10.5194,0.2378,7.88
860,0.3517,10.4902,0.2334,7.54
870,0.3500,10.5113,0.2343,7.39
880,0.3512,10.4960,0.2250,5.88
890,0.3516,10.4912,0.2225,5.38
900,0.3516,10.4912,0.2225,5.38
910,0.3515,10.4927,0.2227,5.53
920,0.3520,10.4865,0.2209,5.34
930,0.3520,10.4865,0.2209,5.34
940,0.3518,10.4896,0.2212,5.28
950,0.3514,10.4948,0.2227,5.48
960,0.3528,10.4764,0.2234,5.65
970,0.3530,10.4748,0.2216,5.32
980,0.3530,10.4748,0.2216,5.32
990,0.3530,10.4745,0.2217,5.27
