Step,MSE,PSNR,SSIM,Percentage Explored
0,0.1028,15.7959,0.4163,0.81
10,0.0963,16.0823,0.4393,3.07
20,0.0853,16.6060,0.4751,4.85
30,0.0860,16.5712,0.4910,5.48
40,0.0806,16.8531,0.5011,6.52
50,0.0804,16.8644,0.5001,6.89
60,0.0804,16.8662,0.5062,7.31
70,0.0804,16.8667,0.5087,8.01
80,0.0799,16.8924,0.5106,8.49
90,0.0797,16.9044,0.5143,9.02
100,0.0802,16.8787,0.5107,9.66
110,0.0804,16.8654,0.5132,9.82
120,0.0813,16.8172,0.5107,9.58
130,0.0796,16.9080,0.5171,9.92
140,0.0789,16.9498,0.5213,10.58
150,0.0817,16.7930,0.5178,10.59
160,0.0737,17.2414,0.5279,11.23
170,0.0713,17.3883,0.5327,11.28
180,0.0716,17.3662,0.5308,10.76
190,0.0718,17.3596,0.5295,10.54
200,0.0719,17.3482,0.5283,10.30
210,0.0723,17.3243,0.5152,8.99
220,0.0730,17.2835,0.5083,8.58
230,0.0752,17.1545,0.4998,8.53
240,0.0757,17.1286,0.5013,8.39
250,0.0772,17.0432,0.4989,9.13
260,0.0772,17.0414,0.4927,8.90
270,0.0768,17.0658,0.4912,8.52
280,0.0759,17.1130,0.4942,9.61
290,0.0747,17.1839,0.5014,10.43
300,0.0749,17.1751,0.5069,11.23
310,0.0727,17.3046,0.5203,12.47
320,0.0750,17.1648,0.5147,12.49
330,0.0750,17.1666,0.5143,12.41
340,0.0751,17.1627,0.5153,12.49
350,0.0783,16.9824,0.5028,13.48
360,0.0743,17.2095,0.5487,14.07
370,0.0762,17.1010,0.5419,13.47
380,0.0776,17.0167,0.5379,14.36
390,0.0775,17.0274,0.5380,14.34
400,0.0837,16.6884,0.5336,13.97
410,0.0986,15.9783,0.5272,13.59
420,0.1047,15.7164,0.5338,13.88
430,0.1027,15.8027,0.5391,14.02
440,0.1034,15.7735,0.5356,13.67
450,0.1040,15.7458,0.5306,14.03
460,0.1049,15.7103,0.5261,12.37
470,0.1073,15.6129,0.5255,11.51
480,0.1085,15.5640,0.5205,10.73
490,0.1085,15.5645,0.5210,10.67
500,0.3518,10.4896,0.2212,10.72
510,0.3577,10.4164,0.2364,10.58
520,0.3357,10.6928,0.2391,10.04
530,0.3161,10.9533,0.2496,8.80
540,0.3159,10.9571,0.2517,8.64
550,0.3129,10.9975,0.2556,8.58
560,0.3124,11.0048,0.2511,8.01
570,0.3125,11.0039,0.2511,7.98
580,0.3125,11.0037,0.2511,7.98
590,0.3100,11.0389,0.2529,7.73
600,0.3100,11.0389,0.2529,7.73
610,0.3290,10.7809,0.2579,9.12
620,0.3247,10.8373,0.2521,8.74
630,0.3141,10.9817,0.2531,9.12
640,0.2857,11.3930,0.2700,9.96
650,0.2855,11.3965,0.2721,10.10
660,0.2855,11.3965,0.2721,10.10
670,0.2847,11.4081,0.2742,10.23
680,0.2846,11.4097,0.2755,10.54
690,0.2846,11.4098,0.2757,10.59
700,0.2846,11.4098,0.2757,10.59
710,0.2849,11.4045,0.2732,10.25
720,0.2844,11.4133,0.2761,10.60
730,0.2835,11.4272,0.2764,10.47
740,0.2755,11.5502,0.2755,10.20
750,0.2741,11.5736,0.2848,11.29
760,0.2817,11.4547,0.2877,11.72
770,0.2682,11.6670,0.2935,11.98
780,0.2678,11.6734,0.2933,11.87
790,0.2671,11.6859,0.2923,11.40
800,0.2621,11.7676,0.3062,12.24
810,0.2621,11.7683,0.3070,12.03
820,0.2622,11.7664,0.3063,11.98
830,0.2632,11.7490,0.2984,11.52
840,0.2688,11.6579,0.2955,11.45
850,0.2716,11.6131,0.2915,10.63
860,0.2723,11.6025,0.2955,10.78
870,0.2739,11.5765,0.3017,11.09
880,0.2737,11.5791,0.3027,11.23
890,0.2749,11.5603,0.2952,10.51
900,0.2748,11.5623,0.3025,11.20
910,0.2725,11.5987,0.3125,12.25
920,0.2645,11.7279,0.3280,13.09
930,0.2647,11.7253,0.3302,13.36
940,0.2906,11.3188,0.3212,12.90
950,0.3005,11.1742,0.3179,12.69
960,0.3005,11.1741,0.3179,12.65
970,0.3003,11.1763,0.3175,12.60
980,0.3015,11.1593,0.3066,12.32
990,0.3153,10.9646,0.2844,11.51
