Step,MSE,PSNR,SSIM,Percentage Explored
0,0.3223,10.8700,0.2634,0.81
10,0.3163,10.9508,0.2567,2.38
20,0.2944,11.2633,0.2593,3.71
30,0.2924,11.2925,0.2593,4.04
40,0.2967,11.2290,0.2568,4.59
50,0.2997,11.1847,0.2512,5.79
60,0.2880,11.3588,0.2630,7.06
70,0.2976,11.2165,0.2522,8.79
80,0.2946,11.2602,0.2570,9.24
90,0.2913,11.3082,0.2745,11.33
100,0.2900,11.3285,0.2668,13.25
110,0.2937,11.2726,0.2605,14.45
120,0.2916,11.3042,0.2680,14.45
130,0.2914,11.3067,0.2746,15.76
140,0.2931,11.2814,0.2591,17.42
150,0.2959,11.2412,0.2593,17.61
160,0.2937,11.2732,0.2585,18.59
170,0.2762,11.5394,0.2574,20.28
180,0.2565,11.8607,0.2628,21.97
190,0.2514,11.9487,0.2639,22.88
200,0.2457,12.0476,0.2648,23.68
210,0.2410,12.1329,0.2692,24.23
220,0.2343,12.2554,0.2708,24.42
230,0.2298,12.3387,0.2748,24.71
240,0.2218,12.4916,0.2794,24.99
250,0.2220,12.4892,0.2850,25.44
260,0.2173,12.5814,0.2870,26.12
270,0.2127,12.6747,0.2931,26.90
280,0.2101,12.7284,0.2926,27.00
290,0.2116,12.6965,0.2904,27.39
300,0.2012,12.9159,0.3097,28.37
310,0.2074,12.7848,0.3003,29.21
320,0.2003,12.9361,0.3130,30.05
330,0.2004,12.9341,0.3045,30.18
340,0.2011,12.9188,0.3085,30.86
350,0.1952,13.0467,0.3132,31.63
360,0.1929,13.0987,0.3171,31.63
370,0.1958,13.0344,0.3223,31.63
380,0.1909,13.1450,0.3175,31.80
390,0.1945,13.0639,0.3202,31.93
400,0.1817,13.3591,0.3345,33.30
410,0.1771,13.4709,0.3388,34.96
420,0.1709,13.6257,0.3463,35.36
430,0.1663,13.7429,0.3476,36.30
440,0.1492,14.2147,0.3570,37.64
450,0.1357,14.6252,0.3646,38.26
460,0.1309,14.7827,0.3587,39.65
470,0.1195,15.1790,0.3697,40.86
480,0.1201,15.1573,0.3761,41.77
490,0.1183,15.2239,0.3764,41.84
500,0.1161,15.3041,0.3786,43.16
510,0.1143,15.3733,0.3796,43.24
520,0.1137,15.3951,0.3728,43.33
530,0.0973,16.0725,0.3899,44.38
540,0.0996,15.9690,0.3825,45.89
550,0.0989,15.9993,0.3859,46.48
560,0.0923,16.3001,0.3937,47.43
570,0.0963,16.1171,0.3891,47.43
580,0.0914,16.3426,0.3930,47.99
590,0.0900,16.4109,0.3967,48.72
600,0.0854,16.6375,0.4109,49.08
610,0.0833,16.7448,0.4054,50.19
620,0.0798,16.9305,0.4215,50.90
630,0.0819,16.8187,0.4146,50.90
640,0.0807,16.8811,0.4153,50.97
650,0.0806,16.8879,0.4139,51.00
660,0.0811,16.8615,0.4225,51.00
670,0.0815,16.8394,0.4101,51.05
680,0.0814,16.8475,0.4170,51.05
690,0.0802,16.9089,0.4169,51.18
700,0.0802,16.9108,0.4156,51.18
710,0.0799,16.9263,0.4180,51.18
720,0.0810,16.8650,0.4146,51.18
730,0.0803,16.9037,0.4231,51.41
740,0.0772,17.0779,0.4230,51.41
750,0.0804,16.8978,0.4228,51.90
760,0.0810,16.8648,0.4181,51.90
770,0.0803,16.9076,0.4280,52.32
780,0.0801,16.9149,0.4249,52.32
790,0.0790,16.9761,0.4327,52.32
800,0.0792,16.9644,0.4300,52.55
810,0.0785,17.0013,0.4345,52.95
820,0.0780,17.0301,0.4313,52.98
830,0.0778,17.0441,0.4252,53.05
840,0.0758,17.1583,0.4419,53.59
850,0.0743,17.2450,0.4381,53.88
860,0.0755,17.1704,0.4401,53.88
870,0.0760,17.1452,0.4343,54.29
880,0.0737,17.2768,0.4371,56.09
890,0.0788,16.9887,0.4286,57.50
900,0.0749,17.2052,0.4317,58.24
910,0.0763,17.1267,0.4287,58.34
920,0.0739,17.2681,0.4361,58.34
930,0.0749,17.2063,0.4370,59.06
940,0.0745,17.2321,0.4384,59.06
950,0.0782,17.0226,0.4267,59.09
960,0.0772,17.0753,0.4249,59.28
970,0.0755,17.1725,0.4227,59.39
980,0.0772,17.0781,0.4246,59.60
990,0.0783,17.0145,0.4195,61.03
