Epoch,Batch,MSE,PSNR,SSIM
1,1,0.7196,7.2199,0.6652
1,2,0.7179,7.1998,0.6232
1,3,0.6877,7.3932,0.5763
1,4,0.6064,7.9342,0.6945
1,5,0.5836,8.2082,0.6503
1,6,0.5178,8.8290,0.7074
1,7,0.3947,9.9433,nan
1,8,0.4056,9.9071,0.5245
1,9,0.3115,11.2692,nan
1,10,0.3184,11.0322,0.7469
1,11,0.3011,12.1638,0.8096
1,12,0.2803,12.8302,0.7146
1,13,0.3362,12.6917,0.7561
1,14,0.2935,12.2951,0.6899
1,15,0.3273,11.7023,0.6517
1,16,0.5338,8.5959,0.5555
1,17,0.3655,11.5225,0.6828
1,18,0.3536,12.3748,0.7068
1,19,0.3799,11.4301,0.6953
1,20,0.5340,9.9550,0.6276
1,21,0.4105,11.0615,0.7688
1,22,0.3606,12.0578,0.7548
1,23,0.2390,14.0343,0.8482
1,24,0.3395,12.1006,0.7221
1,25,0.2249,14.4853,0.8782
2,1,0.2545,14.0861,0.8675
2,2,0.3270,12.9464,0.7792
2,3,0.2552,14.0579,0.7787
2,4,0.3822,12.8928,0.7035
2,5,0.2914,14.0485,0.8123
2,6,0.3526,13.0617,0.7251
2,7,0.2301,14.1359,0.8480
2,8,0.2667,14.2316,0.8503
2,9,0.1580,15.7629,0.8733
2,10,0.2687,14.5073,0.6934
2,11,0.1754,14.7696,0.8488
2,12,0.1783,15.0992,nan
2,13,0.1174,16.4701,0.8613
2,14,0.2080,14.5843,0.7944
2,15,0.1745,15.5031,0.7413
2,16,0.2495,13.1083,0.7721
2,17,0.3506,13.7868,0.8649
2,18,0.3246,12.7669,0.7094
2,19,0.1414,15.0256,0.8560
2,20,0.2824,13.3231,0.7451
2,21,0.2672,11.7608,0.7181
2,22,0.1742,15.6544,0.8645
2,23,0.3071,13.8354,0.8496
2,24,0.2595,13.8029,0.8457
2,25,0.1815,14.4499,0.7777
3,1,0.2161,14.5187,0.6919
3,2,0.2975,12.4043,0.7984
3,3,0.2391,14.2623,0.8102
3,4,0.1725,14.7583,0.8442
3,5,0.1627,15.2587,0.8075
3,6,0.1664,16.3310,0.7706
3,7,0.2366,14.4995,0.8044
3,8,0.1641,15.0197,0.8067
3,9,0.3309,14.4242,0.7929
3,10,0.1102,16.6987,0.8373
3,11,0.1550,17.0513,0.8581
3,12,0.1724,15.4948,0.7871
3,13,0.1743,15.5822,0.8200
3,14,0.1399,17.7039,0.8512
3,15,0.2100,17.5822,0.7664
3,16,0.1989,14.4441,0.8613
3,17,0.1802,15.4203,0.8533
3,18,0.1693,16.6177,0.8701
3,19,0.1766,16.1718,0.8183
3,20,0.1587,18.2758,0.8589
3,21,0.1166,17.5005,0.8181
3,22,0.1483,17.9655,0.8691
3,23,0.1597,16.8709,0.8270
3,24,0.0914,19.2587,0.9134
3,25,0.1867,15.3078,0.7932
4,1,0.1595,18.0455,nan
4,2,0.1710,17.1673,0.9101
4,3,0.1004,18.3670,nan
4,4,0.1640,18.5251,0.8732
4,5,0.1707,19.8626,0.9028
4,6,0.1809,17.7557,0.8579
4,7,0.1192,16.4195,0.7696
4,8,0.3290,15.1679,0.7700
4,9,0.1786,17.1218,0.8595
4,10,0.3060,15.1049,0.7132
4,11,0.3565,13.6023,0.7367
4,12,0.1423,16.1493,0.8562
4,13,0.1851,17.2807,0.7744
4,14,0.1718,15.3119,0.8340
4,15,0.1306,17.6302,0.9048
4,16,0.3005,14.5576,0.7665
4,17,0.1336,17.2511,0.8455
4,18,0.1632,17.8681,0.7853
4,19,0.2288,16.5799,nan
4,20,0.2095,16.9385,0.7946
4,21,0.1239,18.8525,0.8568
4,22,0.1938,15.4601,0.8015
4,23,0.1546,17.0480,0.8908
4,24,0.1526,16.7428,0.8188
4,25,0.0939,18.9948,0.8865
5,1,0.2117,16.4038,0.8388
5,2,0.1751,14.8022,0.7375
5,3,0.0862,20.5226,0.9241
5,4,0.1273,17.2661,0.8195
5,5,0.2214,14.3339,0.6500
5,6,0.1709,15.1526,0.8311
5,7,0.0554,19.9608,0.8917
5,8,0.1471,18.6579,0.8544
5,9,0.1403,17.6263,0.8188
5,10,0.2222,17.3846,0.7968
5,11,0.0423,21.9569,0.9347
5,12,0.2034,17.9558,0.9113
5,13,0.1521,16.4051,0.8131
5,14,0.1407,16.8842,0.8425
5,15,0.1391,18.4806,0.8941
5,16,0.1693,16.1855,0.7853
5,17,0.0832,19.3838,0.8516
5,18,0.1039,18.4891,0.9390
5,19,0.1403,18.3293,0.8175
5,20,0.1042,20.3662,0.9630
5,21,0.0816,21.0321,0.9243
5,22,0.1726,18.2091,0.8599
5,23,0.1459,16.8985,0.7102
5,24,0.1270,16.1182,0.7778
5,25,0.1266,18.2974,0.8379
6,1,0.1599,15.3754,0.7345
6,2,0.1686,16.2365,0.8329
6,3,0.2398,16.2364,0.8706
6,4,0.1867,14.7824,0.7800
6,5,0.1728,16.9056,0.8813
6,6,0.2404,13.5348,0.7587
6,7,0.1636,16.8749,0.8279
6,8,0.1281,16.9489,0.8092
6,9,0.1415,17.1392,0.8383
6,10,0.1087,19.2282,0.8883
6,11,0.1436,18.3542,0.8457
6,12,0.1172,17.9257,0.8383
6,13,0.0927,19.6510,0.9171
6,14,0.1463,16.9809,0.8659
6,15,0.1126,18.3445,0.8162
6,16,0.0866,18.7037,0.8053
6,17,0.0786,19.9476,0.9106
6,18,0.0989,20.1639,0.9106
6,19,0.0866,21.6920,0.8566
6,20,0.1230,18.0987,0.8861
6,21,0.1055,16.5523,0.8570
6,22,0.0491,21.3012,0.9047
6,23,0.0857,19.3393,nan
6,24,0.2626,17.5803,0.7614
6,25,0.0753,19.4285,0.8950
7,1,0.0962,19.3952,0.8500
7,2,0.0944,19.3138,nan
7,3,0.1590,18.8172,0.8219
7,4,0.1286,19.9128,0.7847
7,5,0.1066,18.9645,0.8732
7,6,0.0825,19.4119,0.8999
