Step,MSE,PSNR,SSIM,Percentage Explored
0,0.1151,15.3075,0.4284,0.52
10,0.1153,15.2983,0.4318,2.81
20,0.1135,15.3682,0.4464,4.26
30,0.1130,15.3871,0.4501,5.63
40,0.1141,15.3468,0.4389,6.11
50,0.1133,15.3770,0.4467,6.42
60,0.1130,15.3872,0.4482,6.50
70,0.1130,15.3854,0.4481,6.50
80,0.1134,15.3729,0.4476,6.50
90,0.1131,15.3850,0.4483,6.50
100,0.1129,15.3913,0.4514,6.83
110,0.1102,15.4944,0.4769,7.79
120,0.1102,15.4969,0.4744,8.15
130,0.1101,15.5006,0.4748,8.69
140,0.1101,15.5015,0.4755,8.73
150,0.1101,15.5012,0.4750,8.73
160,0.1100,15.5036,0.4747,9.03
170,0.1098,15.5101,0.4770,9.89
180,0.1097,15.5173,0.4773,10.09
190,0.1095,15.5227,0.4784,10.71
200,0.1095,15.5217,0.4776,10.46
210,0.1201,15.1221,0.4573,9.43
220,0.1112,15.4586,0.4712,9.62
230,0.1114,15.4493,0.4619,10.42
240,0.1094,15.5282,0.4788,11.29
250,0.1088,15.5522,0.4811,12.66
260,0.1083,15.5696,0.4847,12.58
270,0.1084,15.5683,0.4847,12.82
280,0.1083,15.5702,0.4846,12.88
290,0.1084,15.5664,0.4840,12.64
300,0.1084,15.5682,0.4845,12.57
310,0.1084,15.5681,0.4841,12.60
320,0.1084,15.5682,0.4845,12.44
330,0.1084,15.5667,0.4855,12.12
340,0.1084,15.5676,0.4866,11.57
350,0.1090,15.5430,0.4846,11.25
360,0.1091,15.5411,0.4846,11.06
370,0.1090,15.5421,0.4843,10.91
380,0.1090,15.5430,0.4841,10.79
390,0.1091,15.5393,0.4844,9.96
400,0.1195,15.1457,0.4580,9.73
410,0.1155,15.2933,0.4597,10.00
420,0.1065,15.6460,0.4803,10.99
430,0.0984,15.9894,0.5060,12.55
440,0.1014,15.8555,0.4816,12.95
450,0.0980,16.0037,0.4986,13.67
460,0.0911,16.3217,0.5453,15.03
470,0.0893,16.4108,0.5481,15.81
480,0.0888,16.4337,0.5503,15.84
490,0.0886,16.4436,0.5505,15.90
500,0.3079,11.0686,0.2312,15.82
510,0.2816,11.4553,0.2592,17.29
520,0.2527,11.9267,0.2937,19.72
530,0.2399,12.1516,0.3046,19.70
540,0.2233,12.4634,0.3219,19.99
550,0.2180,12.5669,0.3249,19.27
560,0.2130,12.6678,0.3177,18.82
570,0.2093,12.7455,0.3224,18.62
580,0.2092,12.7463,0.3258,18.63
590,0.2096,12.7382,0.3235,17.21
600,0.2133,12.6628,0.3168,17.23
610,0.2064,12.8055,0.3109,17.11
620,0.2012,12.9152,0.3089,16.95
630,0.1953,13.0461,0.3098,17.06
640,0.1870,13.2336,0.3172,17.47
650,0.1749,13.5234,0.3308,16.95
660,0.1754,13.5128,0.3300,16.05
670,0.1746,13.5322,0.3386,15.42
680,0.1684,13.6897,0.3410,14.88
690,0.1682,13.6931,0.3416,14.30
700,0.1426,14.4099,0.3524,13.83
710,0.1388,14.5287,0.3573,14.38
720,0.1399,14.4947,0.3534,14.01
730,0.1469,14.2830,0.3504,14.15
740,0.1504,14.1796,0.3535,14.86
750,0.1504,14.1800,0.3564,15.88
760,0.1500,14.1919,0.3573,15.93
770,0.1504,14.1797,0.3557,16.15
780,0.1497,14.2002,0.3564,16.02
790,0.1502,14.1858,0.3565,15.96
800,0.1560,14.0204,0.3509,14.29
810,0.1832,13.3235,0.3318,13.70
820,0.1562,14.0166,0.3371,14.61
830,0.1637,13.8122,0.3400,14.63
840,0.1714,13.6116,0.3356,14.02
850,0.1710,13.6231,0.3352,13.77
860,0.1710,13.6224,0.3358,13.40
870,0.1705,13.6346,0.3361,12.76
880,0.1706,13.6319,0.3365,13.33
890,0.1684,13.6891,0.3461,15.12
900,0.1719,13.5990,0.3360,14.68
910,0.1697,13.6557,0.3416,15.14
920,0.1808,13.3795,0.3294,15.02
930,0.1862,13.2533,0.3232,14.77
940,0.1889,13.1897,0.3148,14.02
950,0.1952,13.0475,0.3126,13.69
960,0.1887,13.1937,0.3119,13.04
970,0.1928,13.1017,0.3019,12.38
980,0.2189,12.5489,0.2894,11.64
990,0.1965,13.0187,0.2960,12.13
