Step,MSE,PSNR,SSIM,Percentage Explored
0,0.1251,14.9459,0.4312,0.81
10,0.1112,15.4586,0.4752,3.06
20,0.1104,15.4871,0.4813,4.32
30,0.1110,15.4630,0.4880,5.96
40,0.0989,15.9647,0.4877,7.58
50,0.0701,17.4585,0.5287,9.54
60,0.0757,17.1244,0.5365,10.87
70,0.0711,17.4021,0.5456,11.98
80,0.0711,17.3977,0.5452,12.88
90,0.0645,17.8243,0.5567,13.56
100,0.0569,18.3683,0.5969,16.11
110,0.0511,18.8372,0.6218,17.66
120,0.0515,18.7983,0.6254,17.82
130,0.0519,18.7640,0.6205,18.50
140,0.0531,18.6639,0.6198,19.11
150,0.0531,18.6641,0.6234,19.58
160,0.0502,18.9086,0.6235,20.39
170,0.0499,18.9346,0.6273,21.45
180,0.0491,19.0042,0.6271,22.21
190,0.0493,18.9858,0.6275,22.24
200,0.0550,18.5136,0.6103,21.52
210,0.0550,18.5111,0.6096,21.24
220,0.0587,18.2278,0.5748,20.58
230,0.0574,18.3267,0.5845,19.96
240,0.0647,17.8092,0.5611,18.34
250,0.0904,16.3581,0.5274,17.19
260,0.0919,16.2838,0.5199,17.08
270,0.0909,16.3320,0.5238,17.35
280,0.0919,16.2839,0.5209,16.86
290,0.0994,15.9431,0.5095,15.03
300,0.1000,15.9187,0.5121,14.32
310,0.0991,15.9591,0.5114,13.74
320,0.1010,15.8730,0.4941,12.31
330,0.1006,15.8918,0.4976,12.11
340,0.1006,15.8932,0.5008,12.44
350,0.1000,15.9164,0.5070,12.49
360,0.1001,15.9138,0.5056,12.60
370,0.0993,15.9463,0.5152,12.33
380,0.0994,15.9441,0.5125,12.48
390,0.0995,15.9414,0.5140,12.95
400,0.0993,15.9482,0.5165,13.08
410,0.0969,16.0530,0.5207,14.41
420,0.0948,16.1488,0.5244,16.29
430,0.0885,16.4502,0.5373,17.73
440,0.0864,16.5534,0.5503,18.83
450,0.0834,16.7065,0.5617,20.29
460,0.0832,16.7176,0.5675,21.03
470,0.0837,16.6917,0.5653,20.85
480,0.0827,16.7410,0.5759,19.48
490,0.0823,16.7662,0.5774,18.86
500,0.3151,10.9672,0.2346,17.42
510,0.3078,11.0693,0.2411,17.50
520,0.3078,11.0691,0.2540,16.58
530,0.3172,10.9388,0.2563,16.32
540,0.2790,11.4967,0.2761,16.99
550,0.2332,12.2757,0.2899,17.83
560,0.2332,12.2742,0.2920,17.87
570,0.2322,12.2935,0.2954,17.98
580,0.2591,11.8169,0.2919,17.27
590,0.2396,12.1577,0.3000,17.69
600,0.2290,12.3546,0.2977,17.27
610,0.2310,12.3152,0.3002,17.32
620,0.2458,12.0461,0.2865,15.80
630,0.2347,12.2462,0.2886,14.95
640,0.2360,12.2227,0.2885,13.93
650,0.2358,12.2259,0.2886,13.39
660,0.2331,12.2769,0.2841,12.75
670,0.2307,12.3225,0.2864,12.57
680,0.2242,12.4459,0.2875,11.73
690,0.2235,12.4603,0.2862,10.98
700,0.2258,12.4143,0.2743,9.74
710,0.2235,12.4603,0.2765,10.08
720,0.2102,12.7256,0.2835,10.74
730,0.1910,13.1427,0.2877,11.21
740,0.1885,13.1991,0.2887,11.15
750,0.1885,13.1998,0.2880,11.14
760,0.1879,13.2133,0.2878,10.99
770,0.1935,13.0864,0.2840,10.71
780,0.1931,13.0942,0.2853,11.20
790,0.1867,13.2402,0.3051,13.14
800,0.1697,13.6560,0.3262,15.55
810,0.1713,13.6145,0.3280,16.02
820,0.1632,13.8237,0.3249,15.21
830,0.1899,13.1663,0.3232,14.71
840,0.1987,12.9696,0.3192,14.50
850,0.2011,12.9186,0.3228,14.80
860,0.2028,12.8818,0.3236,14.55
870,0.2000,12.9411,0.3312,15.38
880,0.2016,12.9081,0.3312,15.80
890,0.1972,13.0025,0.3321,15.52
900,0.1997,12.9478,0.3340,16.14
910,0.1967,13.0143,0.3413,17.28
920,0.1959,13.0323,0.3482,18.38
930,0.2229,12.4706,0.3385,17.99
940,0.2309,12.3178,0.3314,17.40
950,0.2299,12.3361,0.3239,16.82
960,0.2298,12.3389,0.3260,16.88
970,0.2593,11.8145,0.3146,16.04
980,0.2632,11.7486,0.3122,16.12
990,0.2760,11.5432,0.2982,14.79
