Epoch,Batch,MSE,PSNR,SSIM
1,1,0.2055,6.6412,0.8474
1,2,0.1872,7.0421,0.8083
1,3,0.1369,8.3869,0.6801
1,4,0.0988,9.9132,0.7454
1,5,0.1189,9.9349,0.7556
1,6,0.0942,10.4375,0.8092
1,7,0.1065,10.3539,0.8216
1,8,0.1064,9.9944,0.8692
1,9,0.1449,9.2948,0.7063
1,10,0.1108,9.8973,0.8067
1,11,0.1070,10.3884,0.8098
1,12,0.0747,12.0744,0.8748
1,13,0.0777,11.2417,0.7980
1,14,0.0778,11.0865,0.7405
1,15,0.0785,10.9096,0.7056
1,16,0.0783,10.9967,0.6922
1,17,0.0788,11.0742,0.7913
1,18,0.0913,10.4134,0.7003
1,19,0.0922,11.2246,0.7423
1,20,0.0770,11.5418,0.7735
1,21,0.0713,11.6715,0.8176
1,22,0.0786,11.3638,0.8083
1,23,0.1032,10.1334,0.6476
1,24,0.0769,11.5431,0.8368
1,25,0.0783,11.4951,0.7596
2,1,0.0851,10.7346,0.7626
2,2,0.0657,11.6840,nan
2,3,0.0711,11.5893,0.7492
2,4,0.0678,11.5622,0.8210
2,5,0.0800,11.3701,0.7272
2,6,0.0635,12.0347,0.8371
2,7,0.0888,11.0367,0.7727
2,8,0.0816,11.4092,0.7766
2,9,0.0602,12.3762,0.8637
2,10,0.0731,11.5829,0.7027
2,11,0.0742,11.4093,0.7466
2,12,0.0756,11.3782,0.8062
2,13,0.0678,11.6088,0.7585
2,14,0.0508,12.7500,0.8760
2,15,0.0722,11.7851,0.8332
2,16,0.0708,11.8508,0.7921
2,17,0.0730,11.7957,0.7428
2,18,0.0543,12.9383,0.7846
2,19,0.0798,11.1232,0.8139
2,20,0.0551,12.6218,0.8736
2,21,0.0818,11.3189,0.8611
2,22,0.0724,11.5280,0.7545
2,23,0.0594,12.2242,0.7435
2,24,0.0627,11.9216,0.7986
2,25,0.0755,11.2256,0.7742
3,1,0.0632,12.2707,0.7531
3,2,0.0729,11.4626,0.7217
3,3,0.0692,11.6682,0.7897
3,4,0.0646,12.2217,0.8134
3,5,0.0530,12.8445,0.8627
3,6,0.0861,10.9214,0.7127
3,7,0.0687,11.8496,nan
3,8,0.0642,12.1707,0.8264
3,9,0.0605,12.1024,0.8136
3,10,0.0634,12.1199,0.7258
3,11,0.0921,10.7144,0.7996
3,12,0.0700,11.4860,0.7825
3,13,0.0591,12.3370,0.8536
3,14,0.0656,11.9778,0.7446
3,15,0.0740,11.6849,0.8157
3,16,0.0594,12.3905,0.8409
3,17,0.0754,11.7972,0.7102
3,18,0.0565,12.4598,0.8773
3,19,0.0690,11.6322,0.7468
3,20,0.0730,11.5304,0.7696
3,21,0.0683,11.7022,nan
3,22,0.0689,11.9754,0.7484
3,23,0.0804,11.2378,0.7369
3,24,0.0552,12.4557,0.8501
3,25,0.0592,12.4896,0.7702
4,1,0.0536,13.0364,0.8473
4,2,0.0682,11.7738,0.7731
4,3,0.0500,13.2374,0.8643
4,4,0.0541,12.7248,0.7616
4,5,0.0705,11.6865,0.7182
4,6,0.0629,12.3220,0.8201
4,7,0.0734,11.4947,0.8645
4,8,0.0690,11.8835,0.7553
4,9,0.0717,11.4943,0.7732
4,10,0.0545,12.4465,0.7997
4,11,0.0595,12.4182,0.7656
4,12,0.0655,12.0839,0.7934
4,13,0.0546,12.5951,nan
4,14,0.0665,13.2340,0.8184
4,15,0.0647,12.3905,0.8064
4,16,0.0829,11.4758,0.7486
4,17,0.0721,11.7185,0.7043
4,18,0.0666,11.7453,0.7262
4,19,0.0750,11.5688,0.7843
4,20,0.0636,11.7910,0.8258
4,21,0.0809,11.0796,0.6134
4,22,0.0776,11.7442,0.6917
4,23,0.0684,11.8421,0.7703
4,24,0.0810,11.5190,0.7406
4,25,0.0635,12.1838,0.7727
5,1,0.0759,11.2742,0.7477
5,2,0.0612,12.0042,0.7610
5,3,0.0752,11.1541,0.8072
5,4,0.0605,12.2004,0.8170
5,5,0.0633,12.1639,0.7669
5,6,0.0776,11.7056,0.7889
5,7,0.0546,12.6860,0.7380
5,8,0.0555,12.4624,0.7899
5,9,0.0621,12.2365,0.6969
5,10,0.0585,12.3658,0.8529
5,11,0.0528,12.6326,0.7301
5,12,0.0596,12.5862,0.7238
5,13,0.0753,11.7845,0.7236
5,14,0.0520,12.8630,0.8353
5,15,0.0683,11.7466,0.7997
5,16,0.0667,11.7010,0.8318
5,17,0.0565,12.4821,nan
5,18,0.0487,13.1728,0.7979
5,19,0.0587,12.5223,0.7651
5,20,0.0604,12.5959,0.8418
5,21,0.0639,12.2678,0.8221
5,22,0.0818,11.4122,0.7509
5,23,0.0660,12.2907,0.7352
5,24,0.0700,11.8014,0.8034
5,25,0.0606,12.1166,0.7979
6,1,0.0640,12.1627,0.8266
6,2,0.0571,12.5329,0.7978
6,3,0.0420,13.7000,0.8841
6,4,0.0435,13.7753,0.8716
6,5,0.0562,12.3505,0.8023
6,6,0.0640,12.3294,0.7526
6,7,0.0770,11.6451,0.7590
6,8,0.0577,12.3666,0.8140
6,9,0.0819,11.3405,0.8070
6,10,0.0605,12.4925,0.8301
6,11,0.0556,12.5644,0.7036
6,12,0.0718,11.7696,0.7507
6,13,0.0587,12.5597,0.7856
6,14,0.0458,13.3733,0.7482
6,15,0.0598,12.2309,0.8879
6,16,0.0501,12.9443,0.8864
6,17,0.0491,13.0606,0.8457
6,18,0.0496,13.2895,0.8357
6,19,0.0735,11.9035,0.8188
6,20,0.0607,12.3239,0.8482
6,21,0.0729,11.8108,0.6777
6,22,0.0524,12.7255,0.7538
6,23,0.0712,11.6291,0.8033
6,24,0.0575,12.4910,0.8450
6,25,0.0647,12.2291,0.8125
7,1,0.0599,12.5873,0.7570
7,2,0.0482,13.1485,0.7841
7,3,0.0894,11.2725,0.6244
7,4,0.0650,12.3122,0.7561
