Epoch,Batch,MSE,PSNR,SSIM
1,1,0.1958,6.8596,0.7612
1,2,0.2012,6.7251,0.7737
1,3,0.2051,6.6608,0.8052
1,4,0.2014,6.7649,nan
1,5,0.2140,6.4642,0.8641
1,6,0.2149,6.4329,0.8817
1,7,0.2002,6.7784,0.8043
1,8,0.2032,6.6983,0.8718
1,9,0.2123,6.4714,0.8195
1,10,0.2004,6.7595,0.7703
1,11,0.1824,7.1566,0.7760
1,12,0.1590,7.7733,0.6659
1,13,0.1680,7.5276,0.8262
1,14,0.1546,7.8734,0.6663
1,15,0.1561,7.8049,0.5870
1,16,0.1422,8.2304,0.7305
1,17,0.1414,8.3336,0.6133
1,18,0.1369,8.4762,0.5740
1,19,0.1219,8.9953,0.6434
1,20,0.1089,9.4608,0.6421
1,21,0.0932,10.1740,0.6992
1,22,0.1201,9.5412,0.6618
1,23,0.0929,10.4098,0.6912
1,24,0.0948,10.6397,0.6276
1,25,0.1011,10.2481,0.6644
2,1,0.0832,12.0286,0.6374
2,2,0.0884,10.9132,0.7278
2,3,0.0837,11.4750,0.7815
2,4,0.1347,9.8734,0.5943
2,5,0.0818,11.2479,0.7359
2,6,0.1044,10.4479,0.6361
2,7,0.1268,9.4020,0.6706
2,8,0.0957,10.4813,0.6300
2,9,0.1151,9.8540,0.6714
2,10,0.0991,9.9785,0.5885
2,11,0.1112,9.7388,0.6974
2,12,0.0988,10.0685,0.6894
2,13,0.0996,10.1081,0.6981
2,14,0.0876,10.4123,0.7059
2,15,0.0930,10.1701,0.7030
2,16,0.0807,10.7403,0.5041
2,17,0.0941,10.2352,0.8292
2,18,0.0783,10.9779,0.5900
2,19,0.0837,10.7685,0.6393
2,20,0.1224,9.3583,0.6887
2,21,0.0828,11.0592,0.7277
2,22,0.0723,12.0303,0.6646
2,23,0.1289,9.2325,0.6814
2,24,0.0725,11.5927,0.7215
2,25,0.0765,11.9583,0.7203
3,1,0.1037,10.3801,0.7053
3,2,0.0971,10.8808,0.7083
3,3,0.0945,10.8293,0.7699
3,4,0.1125,10.3391,0.7413
3,5,0.1079,10.0453,0.7009
3,6,0.0733,11.2698,0.7138
3,7,0.0822,10.9374,0.7430
3,8,0.0964,10.4031,0.7041
3,9,0.0747,11.1503,0.6866
3,10,0.0754,11.2148,0.6111
3,11,0.1125,9.8065,0.7013
3,12,0.0824,10.9975,0.8079
3,13,0.0660,11.9745,0.7908
3,14,0.0839,11.3789,0.7423
3,15,0.0770,11.6011,0.6750
3,16,0.0699,11.6619,0.8452
3,17,0.0967,11.1265,0.6837
3,18,0.0874,10.9353,0.7464
3,19,0.0677,12.2903,0.7515
3,20,0.0614,12.4997,0.7544
3,21,0.1011,10.6475,0.6660
3,22,0.0928,10.6096,0.7584
3,23,0.0706,11.8098,0.8089
3,24,0.0895,10.7382,0.7279
3,25,0.1074,9.9811,0.7156
4,1,0.0802,11.0515,0.7457
4,2,0.0835,11.0432,0.8057
4,3,0.1004,10.3416,0.7420
4,4,0.0931,10.5668,0.7377
4,5,0.0885,10.7111,0.6768
4,6,0.0752,11.2948,nan
4,7,0.0879,10.5753,0.7191
4,8,0.0833,10.8032,0.8195
4,9,0.0871,10.5495,0.7302
4,10,0.0831,11.1728,0.7204
4,11,0.0817,11.1216,0.8858
4,12,0.0671,11.9066,0.7311
4,13,0.0832,10.8753,0.7490
4,14,0.1125,9.9607,0.7660
4,15,0.0774,11.3149,0.7246
4,16,0.0854,11.1402,0.7140
4,17,0.1156,9.7453,0.7726
4,18,0.0947,10.7592,0.6778
4,19,0.1035,10.2380,0.7136
4,20,0.0800,10.9640,nan
4,21,0.0913,10.4904,0.7032
4,22,0.0974,10.1442,0.7759
4,23,0.1009,9.9251,0.7400
4,24,0.0825,10.7081,0.7231
4,25,0.0895,10.5370,0.8024
5,1,0.0934,10.2703,0.6819
5,2,0.0774,11.3083,0.8786
5,3,0.0812,11.0416,0.7549
5,4,0.0960,10.5961,0.7963
5,5,0.0900,10.7646,nan
5,6,0.0813,11.4151,0.7783
5,7,0.0908,10.9315,0.6979
5,8,0.0689,11.9095,0.7422
5,9,0.0772,11.4297,0.7305
5,10,0.0836,11.3311,0.7988
5,11,0.0961,10.8578,0.7088
5,12,0.0769,11.4999,0.7251
5,13,0.0916,10.6322,0.7286
5,14,0.0815,11.0930,0.6596
5,15,0.0863,10.8516,0.8034
5,16,0.0728,11.4368,0.8085
5,17,0.0865,11.0529,0.8140
5,18,0.0854,11.1092,0.7293
5,19,0.0942,10.2257,0.8088
5,20,0.0857,11.0058,0.7509
5,21,0.0794,11.1307,0.7484
5,22,0.1008,10.2526,0.8066
5,23,0.0763,11.4855,0.8309
5,24,0.0889,10.8706,0.7263
5,25,0.0689,11.7985,0.8019
6,1,0.0909,10.7482,0.7736
6,2,0.0670,11.9641,0.8164
6,3,0.0851,11.0108,0.7621
6,4,0.1006,10.3932,0.6299
6,5,0.1005,10.1572,0.7572
6,6,0.0896,10.8177,0.7618
6,7,0.1004,10.0117,0.6696
6,8,0.0838,10.8687,0.7587
6,9,0.0838,10.6664,0.7934
6,10,0.0923,10.3481,0.6713
6,11,0.0969,10.4105,0.8449
6,12,0.0849,10.6167,0.6077
6,13,0.0771,11.0119,0.7034
6,14,0.0740,11.3001,0.7660
6,15,0.0752,11.4636,0.7247
6,16,0.0666,11.6750,0.8731
6,17,0.0637,12.4326,0.8658
6,18,0.0659,12.1872,0.7926
6,19,0.0873,11.7944,0.7472
6,20,0.1071,10.0818,0.6804
6,21,0.0875,10.8651,0.7113
6,22,0.0820,11.6772,0.8185
6,23,0.0832,11.3861,0.8336
6,24,0.0938,10.6499,0.8013
6,25,0.0803,11.0375,0.7006
7,1,0.0844,10.7268,0.7991
7,2,0.0835,10.7875,0.7530
7,3,0.0774,11.1665,0.6565
7,4,0.0699,11.4425,0.6549
7,5,0.0786,11.1308,0.7498
7,6,0.0605,12.5821,0.8129
7,7,0.0760,11.6706,0.7695
7,8,0.0782,11.9682,0.8104
7,9,0.0912,11.0365,0.8254
7,10,0.1026,10.7295,0.6811
7,11,0.0601,12.3048,0.7948
7,12,0.0935,11.0999,0.7648
7,13,0.0722,11.4575,0.8367
7,14,0.0897,10.7555,nan
7,15,0.0820,11.0117,0.7334
7,16,0.0717,11.3287,0.7287
7,17,0.0804,11.0843,0.8181
7,18,0.0863,10.9240,0.7926
7,19,0.0687,11.7842,0.8017
7,20,0.1011,10.0410,0.6772
7,21,0.0670,12.0942,0.8480
7,22,0.0921,10.8442,0.7969
7,23,0.0869,10.8789,0.7404
7,24,0.0600,12.1855,0.8501
7,25,0.0866,11.4168,nan
8,1,0.0749,11.5162,0.8057
8,2,0.0664,11.8995,0.8435
8,3,0.0759,11.4942,0.6601
8,4,0.0698,12.0229,0.8164
8,5,0.0710,12.1012,0.7907
8,6,0.0792,11.2591,0.7297
8,7,0.0655,11.9567,0.8164
8,8,0.0629,12.1679,0.8074
8,9,0.0745,11.6208,0.7681
8,10,0.0781,11.4730,0.7593
8,11,0.0792,11.5727,0.6964
8,12,0.0984,10.3441,0.7236
8,13,0.1187,9.7441,0.7104
8,14,0.0773,11.0602,0.7405
8,15,0.0872,10.5398,0.7177
8,16,0.0678,11.5120,0.7304
8,17,0.0882,10.6353,0.8252
8,18,0.0751,11.3270,0.7778
8,19,0.0726,11.7513,0.7578
8,20,0.0895,10.8626,0.7298
8,21,0.0871,11.5190,nan
8,22,0.0807,11.4101,0.7859
8,23,0.0689,12.3699,0.7664
8,24,0.0672,12.1330,0.8137
8,25,0.0835,11.1365,0.7684
9,1,0.0685,11.8779,0.7939
9,2,0.0853,10.8124,0.7910
9,3,0.0834,11.1108,0.8062
9,4,0.0613,12.2950,0.7632
9,5,0.0543,12.7475,0.8162
9,6,0.0908,11.1476,0.6594
9,7,0.0681,12.0439,0.8793
9,8,0.0617,13.0579,0.8107
9,9,0.0616,12.4466,0.8047
9,10,0.0741,12.1544,0.7631
9,11,0.0641,12.4462,0.8454
9,12,0.0612,12.5437,0.8108
9,13,0.0583,12.6100,0.7136
9,14,0.0621,12.3808,0.7550
9,15,0.0591,12.4710,0.7291
9,16,0.0649,12.2075,0.8915
9,17,0.0504,13.3311,0.7610
9,18,0.0727,11.5947,0.8034
9,19,0.0906,11.4637,0.7216
9,20,0.0596,12.5555,0.8354
9,21,0.0663,11.8738,0.7346
9,22,0.0850,11.7155,0.7953
9,23,0.0656,12.4133,0.7756
9,24,0.0665,12.1464,0.8479
9,25,0.0941,10.6900,0.7064
10,1,0.0793,11.2975,0.7723
10,2,0.0836,11.0165,0.8413
10,3,0.0672,11.6504,0.8334
10,4,0.0574,12.1643,0.7568
10,5,0.0539,13.2305,0.7540
10,6,0.0707,12.5535,0.7432
10,7,0.0503,13.8761,0.8519
10,8,0.0844,12.2618,0.7634
10,9,0.0905,12.6004,0.7768
10,10,0.0866,11.2218,0.6032
10,11,0.0592,13.1594,0.8000
10,12,0.0570,12.8052,0.7355
10,13,0.0722,11.5153,0.7781
10,14,0.0583,12.5710,0.8124
10,15,0.0641,12.3705,0.8225
10,16,0.0667,12.3669,0.8282
10,17,0.0492,13.4090,0.7842
10,18,0.0797,11.9206,0.8113
10,19,0.0765,11.8880,0.7347
10,20,0.0601,12.5582,0.7774
10,21,0.0587,12.5418,0.7227
10,22,0.0596,12.1573,0.7656
10,23,0.0855,11.4240,0.7877
10,24,0.0552,12.8244,0.8286
10,25,0.0728,12.0486,0.8180
11,1,0.0568,12.7041,0.7586
11,2,0.0771,11.5639,0.8053
11,3,0.0537,13.0776,0.8337
11,4,0.0809,11.4446,0.7586
11,5,0.0824,11.1230,0.7167
11,6,0.0677,11.5148,nan
11,7,0.0639,12.0232,0.7969
11,8,0.0766,11.9947,0.7246
11,9,0.0650,12.9444,0.8399
11,10,0.0574,13.0218,0.9086
11,11,0.0479,13.9692,0.7966
11,12,0.0540,14.1334,0.7865
11,13,0.0712,12.6083,0.6985
11,14,0.0569,13.4059,0.8124
11,15,0.0585,12.7983,0.7247
11,16,0.0792,11.1850,0.7569
11,17,0.0787,11.1589,0.6680
11,18,0.0626,11.8656,0.7513
11,19,0.0653,12.1085,0.7235
11,20,0.0698,12.2577,0.7659
11,21,0.0790,12.2615,0.7011
11,22,0.0718,12.8445,0.7354
11,23,0.0544,13.1295,0.8125
11,24,0.0531,13.1452,0.7901
11,25,0.0590,12.4301,0.7444
12,1,0.0480,13.2728,0.8999
12,2,0.0866,11.1399,0.6790
12,3,0.0537,13.2127,0.7605
12,4,0.0535,12.9287,0.7366
12,5,0.0762,12.6313,0.7973
12,6,0.0692,12.1322,0.7911
12,7,0.0883,11.3219,0.6547
12,8,0.0674,11.9560,0.6568
12,9,0.0635,11.8309,0.8564
12,10,0.0622,12.2295,0.7042
12,11,0.0759,11.6850,0.6058
12,12,0.0757,12.0339,0.7852
12,13,0.0647,12.3527,0.8282
12,14,0.0609,12.6756,0.8179
12,15,0.0632,12.9289,0.7957
12,16,0.0420,14.2518,0.9005
12,17,0.0537,13.3165,0.7161
12,18,0.0674,12.9101,0.8113
12,19,0.0695,12.0802,0.7027
12,20,0.0488,13.6133,0.9078
12,21,0.0593,12.8642,0.8465
