Epoch,Batch,LossD,LossG,LossG_recon,MSE,PSNR,SSIM
1,1,1.59457,2.14513,0.10039,0.0746,17.2634,0.7939
1,2,2.10152,1.84865,0.10782,0.0844,16.8038,0.7867
1,3,1.48123,1.76824,0.09378,0.0681,17.7061,0.7952
1,4,1.48448,1.65417,0.08568,0.0579,18.3322,0.7899
1,5,1.39738,1.67250,0.08771,0.0610,18.1907,0.7895
1,6,1.44212,1.67223,0.08843,0.0628,18.2243,0.7884
1,7,1.34963,1.53384,0.07370,0.0457,19.5505,0.8017
1,8,1.34874,1.48889,0.06939,0.0398,20.1209,0.7901
1,9,1.39869,1.51765,0.07339,0.0483,19.5388,0.7915
1,10,1.35828,1.29142,0.05557,0.0288,21.7206,0.8070
1,11,1.39402,1.37759,0.06048,0.0358,21.4605,0.8057
1,12,1.39787,1.23398,0.04732,0.0225,22.8908,0.8108
1,13,1.40510,1.24090,0.04851,0.0247,22.5709,0.8133
1,14,1.39821,1.21881,0.04910,0.0276,22.6031,0.8261
1,15,1.39333,1.27768,0.05467,0.0349,22.1399,0.8243
1,16,1.36717,1.15856,0.04386,0.0238,23.3626,0.8344
1,17,1.39435,1.23162,0.05160,0.0362,23.1549,0.8386
1,18,1.37704,1.15653,0.04123,0.0237,24.6270,0.8431
1,19,1.41188,1.21817,0.05071,0.0356,22.4453,0.8410
1,20,1.42858,1.32059,0.05495,0.0434,21.6864,0.8455
1,21,1.46049,1.15489,0.03828,0.0191,24.4410,0.8435
1,22,1.41029,1.19039,0.04508,0.0279,22.2040,0.8492
1,23,1.39326,1.07865,0.03610,0.0180,24.2757,0.8599
1,24,1.39737,1.10644,0.03912,0.0215,24.1445,0.8571
1,25,1.39832,1.02935,0.03337,0.0206,26.4459,0.8789
1,26,1.36653,1.07750,0.03343,0.0181,25.7076,0.8741
1,27,1.37071,1.07560,0.03461,0.0212,25.4317,0.8745
1,28,1.37239,1.02047,0.03085,0.0162,24.8634,0.8759
1,29,1.37386,1.10651,0.03955,0.0243,23.8747,0.8683
1,30,1.39749,1.13008,0.04141,0.0275,24.1286,0.8625
1,31,1.37539,1.05592,0.03421,0.0224,26.3515,0.8835
1,32,1.37289,1.11626,0.03796,0.0276,23.9822,0.8804
1,33,1.38089,1.02537,0.03065,0.0168,25.2256,0.8808
1,34,1.35858,1.09579,0.03826,0.0273,24.8514,0.8812
1,35,1.35586,1.09556,0.03745,0.0261,25.5016,0.8897
1,36,1.37357,1.02301,0.03020,0.0173,26.4556,0.8916
1,37,1.37678,1.09427,0.03863,0.0255,23.9381,0.8777
1,38,1.35583,1.15030,0.04068,0.0291,25.0099,0.8764
1,39,1.40179,1.09671,0.03683,0.0217,24.3798,0.8616
1,40,1.39235,1.12214,0.03802,0.0239,23.7380,0.8681
1,41,1.37453,1.06432,0.03472,0.0207,24.7149,0.8753
1,42,1.39237,0.97136,0.02668,0.0140,26.4984,0.8921
1,43,1.40891,1.05182,0.03189,0.0199,26.1559,0.8797
1,44,1.40241,1.10221,0.03950,0.0274,23.0762,0.8736
1,45,1.36703,1.04071,0.02954,0.0169,25.5029,0.8859
1,46,1.37920,1.05993,0.03507,0.0258,26.4245,0.8834
1,47,1.37408,1.08912,0.03455,0.0213,25.5671,0.8874
1,48,1.38371,1.21136,0.04808,0.0363,22.3763,0.8653
1,49,1.40723,1.06605,0.03399,0.0201,25.9228,0.8814
1,50,1.36626,1.02633,0.03000,0.0174,25.3274,0.8857
1,51,1.37513,1.01481,0.03092,0.0174,24.8262,0.8969
