Step,MSE,PSNR,SSIM,Percentage Explored
0,0.0931,16.1924,0.3887,0.81
10,0.0923,16.2302,0.3921,2.28
20,0.0894,16.3682,0.4035,3.71
30,0.0889,16.3956,0.4062,4.07
40,0.0862,16.5268,0.4168,5.08
50,0.0848,16.5997,0.4302,6.09
60,0.0845,16.6146,0.4335,7.16
70,0.0841,16.6374,0.4355,7.98
80,0.0840,16.6405,0.4362,8.68
90,0.0839,16.6447,0.4376,9.04
100,0.0845,16.6143,0.4373,9.37
110,0.0821,16.7372,0.4514,10.91
120,0.0815,16.7720,0.4570,11.92
130,0.0816,16.7678,0.4597,12.51
140,0.0818,16.7558,0.4598,12.51
150,0.0815,16.7709,0.4608,12.86
160,0.0816,16.7666,0.4604,12.86
170,0.0817,16.7632,0.4598,12.86
180,0.0814,16.7751,0.4610,12.86
190,0.0811,16.7940,0.4588,13.16
200,0.0808,16.8118,0.4618,13.21
210,0.0811,16.7932,0.4598,13.39
220,0.0810,16.7980,0.4595,13.51
230,0.0808,16.8087,0.4602,13.51
240,0.0808,16.8077,0.4607,13.51
250,0.0809,16.8032,0.4612,13.51
260,0.0807,16.8120,0.4610,13.51
270,0.0810,16.8000,0.4602,13.55
280,0.0808,16.8067,0.4602,13.55
290,0.0806,16.8181,0.4608,13.55
300,0.0809,16.8058,0.4601,13.55
310,0.0789,16.9113,0.4721,14.49
320,0.0776,16.9819,0.4795,16.02
330,0.0766,17.0385,0.4772,17.23
340,0.0762,17.0629,0.4792,18.07
350,0.0756,17.0967,0.4833,18.37
360,0.0758,17.0864,0.4823,18.53
370,0.0755,17.1040,0.4866,19.96
380,0.0760,17.0727,0.4879,20.51
390,0.0745,17.1596,0.4955,21.63
400,0.0743,17.1734,0.5001,22.05
410,0.0743,17.1728,0.4998,22.05
420,0.0739,17.1996,0.5059,23.09
430,0.0726,17.2720,0.5106,23.91
440,0.0725,17.2810,0.5129,24.04
450,0.0728,17.2643,0.5109,24.04
460,0.0721,17.3062,0.5192,24.98
470,0.0717,17.3253,0.5196,25.57
480,0.0716,17.3322,0.5195,25.57
490,0.0716,17.3362,0.5206,25.62
500,0.0717,17.3265,0.5201,25.65
510,0.0708,17.3857,0.5241,26.20
520,0.0701,17.4272,0.5281,26.66
530,0.0702,17.4188,0.5284,26.89
540,0.0693,17.4741,0.5305,27.04
550,0.0694,17.4671,0.5301,27.04
560,0.0694,17.4706,0.5295,27.04
570,0.0693,17.4741,0.5303,27.04
580,0.0694,17.4719,0.5300,27.04
590,0.0668,17.6323,0.5371,27.92
600,0.0664,17.6643,0.5385,28.01
610,0.0663,17.6689,0.5402,28.01
620,0.0659,17.6930,0.5404,28.08
630,0.0657,17.7068,0.5430,28.37
640,0.0653,17.7322,0.5439,28.67
650,0.0654,17.7266,0.5450,28.67
660,0.0654,17.7299,0.5440,28.67
670,0.0652,17.7426,0.5449,28.67
680,0.0656,17.7139,0.5432,28.67
690,0.0649,17.7575,0.5489,29.43
700,0.0648,17.7701,0.5506,29.69
710,0.0646,17.7843,0.5507,30.45
720,0.0642,17.8108,0.5510,31.19
730,0.0632,17.8767,0.5539,31.89
740,0.0634,17.8653,0.5543,31.92
750,0.0633,17.8720,0.5533,31.92
760,0.0635,17.8580,0.5552,32.07
770,0.0633,17.8670,0.5561,32.07
780,0.0631,17.8813,0.5551,32.07
790,0.0620,17.9601,0.5589,32.96
800,0.0622,17.9475,0.5588,32.96
810,0.0622,17.9482,0.5588,32.96
820,0.0621,17.9546,0.5594,32.96
830,0.0619,17.9635,0.5590,32.96
840,0.0620,17.9561,0.5602,32.96
850,0.0620,17.9572,0.5586,32.96
860,0.0614,18.0028,0.5581,33.09
870,0.0613,18.0052,0.5593,33.12
880,0.0615,17.9946,0.5593,33.12
890,0.0592,18.1586,0.5584,33.80
900,0.0591,18.1696,0.5583,33.87
910,0.0590,18.1723,0.5592,33.87
920,0.0587,18.2001,0.5598,33.87
930,0.0591,18.1656,0.5586,33.87
940,0.0589,18.1836,0.5590,33.87
950,0.0592,18.1634,0.5594,33.87
960,0.0587,18.1949,0.5599,33.87
970,0.0591,18.1696,0.5594,33.87
980,0.0592,18.1597,0.5588,33.87
990,0.0589,18.1794,0.5602,33.87
