Epoch,Batch,MSE,PSNR,SSIM
1,1,0.2033,6.7338,0.7694
1,2,0.2144,6.5057,0.8268
1,3,0.2147,6.4405,0.7449
1,4,0.2092,6.5941,0.8240
1,5,0.1971,6.8851,0.8330
1,6,0.2067,6.5781,0.8698
1,7,0.1990,6.7709,0.7258
1,8,0.1978,6.8286,0.7933
1,9,0.1857,7.1248,0.8094
1,10,0.1874,7.0593,0.7627
1,11,0.1728,7.4121,0.6826
1,12,0.1686,7.4734,0.7442
1,13,0.1527,7.9211,0.8165
1,14,0.1428,8.2057,0.7479
1,15,0.1232,8.8203,0.6225
1,16,0.1197,8.9555,0.6656
1,17,0.1127,9.3218,0.6336
1,18,0.1090,9.6596,0.6093
1,19,0.0820,10.6990,0.7735
1,20,0.0992,10.0317,0.5408
1,21,0.1049,10.4002,0.6846
1,22,0.0983,10.4219,0.6919
1,23,0.1387,8.9100,0.5757
1,24,0.0733,11.7516,0.9124
1,25,0.0974,10.8705,0.7375
2,1,0.1131,10.0152,0.8120
2,2,0.0939,11.0338,0.8291
2,3,0.0655,12.5255,0.8682
2,4,0.1115,10.2222,0.7137
2,5,0.1252,9.8446,0.6884
2,6,0.0893,11.8396,0.6655
2,7,0.1013,10.4641,0.8372
2,8,0.1177,10.0370,0.7583
2,9,0.1058,10.8548,0.6452
2,10,0.0587,12.4404,0.8573
2,11,0.0983,10.8474,0.6197
2,12,0.1141,9.9944,0.6364
2,13,0.0977,10.5703,0.6803
2,14,0.0880,11.1622,0.8560
2,15,0.1269,9.5861,0.6422
2,16,0.1053,10.2644,0.6893
2,17,0.0939,10.2812,0.7471
2,18,0.0919,10.3379,0.7498
2,19,0.0700,11.5069,0.6744
2,20,0.0948,10.1570,0.6311
2,21,0.1009,9.9969,0.7136
2,22,0.0913,10.3320,0.6574
2,23,0.0911,10.4010,0.6337
2,24,0.0786,10.8812,0.8000
2,25,0.0784,10.9294,0.7853
3,1,0.0803,10.9479,0.6633
3,2,0.0895,10.6834,0.8547
3,3,0.0778,11.0190,0.5813
3,4,0.1008,10.2300,0.6548
3,5,0.0928,10.7727,0.8147
3,6,0.0853,10.9251,0.6198
3,7,0.0836,11.4642,0.7214
3,8,0.0832,11.0869,0.6461
3,9,0.0570,12.4382,0.7955
3,10,0.1035,10.4718,0.8023
3,11,0.0723,11.4184,0.7827
3,12,0.0747,11.6037,0.8181
3,13,0.0807,11.5570,0.8076
3,14,0.0811,11.3734,0.7531
3,15,0.0838,11.5998,0.7732
3,16,0.0941,10.8277,0.6566
3,17,0.1006,10.6319,0.7708
3,18,0.0993,10.0363,0.6551
3,19,0.0951,10.5254,0.8202
3,20,0.0716,11.5900,0.7504
3,21,0.0924,10.6472,0.6854
3,22,0.0718,11.4222,0.8228
3,23,0.0848,10.7696,0.7973
3,24,0.0624,12.0674,0.6819
3,25,0.0833,11.2220,0.6739
4,1,0.0766,11.4138,0.6929
4,2,0.0857,11.1717,0.7198
4,3,0.0914,11.1512,0.7647
4,4,0.0990,10.6715,0.5949
4,5,0.0963,10.4551,nan
4,6,0.0978,10.4053,0.8048
4,7,0.0840,11.0561,0.7282
4,8,0.0800,11.2459,0.7670
4,9,0.0846,10.9503,0.6980
4,10,0.0670,11.7242,0.7483
4,11,0.0841,10.8912,0.7853
4,12,0.0803,11.1707,0.6743
4,13,0.0912,10.6717,0.7132
4,14,0.0965,10.4943,0.6808
4,15,0.0893,10.8216,0.6930
4,16,0.0808,10.9498,0.7843
4,17,0.0631,11.9506,0.7575
