Epoch,Batch,LossD,LossG,LossG_recon,MSE,PSNR,SSIM
1,1,1.61072,1.88174,0.11843,0.1137,15.3777,0.7871
1,2,1.46042,2.08024,0.11156,0.1033,15.7986,0.7878
1,3,1.64864,1.94839,0.11352,0.1043,15.7717,0.7834
1,4,1.39851,1.89966,0.10498,0.0919,16.3691,0.7950
1,5,1.33014,1.81834,0.09239,0.0762,17.2005,0.7964
1,6,1.27750,1.81643,0.09046,0.0719,17.4435,0.7886
1,7,1.33291,1.74623,0.08917,0.0692,17.7242,0.7929
1,8,1.25154,1.69568,0.08231,0.0571,18.4907,0.7859
1,9,1.29660,1.60854,0.07790,0.0530,18.9671,0.7941
1,10,1.24455,1.52881,0.06555,0.0390,20.2640,0.7966
1,11,1.30143,1.51151,0.06588,0.0394,20.3303,0.8005
1,12,1.35370,1.42423,0.06316,0.0361,21.0131,0.7990
1,13,1.30626,1.36478,0.05126,0.0239,22.4646,0.8059
1,14,1.39546,1.33284,0.05626,0.0321,21.3796,0.8158
1,15,1.37514,1.32333,0.05643,0.0338,21.4104,0.8173
1,16,1.39673,1.35181,0.05985,0.0372,21.5583,0.8147
1,17,1.39857,1.18693,0.04437,0.0220,23.8502,0.8397
1,18,1.37598,1.21333,0.04757,0.0297,22.7309,0.8398
1,19,1.38334,1.24685,0.04988,0.0337,23.4373,0.8453
1,20,1.42091,1.18265,0.04372,0.0275,24.0420,0.8478
1,21,1.39708,1.17867,0.04276,0.0252,22.6513,0.8524
1,22,1.38141,1.22624,0.05012,0.0362,22.3006,0.8474
1,23,1.38126,1.11862,0.04142,0.0256,23.6534,0.8570
1,24,1.36599,1.01380,0.02826,0.0120,26.8069,0.8722
1,25,1.38583,1.12789,0.03922,0.0225,23.4223,0.8552
1,26,1.42224,1.22535,0.05121,0.0381,21.3350,0.8474
1,27,1.41289,1.12510,0.04192,0.0278,24.5709,0.8645
1,28,1.39900,1.16814,0.04370,0.0273,23.2682,0.8558
1,29,1.43247,1.20960,0.04298,0.0277,23.5752,0.8577
1,30,1.50213,1.21008,0.04173,0.0267,23.8134,0.8585
1,31,1.42478,1.11343,0.03946,0.0244,24.2616,0.8638
1,32,1.38068,1.12860,0.04244,0.0316,22.7886,0.8651
1,33,1.40421,0.98254,0.02910,0.0184,26.2404,0.8856
1,34,1.38597,1.12839,0.04154,0.0255,23.4530,0.8652
1,35,1.38617,1.06174,0.03413,0.0190,24.7318,0.8728
1,36,1.36384,1.07556,0.03666,0.0213,24.0588,0.8682
1,37,1.37265,1.10789,0.04021,0.0275,23.6317,0.8740
1,38,1.37939,1.00084,0.02791,0.0141,26.6187,0.8946
1,39,1.40920,1.23837,0.05030,0.0369,21.4991,0.8551
1,40,1.38550,1.07987,0.03703,0.0258,24.4993,0.8692
1,41,1.37319,1.07493,0.03461,0.0198,24.9004,0.8751
1,42,1.39902,1.01501,0.02985,0.0175,26.4655,0.8790
1,43,1.39987,0.97536,0.02709,0.0176,27.3731,0.8919
1,44,1.38101,1.05898,0.03330,0.0210,24.3572,0.8817
1,45,1.37903,1.07129,0.03552,0.0241,25.5896,0.8844
1,46,1.39451,0.98898,0.02853,0.0157,25.8860,0.8901
1,47,1.37138,1.00172,0.02821,0.0171,26.6486,0.8921
1,48,1.39282,1.11703,0.03957,0.0286,23.7747,0.8675
1,49,1.36964,1.10863,0.03769,0.0267,24.6313,0.8835
1,50,1.36848,1.06520,0.03309,0.0212,24.7081,0.8857
1,51,1.38343,0.95332,0.02752,0.0162,26.0126,0.8945
1,52,1.37443,1.00018,0.03164,0.0196,25.5018,0.8851
1,53,1.35745,1.13044,0.04112,0.0275,23.0247,0.8714
1,54,1.41056,1.20982,0.04983,0.0411,23.3369,0.8644
1,55,1.38878,1.11941,0.03817,0.0273,24.9610,0.8886
1,56,1.37562,1.05792,0.03153,0.0216,24.8444,0.8916
1,57,1.37299,1.08921,0.03850,0.0247,23.5947,0.8769
1,58,1.36012,1.10690,0.03851,0.0255,23.3524,0.8718
1,59,1.36629,1.05240,0.03405,0.0213,23.7214,0.8822
1,60,1.37507,0.96189,0.02757,0.0171,26.3783,0.8957
1,61,1.38393,0.98731,0.02704,0.0149,26.3036,0.8980
1,62,1.37518,0.99528,0.02864,0.0174,27.7651,0.8994
1,63,1.36240,1.03543,0.03291,0.0217,25.3831,0.8943
1,64,1.35464,1.07310,0.03627,0.0261,25.8379,0.8941
1,65,1.36418,1.02722,0.02786,0.0134,25.7123,0.8873
1,66,1.37786,1.16975,0.04729,0.0419,23.8380,0.8845
1,67,1.35090,1.17541,0.04261,0.0334,24.2118,0.8780
1,68,1.35714,1.21319,0.04716,0.0381,22.7753,0.8787
1,69,1.33979,1.13180,0.03603,0.0274,25.5894,0.8928
1,70,1.34411,1.09307,0.03760,0.0282,24.9816,0.8905
1,71,1.37965,0.97863,0.02526,0.0142,27.1276,0.9067
1,72,1.37303,0.96565,0.02743,0.0176,26.5900,0.9045
1,73,1.33905,1.23986,0.04247,0.0327,23.4419,0.8856
1,74,1.35610,1.17683,0.03843,0.0272,24.3463,0.8779
1,75,1.37748,1.05363,0.03243,0.0191,24.5515,0.8818
1,76,1.37353,0.95223,0.02874,0.0176,25.9650,0.8943
