Epoch,Batch,MSE,PSNR,SSIM
1,1,0.1825,7.1705,0.8621
1,2,0.2005,6.6882,0.8195
1,3,0.1809,7.1905,0.7465
1,4,0.1941,6.8651,0.8554
1,5,0.2020,6.6802,0.8071
1,6,0.1971,6.8109,0.9104
1,7,0.1769,7.3141,0.7348
1,8,0.1968,6.7879,0.8323
1,9,0.1860,7.0710,0.8214
1,10,0.1764,7.2766,0.7441
1,11,0.1742,7.3656,0.7431
1,12,0.1672,7.5561,nan
1,13,0.1669,7.5111,0.7479
1,14,0.1644,7.5870,0.6514
1,15,0.1483,8.0476,0.7102
1,16,0.1521,7.9089,0.7046
1,17,0.1490,7.9923,0.6670
1,18,0.1439,8.1525,0.6348
1,19,0.1370,8.3742,0.7058
1,20,0.1267,8.7031,0.7396
1,21,0.1339,8.5132,0.7908
1,22,0.1198,9.0172,0.6881
1,23,0.1173,9.1093,0.5289
1,24,0.1128,9.2765,0.6304
1,25,0.0959,10.0234,0.7890
2,1,0.1225,9.0810,0.6390
2,2,0.1068,9.6117,0.7358
2,3,0.0968,10.1506,0.7454
2,4,0.1134,9.5878,0.5705
2,5,0.0904,10.5007,0.7469
2,6,0.1077,9.7894,0.7687
2,7,0.0979,10.3227,0.7613
2,8,0.1038,10.1809,0.7259
2,9,0.1218,9.6248,0.6769
2,10,0.0941,10.8935,0.8264
2,11,0.1059,9.9639,0.6848
2,12,0.0978,10.4727,0.7998
2,13,0.0870,10.7307,0.7481
2,14,0.0884,10.7945,0.6250
2,15,0.1006,10.2547,0.7370
2,16,0.1051,10.3245,0.7314
2,17,0.0961,10.3928,0.6153
2,18,0.0796,11.0112,0.7281
2,19,0.0973,10.2934,0.6287
2,20,0.0693,11.5022,0.7397
2,21,0.0974,10.6931,0.6918
2,22,0.1258,9.6236,0.6445
2,23,0.0868,10.9342,0.7911
2,24,0.0755,11.3343,0.8252
2,25,0.0813,11.0534,0.5856
3,1,0.0711,11.7652,0.6872
3,2,0.0874,10.9470,0.7517
3,3,0.0826,11.0540,0.6185
3,4,0.0801,11.1815,0.6901
3,5,0.1065,10.0327,0.7025
3,6,0.0786,11.1503,0.6875
3,7,0.0867,10.9635,0.6900
3,8,0.0735,11.6542,0.7568
3,9,0.0741,11.7315,0.7180
3,10,0.1167,10.2117,0.6658
3,11,0.0864,10.7727,0.6889
3,12,0.0999,10.4805,0.7222
3,13,0.0702,11.5342,0.6890
3,14,0.1071,10.0305,0.6545
3,15,0.1060,9.9621,0.5865
3,16,0.0902,10.6748,0.6751
3,17,0.0733,11.3379,0.8320
3,18,0.0808,10.7832,0.5680
3,19,0.0765,11.3001,0.7033
3,20,0.0831,11.1196,nan
3,21,0.0879,10.9662,0.6524
3,22,0.0873,10.9642,0.7413
3,23,0.0797,11.0779,0.8225
3,24,0.0877,11.0380,0.7179
3,25,0.0700,11.6704,0.7519
4,1,0.0882,11.3394,0.7195
4,2,0.0817,11.2408,0.6919
4,3,0.0725,11.9638,0.6633
4,4,0.0786,11.2868,0.7121
4,5,0.0857,11.2388,0.7704
4,6,0.0859,10.8678,0.8084
4,7,0.0636,12.2106,0.8018
4,8,0.0764,11.4510,0.8435
