Step,MSE,PSNR,SSIM,Percentage Explored
0,0.1668,13.7308,0.3438,0.68
10,0.1666,13.7364,0.3545,1.59
20,0.1643,13.7952,0.3711,2.66
30,0.1381,14.5507,0.4017,5.45
40,0.1398,14.4986,0.4024,6.88
50,0.1366,14.5971,0.4110,7.57
60,0.1350,14.6494,0.4126,8.11
70,0.1357,14.6264,0.4107,9.04
80,0.1351,14.6465,0.4175,10.27
90,0.1348,14.6543,0.4184,10.80
100,0.1361,14.6146,0.4163,11.18
110,0.1392,14.5156,0.4252,12.16
120,0.1392,14.5143,0.4250,12.30
130,0.1389,14.5245,0.4288,12.61
140,0.1389,14.5264,0.4308,13.44
150,0.1387,14.5307,0.4309,13.87
160,0.1388,14.5298,0.4332,14.06
170,0.1374,14.5725,0.4327,14.18
180,0.1333,14.7047,0.4355,14.47
190,0.1349,14.6516,0.4354,14.50
200,0.1352,14.6433,0.4358,14.61
210,0.1267,14.9228,0.4684,15.06
220,0.1262,14.9411,0.4656,15.26
230,0.1250,14.9824,0.4701,15.81
240,0.1237,15.0272,0.4693,16.47
250,0.1208,15.1308,0.4822,17.65
260,0.1181,15.2288,0.4869,18.17
270,0.1179,15.2368,0.4888,18.26
280,0.1183,15.2209,0.4877,18.39
290,0.1179,15.2354,0.4919,18.96
300,0.1167,15.2823,0.5001,19.89
310,0.1163,15.2949,0.5022,20.26
320,0.1162,15.2984,0.5032,20.55
330,0.1162,15.3012,0.5033,20.66
340,0.1165,15.2884,0.5018,20.74
350,0.1161,15.3033,0.5043,20.79
360,0.1160,15.3090,0.5053,20.92
370,0.1157,15.3172,0.5070,21.06
380,0.1154,15.3284,0.5057,21.45
390,0.1159,15.3097,0.5107,22.98
400,0.1148,15.3513,0.5163,23.58
410,0.1141,15.3803,0.5232,24.53
420,0.1140,15.3837,0.5239,24.86
430,0.1143,15.3720,0.5253,26.03
440,0.1090,15.5764,0.5568,27.72
450,0.1088,15.5851,0.5610,28.45
460,0.1095,15.5597,0.5666,29.40
470,0.1093,15.5641,0.5669,30.08
480,0.1005,15.9286,0.5873,30.92
490,0.1005,15.9303,0.5882,31.27
500,0.1005,15.9323,0.5888,31.86
510,0.1005,15.9313,0.5895,31.91
520,0.1005,15.9303,0.5895,32.13
530,0.1005,15.9288,0.5895,32.31
540,0.1005,15.9288,0.5895,32.31
550,0.1005,15.9291,0.5897,32.33
560,0.1005,15.9298,0.5901,32.40
570,0.1005,15.9299,0.5902,32.44
580,0.1005,15.9299,0.5902,32.44
590,0.1002,15.9455,0.5952,32.63
600,0.0998,15.9622,0.5954,33.07
610,0.0998,15.9624,0.5955,33.14
620,0.0997,15.9649,0.5960,33.45
630,0.0945,16.1977,0.5966,33.59
640,0.0935,16.2457,0.5981,34.24
650,0.0927,16.2818,0.5993,34.60
660,0.0923,16.2983,0.6051,35.47
670,0.0923,16.2995,0.6053,35.68
680,0.0923,16.2993,0.6057,35.89
690,0.0923,16.2993,0.6057,35.89
700,0.0923,16.2996,0.6057,35.90
710,0.0923,16.3003,0.6059,35.92
720,0.0923,16.3003,0.6059,35.92
730,0.0923,16.3001,0.6058,35.94
740,0.0923,16.3001,0.6058,35.94
750,0.0923,16.3001,0.6058,35.94
760,0.0923,16.3009,0.6061,36.13
770,0.0923,16.3009,0.6061,36.13
780,0.0923,16.3009,0.6061,36.13
790,0.0923,16.3009,0.6061,36.13
800,0.0923,16.3009,0.6061,36.13
810,0.0923,16.3009,0.6061,36.13
820,0.0923,16.3009,0.6061,36.13
830,0.0923,16.3009,0.6061,36.13
840,0.0923,16.3009,0.6061,36.13
850,0.0923,16.3009,0.6061,36.13
860,0.0926,16.2852,0.6045,36.25
870,0.0935,16.2459,0.6083,36.83
880,0.0934,16.2482,0.6085,36.89
890,0.0934,16.2482,0.6085,36.89
900,0.0936,16.2390,0.6070,36.92
910,0.0937,16.2370,0.6099,37.11
920,0.0937,16.2370,0.6099,37.11
930,0.0937,16.2370,0.6099,37.11
940,0.0937,16.2352,0.6093,37.12
950,0.0947,16.1870,0.6102,37.30
960,0.0948,16.1828,0.6101,37.33
970,0.0948,16.1828,0.6101,37.33
980,0.0948,16.1828,0.6101,37.33
990,0.0948,16.1828,0.6101,37.33
