Epoch,Batch,LossD,LossG,LossG_recon,MSE,PSNR,SSIM
1,1,1.59540,2.01757,0.11043,0.0910,16.3714,0.7855
1,2,1.84236,1.88705,0.11109,0.0895,16.4471,0.7865
1,3,1.44563,1.81883,0.10006,0.0773,17.2028,0.7973
1,4,1.38341,1.78797,0.09448,0.0688,17.7263,0.7995
1,5,1.33823,1.76122,0.09468,0.0670,17.7283,0.7879
1,6,1.35655,1.73941,0.09135,0.0647,17.9488,0.7879
1,7,1.31732,1.57204,0.07707,0.0489,19.1539,0.7973
1,8,1.29226,1.58110,0.07531,0.0472,19.3085,0.7916
1,9,1.30495,1.49097,0.06711,0.0399,20.3644,0.7940
1,10,1.33437,1.44907,0.06139,0.0328,21.1076,0.7944
1,11,1.31276,1.39606,0.05903,0.0320,21.5423,0.8006
1,12,1.35066,1.29834,0.05232,0.0277,22.4939,0.8087
1,13,1.33894,1.25968,0.05030,0.0245,22.4808,0.8117
1,14,1.34615,1.22796,0.04892,0.0255,23.0186,0.8220
1,15,1.34089,1.20994,0.04413,0.0230,23.5970,0.8330
1,16,1.36358,1.21939,0.04549,0.0263,23.6514,0.8350
1,17,1.38335,1.19317,0.04119,0.0201,24.4321,0.8387
1,18,1.49047,1.28325,0.04896,0.0306,22.9322,0.8372
1,19,1.41600,1.17457,0.04478,0.0252,23.1603,0.8445
1,20,1.38313,1.08470,0.03736,0.0208,25.4460,0.8599
1,21,1.39141,1.18863,0.04688,0.0307,22.8582,0.8502
1,22,1.40333,1.20813,0.04912,0.0339,23.2762,0.8506
1,23,1.38095,1.12532,0.03919,0.0216,23.6956,0.8551
1,24,1.40942,1.13117,0.04418,0.0309,24.0179,0.8675
1,25,1.40570,1.13836,0.04338,0.0272,22.6250,0.8593
1,26,1.39255,1.12857,0.04019,0.0221,24.4843,0.8611
1,27,1.37372,1.01310,0.03112,0.0150,25.2839,0.8677
1,28,1.38492,1.13140,0.04256,0.0320,24.2397,0.8678
1,29,1.38282,1.05289,0.03474,0.0231,24.5337,0.8725
1,30,1.38326,1.11414,0.03883,0.0238,23.6497,0.8716
1,31,1.37978,0.98649,0.02571,0.0113,27.5696,0.8889
1,32,1.38086,0.98097,0.02811,0.0140,25.6383,0.8779
1,33,1.38994,0.99486,0.03009,0.0176,25.4793,0.8839
1,34,1.39598,0.96197,0.02650,0.0132,26.5135,0.8805
1,35,1.38288,1.18878,0.04672,0.0307,22.4186,0.8580
1,36,1.38323,1.08029,0.03622,0.0187,24.8083,0.8678
1,37,1.38284,1.16167,0.04358,0.0313,22.8719,0.8655
1,38,1.38821,1.05768,0.03575,0.0210,25.2334,0.8729
1,39,1.37098,1.11299,0.03872,0.0250,24.4485,0.8728
1,40,1.37429,1.10031,0.03917,0.0241,23.6133,0.8806
1,41,1.38537,1.16589,0.04434,0.0341,25.2070,0.8779
1,42,1.39106,1.11389,0.03728,0.0202,23.9762,0.8703
1,43,1.39155,1.03005,0.03358,0.0213,25.1480,0.8853
1,44,1.37361,1.15065,0.04428,0.0349,24.8301,0.8799
1,45,1.37344,1.07775,0.03485,0.0224,23.9386,0.8828
