Epoch,Batch,MSE,PSNR,SSIM
1,1,0.2039,6.6978,0.8035
1,2,0.2032,6.6912,0.7124
1,3,0.2216,6.3037,0.7973
1,4,0.2010,6.7535,0.7572
1,5,0.2085,6.5731,0.7440
1,6,0.2009,6.7362,0.7853
1,7,0.2059,6.6609,0.7599
1,8,0.1968,6.8523,0.8106
1,9,0.1965,6.8024,0.7256
1,10,0.1930,6.9017,0.6753
1,11,0.2024,6.6841,0.7204
1,12,0.1892,6.9744,0.6909
1,13,0.1770,7.2910,0.6072
1,14,0.1745,7.3438,0.7729
1,15,0.1641,7.5896,0.6524
1,16,0.1692,7.4339,0.6935
1,17,0.1592,7.7128,0.6042
1,18,0.1572,7.7620,0.5974
1,19,0.1446,8.1231,0.6882
1,20,0.1447,8.1367,0.6162
1,21,0.1370,8.3877,0.5256
1,22,0.1333,8.5257,0.8877
1,23,0.1190,8.9903,0.6187
1,24,0.1202,9.0058,0.7888
1,25,0.1121,9.3496,0.7806
2,1,0.1119,9.3700,0.8254
2,2,0.0982,9.9404,0.8347
2,3,0.0931,10.2424,0.6878
2,4,0.1079,10.0319,0.7211
2,5,0.1069,10.0356,0.7271
2,6,0.0842,10.7726,0.7816
2,7,0.1034,10.0701,0.7109
2,8,0.1046,10.4615,0.7296
2,9,0.0710,11.7080,0.6830
2,10,0.1092,10.0975,0.7122
2,11,0.0880,11.2899,0.6818
2,12,0.0622,12.7698,0.7019
2,13,0.0937,10.9972,0.7364
2,14,0.0891,11.4117,0.7735
2,15,0.0764,11.7981,0.7676
2,16,0.1024,10.4989,0.7284
2,17,0.0857,11.0352,0.7523
2,18,0.0801,11.4447,0.7028
2,19,0.1291,9.2879,0.6322
2,20,0.1089,10.1582,0.6134
2,21,0.0924,10.7267,0.6928
2,22,0.0835,10.8428,0.7079
2,23,0.0907,10.4934,0.6152
2,24,0.0844,10.8589,0.6962
2,25,0.0956,10.6511,0.6856
3,1,0.0786,11.3270,0.6804
3,2,0.0686,11.6685,0.7209
3,3,0.0977,10.4180,0.6625
3,4,0.0904,10.8655,0.6321
3,5,0.0896,10.8532,0.7214
3,6,0.0909,11.2352,0.7086
3,7,0.0823,11.5517,0.8408
3,8,0.0686,12.1341,0.8185
3,9,0.1008,10.6864,0.7816
3,10,0.0979,10.6083,0.5445
3,11,0.1220,9.6949,0.6058
3,12,0.0782,11.3406,0.7402
3,13,0.0752,11.3733,0.6723
3,14,0.0889,10.8625,0.7223
3,15,0.0847,10.5964,0.7219
3,16,0.0731,11.2808,0.6974
3,17,0.0839,10.8350,0.6935
3,18,0.0858,10.7935,0.7629
3,19,0.0967,10.4743,0.7539
3,20,0.0894,10.6312,nan
3,21,0.0901,10.6041,0.7668
3,22,0.0732,11.5907,0.7772
3,23,0.0760,11.8713,0.7637
3,24,0.0932,10.6494,0.7510
3,25,0.0866,11.1195,0.7232
4,1,0.0896,10.9040,0.7743
4,2,0.0987,10.9026,0.7296
4,3,0.0830,10.9524,0.7652
4,4,0.0806,11.0702,0.7846
4,5,0.0936,10.5492,0.7094
4,6,0.0748,11.3944,0.7092
4,7,0.0697,11.5837,0.6989
4,8,0.0761,11.6026,0.6921
4,9,0.1048,10.0623,0.6507
4,10,0.1011,10.5075,0.6625
4,11,0.0791,11.1825,0.7305
4,12,0.1020,10.5519,nan
4,13,0.0868,10.8994,0.6809
4,14,0.0811,11.0801,0.7583
4,15,0.0931,10.6606,0.7665
4,16,0.0754,11.4828,0.6781
4,17,0.0672,11.7258,0.7796
4,18,0.0625,12.2598,0.7631
4,19,0.1070,10.0741,0.7428
4,20,0.1100,9.9600,0.7057
4,21,0.1030,10.2794,0.6267
4,22,0.0860,10.8383,0.7952
4,23,0.0739,11.4842,0.7969
4,24,0.0876,10.9907,0.7951
4,25,0.0693,11.7543,0.8109
5,1,0.0950,10.6101,0.6806
5,2,0.0707,11.5624,0.7356
5,3,0.1058,10.3337,0.6597
5,4,0.0737,11.3118,0.7432
5,5,0.1069,9.9410,0.6326
5,6,0.0689,11.7591,0.7488
5,7,0.0849,11.0795,0.7207
5,8,0.0814,11.2363,0.7595
5,9,0.0685,11.8497,0.7731
5,10,0.0866,10.9463,0.6648
5,11,0.0905,10.7209,0.7529
5,12,0.0639,12.1024,0.8563
5,13,0.0965,10.4529,0.7312
5,14,0.0880,11.1169,0.7488
5,15,0.0867,10.9996,0.7247
5,16,0.0847,10.8718,0.8209
5,17,0.1088,10.2330,0.7044
5,18,0.0815,11.0329,0.7783
5,19,0.0919,10.5715,0.7745
5,20,0.0734,11.7177,0.7845
5,21,0.0689,11.5529,nan
5,22,0.0740,11.4971,0.7697
5,23,0.0740,11.5042,0.7105
5,24,0.0708,11.9449,0.7038
5,25,0.0703,11.8996,0.8199
6,1,0.0726,11.8873,0.7181
6,2,0.0742,11.7633,0.7882
6,3,0.0747,12.2002,0.7987
6,4,0.0847,11.5855,0.7469
6,5,0.0971,10.4970,0.7419
6,6,0.0546,12.7712,0.8349
6,7,0.0670,11.7430,0.8038
6,8,0.0902,10.5428,0.8180
6,9,0.1029,10.2998,0.6717
