Epoch,Batch,MSE,PSNR,SSIM
1,1,0.2109,6.4988,0.8109
1,2,0.2168,6.3793,0.7739
1,3,0.1946,6.9673,0.8334
1,4,0.2098,6.5030,0.8103
1,5,0.2051,6.6347,0.7811
1,6,0.2049,6.6463,0.8410
1,7,0.1896,7.0090,0.6921
1,8,0.2010,6.6823,0.7557
1,9,0.1877,7.0141,0.7439
1,10,0.1681,7.4960,0.6795
1,11,0.1639,7.5921,0.7216
1,12,0.1555,7.8315,0.7436
1,13,0.1532,7.8761,0.7427
1,14,0.1443,8.1317,0.7474
1,15,0.1339,8.4415,0.8320
1,16,0.1257,8.7266,0.5977
1,17,0.1195,9.0307,0.6180
1,18,0.1233,8.9600,0.5373
1,19,0.0976,9.9527,0.5810
1,20,0.1177,9.6316,0.5723
1,21,0.1017,10.5763,0.7224
1,22,0.0996,10.3560,0.7044
1,23,0.1013,10.3180,0.7163
1,24,0.1349,9.7505,0.6752
1,25,0.1065,10.8373,0.6833
2,1,0.1100,10.5517,0.8401
2,2,0.0985,10.9129,0.7578
2,3,0.0866,11.8388,0.7787
2,4,0.0973,11.0532,0.6977
2,5,0.1167,10.3752,0.7355
2,6,0.0867,11.5837,0.7745
2,7,0.1020,10.5850,0.7307
2,8,0.1364,9.3785,0.7217
2,9,0.0826,11.6954,nan
2,10,0.1019,10.5610,0.7966
2,11,0.1109,10.9463,0.8347
2,12,0.1042,10.4318,0.6900
2,13,0.0765,11.5001,0.7365
2,14,0.1071,9.8330,0.6696
2,15,0.1181,9.5234,0.6066
2,16,0.0831,11.5338,0.7010
2,17,0.1180,9.7488,0.7798
2,18,0.0779,11.2799,0.7293
2,19,0.1190,9.7893,0.5708
2,20,0.0868,10.6361,0.7304
2,21,0.0965,10.3443,0.6713
2,22,0.0934,10.1772,0.6563
2,23,0.0895,10.4131,0.6099
2,24,0.0988,10.0742,0.6667
2,25,0.0964,10.3385,0.6028
3,1,0.1080,9.8918,0.6769
3,2,0.0886,10.6026,0.7286
3,3,0.0917,10.4559,0.6591
3,4,0.0838,11.0326,0.7050
3,5,0.0821,10.7241,0.7273
3,6,0.1015,10.1186,0.6620
3,7,0.0900,11.1741,0.6649
3,8,0.0879,10.9760,0.7235
3,9,0.0891,11.4602,0.7665
3,10,0.0973,10.7742,0.7136
3,11,0.0883,10.8288,0.6598
3,12,0.0834,11.1923,0.6937
3,13,0.1117,9.6668,0.7595
3,14,0.0793,11.5085,0.7732
3,15,0.0966,10.4061,0.7278
3,16,0.1130,10.1374,0.6067
3,17,0.1119,9.9624,0.6312
3,18,0.0847,10.6679,0.6291
3,19,0.1057,9.9646,0.7278
3,20,0.0944,10.4138,0.7299
3,21,0.0759,11.1597,0.7814
3,22,0.0726,11.3827,0.7457
3,23,0.0917,10.4804,0.6044
3,24,0.0757,11.6263,0.7058
3,25,0.0648,12.1100,0.7603
4,1,0.1273,9.2506,0.6040
4,2,0.0864,10.7936,0.7376
4,3,0.0702,12.0375,0.7586
4,4,0.0729,11.6056,0.7651
4,5,0.0775,11.8147,0.7983
4,6,0.0844,11.4299,0.8600
4,7,0.0767,11.3593,0.8236
4,8,0.0956,10.4017,0.7077
4,9,0.1014,10.3742,0.6716
4,10,0.0796,10.9673,0.7193
4,11,0.0860,10.6547,0.6788
4,12,0.0847,10.8601,0.7320
4,13,0.0865,10.8147,0.7087
4,14,0.0812,10.8876,0.7880
4,15,0.0659,12.1051,0.6902
4,16,0.0981,10.6072,0.7479
4,17,0.0927,10.7817,0.7898
4,18,0.0950,10.4800,0.7810
4,19,0.0822,11.0601,0.7152
4,20,0.0784,11.3407,0.6973
4,21,0.0659,12.0987,0.7396
4,22,0.0918,10.7513,0.7363
4,23,0.0735,11.3546,0.7963
4,24,0.0977,10.3660,0.7647
4,25,0.0758,11.3942,0.7534
5,1,0.0807,11.1944,0.8522
5,2,0.0785,11.4508,0.7525
5,3,0.0755,11.2200,0.8359
5,4,0.0734,11.7548,0.6979
5,5,0.0906,10.9733,0.6612
5,6,0.0926,10.9332,0.7984
5,7,0.0780,11.5180,0.8574
5,8,0.0704,11.8287,0.7973
5,9,0.0931,10.6137,0.6808
5,10,0.0783,11.5062,0.7826
5,11,0.0806,11.1650,0.7180
5,12,0.0715,11.3409,0.8150
5,13,0.0757,11.2716,0.7505
5,14,0.0896,10.5952,0.8015
5,15,0.0763,11.5855,0.7806
5,16,0.0861,11.0996,0.7070
5,17,0.0640,11.9189,0.8233
5,18,0.0755,11.5969,0.8303
5,19,0.0827,11.0389,0.7104
5,20,0.0643,12.1366,0.7972
5,21,0.0825,11.0627,0.8408
5,22,0.0811,11.4282,0.6863
5,23,0.0794,11.4958,0.8091
5,24,0.1111,10.0116,0.7217
5,25,0.0791,11.0461,0.8122
6,1,0.0872,10.7848,0.6716
6,2,0.0870,10.8843,0.8050
6,3,0.0717,11.4389,0.8499
