Epoch,Batch,LossD,LossG,LossG_recon,MSE,PSNR,SSIM
1,1,1.57191,2.04325,0.10360,0.0807,16.9440,0.7908
1,2,1.88909,1.80279,0.09949,0.0758,17.2237,0.7915
1,3,1.43122,1.82610,0.09749,0.0709,17.5056,0.7865
1,4,1.50491,1.69007,0.09054,0.0650,17.9389,0.7974
1,5,1.39940,1.72623,0.09010,0.0621,18.1618,0.7867
1,6,1.41719,1.54741,0.07433,0.0449,19.4578,0.7893
1,7,1.36373,1.52253,0.07174,0.0436,19.8528,0.7929
1,8,1.32810,1.42470,0.06149,0.0325,21.0565,0.7929
1,9,1.33753,1.32626,0.05434,0.0265,21.8849,0.8069
1,10,1.38656,1.37525,0.06028,0.0349,21.2340,0.7986
1,11,1.39215,1.28614,0.05116,0.0267,22.4230,0.8119
1,12,1.42968,1.26899,0.05280,0.0304,22.5511,0.8113
1,13,1.40122,1.20727,0.04708,0.0239,23.1034,0.8161
1,14,1.39793,1.13614,0.04023,0.0195,23.7029,0.8306
1,15,1.37729,1.25623,0.05013,0.0301,22.6114,0.8257
1,16,1.38237,1.17009,0.04272,0.0224,24.2925,0.8319
1,17,1.38843,1.11952,0.03939,0.0203,24.1406,0.8392
1,18,1.38101,1.06405,0.03340,0.0162,25.4326,0.8575
1,19,1.39114,1.09313,0.03824,0.0200,24.3686,0.8493
1,20,1.37574,1.11958,0.04127,0.0231,23.5334,0.8588
1,21,1.36370,1.05523,0.03149,0.0151,25.8847,0.8697
1,22,1.35315,1.07195,0.03218,0.0181,25.3160,0.8721
1,23,1.40884,1.18626,0.04617,0.0289,23.1022,0.8459
1,24,1.40251,1.18117,0.04727,0.0258,23.0853,0.8462
1,25,1.39370,1.16460,0.04145,0.0243,24.8022,0.8590
1,26,1.46830,1.18033,0.03934,0.0255,25.3570,0.8764
1,27,1.52530,1.14527,0.03908,0.0224,23.9154,0.8690
1,28,1.47837,1.12027,0.03952,0.0246,23.8330,0.8683
1,29,1.41016,1.14156,0.04439,0.0309,22.8968,0.8664
1,30,1.38053,1.08846,0.03600,0.0188,24.6912,0.8769
1,31,1.40710,1.10279,0.03952,0.0260,24.7333,0.8700
1,32,1.39737,1.07185,0.03585,0.0151,24.8433,0.8599
1,33,1.37656,1.06996,0.03576,0.0226,24.8388,0.8775
1,34,1.37858,1.03227,0.03254,0.0179,25.1843,0.8771
1,35,1.36599,1.06899,0.03555,0.0238,25.9162,0.8901
1,36,1.37291,1.23090,0.05107,0.0379,22.9730,0.8656
1,37,1.38649,1.08555,0.03728,0.0226,24.5045,0.8777
1,38,1.38515,1.01266,0.03089,0.0170,25.5917,0.8831
1,39,1.38028,1.01025,0.02877,0.0141,25.6342,0.8958
1,40,1.39151,1.04515,0.03535,0.0189,24.8621,0.8787
1,41,1.38502,0.96962,0.02663,0.0127,26.5850,0.8959
1,42,1.39371,1.11406,0.04405,0.0301,23.4825,0.8682
1,43,1.38517,1.07826,0.03783,0.0260,23.9311,0.8739
1,44,1.37284,1.05289,0.03138,0.0176,25.3531,0.8837
1,45,1.38404,1.15140,0.04523,0.0324,23.1525,0.8683
1,46,1.39295,1.03995,0.03056,0.0154,25.4091,0.8840
1,47,1.40219,1.03425,0.03399,0.0212,25.2373,0.8829
1,48,1.37707,1.08344,0.03371,0.0193,25.3784,0.8916
1,49,1.38932,1.02395,0.03224,0.0193,25.9027,0.8911
1,50,1.38013,1.08692,0.03733,0.0223,24.2912,0.8850
1,51,1.37912,1.06021,0.03441,0.0201,24.5608,0.8775
1,52,1.37389,1.17679,0.04255,0.0200,23.3952,0.8504
1,53,1.38374,1.11222,0.03966,0.0275,23.8101,0.8696
1,54,1.38919,1.02441,0.03477,0.0190,24.5815,0.8782
1,55,1.35942,1.12518,0.04167,0.0297,23.9997,0.8801
1,56,1.38020,1.10297,0.04228,0.0296,23.7823,0.8695
1,57,1.36416,1.16384,0.04288,0.0289,23.4552,0.8677
1,58,1.36663,1.12183,0.03756,0.0235,24.3361,0.8789
1,59,1.36289,1.11329,0.03993,0.0282,23.1681,0.8752
1,60,1.39173,1.06850,0.03497,0.0212,23.7568,0.8796
1,61,1.38479,1.11354,0.03402,0.0240,24.5069,0.8869
1,62,1.41622,1.00978,0.03090,0.0152,25.4507,0.8809
1,63,1.37327,1.07195,0.03395,0.0232,26.1372,0.8901
1,64,1.37412,1.01494,0.03058,0.0195,26.0671,0.8933
1,65,1.37951,1.01000,0.03050,0.0164,26.2196,0.8902
1,66,1.36021,1.08063,0.03767,0.0253,24.0270,0.8816
1,67,1.39633,0.99770,0.02752,0.0139,27.0191,0.8990
1,68,1.43425,0.99486,0.02550,0.0127,26.1730,0.9058
1,69,1.39709,1.13723,0.04000,0.0253,23.4535,0.8837
1,70,1.38454,1.02932,0.03136,0.0188,25.2355,0.8897
1,71,1.40998,0.98147,0.02806,0.0163,25.7095,0.8919
1,72,1.37440,0.99155,0.03373,0.0220,24.5743,0.8861
1,73,1.35931,1.14536,0.04089,0.0283,22.8349,0.8720
1,74,1.37421,1.03043,0.03128,0.0181,26.4847,0.8955
1,75,1.38056,1.07928,0.03636,0.0222,23.6904,0.8812
1,76,1.37630,1.01569,0.03001,0.0182,25.2248,0.8902
1,77,1.38415,1.01920,0.03173,0.0193,26.3039,0.8966
1,78,1.38007,1.01987,0.03107,0.0188,25.5787,0.8915
1,79,1.38238,0.93649,0.02723,0.0154,26.5985,0.9060
1,80,1.37874,0.96661,0.02706,0.0157,26.1134,0.9006
1,81,1.36868,1.02559,0.03080,0.0174,25.4294,0.8874
1,82,1.34589,1.10873,0.03830,0.0290,24.6458,0.8984
1,83,1.42981,1.15751,0.04476,0.0260,22.8233,0.8706
1,84,1.36191,0.97061,0.02664,0.0150,27.6028,0.9010
