Epoch,Batch,MSE,PSNR,SSIM
1,1,0.2053,6.6596,0.7856
1,2,0.1949,6.8460,0.8021
1,3,0.1656,7.5365,0.8249
1,4,0.0961,9.9746,0.7314
1,5,0.1076,9.9961,0.7974
1,6,0.1293,9.1152,0.8207
1,7,0.1288,9.6628,0.7919
1,8,0.1193,9.7087,0.8036
1,9,0.1035,10.1539,0.7325
1,10,0.0893,11.1296,0.7662
1,11,0.0700,11.6162,0.7814
1,12,0.0943,10.1959,0.7785
1,13,0.0820,10.6989,0.8021
1,14,0.0832,10.6197,0.7227
1,15,0.0832,10.6829,0.7789
1,16,0.0962,10.3219,0.7480
1,17,0.0673,11.8187,0.8154
1,18,0.0823,11.0801,0.7565
1,19,0.0753,11.4630,0.8320
1,20,0.1009,10.0331,0.7299
1,21,0.0905,10.7281,nan
1,22,0.0754,11.2975,0.7599
1,23,0.0735,11.2707,0.7430
1,24,0.0887,10.5917,0.6484
1,25,0.0770,11.1283,0.8482
2,1,0.0741,11.3651,0.7635
2,2,0.0769,11.0897,0.7704
2,3,0.0825,11.4581,0.6921
2,4,0.0836,11.3828,0.7883
2,5,0.0704,11.6042,0.7899
2,6,0.0666,12.1602,0.8827
2,7,0.0811,11.1030,0.7423
2,8,0.0698,11.7003,0.7597
2,9,0.0791,11.1415,0.7693
2,10,0.0925,10.6058,0.6515
2,11,0.0778,11.0267,0.8078
2,12,0.0685,11.5648,0.8059
2,13,0.0728,11.6347,0.8156
2,14,0.0752,11.3315,0.7454
2,15,0.0778,11.5788,0.7775
2,16,0.0718,11.7298,0.7031
2,17,0.0644,12.2206,0.8455
2,18,0.0692,11.9566,0.7812
2,19,0.0627,12.0726,0.7344
2,20,0.0681,11.5734,0.8292
2,21,0.0710,11.6639,0.7064
2,22,0.0600,12.2668,0.8328
2,23,0.0549,12.5122,0.7480
2,24,0.0709,11.8790,0.8694
2,25,0.0828,10.9900,0.6866
3,1,0.0665,12.4793,0.8003
3,2,0.0680,12.5987,0.8682
3,3,0.0765,11.5046,0.8746
3,4,0.0634,11.9366,0.8042
3,5,0.0627,12.1901,0.8035
3,6,0.0539,12.7676,0.8776
3,7,0.0648,11.7447,0.7802
3,8,0.0739,11.5521,0.7251
3,9,0.0844,11.2056,0.6227
3,10,0.0702,11.7935,0.8002
3,11,0.0694,11.6418,0.7969
3,12,0.0746,11.7894,0.7323
3,13,0.0604,12.1999,0.8303
3,14,0.0626,11.8812,0.7534
