Step,MSE,PSNR,SSIM,Percentage Explored
0,0.1128,15.3950,0.4507,0.81
10,0.1086,15.5579,0.4714,1.91
20,0.1067,15.6346,0.4865,2.82
30,0.1074,15.6069,0.4752,3.49
40,0.1069,15.6301,0.4882,5.03
50,0.1066,15.6414,0.4924,5.16
60,0.1065,15.6424,0.4931,5.32
70,0.1062,15.6582,0.4941,6.75
80,0.1017,15.8460,0.5032,8.17
90,0.1019,15.8369,0.5019,8.40
100,0.1032,15.7815,0.4944,9.40
110,0.0996,15.9372,0.5091,11.13
120,0.0980,16.0048,0.5008,12.26
130,0.0936,16.2038,0.5175,12.75
140,0.0936,16.2059,0.5209,13.01
150,0.0866,16.5437,0.5384,13.41
160,0.0770,17.0507,0.5787,14.32
170,0.0757,17.1262,0.5906,15.52
180,0.0788,16.9528,0.5833,15.79
190,0.0795,16.9121,0.5877,16.70
200,0.0795,16.9118,0.5878,16.52
210,0.0800,16.8883,0.5785,17.13
220,0.0770,17.0511,0.5961,18.71
230,0.0782,16.9884,0.5950,19.21
240,0.0791,16.9365,0.5957,19.09
250,0.0775,17.0253,0.6007,19.76
260,0.0773,17.0366,0.6028,19.35
270,0.0782,16.9875,0.5994,18.44
280,0.0773,17.0334,0.5975,17.41
290,0.0791,16.9379,0.5947,16.80
300,0.0808,16.8417,0.5864,15.06
310,0.0810,16.8353,0.5784,14.26
320,0.0810,16.8306,0.5803,14.07
330,0.0858,16.5834,0.5706,13.58
340,0.0876,16.4924,0.5655,13.41
350,0.0878,16.4823,0.5632,13.56
360,0.0878,16.4805,0.5515,13.27
370,0.1059,15.6679,0.4779,12.78
380,0.1011,15.8689,0.4788,11.99
390,0.1000,15.9192,0.4796,11.41
400,0.1042,15.7389,0.5059,10.70
410,0.1038,15.7552,0.5109,10.38
420,0.1039,15.7505,0.5040,8.70
430,0.1041,15.7443,0.5011,8.48
440,0.1040,15.7492,0.5040,7.77
450,0.1038,15.7562,0.5040,7.30
460,0.1038,15.7574,0.5039,7.30
470,0.1033,15.7779,0.5049,8.00
480,0.1026,15.8067,0.5063,9.64
490,0.1026,15.8067,0.5057,9.83
500,0.3518,10.4887,0.2118,9.91
510,0.3514,10.4937,0.2127,10.08
520,0.3509,10.5008,0.2173,10.08
530,0.3507,10.5023,0.2165,9.72
540,0.3516,10.4917,0.2152,9.23
550,0.3521,10.4850,0.2147,8.52
560,0.3518,10.4898,0.2152,7.62
570,0.3516,10.4919,0.2151,6.85
580,0.3513,10.4949,0.2162,6.84
590,0.3513,10.4959,0.2171,6.84
600,0.3513,10.4948,0.2170,6.82
610,0.3514,10.4945,0.2170,6.82
620,0.3513,10.4950,0.2169,6.82
630,0.3518,10.4891,0.2147,6.37
640,0.3521,10.4858,0.2127,6.29
650,0.3524,10.4815,0.2133,6.20
660,0.3561,10.4367,0.2123,6.41
670,0.3514,10.4941,0.2206,7.26
680,0.3515,10.4926,0.2200,7.03
690,0.3504,10.5065,0.2290,7.85
700,0.3498,10.5141,0.2313,8.40
710,0.3490,10.5235,0.2312,8.36
720,0.3496,10.5160,0.2290,7.95
730,0.3495,10.5172,0.2294,7.92
740,0.3499,10.5131,0.2295,7.86
750,0.3500,10.5121,0.2286,7.50
760,0.3531,10.4729,0.2321,7.95
770,0.3491,10.5222,0.2340,8.48
780,0.3479,10.5371,0.2358,8.95
790,0.3452,10.5717,0.2409,9.75
800,0.3407,10.6287,0.2525,10.76
810,0.3369,10.6770,0.2656,11.35
820,0.3347,10.7052,0.2697,11.11
830,0.3324,10.7359,0.2718,11.32
840,0.3305,10.7604,0.2762,11.90
850,0.3308,10.7568,0.2690,10.93
860,0.3308,10.7567,0.2717,11.35
870,0.3252,10.8309,0.2740,11.42
880,0.3259,10.8212,0.2735,11.37
890,0.3272,10.8044,0.2669,10.65
900,0.3308,10.7569,0.2574,10.16
910,0.3312,10.7508,0.2565,10.13
920,0.3303,10.7635,0.2574,10.18
930,0.3308,10.7569,0.2556,9.99
940,0.3333,10.7243,0.2597,10.38
950,0.3322,10.7380,0.2662,10.88
960,0.3236,10.8527,0.2721,11.14
970,0.3212,10.8840,0.2769,11.10
980,0.3212,10.8849,0.2768,11.20
990,0.3195,10.9079,0.2767,10.87
