Step,MSE,PSNR,SSIM,Percentage Explored
0,0.0946,16.1943,0.4099,0.49
10,0.0887,16.4708,0.4312,2.51
20,0.0854,16.6384,0.4680,3.45
30,0.0846,16.6787,0.4737,4.38
40,0.0846,16.6764,0.4731,4.52
50,0.0792,16.9624,0.4592,5.32
60,0.0785,17.0026,0.4775,6.14
70,0.0823,16.7970,0.4856,6.98
80,0.0824,16.7939,0.4868,7.66
90,0.0775,17.0620,0.5233,8.32
100,0.0799,16.9261,0.5227,8.33
110,0.0761,17.1386,0.5234,8.39
120,0.0762,17.1341,0.5257,8.89
130,0.0766,17.1077,0.5261,9.17
140,0.0772,17.0784,0.5295,10.19
150,0.0801,16.9183,0.5284,10.89
160,0.0769,17.0920,0.5432,11.71
170,0.0817,16.8304,0.5495,13.32
180,0.0815,16.8428,0.5500,13.87
190,0.0808,16.8800,0.5535,14.07
200,0.0841,16.7056,0.5322,14.41
210,0.0479,19.1459,0.6076,16.63
220,0.0408,19.8405,0.6766,18.98
230,0.0397,19.9685,0.6984,21.01
240,0.0393,20.0089,0.7107,22.31
250,0.0370,20.2743,0.7126,23.34
260,0.0314,20.9793,0.7426,24.56
270,0.0307,21.0834,0.7500,25.30
280,0.0287,21.3780,0.7627,26.02
290,0.0278,21.5122,0.7685,26.59
300,0.0274,21.5705,0.7727,26.95
310,0.0272,21.6014,0.7744,27.23
320,0.0271,21.6240,0.7740,27.80
330,0.0257,21.8591,0.7888,29.55
340,0.0251,21.9506,0.7966,30.55
350,0.0263,21.7554,0.7910,30.71
360,0.0255,21.8918,0.7980,31.11
370,0.0211,22.7151,0.8074,32.83
380,0.0208,22.7815,0.8095,33.28
390,0.0207,22.7982,0.8106,33.36
400,0.0200,22.9342,0.8121,33.68
410,0.0200,22.9348,0.8121,33.80
420,0.0200,22.9348,0.8121,33.80
430,0.0200,22.9384,0.8123,33.85
440,0.0200,22.9387,0.8124,33.87
450,0.0200,22.9386,0.8124,33.87
460,0.0200,22.9421,0.8129,33.96
470,0.0200,22.9421,0.8129,33.96
480,0.0200,22.9421,0.8129,33.96
490,0.0200,22.9421,0.8129,33.96
500,0.0200,22.9421,0.8129,33.96
510,0.0162,23.8657,0.8209,34.65
520,0.0161,23.8873,0.8234,34.76
530,0.0154,24.0664,0.8197,34.83
540,0.0159,23.9503,0.8205,34.97
550,0.0124,25.0210,0.8394,35.57
560,0.0124,25.0348,0.8437,35.92
570,0.0143,24.4015,0.8372,35.94
580,0.0103,25.8351,0.8435,36.86
590,0.0098,26.0353,0.8463,37.23
600,0.0090,26.4128,0.8559,37.28
610,0.0085,26.6806,0.8576,37.37
620,0.0084,26.7050,0.8590,37.38
630,0.0084,26.7050,0.8590,37.38
640,0.0093,26.2667,0.8529,37.71
650,0.0081,26.8820,0.8583,38.62
660,0.0078,27.0414,0.8625,39.54
670,0.0075,27.2111,0.8665,40.54
680,0.0075,27.2021,0.8628,41.07
690,0.0070,27.5266,0.8707,42.03
700,0.0071,27.4616,0.8688,42.20
710,0.0070,27.5191,0.8710,43.75
720,0.0069,27.5560,0.8723,44.42
730,0.0069,27.5637,0.8731,44.95
740,0.0069,27.5706,0.8741,45.90
750,0.0069,27.5706,0.8741,45.90
760,0.0067,27.6763,0.8761,46.07
770,0.0067,27.6784,0.8766,46.77
780,0.0067,27.6801,0.8769,46.89
790,0.0067,27.6801,0.8769,46.89
800,0.0067,27.6782,0.8769,46.89
810,0.0067,27.6797,0.8773,47.09
820,0.0067,27.6781,0.8772,47.13
830,0.0067,27.6781,0.8772,47.13
840,0.0067,27.6781,0.8772,47.13
850,0.0067,27.6781,0.8772,47.13
860,0.0067,27.6781,0.8772,47.13
870,0.0067,27.6781,0.8772,47.13
880,0.0067,27.6781,0.8772,47.13
890,0.0067,27.6781,0.8772,47.13
900,0.0067,27.6789,0.8773,47.20
910,0.0067,27.6855,0.8782,47.32
920,0.0067,27.6915,0.8789,47.52
930,0.0067,27.6915,0.8789,47.52
940,0.0067,27.6915,0.8789,47.52
950,0.0067,27.6915,0.8789,47.52
960,0.0067,27.6915,0.8789,47.52
970,0.0067,27.6928,0.8790,47.60
980,0.0067,27.7009,0.8798,48.25
990,0.0067,27.7009,0.8798,48.25
