Step,MSE,PSNR,SSIM,Percentage Explored
0,0.1112,15.4584,0.4651,0.81
10,0.1092,15.5340,0.4704,2.40
20,0.1065,15.6433,0.4871,2.99
30,0.1078,15.5906,0.4746,3.35
40,0.1051,15.7023,0.4937,4.20
50,0.1051,15.7019,0.4936,4.95
60,0.1055,15.6845,0.4951,5.87
70,0.1046,15.7208,0.5085,7.12
80,0.1046,15.7226,0.5080,7.32
90,0.1046,15.7211,0.5073,7.32
100,0.1047,15.7182,0.5077,7.33
110,0.1056,15.6801,0.5064,7.23
120,0.1046,15.7236,0.5131,8.29
130,0.1045,15.7257,0.5127,8.35
140,0.1039,15.7518,0.5146,8.65
150,0.1049,15.7119,0.5093,10.00
160,0.1038,15.7578,0.5203,9.76
170,0.1033,15.7750,0.5219,10.16
180,0.1033,15.7767,0.5224,10.15
190,0.1034,15.7733,0.5198,10.39
200,0.1055,15.6857,0.5016,10.86
210,0.1026,15.8076,0.5192,11.19
220,0.1022,15.8248,0.5219,12.56
230,0.1099,15.5094,0.4960,13.03
240,0.1007,15.8890,0.5283,14.22
250,0.1006,15.8914,0.5290,14.86
260,0.1006,15.8926,0.5294,15.02
270,0.1014,15.8572,0.5231,14.33
280,0.1021,15.8282,0.5193,13.92
290,0.1017,15.8446,0.5233,14.12
300,0.1018,15.8398,0.5231,14.76
310,0.1018,15.8388,0.5239,15.36
320,0.1017,15.8430,0.5242,15.89
330,0.1017,15.8430,0.5218,16.77
340,0.0998,15.9273,0.5101,16.86
350,0.0864,16.5525,0.5602,17.52
360,0.0855,16.6006,0.5694,18.41
370,0.0824,16.7580,0.5773,18.97
380,0.0862,16.5611,0.5693,18.14
390,0.0878,16.4835,0.5670,17.23
400,0.0873,16.5090,0.5672,17.05
410,0.0860,16.5708,0.5696,16.84
420,0.0871,16.5186,0.5604,17.29
430,0.0824,16.7603,0.5824,18.56
440,0.0839,16.6820,0.5765,18.68
450,0.0786,16.9643,0.5752,21.09
460,0.0835,16.6991,0.5690,20.77
470,0.0796,16.9070,0.5714,20.82
480,0.0798,16.8993,0.5737,20.79
490,0.0810,16.8350,0.5663,20.21
500,0.3144,10.9772,0.2320,20.83
510,0.3058,11.0978,0.2536,21.93
520,0.3040,11.1230,0.2568,21.11
530,0.3030,11.1377,0.2595,20.58
540,0.2975,11.2171,0.2636,18.69
550,0.2791,11.4945,0.2717,18.42
560,0.2797,11.4850,0.2699,18.00
570,0.3135,10.9904,0.2663,15.77
580,0.3125,11.0034,0.2705,15.82
590,0.3128,10.9999,0.2680,14.39
600,0.3117,11.0147,0.2710,15.33
610,0.3093,11.0480,0.2766,15.24
620,0.3094,11.0469,0.2772,15.24
630,0.3096,11.0438,0.2785,14.36
640,0.3074,11.0748,0.2816,14.15
650,0.3103,11.0349,0.2652,13.35
660,0.3123,11.0062,0.2713,13.84
670,0.3117,11.0148,0.2733,13.45
680,0.2846,11.4103,0.2840,13.74
690,0.2519,11.9391,0.2987,14.36
700,0.2230,12.4700,0.3061,15.29
710,0.2301,12.3335,0.3133,16.19
720,0.2250,12.4295,0.3303,18.40
730,0.2206,12.5165,0.3377,19.45
740,0.2204,12.5194,0.3424,19.67
750,0.2259,12.4128,0.3342,19.11
760,0.2264,12.4032,0.3351,19.17
770,0.2274,12.3835,0.3345,18.89
780,0.2305,12.3247,0.3297,18.20
790,0.2334,12.2710,0.3223,17.35
800,0.2371,12.2029,0.3214,16.38
810,0.2256,12.4191,0.3225,16.08
820,0.2265,12.4022,0.3176,15.03
830,0.2331,12.2766,0.2976,13.57
840,0.2334,12.2717,0.2965,13.55
850,0.2355,12.2325,0.2853,12.59
860,0.2345,12.2507,0.2819,11.59
870,0.2357,12.2284,0.2843,12.15
880,0.2409,12.1338,0.2860,13.07
890,0.2483,12.0018,0.2798,12.68
900,0.2752,11.5554,0.2772,11.70
910,0.3009,11.1676,0.2715,11.53
920,0.2949,11.2550,0.2806,12.03
930,0.2806,11.4716,0.2816,11.65
940,0.2776,11.5177,0.2805,12.04
950,0.2773,11.5222,0.2868,12.67
960,0.2774,11.5215,0.2873,12.94
970,0.2778,11.5142,0.2889,14.19
980,0.2795,11.4878,0.2832,13.87
990,0.2802,11.4777,0.2812,13.65
