Step,MSE,PSNR,SSIM,Percentage Explored
0,0.1147,15.3222,0.4597,0.81
10,0.1137,15.3602,0.4540,2.96
20,0.1140,15.3489,0.4526,4.49
30,0.1140,15.3492,0.4524,4.79
40,0.1147,15.3215,0.4466,5.43
50,0.1171,15.2338,0.4342,6.94
60,0.1096,15.5183,0.4260,7.87
70,0.1097,15.5153,0.4254,8.16
80,0.1094,15.5294,0.4341,8.89
90,0.1097,15.5142,0.4334,9.08
100,0.1115,15.4437,0.4183,9.63
110,0.1128,15.3951,0.4171,9.70
120,0.1113,15.4523,0.4151,9.88
130,0.1170,15.2367,0.4007,10.49
140,0.1167,15.2472,0.4090,10.52
150,0.1124,15.4095,0.4073,11.73
160,0.1138,15.3576,0.3971,12.35
170,0.1147,15.3234,0.3940,13.23
180,0.1174,15.2195,0.3897,13.54
190,0.1161,15.2690,0.3934,13.90
200,0.1170,15.2351,0.4047,13.32
210,0.1156,15.2876,0.4113,12.71
220,0.1078,15.5900,0.4239,12.82
230,0.1045,15.7277,0.4364,12.79
240,0.0897,16.3911,0.4346,11.75
250,0.0919,16.2862,0.4343,11.00
260,0.0907,16.3438,0.4338,10.96
270,0.0909,16.3304,0.4403,10.72
280,0.0915,16.3025,0.4446,10.17
290,0.0905,16.3497,0.4418,9.43
300,0.0910,16.3252,0.4462,8.52
310,0.0940,16.1847,0.4379,8.17
320,0.1013,15.8603,0.4261,7.67
330,0.1165,15.2542,0.4216,7.25
340,0.1063,15.6520,0.4292,7.12
350,0.0933,16.2208,0.4457,7.45
360,0.0933,16.2198,0.4471,8.09
370,0.0827,16.7435,0.4616,8.63
380,0.0819,16.7832,0.4544,8.70
390,0.0860,16.5705,0.4518,8.70
400,0.0841,16.6691,0.4519,9.06
410,0.0841,16.6707,0.4530,9.40
420,0.0803,16.8717,0.4623,9.58
430,0.0830,16.7288,0.4576,10.27
440,0.0836,16.6962,0.4522,10.52
450,0.0839,16.6783,0.4482,10.83
460,0.0867,16.5358,0.4454,10.75
470,0.0827,16.7443,0.4538,10.51
480,0.0784,16.9720,0.4499,11.67
490,0.0707,17.4209,0.4628,12.90
500,0.3258,10.8226,0.1931,14.66
510,0.3066,11.0861,0.2057,15.12
520,0.3072,11.0782,0.2090,15.01
530,0.2859,11.3903,0.2192,15.10
540,0.2746,11.5653,0.2285,15.13
550,0.2826,11.4410,0.2283,15.15
560,0.2763,11.5386,0.2356,14.72
570,0.2631,11.7505,0.2364,13.06
580,0.2537,11.9091,0.2402,13.00
590,0.2525,11.9292,0.2420,13.01
600,0.2520,11.9381,0.2461,13.08
610,0.2509,11.9568,0.2439,13.06
620,0.2494,11.9828,0.2473,12.48
630,0.2461,12.0414,0.2501,11.83
640,0.2449,12.0618,0.2492,11.19
650,0.2418,12.1170,0.2452,10.48
660,0.2398,12.1535,0.2380,9.51
670,0.2413,12.1262,0.2363,9.51
680,0.2406,12.1387,0.2414,9.51
690,0.2391,12.1661,0.2405,9.46
700,0.2407,12.1377,0.2358,9.43
710,0.2389,12.1703,0.2342,9.79
720,0.2449,12.0621,0.2264,9.48
730,0.2380,12.1866,0.2384,10.51
740,0.2341,12.2584,0.2469,11.81
750,0.2342,12.2558,0.2414,12.61
760,0.2336,12.2675,0.2432,12.61
770,0.2342,12.2562,0.2432,12.55
780,0.2396,12.1582,0.2418,11.85
790,0.2679,11.6730,0.2229,11.31
800,0.2701,11.6370,0.2222,11.15
810,0.2681,11.6699,0.2233,12.91
820,0.2720,11.6072,0.2179,14.38
830,0.2658,11.7075,0.2186,15.34
840,0.2652,11.7166,0.2165,15.50
850,0.2625,11.7609,0.2205,14.82
860,0.2647,11.7243,0.2171,15.24
870,0.2620,11.7697,0.2157,15.23
880,0.2641,11.7345,0.2145,15.15
890,0.2714,11.6157,0.2130,14.84
900,0.2649,11.7206,0.2112,14.19
910,0.2630,11.7532,0.2201,14.68
920,0.2679,11.6727,0.2153,15.01
930,0.2814,11.4587,0.2125,14.67
940,0.2798,11.4844,0.2109,14.08
950,0.2795,11.4891,0.2130,14.23
960,0.2775,11.5199,0.2092,13.58
970,0.2777,11.5160,0.2146,11.98
980,0.3223,10.8695,0.1965,10.59
990,0.3284,10.7877,0.1972,10.29
