Step,MSE,PSNR,SSIM,Percentage Explored
0,0.1120,15.4273,0.4599,0.81
10,0.1125,15.4058,0.4591,3.14
20,0.1102,15.4940,0.4660,4.05
30,0.1103,15.4936,0.4656,4.07
40,0.1102,15.4942,0.4654,4.07
50,0.1102,15.4948,0.4660,4.07
60,0.1097,15.5148,0.4663,4.63
70,0.1096,15.5183,0.4680,4.75
80,0.1096,15.5212,0.4666,5.38
90,0.1096,15.5210,0.4667,5.38
100,0.1097,15.5166,0.4656,5.58
110,0.1090,15.5447,0.4680,6.10
120,0.1074,15.6097,0.4756,7.34
130,0.1071,15.6195,0.4759,7.51
140,0.1062,15.6579,0.4833,7.99
150,0.1062,15.6562,0.4828,7.87
160,0.1062,15.6574,0.4837,7.51
170,0.1062,15.6568,0.4834,7.37
180,0.1067,15.6378,0.4774,7.46
190,0.1062,15.6577,0.4859,7.51
200,0.1062,15.6565,0.4858,7.26
210,0.1067,15.6354,0.4858,7.98
220,0.1052,15.6979,0.4913,9.83
230,0.1047,15.7191,0.4935,10.08
240,0.1054,15.6909,0.4876,10.02
250,0.1047,15.7171,0.4952,9.89
260,0.1047,15.7179,0.4960,9.80
270,0.1047,15.7168,0.4958,9.49
280,0.1047,15.7165,0.4960,9.47
290,0.1047,15.7169,0.4965,9.06
300,0.1055,15.6839,0.4925,7.92
310,0.1059,15.6680,0.4942,8.19
320,0.1008,15.8845,0.5112,10.55
330,0.0991,15.9558,0.5258,11.64
340,0.0993,15.9473,0.5267,12.74
350,0.0968,16.0584,0.5331,13.42
360,0.0968,16.0575,0.5309,13.70
370,0.0965,16.0725,0.5331,13.77
380,0.0951,16.1338,0.5364,14.63
390,0.0949,16.1446,0.5377,14.80
400,0.0952,16.1321,0.5372,14.83
410,0.0951,16.1362,0.5354,16.28
420,0.1065,15.6463,0.5220,17.43
430,0.0968,16.0579,0.5266,16.79
440,0.1098,15.5120,0.5244,17.30
450,0.0896,16.3959,0.5347,17.96
460,0.0799,16.8948,0.5696,18.85
470,0.0820,16.7809,0.5721,18.75
480,0.0818,16.7922,0.5722,18.04
490,0.0821,16.7738,0.5724,17.27
500,0.3180,10.9276,0.2242,15.97
510,0.2728,11.5934,0.2429,15.13
520,0.2571,11.8506,0.2537,15.23
530,0.2550,11.8876,0.2574,14.72
540,0.2545,11.8946,0.2585,14.15
550,0.2396,12.1567,0.2743,14.10
560,0.2241,12.4482,0.2657,13.18
570,0.2338,12.2646,0.2567,12.99
580,0.2274,12.3839,0.2625,13.55
590,0.2098,12.7350,0.2789,14.86
600,0.2087,12.7572,0.2924,15.12
610,0.2041,12.8535,0.3010,15.61
620,0.2136,12.6564,0.3010,15.29
630,0.2125,12.6776,0.2996,14.42
640,0.2128,12.6716,0.2998,14.18
650,0.2121,12.6876,0.2996,14.19
660,0.2126,12.6769,0.3000,14.22
670,0.1984,12.9767,0.2947,13.87
680,0.1963,13.0235,0.2997,13.35
690,0.2010,12.9201,0.2961,13.06
700,0.1998,12.9454,0.2946,13.34
710,0.2190,12.5468,0.2830,12.69
720,0.2393,12.1632,0.2707,11.59
730,0.2380,12.1866,0.2791,12.39
740,0.2620,11.7686,0.2615,11.31
750,0.2633,11.7484,0.2593,10.84
760,0.2640,11.7357,0.2559,10.38
770,0.2591,11.8171,0.2569,10.16
780,0.2963,11.2356,0.2457,8.43
790,0.3208,10.8901,0.2406,8.57
800,0.3235,10.8533,0.2418,9.15
810,0.3167,10.9454,0.2457,9.41
820,0.3172,10.9390,0.2452,9.69
830,0.3255,10.8264,0.2434,9.79
840,0.3143,10.9791,0.2485,10.32
850,0.3140,10.9825,0.2481,10.29
860,0.3151,10.9679,0.2442,10.78
870,0.3133,10.9932,0.2481,10.90
880,0.2982,11.2071,0.2551,11.34
890,0.2854,11.3975,0.2678,13.12
900,0.2809,11.4674,0.2812,14.17
910,0.2807,11.4693,0.2826,13.91
920,0.2809,11.4672,0.2831,13.80
930,0.2804,11.4740,0.2823,13.70
940,0.2815,11.4575,0.2816,13.29
950,0.2815,11.4570,0.2818,13.27
960,0.2823,11.4448,0.2779,12.67
970,0.2838,11.4222,0.2782,11.86
980,0.2850,11.4036,0.2784,11.61
990,0.2846,11.4092,0.2787,12.13
