Epoch,Batch,MSE,PSNR,SSIM
1,1,0.2076,6.5935,0.7272
1,2,0.1978,6.8134,0.7409
1,3,0.1794,7.2185,nan
1,4,0.1160,9.1475,0.8187
1,5,0.0666,12.2430,0.8511
1,6,0.1140,9.6475,0.7769
1,7,0.1240,9.5179,0.8308
1,8,0.0848,11.5163,0.8275
1,9,0.1470,8.4846,0.7516
1,10,0.1358,9.1338,0.7908
1,11,0.1376,9.2079,0.7750
1,12,0.1534,8.9038,0.6392
1,13,0.1227,9.4408,0.7361
1,14,0.1198,9.8829,0.7280
1,15,0.0815,12.0966,0.8398
1,16,0.0982,10.5025,0.8157
1,17,0.0819,11.5915,0.8534
1,18,0.0847,10.6571,0.8275
1,19,0.0787,10.9721,0.8029
1,20,0.1021,9.9319,0.7705
1,21,0.0768,10.9948,0.7741
1,22,0.0923,10.2851,0.8422
1,23,0.0875,10.6967,0.6573
1,24,0.0715,11.5013,0.8268
1,25,0.0929,11.1295,0.7709
2,1,0.0830,11.3379,0.8388
2,2,0.0802,11.0629,0.8588
2,3,0.0819,11.2366,0.7890
2,4,0.0720,11.5366,nan
2,5,0.0713,11.4634,0.8353
2,6,0.0826,10.9325,0.7992
2,7,0.0769,11.2404,0.7715
2,8,0.0621,12.0371,0.8554
2,9,0.0673,11.8549,0.7824
2,10,0.0781,11.7223,nan
2,11,0.0720,11.6796,0.8384
2,12,0.0786,11.2673,0.8212
2,13,0.0768,11.3417,0.7667
2,14,0.0882,10.8172,0.8162
2,15,0.0721,11.4331,nan
2,16,0.0771,11.2177,nan
2,17,0.0725,11.3398,0.7492
2,18,0.0711,11.7492,0.8019
2,19,0.0790,11.1818,0.7363
2,20,0.0684,11.7385,0.8060
2,21,0.0829,10.9697,0.7910
2,22,0.0709,11.7150,0.7428
2,23,0.0712,11.7693,0.7249
2,24,0.0736,11.6422,0.7266
2,25,0.0707,11.4755,0.6999
3,1,0.0654,11.6499,0.8616
3,2,0.0632,11.8323,0.9129
3,3,0.0717,11.7088,0.7067
3,4,0.0753,11.2007,0.7699
3,5,0.0615,12.3070,0.7906
3,6,0.0703,11.6171,0.7196
3,7,0.0583,12.4777,0.7628
3,8,0.0787,11.3564,0.7359
3,9,0.0706,11.8653,0.8023
3,10,0.0591,12.3600,0.7880
3,11,0.0610,12.0975,0.8593
3,12,0.0453,13.4452,0.8295
3,13,0.0903,11.1153,0.7186
3,14,0.0767,11.4344,0.7343
3,15,0.0533,12.7389,0.8765
3,16,0.0590,12.3257,0.8591
3,17,0.0717,11.9883,0.7888
3,18,0.0573,12.3982,0.8616
3,19,0.0635,11.9161,0.7797
3,20,0.0577,12.2963,0.7991
3,21,0.0793,11.2450,0.7520
3,22,0.0690,11.7456,0.7584
3,23,0.0723,11.9856,0.7545
3,24,0.0627,12.1233,0.7751
3,25,0.0549,12.8942,0.7932
4,1,0.0595,12.2317,0.7588
4,2,0.0763,11.7753,0.8111
4,3,0.0716,11.9334,0.7757
4,4,0.0540,12.5001,0.8848
4,5,0.0811,11.1546,0.6731
4,6,0.0814,11.8032,0.7626
4,7,0.0527,12.6958,0.8593
4,8,0.0550,12.4402,0.8311
4,9,0.0530,12.6993,0.8536
4,10,0.0615,12.4503,0.8591
4,11,0.0588,12.3073,0.7463
4,12,0.0633,12.0677,0.8485
4,13,0.0446,13.5484,0.8163
4,14,0.0527,13.0335,0.8551
4,15,0.0744,11.6474,0.7126
4,16,0.0893,10.6435,0.6614
4,17,0.0728,11.4512,0.7413
4,18,0.0638,12.0197,0.6550
4,19,0.0686,11.5000,0.8323
4,20,0.0619,12.1126,0.7943
4,21,0.0646,12.1697,0.7678
4,22,0.0588,12.1858,0.8849
4,23,0.0526,12.7238,0.7772
4,24,0.0617,12.8804,0.8563
4,25,0.0693,12.3559,0.7310
5,1,0.0871,11.4448,0.7373
5,2,0.0622,12.2402,0.7655
5,3,0.0578,12.7505,0.7445
5,4,0.0610,12.1807,0.8633
5,5,0.0637,12.0066,0.7782
5,6,0.0706,11.7759,0.7658
5,7,0.0693,11.8513,0.7907
5,8,0.0604,11.9656,0.7588
5,9,0.0611,12.2243,0.8471
5,10,0.0557,12.9081,0.7717
5,11,0.0830,11.3482,0.7658
5,12,0.0584,12.3161,0.7883
5,13,0.0587,12.7900,0.8218
5,14,0.0523,12.8636,nan
5,15,0.0805,11.2076,0.7261
5,16,0.0544,12.6886,0.8389
5,17,0.0578,12.3851,0.8003
5,18,0.0548,12.5213,0.8564
5,19,0.0666,12.0824,0.6902
5,20,0.0613,12.1236,0.7585
5,21,0.0713,12.1555,0.7759
5,22,0.0731,11.4165,nan
5,23,0.0658,12.2088,0.7669
5,24,0.0649,12.1958,0.7810
5,25,0.0580,12.4190,0.7157
6,1,0.0656,11.9628,0.8377
6,2,0.0517,12.8362,0.7840
6,3,0.0489,12.9884,0.8115
6,4,0.0548,12.6691,0.8419
6,5,0.0671,12.3884,0.6934
6,6,0.0545,12.8012,0.8081
6,7,0.0513,12.8257,0.8797
6,8,0.0670,11.9502,0.7154
6,9,0.0653,12.2023,0.7664
6,10,0.0524,12.7163,0.8017
6,11,0.0570,12.6473,0.8194
6,12,0.0729,11.7447,0.7793
6,13,0.0618,12.0998,0.7707
6,14,0.0567,12.4980,0.8429
6,15,0.0655,11.9147,0.8112
6,16,0.0679,12.1679,0.7086
6,17,0.0530,12.7483,0.7746
6,18,0.0610,12.3203,0.7355
6,19,0.0575,12.6572,0.7465
6,20,0.0413,13.7788,0.8299
6,21,0.0574,12.5545,0.7530
6,22,0.0602,12.3142,0.8605
6,23,0.0605,12.3276,0.7674
6,24,0.0725,11.7745,0.7484
6,25,0.0598,12.5180,0.7846
7,1,0.0657,11.8035,0.7441
7,2,0.0599,12.4436,0.7924
7,3,0.0648,12.3357,0.8322
7,4,0.0503,13.1913,0.7266
