Step,MSE,PSNR,SSIM,Percentage Explored
0,0.0610,18.0633,0.5010,0.81
10,0.0602,18.1223,0.5085,1.92
20,0.0581,18.2770,0.5253,2.86
30,0.0574,18.3292,0.5275,4.17
40,0.0555,18.4760,0.5470,5.86
50,0.0528,18.6902,0.5634,7.26
60,0.0523,18.7299,0.5644,8.11
70,0.0522,18.7452,0.5663,8.27
80,0.0516,18.7953,0.5704,8.46
90,0.0516,18.7908,0.5699,8.50
100,0.0515,18.7983,0.5714,8.50
110,0.0516,18.7945,0.5696,8.66
120,0.0516,18.7896,0.5704,8.69
130,0.0512,18.8286,0.5777,9.51
140,0.0510,18.8421,0.5794,10.16
150,0.0501,18.9185,0.5907,11.23
160,0.0473,19.1663,0.6051,13.15
170,0.0461,19.2772,0.6100,14.55
180,0.0443,19.4538,0.6065,15.33
190,0.0443,19.4585,0.6086,16.05
200,0.0442,19.4632,0.6082,16.24
210,0.0443,19.4510,0.6070,16.54
220,0.0440,19.4796,0.6074,16.60
230,0.0441,19.4752,0.6061,16.96
240,0.0441,19.4707,0.6054,17.12
250,0.0441,19.4743,0.6057,17.22
260,0.0442,19.4614,0.6065,17.22
270,0.0442,19.4635,0.6048,17.22
280,0.0441,19.4725,0.6047,17.22
290,0.0436,19.5217,0.6022,18.42
300,0.0428,19.6027,0.6092,19.14
310,0.0420,19.6900,0.6120,19.63
320,0.0367,20.2759,0.6274,20.87
330,0.0337,20.6383,0.6358,21.53
340,0.0325,20.7972,0.6401,22.58
350,0.0298,21.1707,0.6543,23.89
360,0.0298,21.1739,0.6534,24.11
370,0.0297,21.1907,0.6541,24.24
380,0.0298,21.1783,0.6532,24.28
390,0.0298,21.1829,0.6531,24.32
400,0.0297,21.1927,0.6541,25.36
410,0.0296,21.2054,0.6537,25.49
420,0.0296,21.2054,0.6539,25.49
430,0.0289,21.3013,0.6582,26.32
440,0.0288,21.3173,0.6593,26.58
450,0.0289,21.3072,0.6577,26.58
460,0.0289,21.3065,0.6578,26.58
470,0.0290,21.2989,0.6579,26.68
480,0.0289,21.3093,0.6565,27.59
490,0.0288,21.3209,0.6565,27.59
500,0.0287,21.3321,0.6562,27.72
510,0.0287,21.3358,0.6570,27.72
520,0.0288,21.3202,0.6560,27.72
530,0.0288,21.3234,0.6564,27.72
540,0.0289,21.3123,0.6557,27.72
550,0.0289,21.3135,0.6564,27.72
560,0.0280,21.4477,0.6604,29.25
570,0.0281,21.4301,0.6592,29.67
580,0.0269,21.6134,0.6637,31.14
590,0.0268,21.6396,0.6643,31.24
600,0.0260,21.7750,0.6701,32.05
610,0.0248,21.9716,0.6761,33.16
620,0.0247,21.9960,0.6776,33.32
630,0.0248,21.9768,0.6746,33.68
640,0.0247,21.9975,0.6758,34.85
650,0.0247,21.9911,0.6725,35.34
660,0.0248,21.9732,0.6721,36.34
670,0.0247,21.9942,0.6727,36.51
680,0.0247,21.9898,0.6717,36.72
690,0.0248,21.9811,0.6721,37.04
700,0.0245,22.0344,0.6736,37.34
710,0.0245,22.0194,0.6732,37.34
720,0.0246,22.0161,0.6726,37.34
730,0.0245,22.0191,0.6727,37.36
740,0.0244,22.0444,0.6725,37.36
750,0.0245,22.0321,0.6725,37.82
760,0.0246,22.0096,0.6718,37.82
770,0.0245,22.0177,0.6714,37.82
780,0.0247,21.9947,0.6711,37.83
790,0.0246,22.0064,0.6721,37.83
800,0.0246,22.0096,0.6723,37.83
810,0.0247,21.9973,0.6701,37.83
820,0.0246,22.0044,0.6707,37.83
830,0.0245,22.0293,0.6722,37.83
840,0.0245,22.0210,0.6719,37.85
850,0.0245,22.0328,0.6726,37.87
860,0.0246,22.0125,0.6727,37.87
870,0.0246,22.0145,0.6713,37.87
880,0.0246,22.0103,0.6716,37.87
890,0.0236,22.1824,0.6734,39.41
900,0.0234,22.2242,0.6750,40.39
910,0.0235,22.2036,0.6736,40.62
920,0.0229,22.3272,0.6771,41.63
930,0.0218,22.5400,0.6860,42.82
940,0.0215,22.5861,0.6864,43.73
950,0.0198,22.9587,0.6945,45.49
960,0.0194,23.0454,0.6980,46.69
970,0.0192,23.0839,0.6970,47.21
980,0.0192,23.0936,0.6985,48.05
990,0.0191,23.1150,0.6983,48.26
