Step,MSE,PSNR,SSIM,Percentage Explored
0,0.1505,14.1781,0.3319,0.81
10,0.1497,14.2005,0.3348,2.18
20,0.1483,14.2397,0.3447,3.65
30,0.1414,14.4479,0.3594,5.08
40,0.1405,14.4746,0.3648,5.73
50,0.1402,14.4842,0.3710,6.77
60,0.1394,14.5095,0.3716,7.29
70,0.1400,14.4915,0.3700,7.29
80,0.1398,14.4957,0.3708,7.29
90,0.1396,14.5020,0.3711,7.29
100,0.1396,14.5019,0.3724,7.42
110,0.1354,14.6371,0.3751,7.81
120,0.1290,14.8474,0.3797,8.79
130,0.1281,14.8768,0.3797,8.82
140,0.1282,14.8721,0.3796,9.18
150,0.1285,14.8637,0.3806,9.18
160,0.1272,14.9067,0.3795,9.31
170,0.1272,14.9084,0.3811,9.31
180,0.1259,14.9533,0.3874,9.70
190,0.1266,14.9278,0.3867,9.83
200,0.1267,14.9251,0.3866,9.99
210,0.1235,15.0358,0.3936,10.45
220,0.1128,15.4298,0.4100,12.11
230,0.1110,15.4995,0.4147,13.12
240,0.0926,16.2838,0.4344,14.13
250,0.0921,16.3103,0.4401,14.77
260,0.0905,16.3867,0.4482,15.64
270,0.0899,16.4126,0.4513,15.96
280,0.0906,16.3807,0.4527,16.03
290,0.0894,16.4391,0.4537,16.11
300,0.0890,16.4592,0.4527,16.34
310,0.0893,16.4446,0.4571,16.80
320,0.0896,16.4298,0.4622,17.67
330,0.0871,16.5497,0.4661,19.62
340,0.0814,16.8447,0.4882,21.41
350,0.0781,17.0235,0.5164,23.11
360,0.0776,17.0545,0.5179,24.64
370,0.0772,17.0769,0.5169,25.29
380,0.0780,17.0336,0.5156,26.11
390,0.0770,17.0898,0.5175,27.60
400,0.0789,16.9791,0.5132,28.09
410,0.0771,17.0816,0.5190,28.70
420,0.0771,17.0835,0.5196,29.43
430,0.0759,17.1470,0.5232,30.62
440,0.0760,17.1467,0.5328,31.76
450,0.0751,17.1953,0.5332,31.78
460,0.0751,17.1960,0.5337,31.92
470,0.0747,17.2188,0.5412,32.54
480,0.0742,17.2487,0.5441,33.55
490,0.0740,17.2612,0.5441,34.37
500,0.0735,17.2920,0.5468,34.84
510,0.0735,17.2919,0.5506,35.40
520,0.0729,17.3242,0.5515,35.42
530,0.0737,17.2779,0.5513,35.42
540,0.0735,17.2885,0.5496,35.42
550,0.0728,17.3307,0.5510,35.64
560,0.0804,16.8992,0.5364,37.01
570,0.0800,16.9226,0.5357,37.73
580,0.0794,16.9543,0.5378,37.83
590,0.0787,16.9951,0.5361,38.31
600,0.0797,16.9375,0.5370,38.35
610,0.0797,16.9362,0.5367,38.35
620,0.0804,16.8983,0.5374,38.48
630,0.0789,16.9836,0.5390,38.80
640,0.0790,16.9779,0.5387,38.83
650,0.0797,16.9359,0.5387,38.83
660,0.0798,16.9301,0.5421,39.95
670,0.0788,16.9883,0.5422,40.01
680,0.0783,17.0152,0.5409,40.01
690,0.0795,16.9492,0.5403,40.08
700,0.0791,16.9693,0.5409,40.08
710,0.0788,16.9854,0.5420,40.08
720,0.0795,16.9493,0.5407,40.21
730,0.0795,16.9481,0.5408,40.23
740,0.0774,17.0645,0.5427,40.23
750,0.0803,16.9045,0.5414,40.35
760,0.0804,16.9016,0.5408,40.47
770,0.0759,17.1515,0.5513,40.98
780,0.0722,17.3696,0.5678,41.79
790,0.0717,17.3948,0.5689,41.92
800,0.0708,17.4509,0.5709,42.05
810,0.0720,17.3801,0.5685,42.05
820,0.0713,17.4224,0.5710,42.05
830,0.0717,17.3994,0.5714,42.35
840,0.0716,17.4017,0.5712,43.06
850,0.0726,17.3432,0.5713,43.10
860,0.0715,17.4061,0.5718,43.10
870,0.0709,17.4464,0.5720,43.10
880,0.0717,17.3940,0.5734,43.78
890,0.0713,17.4222,0.5738,43.78
900,0.0712,17.4246,0.5738,43.78
910,0.0714,17.4158,0.5748,43.81
920,0.0711,17.4339,0.5739,43.81
930,0.0707,17.4567,0.5761,44.11
940,0.0703,17.4830,0.5878,45.70
950,0.0694,17.5385,0.5905,46.32
960,0.0683,17.6059,0.5955,47.07
970,0.0689,17.5718,0.5944,47.30
980,0.0689,17.5699,0.5958,47.69
990,0.0688,17.5767,0.6007,48.79
