Step,MSE,PSNR,SSIM,Percentage Explored
0,0.1612,13.8781,0.2737,0.81
10,0.1498,14.1968,0.2966,2.51
20,0.1425,14.4134,0.3155,4.56
30,0.1434,14.3866,0.3177,4.92
40,0.1435,14.3848,0.3195,5.47
50,0.1443,14.3609,0.3218,5.92
60,0.1433,14.3888,0.3216,6.87
70,0.1434,14.3873,0.3250,7.13
80,0.1436,14.3803,0.3248,7.16
90,0.1390,14.5226,0.3340,8.04
100,0.1352,14.6418,0.3431,8.79
110,0.1328,14.7213,0.3505,9.38
120,0.1264,14.9348,0.3587,9.97
130,0.1229,15.0583,0.3655,10.63
140,0.1232,15.0470,0.3674,10.70
150,0.1149,15.3483,0.3758,11.58
160,0.0965,16.1068,0.3885,12.78
170,0.0946,16.1915,0.3945,13.07
180,0.0935,16.2422,0.3996,14.11
190,0.0926,16.2882,0.4055,14.93
200,0.0929,16.2744,0.4108,15.51
210,0.0925,16.2924,0.4118,15.51
220,0.0887,16.4713,0.4156,16.10
230,0.0714,17.4131,0.4314,17.14
240,0.0669,17.7002,0.4520,18.35
250,0.0654,17.7978,0.4521,20.08
260,0.0668,17.7049,0.4505,20.24
270,0.0623,18.0062,0.4668,21.15
280,0.0626,17.9860,0.4689,21.80
290,0.0607,18.1225,0.4749,22.49
300,0.0579,18.3247,0.4876,24.77
310,0.0579,18.3284,0.4885,25.22
320,0.0579,18.3279,0.4898,26.00
330,0.0579,18.3252,0.4900,26.00
340,0.0561,18.4608,0.5000,26.95
350,0.0551,18.5439,0.5130,28.54
360,0.0543,18.6080,0.5192,29.39
370,0.0541,18.6219,0.5205,29.75
380,0.0543,18.6054,0.5201,29.75
390,0.0541,18.6200,0.5210,29.75
400,0.0540,18.6268,0.5217,30.01
410,0.0543,18.6074,0.5200,30.04
420,0.0531,18.6991,0.5284,30.53
430,0.0514,18.8454,0.5402,31.08
440,0.0513,18.8515,0.5407,31.21
450,0.0512,18.8563,0.5418,31.28
460,0.0515,18.8300,0.5425,31.28
470,0.0513,18.8530,0.5412,31.28
480,0.0515,18.8329,0.5403,31.44
490,0.0515,18.8325,0.5391,31.47
500,0.0513,18.8468,0.5404,31.47
510,0.0515,18.8362,0.5406,31.47
520,0.0512,18.8579,0.5419,31.93
530,0.0508,18.8906,0.5448,32.19
540,0.0499,18.9726,0.5509,33.26
550,0.0497,18.9868,0.5569,33.88
560,0.0493,19.0248,0.5575,34.14
570,0.0495,19.0076,0.5562,34.14
580,0.0489,19.0552,0.5581,34.17
590,0.0494,19.0158,0.5579,34.17
600,0.0492,19.0311,0.5584,34.17
610,0.0492,19.0323,0.5589,34.50
620,0.0487,19.0731,0.5625,34.56
630,0.0490,19.0514,0.5612,34.63
640,0.0492,19.0349,0.5620,34.69
650,0.0493,19.0260,0.5606,34.69
660,0.0493,19.0269,0.5612,34.69
670,0.0490,19.0541,0.5621,34.97
680,0.0491,19.0442,0.5639,34.97
690,0.0490,19.0508,0.5633,35.31
700,0.0487,19.0765,0.5659,35.34
710,0.0479,19.1527,0.5664,35.56
720,0.0474,19.1908,0.5673,35.81
730,0.0461,19.3122,0.5695,36.07
740,0.0465,19.2798,0.5696,36.07
750,0.0463,19.2960,0.5698,36.07
760,0.0460,19.3220,0.5699,36.07
770,0.0468,19.2513,0.5686,36.07
780,0.0465,19.2731,0.5694,36.07
790,0.0463,19.3010,0.5682,36.17
800,0.0461,19.3160,0.5702,36.28
810,0.0458,19.3456,0.5709,36.38
820,0.0460,19.3266,0.5724,36.59
830,0.0460,19.3286,0.5728,36.59
840,0.0460,19.3253,0.5723,36.59
850,0.0462,19.3067,0.5714,36.59
860,0.0458,19.3408,0.5721,36.59
870,0.0457,19.3510,0.5743,36.91
880,0.0459,19.3383,0.5731,36.91
890,0.0457,19.3552,0.5747,36.91
900,0.0450,19.4230,0.5777,37.46
910,0.0444,19.4822,0.5806,37.79
920,0.0446,19.4588,0.5788,37.79
930,0.0445,19.4669,0.5804,37.83
940,0.0444,19.4810,0.5807,37.83
950,0.0444,19.4804,0.5797,37.83
960,0.0450,19.4236,0.5794,37.83
970,0.0443,19.4872,0.5797,37.83
980,0.0447,19.4505,0.5789,37.83
990,0.0446,19.4548,0.5802,37.83
