Epoch,Batch,LossD,LossG,LossG_recon,MSE,PSNR,SSIM
1,1,1.51760,2.19343,0.11553,0.1029,15.8291,0.7821
1,2,1.75364,1.93795,0.11410,0.1026,15.8646,0.7862
1,3,1.45567,1.85526,0.10245,0.0870,16.5603,0.7873
1,4,1.36461,1.78398,0.09393,0.0764,17.1349,0.7919
1,5,1.36946,1.78277,0.09495,0.0757,17.2108,0.7904
1,6,1.32103,1.67477,0.08206,0.0597,18.2644,0.7915
1,7,1.26436,1.65700,0.07919,0.0548,18.6612,0.7918
1,8,1.31890,1.63242,0.07498,0.0501,19.3152,0.7914
1,9,1.29211,1.58122,0.07345,0.0455,19.5954,0.7870
1,10,1.28150,1.47830,0.06540,0.0390,20.3997,0.7973
1,11,1.27163,1.39129,0.05615,0.0289,21.7385,0.8042
1,12,1.29962,1.33503,0.05301,0.0279,21.8922,0.8108
1,13,1.30713,1.37966,0.05952,0.0359,21.3514,0.8077
1,14,1.32293,1.26895,0.04807,0.0244,23.1504,0.8201
1,15,1.41700,1.40749,0.06018,0.0377,21.2113,0.8134
1,16,1.41588,1.20895,0.04811,0.0248,22.8816,0.8276
1,17,1.38139,1.22785,0.04809,0.0255,23.0667,0.8233
1,18,1.37879,1.28796,0.05199,0.0306,21.9181,0.8256
1,19,1.42349,1.25129,0.05159,0.0328,22.2028,0.8377
1,20,1.38469,1.10648,0.03798,0.0180,24.8188,0.8485
1,21,1.37884,1.12705,0.04029,0.0205,23.7141,0.8458
1,22,1.35984,1.11128,0.03821,0.0208,24.1096,0.8529
1,23,1.38753,1.25155,0.05183,0.0363,22.6151,0.8406
1,24,1.39923,1.16664,0.04288,0.0247,23.2673,0.8495
1,25,1.36906,1.12099,0.03928,0.0222,24.3289,0.8568
1,26,1.36684,1.20752,0.04572,0.0271,23.1393,0.8503
1,27,1.40027,1.19732,0.04809,0.0330,22.4268,0.8569
1,28,1.41195,1.17200,0.04637,0.0332,22.8445,0.8574
1,29,1.35273,1.09211,0.03570,0.0201,24.8581,0.8662
1,30,1.36149,1.06377,0.03319,0.0181,26.2656,0.8740
1,31,1.37094,1.21869,0.04835,0.0341,22.6235,0.8626
1,32,1.36085,1.15512,0.04110,0.0270,23.6629,0.8577
