Step,MSE,PSNR,SSIM,Percentage Explored
0,0.1196,15.1399,0.4365,0.81
10,0.1096,15.5208,0.4770,2.82
20,0.1104,15.4871,0.4718,3.22
30,0.1074,15.6070,0.4937,4.27
40,0.1074,15.6071,0.4938,4.29
50,0.1074,15.6069,0.4937,4.40
60,0.1074,15.6066,0.4936,4.49
70,0.1074,15.6074,0.4984,4.95
80,0.1146,15.3245,0.4840,6.63
90,0.1042,15.7394,0.5086,8.56
100,0.1019,15.8366,0.5325,9.57
110,0.1040,15.7458,0.5220,9.41
120,0.0992,15.9512,0.5354,10.06
130,0.0995,15.9408,0.5425,10.68
140,0.0995,15.9375,0.5429,10.71
150,0.1006,15.8901,0.5278,10.96
160,0.0980,16.0036,0.5603,12.48
170,0.0977,16.0194,0.5695,13.54
180,0.0976,16.0252,0.5710,14.27
190,0.0974,16.0309,0.5742,14.33
200,0.0974,16.0307,0.5749,14.28
210,0.0997,15.9326,0.5610,14.56
220,0.1009,15.8792,0.5596,14.39
230,0.1012,15.8663,0.5543,14.16
240,0.1008,15.8846,0.5579,14.33
250,0.1009,15.8774,0.5589,14.04
260,0.1010,15.8761,0.5578,13.76
270,0.1003,15.9048,0.5598,13.98
280,0.0988,15.9724,0.5582,13.33
290,0.0995,15.9417,0.5587,13.81
300,0.0974,16.0320,0.5735,15.17
310,0.0954,16.1213,0.5829,17.46
320,0.0942,16.1752,0.6085,18.69
330,0.0945,16.1640,0.6090,19.69
340,0.0943,16.1705,0.6077,19.58
350,0.1027,15.8022,0.5714,18.23
360,0.1028,15.7960,0.5679,18.25
370,0.1028,15.7995,0.5707,17.58
380,0.1016,15.8495,0.5716,16.02
390,0.1012,15.8659,0.5777,16.14
400,0.0988,15.9719,0.5900,15.85
410,0.0994,15.9431,0.5899,14.32
420,0.0995,15.9415,0.5889,13.99
430,0.0995,15.9398,0.5889,13.97
440,0.0995,15.9384,0.5891,14.15
450,0.0997,15.9323,0.5864,14.20
460,0.1008,15.8851,0.5798,13.46
470,0.1009,15.8803,0.5788,13.90
480,0.1023,15.8200,0.5735,13.41
490,0.1022,15.8253,0.5742,15.76
500,0.3316,10.7459,0.2239,16.50
510,0.2608,11.7893,0.2462,17.87
520,0.2845,11.4118,0.2480,19.36
530,0.2823,11.4455,0.2533,19.53
540,0.2675,11.6795,0.2587,19.85
550,0.2395,12.1595,0.3154,20.78
560,0.2376,12.1931,0.3186,20.56
570,0.2338,12.2642,0.3246,20.30
580,0.2319,12.2989,0.3238,19.97
590,0.2342,12.2563,0.3255,18.74
600,0.2249,12.4324,0.3283,18.29
610,0.2250,12.4310,0.3275,17.87
620,0.2236,12.4574,0.3279,17.18
630,0.2227,12.4746,0.3280,16.54
640,0.2169,12.5887,0.3291,15.96
650,0.1970,13.0071,0.3404,16.53
660,0.1915,13.1313,0.3499,16.80
670,0.1925,13.1078,0.3506,16.31
680,0.1865,13.2451,0.3526,15.80
690,0.1885,13.1989,0.3403,14.61
700,0.1672,13.7201,0.3498,14.55
710,0.1436,14.3809,0.3587,15.09
720,0.1558,14.0263,0.3532,14.95
730,0.1478,14.2541,0.3630,15.88
740,0.1455,14.3232,0.3653,15.97
750,0.1482,14.2437,0.3587,15.17
760,0.1562,14.0149,0.3418,14.34
770,0.1402,14.4847,0.3597,15.51
780,0.1369,14.5881,0.3674,15.90
790,0.1522,14.1282,0.3595,15.75
800,0.1504,14.1787,0.3594,15.66
810,0.1500,14.1908,0.3580,15.06
820,0.1544,14.0643,0.3503,13.93
830,0.1644,13.7935,0.3458,13.75
840,0.1645,13.7907,0.3449,13.64
850,0.1660,13.7519,0.3458,13.80
860,0.1409,14.4644,0.3509,13.87
870,0.1441,14.3659,0.3486,13.83
880,0.1490,14.2205,0.3504,13.31
890,0.1645,13.7904,0.3438,12.47
900,0.1594,13.9266,0.3489,12.84
910,0.1564,14.0104,0.3527,13.26
920,0.1574,13.9822,0.3634,14.74
930,0.1530,14.1047,0.3701,15.66
940,0.1576,13.9771,0.3721,15.34
950,0.1374,14.5724,0.3826,15.96
960,0.1365,14.5996,0.3872,16.19
970,0.1368,14.5906,0.3864,16.12
980,0.1346,14.6633,0.3898,16.86
990,0.1362,14.6120,0.3842,16.43
