Epoch,Batch,MSE,PSNR,SSIM
1,1,0.2155,6.4160,0.8483
1,2,0.2078,6.5879,0.8178
1,3,0.2073,6.6165,0.7763
1,4,0.2066,6.6051,0.7385
1,5,0.2022,6.7215,0.8029
1,6,0.1967,6.8287,0.7523
1,7,0.1981,6.8280,0.8352
1,8,0.1892,7.0389,0.8891
1,9,0.1892,7.0177,0.7237
1,10,0.1887,7.0049,0.6817
1,11,0.1807,7.1978,0.7348
1,12,0.1725,7.3850,0.7070
1,13,0.1591,7.7283,0.7192
1,14,0.1548,7.8605,0.6836
1,15,0.1501,7.9484,0.5855
1,16,0.1406,8.2336,0.7725
1,17,0.1297,8.5832,0.6377
1,18,0.1296,8.6500,0.5447
1,19,0.1243,8.9059,0.6613
1,20,0.1234,8.9697,0.6397
1,21,0.1082,9.5867,0.6594
1,22,0.0974,10.0488,0.7343
1,23,0.1124,9.6637,0.7368
1,24,0.1030,10.0113,0.5233
1,25,0.1064,10.1726,0.7164
2,1,0.0986,10.6678,0.6216
2,2,0.1042,10.4444,0.6981
2,3,0.0800,11.4591,0.6541
2,4,0.1134,10.3826,0.7159
2,5,0.0985,10.8479,0.7277
2,6,0.1050,10.8817,0.7169
2,7,0.1172,9.9627,0.6090
2,8,0.1059,10.8262,0.7094
2,9,0.1028,10.9748,0.7624
2,10,0.1574,8.6601,0.6073
2,11,0.0860,11.5689,0.7128
2,12,0.0915,11.5856,nan
2,13,0.1210,10.5413,0.7476
2,14,0.1188,10.1324,0.6498
2,15,0.1088,9.9683,0.5201
2,16,0.0822,10.9094,0.5564
2,17,0.0846,10.9994,0.7351
2,18,0.0896,10.6270,0.7002
2,19,0.1205,9.5488,0.7084
2,20,0.0686,11.6225,0.6919
2,21,0.0856,10.5530,0.6678
2,22,0.0686,11.5424,0.7036
2,23,0.0903,10.5234,0.6854
2,24,0.0930,10.5039,0.7119
2,25,0.1158,9.5722,0.6775
3,1,0.1076,9.9684,0.5821
3,2,0.0855,10.7370,0.6629
3,3,0.0937,10.4298,0.6014
3,4,0.0815,10.8773,0.7181
3,5,0.1066,10.1957,0.7076
3,6,0.0817,11.0625,0.7090
