Step,MSE,PSNR,SSIM,Percentage Explored
0,0.0857,16.5552,0.4321,0.49
10,0.0845,16.6123,0.4422,1.74
20,0.0843,16.6240,0.4442,2.91
30,0.0846,16.6110,0.4393,4.25
40,0.0841,16.6365,0.4341,5.78
50,0.0829,16.6989,0.4360,7.01
60,0.0834,16.6733,0.4314,7.59
70,0.0829,16.6995,0.4353,8.13
80,0.0830,16.6923,0.4347,9.11
90,0.0827,16.7101,0.4231,10.61
100,0.0793,16.8919,0.4187,12.10
110,0.0756,17.0960,0.4423,12.69
120,0.0764,17.0544,0.4398,12.82
130,0.0731,17.2471,0.4476,13.93
140,0.0710,17.3689,0.4563,15.78
150,0.0712,17.3590,0.4480,16.76
160,0.0712,17.3558,0.4420,16.92
170,0.0697,17.4527,0.4534,17.67
180,0.0696,17.4587,0.4522,19.75
190,0.0702,17.4174,0.4416,20.83
200,0.0697,17.4490,0.4427,20.83
210,0.0699,17.4391,0.4421,20.83
220,0.0682,17.5461,0.4528,21.74
230,0.0672,17.6072,0.4444,22.88
240,0.0667,17.6439,0.4465,22.88
250,0.0661,17.6800,0.4400,23.33
260,0.0652,17.7437,0.4386,24.05
270,0.0676,17.5817,0.4233,25.16
280,0.0654,17.7263,0.4327,25.42
290,0.0652,17.7377,0.4456,26.18
300,0.0654,17.7249,0.4396,26.80
310,0.0658,17.7013,0.4424,27.64
320,0.0669,17.6268,0.4363,28.95
330,0.0677,17.5779,0.4319,30.15
340,0.0665,17.6558,0.4378,30.22
350,0.0652,17.7430,0.4370,30.67
360,0.0667,17.6427,0.4343,30.83
370,0.0677,17.5755,0.4257,30.89
380,0.0675,17.5870,0.4251,30.93
390,0.0677,17.5773,0.4284,30.93
400,0.0658,17.6978,0.4252,31.94
410,0.0630,17.8905,0.4321,32.56
420,0.0666,17.6466,0.4236,32.96
430,0.0638,17.8319,0.4279,33.55
440,0.0666,17.6514,0.4177,34.79
450,0.0621,17.9524,0.4062,35.86
460,0.0630,17.8918,0.4066,35.89
470,0.0612,18.0186,0.4056,35.93
480,0.0630,17.8932,0.4073,36.02
490,0.0599,18.1058,0.4180,37.16
500,0.0593,18.1547,0.4167,37.26
510,0.0616,17.9853,0.4108,37.75
520,0.0619,17.9685,0.4009,38.01
530,0.0574,18.2904,0.4223,38.92
540,0.0552,18.4664,0.4251,40.55
550,0.0527,18.6659,0.4410,41.52
560,0.0551,18.4736,0.4311,42.60
570,0.0541,18.5495,0.4460,44.06
580,0.0455,19.3024,0.4597,45.69
590,0.0457,19.2798,0.4571,46.24
600,0.0449,19.3595,0.4637,46.57
610,0.0452,19.3284,0.4668,47.22
620,0.0456,19.2980,0.4658,47.64
630,0.0461,19.2419,0.4540,47.64
640,0.0456,19.2889,0.4581,47.64
650,0.0470,19.1606,0.4548,47.64
660,0.0460,19.2513,0.4573,47.64
670,0.0448,19.3669,0.4685,47.64
680,0.0473,19.1342,0.4440,47.64
690,0.0475,19.1187,0.4520,47.64
700,0.0457,19.2821,0.4630,47.86
710,0.0457,19.2884,0.4608,47.98
720,0.0456,19.2890,0.4571,47.98
730,0.0466,19.1970,0.4578,47.98
740,0.0461,19.2443,0.4603,47.98
750,0.0469,19.1728,0.4492,48.07
760,0.0469,19.1759,0.4528,48.07
770,0.0456,19.2906,0.4608,48.07
780,0.0462,19.2336,0.4616,48.07
790,0.0459,19.2671,0.4592,48.07
800,0.0462,19.2405,0.4618,48.11
810,0.0469,19.1698,0.4528,48.11
820,0.0452,19.3285,0.4639,48.11
830,0.0458,19.2772,0.4634,48.17
840,0.0462,19.2402,0.4553,48.27
850,0.0458,19.2789,0.4496,48.99
860,0.0447,19.3792,0.4646,49.28
870,0.0451,19.3454,0.4511,49.28
880,0.0438,19.4705,0.4615,49.31
890,0.0452,19.3306,0.4541,49.31
900,0.0446,19.3882,0.4594,49.44
910,0.0436,19.4900,0.4619,49.44
920,0.0443,19.4164,0.4581,49.44
930,0.0455,19.3073,0.4556,49.44
940,0.0440,19.4489,0.4640,49.44
950,0.0454,19.3173,0.4519,49.51
960,0.0458,19.2771,0.4511,49.57
970,0.0441,19.4394,0.4605,49.57
980,0.0443,19.4169,0.4563,49.77
990,0.0445,19.4028,0.4569,50.13
