Epoch,Batch,MSE,PSNR,SSIM
1,1,0.8240,6.6450,0.8177
1,2,0.7428,7.0361,0.5753
1,3,0.7200,7.1834,0.5876
1,4,0.6497,7.6450,0.6799
1,5,0.6390,7.7145,0.5310
1,6,0.5710,8.2533,0.7393
1,7,0.4770,9.0285,0.5819
1,8,0.4833,9.1759,0.7012
1,9,0.3599,10.3069,0.7731
1,10,0.2989,11.3716,0.7678
1,11,0.2873,11.6604,0.7471
1,12,0.4415,10.9143,0.6958
1,13,0.2217,12.9244,0.6661
1,14,0.2142,13.1308,0.7868
1,15,0.3270,11.9944,0.6451
1,16,0.3700,12.0111,0.6576
1,17,0.3820,12.4607,0.7984
1,18,0.3153,12.2045,0.6566
1,19,0.3940,12.5594,0.6022
1,20,0.2216,14.1171,0.7949
1,21,0.3997,12.3358,0.8226
1,22,0.2264,13.7186,0.8347
1,23,0.3623,11.3809,0.7903
1,24,0.2658,13.8863,0.7990
1,25,0.1863,16.2456,nan
2,1,0.2901,13.7605,0.8512
2,2,0.3211,12.1447,0.8186
2,3,0.3934,11.2946,0.7264
2,4,0.2316,14.2092,0.7526
2,5,0.1964,15.2016,0.8189
2,6,0.2590,15.3068,0.8480
2,7,0.3078,12.5246,0.7226
2,8,0.1954,13.8290,0.6744
2,9,0.1827,15.0495,0.7831
2,10,0.2122,13.9811,0.8335
2,11,0.2072,14.6330,0.8703
2,12,0.1922,14.7653,0.8513
2,13,0.3603,13.4637,0.7291
2,14,0.2799,14.6426,0.7479
2,15,0.2638,16.2896,0.7455
2,16,0.2515,13.8017,0.7922
2,17,0.1747,14.4939,0.7884
2,18,0.1572,16.3583,0.8283
2,19,0.1931,13.4338,0.8306
2,20,0.2000,16.1736,0.8692
2,21,0.3179,14.1447,0.8006
2,22,0.3161,14.1184,0.8273
2,23,0.2953,14.3633,nan
2,24,0.1941,15.7439,0.8099
2,25,0.2315,14.3506,0.8052
3,1,0.1712,16.1486,0.8687
3,2,0.1676,16.3926,0.8042
3,3,0.2303,14.1178,0.8418
3,4,0.1385,17.0226,0.7954
3,5,0.3279,14.4242,0.8961
3,6,0.2300,15.9146,0.8706
3,7,0.2537,17.6311,0.8351
3,8,0.4332,11.5131,0.6660
3,9,0.2608,12.4793,0.6918
3,10,0.2149,14.8994,0.7987
3,11,0.3927,10.2352,0.7158
3,12,0.1153,18.1350,0.8753
3,13,0.3559,14.5623,0.8543
3,14,0.3024,13.2543,0.7585
3,15,0.0890,17.8214,0.8922
3,16,0.3179,13.9037,0.7149
3,17,0.1560,16.1083,0.8247
3,18,0.2568,13.8565,0.8297
3,19,0.2158,16.3375,0.8100
3,20,0.2358,15.4711,0.8361
3,21,0.1163,16.9049,0.8426
3,22,0.1511,16.2858,0.7696
3,23,0.0852,18.8129,0.9545
3,24,0.2083,16.7811,nan
3,25,0.1735,17.2526,0.7845
4,1,0.3110,12.2581,0.6675
4,2,0.1486,16.7494,0.8353
4,3,0.1425,16.4185,0.8594
4,4,0.2186,15.2440,0.8552
4,5,0.1524,20.0238,0.8283
4,6,0.2521,14.3766,0.7982
4,7,0.2077,17.9567,0.8482
4,8,0.1750,17.0639,0.7950
4,9,0.1921,15.3257,0.8191
4,10,0.1562,17.7188,0.7926
4,11,0.1404,16.2211,nan
4,12,0.0877,18.5319,0.8787
4,13,0.1834,18.5816,0.8005
4,14,0.2642,16.4646,0.7642
4,15,0.2436,16.0277,0.8558
4,16,0.2494,17.2700,0.8001
4,17,0.2569,15.2189,0.8404
4,18,0.1016,18.5200,0.8281
4,19,0.0716,19.9898,0.8401
4,20,0.1816,16.8417,0.7118
4,21,0.1405,16.5442,0.7358
4,22,0.1291,20.4477,0.8521
4,23,0.1486,17.9483,0.7783
4,24,0.0746,19.1184,0.9134
4,25,0.2226,15.8477,0.8446
5,1,0.1169,17.7857,0.8302
5,2,0.1966,16.2831,0.7964
5,3,0.1087,18.7479,0.8709
5,4,0.1798,16.6992,0.7348
5,5,0.1535,20.7865,nan
5,6,0.0764,19.3323,0.8691
5,7,0.0847,20.7814,nan
5,8,0.2494,17.3560,0.9209
5,9,0.2114,16.7113,0.7279
5,10,0.1019,17.7714,0.8626
5,11,0.0835,20.4162,0.8946
5,12,0.0737,18.6441,0.9287
5,13,0.1383,18.7066,0.8532
5,14,0.1590,17.8137,0.7905
5,15,0.1963,16.0999,0.8337
5,16,0.0717,19.0902,0.8762
5,17,0.1727,16.9825,0.7868
5,18,0.1553,16.7812,0.9147
5,19,0.0778,19.8120,0.8768
5,20,0.1353,18.7093,0.9072
5,21,0.1411,18.0459,0.8630
5,22,0.0811,18.7286,nan
5,23,0.1587,17.9283,0.8923
5,24,0.1092,19.7616,0.8802
5,25,0.1415,17.6749,0.7745
6,1,0.1847,15.9629,0.7439
6,2,0.1272,18.1999,0.8648
6,3,0.1515,18.3272,0.8345
6,4,0.0503,21.2020,0.8931
6,5,0.1034,20.4955,0.8962
6,6,0.0330,24.4979,0.9557
6,7,0.0983,18.7380,0.8131
6,8,0.1593,16.7860,0.7940
6,9,0.0991,20.0963,0.9129
6,10,0.0663,20.2518,0.8985
6,11,0.1574,18.3015,0.8084
6,12,0.0820,19.3159,0.9072
6,13,0.0647,19.8540,0.9195
6,14,0.1290,18.9942,0.8262
6,15,0.1138,19.2818,0.8717
6,16,0.1872,19.0235,0.8451
6,17,0.0451,22.0230,0.9168
6,18,0.1268,19.4616,nan
6,19,0.0695,21.1205,0.8544
6,20,0.1233,21.0024,0.9085
6,21,0.1486,18.0768,0.8641
6,22,0.1188,20.4672,nan
6,23,0.0708,20.4707,0.9042
6,24,0.1088,19.7673,0.8650
6,25,0.2083,15.9196,0.8392
7,1,0.0870,20.5316,0.9199
7,2,0.1837,16.3949,0.8206
7,3,0.0470,21.7182,0.9142
7,4,0.0663,22.2644,nan
7,5,0.1438,18.8435,0.8884
7,6,0.1350,20.1565,0.8386
7,7,0.1181,19.1355,0.8056
7,8,0.0642,19.2903,0.9261
7,9,0.0950,20.4896,0.8147
7,10,0.0935,20.5852,0.8713
7,11,0.0591,21.3949,0.9024
7,12,0.0698,22.0901,0.9104
7,13,0.1609,18.2502,0.8370
