Step,MSE,PSNR,SSIM,Percentage Explored
0,0.1122,15.4186,0.4513,0.81
10,0.1110,15.4634,0.4545,2.15
20,0.1118,15.4334,0.4556,3.68
30,0.1118,15.4338,0.4531,5.50
40,0.1116,15.4395,0.4453,6.09
50,0.1116,15.4416,0.4347,8.42
60,0.1117,15.4386,0.4359,9.06
70,0.1122,15.4179,0.4350,9.06
80,0.1131,15.3840,0.4267,9.30
90,0.1124,15.4111,0.4302,9.80
100,0.1126,15.4031,0.4288,10.79
110,0.1131,15.3813,0.4251,11.08
120,0.1123,15.4136,0.4272,11.34
130,0.1132,15.3780,0.4204,11.90
140,0.1119,15.4311,0.4218,12.64
150,0.1120,15.4245,0.4236,13.75
160,0.1108,15.4708,0.4261,15.07
170,0.1103,15.4902,0.4267,15.93
180,0.1107,15.4759,0.4235,16.52
190,0.1115,15.4439,0.4170,16.21
200,0.1114,15.4509,0.4182,15.92
210,0.1085,15.5615,0.4324,14.97
220,0.1118,15.4347,0.4207,14.02
230,0.1103,15.4940,0.4303,12.46
240,0.1089,15.5474,0.4382,10.98
250,0.1098,15.5130,0.4360,10.95
260,0.1086,15.5591,0.4440,10.99
270,0.1096,15.5178,0.4326,11.17
280,0.1101,15.5008,0.4277,10.92
290,0.1102,15.4941,0.4356,10.55
300,0.1102,15.4980,0.4344,11.04
310,0.1100,15.5025,0.4346,11.72
320,0.1098,15.5115,0.4414,10.70
330,0.1095,15.5249,0.4450,10.57
340,0.1104,15.4879,0.4387,10.12
350,0.1094,15.5265,0.4441,9.64
360,0.1099,15.5093,0.4406,9.61
370,0.1103,15.4901,0.4432,9.63
380,0.1098,15.5112,0.4518,10.01
390,0.1105,15.4839,0.4462,10.29
400,0.1109,15.4703,0.4424,10.74
410,0.1095,15.5236,0.4509,10.84
420,0.1101,15.4999,0.4453,11.10
430,0.1119,15.4284,0.4403,11.17
440,0.1146,15.3248,0.4283,10.82
450,0.1170,15.2343,0.4278,9.68
460,0.1162,15.2658,0.4317,9.21
470,0.1160,15.2736,0.4317,8.59
480,0.1161,15.2696,0.4339,8.30
490,0.1169,15.2396,0.4323,7.80
500,0.3604,10.3847,0.1811,7.42
510,0.3603,10.3854,0.1808,7.29
520,0.3607,10.3807,0.1813,7.28
530,0.3609,10.3787,0.1804,7.25
540,0.3606,10.3823,0.1827,7.22
550,0.3596,10.3943,0.1885,7.09
560,0.3601,10.3881,0.1921,6.71
570,0.3605,10.3835,0.1853,6.49
580,0.3594,10.3962,0.1882,6.19
590,0.3592,10.3990,0.1887,6.22
600,0.3596,10.3939,0.1892,6.22
610,0.3603,10.3858,0.1858,6.33
620,0.3596,10.3942,0.1866,6.37
630,0.3583,10.4094,0.1882,6.33
640,0.3607,10.3804,0.1844,6.36
650,0.3598,10.3919,0.1868,6.41
660,0.3680,10.2934,0.1825,7.78
670,0.3258,10.8221,0.1890,9.52
680,0.3190,10.9148,0.1996,9.80
690,0.3062,11.0917,0.1979,10.10
700,0.3047,11.1130,0.1996,10.01
710,0.2999,11.1821,0.1986,10.30
720,0.2818,11.4527,0.2049,11.12
730,0.2810,11.4656,0.2072,11.30
740,0.2807,11.4698,0.2045,11.35
750,0.2807,11.4698,0.2076,11.43
760,0.2875,11.3659,0.1995,11.44
770,0.2792,11.4931,0.2102,11.62
780,0.2825,11.4413,0.2033,12.07
790,0.2783,11.5077,0.2059,12.74
800,0.2776,11.5177,0.2182,13.76
810,0.2702,11.6355,0.2173,15.08
820,0.2702,11.6359,0.2239,16.28
830,0.2689,11.6564,0.2258,15.44
840,0.2660,11.7032,0.2220,15.30
850,0.2689,11.6561,0.2073,14.21
860,0.2697,11.6434,0.2058,14.20
870,0.2690,11.6550,0.2068,14.16
880,0.2687,11.6592,0.2095,13.65
890,0.2685,11.6631,0.2105,12.61
900,0.2689,11.6570,0.2095,12.17
910,0.2706,11.6283,0.2048,12.41
920,0.2881,11.3571,0.1996,11.80
930,0.3302,10.7639,0.2003,11.02
940,0.3319,10.7424,0.2006,10.36
950,0.3316,10.7455,0.2004,10.82
960,0.3308,10.7559,0.2036,10.75
970,0.3304,10.7612,0.2058,10.58
980,0.3312,10.7518,0.2074,10.25
990,0.3294,10.7749,0.2085,9.54
