Step,MSE,PSNR,SSIM,Percentage Explored
0,0.1170,15.2345,0.4372,0.81
10,0.1091,15.5396,0.4765,2.49
20,0.1091,15.5393,0.4763,2.88
30,0.1088,15.5530,0.4837,3.81
40,0.1085,15.5654,0.4855,4.79
50,0.1070,15.6233,0.4970,6.40
60,0.1071,15.6180,0.4924,7.38
70,0.1067,15.6342,0.5035,8.03
80,0.1052,15.6991,0.5184,8.85
90,0.1052,15.6980,0.5183,9.37
100,0.1034,15.7718,0.5275,10.61
110,0.1031,15.7859,0.5366,12.09
120,0.1031,15.7859,0.5366,12.09
130,0.1022,15.8236,0.5409,13.12
140,0.1010,15.8759,0.5511,13.96
150,0.0999,15.9227,0.5585,14.38
160,0.0999,15.9227,0.5585,14.38
170,0.1011,15.8690,0.5499,14.97
180,0.1041,15.7441,0.5452,16.69
190,0.1012,15.8646,0.5684,17.12
200,0.1061,15.6619,0.5686,18.14
210,0.0995,15.9416,0.5827,18.74
220,0.0994,15.9429,0.5834,18.01
230,0.0994,15.9421,0.5830,17.81
240,0.0996,15.9350,0.5798,16.61
250,0.1002,15.9083,0.5768,15.35
260,0.1005,15.8944,0.5765,15.14
270,0.1009,15.8796,0.5736,14.74
280,0.1024,15.8156,0.5616,12.99
290,0.1026,15.8053,0.5593,12.77
300,0.1028,15.7968,0.5576,12.83
310,0.1036,15.7653,0.5567,13.46
320,0.1045,15.7272,0.5589,14.19
330,0.1048,15.7148,0.5576,14.11
340,0.1048,15.7148,0.5576,14.11
350,0.1027,15.8034,0.5643,14.98
360,0.0815,16.8040,0.5694,16.85
370,0.0803,16.8722,0.5653,16.93
380,0.0837,16.6902,0.5670,18.07
390,0.0779,17.0035,0.5763,18.70
400,0.0777,17.0116,0.5762,18.67
410,0.0775,17.0265,0.5755,18.01
420,0.0777,17.0147,0.5732,17.04
430,0.0626,17.9518,0.5718,15.98
440,0.0652,17.7736,0.5783,16.08
450,0.0598,18.1527,0.6111,17.81
460,0.0598,18.1491,0.6174,18.62
470,0.0633,17.9023,0.6001,18.73
480,0.0625,17.9593,0.6004,18.69
490,0.0647,17.8115,0.5884,18.84
500,0.3257,10.8235,0.2184,17.89
510,0.3092,11.0494,0.2335,16.74
520,0.3040,11.1232,0.2401,16.49
530,0.3042,11.1203,0.2414,16.92
540,0.3034,11.1326,0.2405,16.16
550,0.3026,11.1429,0.2423,16.40
560,0.3104,11.0335,0.2395,16.08
570,0.3307,10.7576,0.2438,16.42
580,0.3302,10.7641,0.2477,16.62
590,0.3215,10.8809,0.2604,17.21
600,0.3169,10.9426,0.2672,16.65
610,0.3180,10.9282,0.2696,15.72
620,0.3196,10.9058,0.2667,13.77
630,0.3314,10.7482,0.2647,12.43
640,0.3325,10.7340,0.2689,11.17
650,0.3287,10.7845,0.2745,11.11
660,0.3285,10.7874,0.2745,10.76
670,0.3265,10.8139,0.2793,11.26
680,0.3264,10.8141,0.2794,11.35
690,0.3225,10.8669,0.2757,11.17
700,0.2862,11.3858,0.2707,10.12
710,0.3164,10.9497,0.2486,9.38
720,0.3223,10.8698,0.2450,8.33
730,0.3220,10.8732,0.2399,7.72
740,0.3228,10.8634,0.2403,7.51
750,0.3236,10.8524,0.2368,7.28
760,0.3234,10.8547,0.2404,7.50
770,0.3234,10.8547,0.2404,7.50
780,0.3230,10.8603,0.2414,7.80
790,0.3253,10.8294,0.2402,7.68
800,0.3255,10.8268,0.2402,7.59
810,0.3249,10.8345,0.2420,7.58
820,0.3268,10.8100,0.2385,7.64
830,0.3258,10.8227,0.2361,7.05
840,0.3268,10.8100,0.2361,7.08
850,0.3030,11.1385,0.2464,7.89
860,0.2978,11.2135,0.2482,8.49
870,0.2751,11.5578,0.2593,9.43
880,0.2691,11.6524,0.2770,10.69
890,0.2740,11.5743,0.2787,11.08
900,0.2636,11.7427,0.2870,11.52
910,0.2607,11.7905,0.2892,11.90
920,0.2607,11.7912,0.2890,11.86
930,0.2609,11.7881,0.2891,11.88
940,0.2613,11.7808,0.2889,11.82
950,0.2603,11.7982,0.2928,11.78
960,0.2566,11.8603,0.2944,11.53
970,0.2506,11.9617,0.3066,11.52
980,0.2445,12.0686,0.3216,12.70
990,0.2492,11.9876,0.3203,12.66
