Step,MSE,PSNR,SSIM,Percentage Explored
0,0.1109,15.4692,0.4712,0.81
10,0.1096,15.5203,0.4848,2.38
20,0.1083,15.5731,0.4904,3.45
30,0.1057,15.6766,0.5121,5.21
40,0.1038,15.7555,0.5270,6.48
50,0.1034,15.7713,0.5314,8.14
60,0.1034,15.7737,0.5327,8.37
70,0.1034,15.7737,0.5327,8.37
80,0.1034,15.7734,0.5328,9.11
90,0.1034,15.7733,0.5327,9.31
100,0.1034,15.7740,0.5333,9.86
110,0.1034,15.7741,0.5339,10.49
120,0.1034,15.7741,0.5339,10.49
130,0.1034,15.7730,0.5345,11.00
140,0.1052,15.6997,0.5236,11.68
150,0.1033,15.7787,0.5434,12.88
160,0.1031,15.7862,0.5484,12.93
170,0.1030,15.7897,0.5504,13.07
180,0.1031,15.7838,0.5558,13.50
190,0.1036,15.7640,0.5448,13.33
200,0.1038,15.7562,0.5518,13.92
210,0.1038,15.7550,0.5511,13.83
220,0.1035,15.7696,0.5545,13.93
230,0.1035,15.7686,0.5534,13.46
240,0.1044,15.7319,0.5473,12.81
250,0.1052,15.6997,0.5431,12.79
260,0.1051,15.7009,0.5429,12.82
270,0.1057,15.6783,0.5391,12.32
280,0.1047,15.7198,0.5369,11.77
290,0.1046,15.7214,0.5375,11.21
300,0.1046,15.7219,0.5371,11.26
310,0.1031,15.7838,0.5468,12.37
320,0.1030,15.7876,0.5485,12.41
330,0.1028,15.7961,0.5508,13.48
340,0.1028,15.7961,0.5508,13.48
350,0.1029,15.7955,0.5505,13.47
360,0.1027,15.8019,0.5520,13.34
370,0.1023,15.8210,0.5536,13.79
380,0.1024,15.8128,0.5479,13.93
390,0.1012,15.8649,0.5591,14.46
400,0.1013,15.8636,0.5632,15.40
410,0.1031,15.7870,0.5585,16.03
420,0.1062,15.6558,0.5401,15.01
430,0.1080,15.5846,0.5390,15.29
440,0.1050,15.7080,0.5656,16.26
450,0.1053,15.6923,0.5632,15.87
460,0.1053,15.6954,0.5641,16.12
470,0.1047,15.7187,0.5649,15.10
480,0.1021,15.8281,0.5689,15.00
490,0.0884,16.4555,0.5787,15.41
500,0.3162,10.9520,0.2466,16.51
510,0.3019,11.1541,0.2602,16.29
520,0.2866,11.3795,0.2705,15.63
530,0.2790,11.4962,0.2803,15.06
540,0.2805,11.4721,0.2745,13.57
550,0.2759,11.5442,0.2791,12.40
560,0.2717,11.6112,0.2700,11.46
570,0.2605,11.7939,0.2722,11.07
580,0.2487,11.9956,0.2928,12.42
590,0.2403,12.1451,0.2934,12.10
600,0.2405,12.1404,0.2933,12.13
610,0.2387,12.1745,0.3031,12.69
620,0.2369,12.2072,0.3114,13.34
630,0.2274,12.3836,0.3251,13.83
640,0.2254,12.4236,0.3299,13.90
650,0.2242,12.4460,0.3347,14.32
660,0.2233,12.4641,0.3346,14.27
670,0.2281,12.3709,0.3320,13.43
680,0.2146,12.6354,0.3178,12.28
690,0.2338,12.2633,0.3086,11.08
700,0.2511,11.9544,0.2939,10.23
710,0.2488,11.9943,0.2987,10.39
720,0.2495,11.9814,0.2997,10.74
730,0.2505,11.9643,0.3141,11.84
740,0.2573,11.8474,0.3162,11.77
750,0.2531,11.9192,0.3275,12.59
760,0.2529,11.9230,0.3279,12.95
770,0.2513,11.9507,0.3398,13.80
780,0.2518,11.9425,0.3426,14.39
790,0.2501,11.9704,0.3370,14.23
800,0.2762,11.5403,0.3148,14.44
810,0.2755,11.5502,0.3148,14.62
820,0.2676,11.6770,0.3254,15.00
830,0.2699,11.6395,0.3283,15.41
840,0.2732,11.5881,0.3251,15.75
850,0.2805,11.4723,0.3222,15.42
860,0.2799,11.4826,0.3201,14.81
870,0.3094,11.0474,0.3137,13.83
880,0.3127,11.0012,0.3125,13.46
890,0.3186,10.9197,0.3114,12.56
900,0.3243,10.8426,0.3012,11.59
910,0.3238,10.8491,0.3004,11.50
920,0.3236,10.8528,0.3055,12.55
930,0.3240,10.8463,0.3048,13.05
940,0.3233,10.8556,0.3139,14.45
950,0.3312,10.7508,0.3078,14.10
960,0.3251,10.8324,0.3115,14.38
970,0.3266,10.8125,0.2976,13.03
980,0.3359,10.6904,0.2790,11.50
990,0.3335,10.7219,0.2803,11.02
