Step,MSE,PSNR,SSIM,Percentage Explored
0,0.1213,15.0798,0.4339,0.81
10,0.1157,15.2850,0.4412,2.45
20,0.1177,15.2111,0.4362,3.81
30,0.1100,15.5041,0.4583,4.77
40,0.1095,15.5230,0.4581,5.23
50,0.1096,15.5193,0.4591,5.31
60,0.1089,15.5491,0.4584,5.43
70,0.1100,15.5052,0.4587,5.43
80,0.1098,15.5137,0.4581,5.43
90,0.1103,15.4936,0.4588,5.69
100,0.1041,15.7422,0.4703,7.51
110,0.1091,15.5399,0.4721,8.22
120,0.1063,15.6526,0.4853,9.60
130,0.1045,15.7257,0.4816,10.86
140,0.1023,15.8206,0.4985,11.82
150,0.1025,15.8111,0.5017,12.26
160,0.1014,15.8578,0.5023,14.16
170,0.0997,15.9329,0.5030,15.08
180,0.1004,15.8997,0.5030,15.23
190,0.1010,15.8761,0.5016,15.48
200,0.1026,15.8079,0.5017,14.77
210,0.1006,15.8916,0.5012,14.13
220,0.1003,15.9055,0.4992,13.67
230,0.1006,15.8901,0.4999,14.05
240,0.1006,15.8904,0.5021,14.25
250,0.1003,15.9029,0.5028,14.31
260,0.1046,15.7243,0.5046,13.93
270,0.1039,15.7533,0.5050,14.00
280,0.1045,15.7275,0.5030,13.25
290,0.1034,15.7715,0.5007,12.77
300,0.1055,15.6871,0.4970,12.32
310,0.1054,15.6902,0.4863,10.82
320,0.1048,15.7159,0.4974,10.14
330,0.1039,15.7528,0.4999,10.59
340,0.1052,15.6962,0.4883,11.33
350,0.1029,15.7951,0.5048,10.88
360,0.1024,15.8127,0.5133,12.21
370,0.1027,15.8035,0.5141,12.85
380,0.1026,15.8059,0.5093,13.60
390,0.1024,15.8130,0.5141,13.39
400,0.1020,15.8305,0.5147,14.17
410,0.1028,15.7979,0.5109,13.95
420,0.1027,15.8023,0.5104,14.10
430,0.1028,15.7987,0.5095,13.25
440,0.1010,15.8758,0.5162,14.67
450,0.1003,15.9032,0.5230,15.08
460,0.1003,15.9030,0.5253,14.83
470,0.1004,15.9020,0.5255,14.76
480,0.1020,15.8315,0.5099,14.73
490,0.1032,15.7826,0.4987,15.20
500,0.3484,10.5310,0.2117,15.54
510,0.3472,10.5464,0.2240,14.94
520,0.3459,10.5629,0.2287,14.05
530,0.3458,10.5637,0.2314,13.63
540,0.3456,10.5667,0.2323,13.14
550,0.3457,10.5654,0.2359,11.97
560,0.3476,10.5414,0.2351,11.52
570,0.3478,10.5387,0.2345,10.83
580,0.3461,10.5596,0.2402,11.12
590,0.3420,10.6120,0.2497,11.23
600,0.3386,10.6552,0.2572,11.69
610,0.3385,10.6567,0.2554,11.40
620,0.3345,10.7077,0.2617,11.79
630,0.3355,10.6954,0.2640,12.00
640,0.3364,10.6842,0.2665,12.30
650,0.3286,10.7861,0.2712,12.28
660,0.3172,10.9389,0.2798,12.53
670,0.2740,11.5746,0.2960,13.57
680,0.2280,12.3723,0.3089,13.63
690,0.2079,12.7735,0.3210,14.40
700,0.2100,12.7294,0.3247,15.38
710,0.1994,12.9552,0.3314,15.99
720,0.1821,13.3499,0.3598,17.96
730,0.1623,13.8496,0.3595,17.84
740,0.1666,13.7368,0.3592,17.81
750,0.1487,14.2287,0.3842,19.13
760,0.1468,14.2844,0.3921,19.41
770,0.1454,14.3266,0.3933,20.31
780,0.1453,14.3307,0.3900,19.84
790,0.1485,14.2349,0.3847,20.11
800,0.1450,14.3370,0.3864,20.69
810,0.1483,14.2404,0.3751,20.70
820,0.1472,14.2732,0.3778,21.27
830,0.1473,14.2699,0.3766,21.13
840,0.1528,14.1097,0.3578,19.79
850,0.1609,13.8855,0.3444,18.88
860,0.1680,13.6990,0.3307,17.82
870,0.1587,13.9455,0.3369,17.67
880,0.1685,13.6849,0.3272,16.70
890,0.1905,13.1527,0.3161,15.90
900,0.2006,12.9290,0.3095,15.30
910,0.2204,12.5209,0.3006,14.38
920,0.2241,12.4475,0.2937,14.54
930,0.2336,12.2673,0.2819,13.35
940,0.2683,11.6656,0.2564,11.09
950,0.2825,11.4419,0.2454,10.23
960,0.2824,11.4438,0.2455,10.22
970,0.2821,11.4484,0.2466,10.16
980,0.2830,11.4343,0.2462,9.44
990,0.2831,11.4327,0.2452,9.23
