Epoch,Batch,MSE,PSNR,SSIM
1,1,0.8471,6.5536,0.4280
1,2,0.8217,6.6366,0.6331
1,3,0.7971,6.7380,0.4747
1,4,0.7724,6.8685,0.7166
1,5,0.7038,7.2820,0.3994
1,6,0.6271,7.7947,0.5642
1,7,0.6402,7.7591,0.4736
1,8,0.5516,8.4061,0.4980
1,9,0.4790,8.9763,0.4613
1,10,0.3946,9.8734,0.8659
1,11,0.5615,8.6804,0.5701
1,12,0.5481,8.9700,0.6384
1,13,0.4171,9.9956,0.5899
1,14,0.4411,10.1348,0.7143
1,15,0.3891,11.0224,0.6088
1,16,0.3868,11.1308,0.6603
1,17,0.3535,11.9396,0.6367
1,18,0.4141,11.1974,0.6832
1,19,0.3108,11.9845,0.6635
1,20,0.2626,12.7924,0.6906
1,21,0.4734,10.7650,0.6030
1,22,0.1841,14.2858,0.6486
1,23,0.4454,10.3008,0.6628
1,24,0.3153,12.7553,0.8651
1,25,0.1899,15.7349,0.8167
2,1,0.3085,13.2061,0.6942
2,2,0.4001,12.2827,0.7339
2,3,0.3142,12.5725,0.7435
2,4,0.2406,13.3927,0.8255
2,5,0.2776,14.0377,0.8380
2,6,0.1632,15.3069,0.8288
2,7,0.2190,14.0285,0.8004
2,8,0.4768,11.1213,0.7528
2,9,0.1796,17.3799,0.8610
2,10,0.2814,13.1348,0.7196
2,11,0.3130,10.9792,0.5642
2,12,0.5027,10.7114,0.6599
2,13,0.2473,13.3658,0.9039
2,14,0.5028,10.1337,0.6884
2,15,0.5331,11.7888,0.7074
2,16,0.2923,12.9366,0.8513
2,17,0.3880,12.1305,0.8437
2,18,0.2509,14.4225,0.8701
2,19,0.3072,13.0289,0.8502
2,20,0.6307,10.9000,0.6490
2,21,0.2449,15.1253,nan
2,22,0.4308,12.6903,0.7505
2,23,0.2613,13.3780,0.5973
2,24,0.4603,12.6770,0.6664
2,25,0.2011,15.2832,0.8359
3,1,0.3012,12.3687,0.6698
3,2,0.2324,13.7146,0.7457
3,3,0.2234,13.4093,0.7619
3,4,0.3649,11.9331,0.7406
3,5,0.3575,12.2037,0.7339
3,6,0.3132,15.2274,0.7939
3,7,0.1828,15.3809,0.7424
3,8,0.1992,14.3237,0.7605
3,9,0.2264,13.8927,0.8389
3,10,0.1708,15.0321,nan
3,11,0.2797,13.9714,0.7537
3,12,0.1636,15.1300,0.8160
3,13,0.1682,15.2133,0.8462
3,14,0.3206,13.2003,0.7035
3,15,0.2354,15.4559,0.8009
3,16,0.1743,15.3411,0.7562
3,17,0.1665,17.9806,0.8551
3,18,0.2699,16.6214,0.7939
3,19,0.1587,15.8740,0.8125
3,20,0.1581,15.9375,0.8132
3,21,0.1257,16.3576,0.8547
3,22,0.1461,17.2626,0.8682
3,23,0.1664,15.7712,0.7921
3,24,0.1826,15.9535,0.7384
3,25,0.1405,17.5375,0.8696
4,1,0.1195,18.1482,0.9103
4,2,0.1485,17.2568,0.7218
4,3,0.1255,17.9312,0.8160
4,4,0.1155,18.8605,0.9052
4,5,0.0941,18.1078,0.8392
4,6,0.1410,18.0646,0.8158
4,7,0.1693,17.3286,0.8508
4,8,0.1197,18.3942,0.8409
4,9,0.1228,18.0025,nan
4,10,0.2777,15.3029,0.7082
4,11,0.1170,16.7459,0.8270
4,12,0.2317,15.9106,0.8178
4,13,0.5256,11.2551,0.7388
4,14,0.2496,15.8843,0.8131
4,15,0.3330,11.9280,0.7769
4,16,0.1995,15.0146,nan
4,17,0.2187,15.4928,0.7561
4,18,0.2285,15.6223,nan
4,19,0.1322,17.8631,0.7748
4,20,0.1407,17.1759,0.8811
4,21,0.2585,16.4179,0.7817
4,22,0.2459,14.9092,0.7424
4,23,0.1630,16.2621,0.7796
4,24,0.1553,15.6542,0.8143
4,25,0.2317,16.1521,nan
5,1,0.2265,14.7442,0.8831
5,2,0.2505,15.8701,0.8227
5,3,0.2254,14.6842,0.7664
5,4,0.2083,14.4361,0.8599
5,5,0.1231,18.4643,0.7928
5,6,0.0924,18.9769,0.8231
5,7,0.2214,16.0394,0.8758
5,8,0.1871,17.6253,0.8432
5,9,0.1886,14.9865,0.8695
5,10,0.1349,18.5852,0.8820
5,11,0.2250,17.5548,0.8347
5,12,0.1167,18.9255,nan
5,13,0.1929,16.0699,0.7416
5,14,0.2227,13.8028,0.6643
5,15,0.0985,19.2456,0.8823
5,16,0.1427,16.7258,0.7606
5,17,0.1680,16.9514,0.8686
5,18,0.2056,16.8522,0.7742
5,19,0.1070,18.1285,0.8595
5,20,0.1678,17.4119,0.9114
5,21,0.1619,17.7350,0.8231
5,22,0.2068,15.6226,0.7919
5,23,0.1774,16.0653,0.8580
5,24,0.1024,17.8289,0.8464
5,25,0.1575,16.7247,0.7580
6,1,0.1868,14.4286,0.8743
6,2,0.1931,16.0107,0.8640
6,3,0.2547,14.3230,0.7477
6,4,0.1629,16.8958,0.8759
6,5,0.1334,17.7031,0.9166
6,6,0.1290,17.1433,0.8389
6,7,0.1831,17.2286,0.8325
6,8,0.1032,18.1110,0.8564
6,9,0.1145,17.8757,0.8856
6,10,0.0989,19.5121,0.8737
6,11,0.0868,20.3381,0.8844
6,12,0.1519,17.8043,0.8284
6,13,0.0878,19.0950,0.8685
6,14,0.1429,16.6132,0.8265
6,15,0.1192,18.3584,0.8173
6,16,0.1312,16.5343,0.8664
6,17,0.1445,18.7748,0.8452
6,18,0.1465,17.1854,0.8393
6,19,0.0546,19.9660,0.8719
6,20,0.0876,19.4655,0.8580
6,21,0.1249,19.7649,0.8710
6,22,0.0976,19.1934,0.8601
6,23,0.1028,19.3448,0.8267
6,24,0.1420,18.2089,0.8918
6,25,0.0804,21.0733,0.8808
7,1,0.1047,17.9019,0.8603
7,2,0.0785,20.2942,0.8840
7,3,0.1136,17.9283,0.7818
7,4,0.0855,20.6005,0.9245
7,5,0.1144,20.4388,0.8894
7,6,0.1064,19.6495,0.9129
7,7,0.0513,20.8270,0.8811
7,8,0.0999,20.0135,0.7590
7,9,0.0745,19.6465,0.8697
7,10,0.1147,19.9235,0.8932
7,11,0.0610,21.1378,0.8858
7,12,0.0819,21.6412,0.8954
7,13,0.0705,20.4949,0.7942
7,14,0.1246,18.6185,0.8103
7,15,0.1006,20.9872,0.8898
7,16,0.1581,17.3503,0.7559
7,17,0.2127,16.3477,0.8339
7,18,0.1220,19.7360,0.8734
7,19,0.0735,19.5193,0.8239
7,20,0.1159,16.6920,0.7650
7,21,0.1225,19.3391,0.8499
7,22,0.0950,18.8952,0.8608
7,23,0.1020,18.5043,0.8351
7,24,0.0757,19.2874,0.8141
7,25,0.1072,21.5666,0.8051
8,1,0.0308,21.9772,0.9348
8,2,0.0551,22.8036,0.8952
8,3,0.0566,22.1143,0.8350
8,4,0.0742,21.3225,0.8249
8,5,0.1122,20.3284,0.7877
8,6,0.0372,23.2251,0.9041
8,7,0.1015,18.2431,0.8731
8,8,0.0986,21.1602,0.9245
8,9,0.0794,19.2779,0.8018
8,10,0.1034,19.1908,0.8619
8,11,0.0498,21.8314,0.9136
8,12,0.1060,19.6274,0.9113
8,13,0.0588,22.0836,0.9499
8,14,0.0733,19.4412,0.8115
8,15,0.1521,19.4167,0.8727
8,16,0.0798,20.4328,0.9048
8,17,0.0628,21.8383,nan
8,18,0.1491,19.6100,0.8433
8,19,0.0574,22.1711,nan
8,20,0.0494,23.1416,0.9111
8,21,0.1077,18.0265,0.7811
8,22,0.1209,19.8908,0.8989
8,23,0.0563,22.7464,0.8657
8,24,0.1272,19.2573,0.8778
8,25,0.0665,22.4912,0.9290
9,1,0.0685,20.6097,0.8905
9,2,0.0563,21.5145,0.8968
9,3,0.0584,22.6391,0.9118
9,4,0.1212,18.8359,0.8841
9,5,0.1251,20.3565,0.9125
9,6,0.0517,23.1189,0.8742
9,7,0.1376,18.5123,0.8155
9,8,0.0447,22.6526,0.9494
9,9,0.0830,21.0068,0.8796
9,10,0.0441,23.1859,0.9163
9,11,0.0643,21.8155,0.8054
9,12,0.0427,24.0055,0.9261
9,13,0.1919,16.4278,0.8259
9,14,0.0676,20.9157,0.9191
9,15,0.0517,24.3685,0.9216
9,16,0.1036,18.8311,0.8173
9,17,0.1320,20.9781,0.8721
9,18,0.0899,21.4174,0.9101
9,19,0.0736,20.7267,0.8573
9,20,0.0588,21.8309,nan
9,21,0.0753,20.8530,0.8814
9,22,0.0307,25.4714,0.9296
9,23,0.0379,25.0358,0.9260
9,24,0.0332,25.8065,0.9105
9,25,0.0649,21.0882,0.8736
10,1,0.0375,23.7986,0.9116
10,2,0.1148,21.5099,0.8405
10,3,0.0910,21.7751,0.9024
10,4,0.1957,18.0941,0.8496
10,5,0.0482,23.1769,0.9351
10,6,0.1125,17.9443,0.8316
10,7,0.1664,16.5306,0.7376
10,8,0.0668,21.8958,0.8783
10,9,0.0952,22.1414,0.9009
10,10,0.0383,22.7659,0.9521
10,11,0.0830,20.7729,0.8189
10,12,0.0414,23.5419,0.9201
10,13,0.0877,22.1194,0.8698
10,14,0.0312,23.4189,0.8970
10,15,0.0906,20.5248,0.8779
10,16,0.1195,22.3302,0.9554
10,17,0.0492,24.0102,0.9032
10,18,0.0882,21.0625,0.8276
10,19,0.0446,24.8222,0.9190
10,20,0.0657,21.3074,0.8904
10,21,0.0669,21.4993,0.8743
10,22,0.0668,22.9323,0.9033
10,23,0.1090,20.7673,0.7158
10,24,0.0525,22.7757,0.8830
10,25,0.0827,22.6160,0.9087
11,1,0.1060,20.0885,0.8617
11,2,0.0502,21.2853,0.8532
11,3,0.0866,23.0554,0.9022
11,4,0.0610,23.6376,0.8681
11,5,0.0965,23.2189,0.8933
11,6,0.1019,23.4992,0.8248
11,7,0.0266,24.5028,0.9127
11,8,0.0699,24.0397,0.9087
11,9,0.0508,21.6018,0.9368
11,10,0.0929,20.6001,0.9372
11,11,0.0699,21.9015,0.8722
11,12,0.0429,22.4922,0.9075
11,13,0.0444,24.6379,0.9287
11,14,0.0365,23.0475,0.9009
11,15,0.0733,21.4865,0.8648
11,16,0.0451,23.3699,0.8952
11,17,0.0346,23.8315,0.9334
11,18,0.0651,24.3959,0.9292
11,19,0.0798,22.6032,0.9164
11,20,0.0595,23.1039,0.8569
