Step,MSE,PSNR,SSIM,Percentage Explored
0,0.1352,14.6076,0.4220,0.81
10,0.1168,15.2425,0.4511,4.44
20,0.1154,15.2959,0.4702,6.09
30,0.1161,15.2713,0.4767,7.51
40,0.1122,15.4173,0.4937,8.76
50,0.1125,15.4081,0.4987,9.81
60,0.1128,15.3940,0.5020,11.06
70,0.1124,15.4114,0.5046,11.61
80,0.1120,15.4238,0.5062,11.99
90,0.1117,15.4372,0.5096,12.42
100,0.1118,15.4319,0.5065,12.58
110,0.1117,15.4392,0.5100,12.31
120,0.1116,15.4400,0.5094,12.30
130,0.1116,15.4399,0.5095,12.31
140,0.1114,15.4487,0.5137,13.62
150,0.1098,15.5121,0.5191,14.61
160,0.1086,15.5615,0.5223,15.16
170,0.1066,15.6396,0.5367,16.89
180,0.1060,15.6667,0.5403,17.27
190,0.1060,15.6664,0.5402,17.28
200,0.1066,15.6420,0.5369,15.90
210,0.1075,15.6029,0.5395,14.86
220,0.1020,15.8309,0.5507,13.11
230,0.1026,15.8076,0.5530,12.62
240,0.1022,15.8231,0.5551,12.81
250,0.1022,15.8245,0.5549,13.02
260,0.1036,15.7629,0.5463,11.81
270,0.1038,15.7554,0.5454,11.25
280,0.1039,15.7535,0.5451,11.04
290,0.1033,15.7788,0.5494,10.73
300,0.1033,15.7787,0.5504,9.93
310,0.1032,15.7803,0.5485,9.46
320,0.1053,15.6951,0.5360,10.19
330,0.1055,15.6850,0.5313,10.38
340,0.1047,15.7190,0.5342,10.08
350,0.1052,15.6966,0.5341,10.07
360,0.1054,15.6899,0.5341,10.15
370,0.1037,15.7609,0.5473,10.99
380,0.1037,15.7611,0.5477,11.00
390,0.1037,15.7617,0.5451,10.62
400,0.1037,15.7617,0.5450,10.54
410,0.1036,15.7624,0.5416,9.39
420,0.1036,15.7624,0.5415,9.34
430,0.1036,15.7622,0.5413,9.33
440,0.1037,15.7619,0.5411,9.32
450,0.1036,15.7628,0.5409,9.10
460,0.1036,15.7627,0.5406,8.94
470,0.1046,15.7207,0.5327,8.51
480,0.1047,15.7188,0.5311,8.25
490,0.1058,15.6744,0.5225,7.30
500,0.3482,10.5335,0.2142,8.17
510,0.2761,11.5419,0.2369,10.39
520,0.2790,11.4960,0.2417,11.17
530,0.2844,11.4125,0.2391,11.39
540,0.2748,11.5618,0.2527,11.96
550,0.2742,11.5718,0.2546,12.11
560,0.2735,11.5830,0.2557,12.15
570,0.2835,11.4268,0.2611,13.37
580,0.2511,11.9535,0.2713,14.06
590,0.2492,11.9873,0.2745,14.14
600,0.2526,11.9277,0.2725,13.70
610,0.2534,11.9148,0.2726,13.32
620,0.2346,12.2482,0.2851,14.13
630,0.2277,12.3779,0.2946,14.14
640,0.2311,12.3142,0.2855,13.93
650,0.2301,12.3337,0.2931,14.25
660,0.2276,12.3811,0.3159,15.21
670,0.2278,12.3773,0.3179,14.75
680,0.2308,12.3204,0.3185,14.77
690,0.2325,12.2888,0.3189,13.79
700,0.2365,12.2140,0.3018,12.60
710,0.2377,12.1918,0.2971,12.47
720,0.2382,12.1823,0.2934,12.14
730,0.2382,12.1829,0.2948,12.40
740,0.2437,12.0829,0.2900,11.75
750,0.2435,12.0865,0.2827,10.71
760,0.2429,12.0977,0.2836,9.57
770,0.2439,12.0794,0.2810,9.36
780,0.2447,12.0665,0.2792,9.10
790,0.2521,11.9373,0.2730,8.65
800,0.2535,11.9128,0.2660,7.83
810,0.2705,11.6312,0.2623,8.44
820,0.2690,11.6553,0.2701,9.57
830,0.2579,11.8379,0.2847,11.40
840,0.2074,12.7832,0.3072,12.70
850,0.1851,13.2771,0.3149,13.39
860,0.1890,13.1884,0.3191,13.46
870,0.1887,13.1954,0.3264,14.10
880,0.2150,12.6275,0.3271,14.10
890,0.1851,13.2777,0.3367,14.77
900,0.1855,13.2689,0.3443,15.56
910,0.1820,13.3504,0.3467,16.45
920,0.1820,13.3505,0.3467,16.61
930,0.1823,13.3452,0.3446,16.27
940,0.1821,13.3490,0.3469,16.47
950,0.1820,13.3517,0.3485,16.82
960,0.1839,13.3071,0.3464,16.62
970,0.1867,13.2401,0.3473,17.05
980,0.1872,13.2288,0.3438,16.63
990,0.1942,13.0686,0.3388,16.09
