Step,MSE,PSNR,SSIM,Percentage Explored
0,0.3166,10.9464,0.1867,0.81
10,0.2813,11.4612,0.2296,3.74
20,0.2785,11.5033,0.2361,5.21
30,0.2774,11.5213,0.2394,5.70
40,0.2775,11.5188,0.2353,6.38
50,0.2777,11.5161,0.2353,6.54
60,0.2761,11.5414,0.2396,7.78
70,0.2754,11.5526,0.2394,7.88
80,0.2764,11.5373,0.2383,7.88
90,0.2757,11.5474,0.2361,8.85
100,0.2765,11.5356,0.2336,9.36
110,0.2763,11.5390,0.2329,10.21
120,0.2786,11.5024,0.2272,10.24
130,0.2793,11.4916,0.2279,10.24
140,0.2767,11.5321,0.2342,10.59
150,0.2787,11.5003,0.2269,10.72
160,0.2763,11.5387,0.2294,11.15
170,0.2767,11.5325,0.2279,11.64
180,0.2740,11.5740,0.2322,12.12
190,0.2749,11.5608,0.2286,12.18
200,0.2755,11.5510,0.2280,13.05
210,0.2771,11.5254,0.2265,13.05
220,0.2776,11.5179,0.2282,13.09
230,0.2751,11.5575,0.2229,13.09
240,0.2577,11.8416,0.2407,14.49
250,0.2356,12.2305,0.2520,15.49
260,0.2070,12.7924,0.2545,17.09
270,0.2069,12.7940,0.2557,17.45
280,0.2078,12.7763,0.2578,17.48
290,0.2062,12.8091,0.2611,18.07
300,0.2075,12.7818,0.2610,18.55
310,0.2076,12.7796,0.2652,18.55
320,0.2067,12.7998,0.2655,18.65
330,0.2063,12.8069,0.2611,18.85
340,0.2105,12.7195,0.2562,19.21
350,0.2079,12.7739,0.2506,19.69
360,0.2076,12.7798,0.2596,19.82
370,0.2082,12.7669,0.2593,19.84
380,0.2069,12.7939,0.2606,19.84
390,0.2099,12.7322,0.2536,19.84
400,0.2069,12.7942,0.2569,19.84
410,0.2087,12.7572,0.2563,20.10
420,0.2086,12.7588,0.2563,20.43
430,0.2098,12.7335,0.2521,20.66
440,0.2056,12.8211,0.2579,20.79
450,0.2092,12.7467,0.2536,21.12
460,0.2087,12.7573,0.2498,21.12
470,0.2083,12.7644,0.2504,21.12
480,0.2050,12.8348,0.2611,21.12
490,0.2066,12.8000,0.2560,21.12
500,0.2069,12.7942,0.2520,21.12
510,0.2078,12.7757,0.2581,21.12
520,0.2075,12.7830,0.2579,21.12
530,0.2074,12.7849,0.2576,21.12
540,0.2084,12.7625,0.2534,21.19
550,0.2067,12.7992,0.2543,21.19
560,0.2082,12.7676,0.2535,21.19
570,0.2073,12.7855,0.2571,21.19
580,0.2081,12.7704,0.2542,21.19
590,0.2066,12.8016,0.2574,21.23
600,0.2079,12.7743,0.2508,21.37
610,0.2084,12.7642,0.2544,21.60
620,0.2110,12.7098,0.2461,21.82
630,0.2063,12.8072,0.2524,22.08
640,0.2081,12.7693,0.2499,22.76
650,0.2097,12.7366,0.2436,23.02
660,0.2085,12.7620,0.2482,23.69
670,0.2065,12.8036,0.2538,23.69
680,0.2063,12.8064,0.2549,23.69
690,0.2079,12.7737,0.2505,23.75
700,0.2067,12.7991,0.2480,24.65
710,0.2063,12.8079,0.2456,25.14
720,0.2002,12.9366,0.2504,26.08
730,0.1981,12.9825,0.2565,26.30
740,0.2019,12.9005,0.2478,26.30
750,0.2007,12.9264,0.2556,26.30
760,0.1987,12.9698,0.2565,26.48
770,0.1972,13.0024,0.2598,26.82
780,0.1955,13.0413,0.2670,27.64
790,0.1945,13.0623,0.2653,28.48
800,0.1990,12.9635,0.2659,28.55
810,0.1985,12.9749,0.2655,28.65
820,0.1964,13.0200,0.2708,29.72
830,0.1982,12.9806,0.2661,30.21
840,0.1978,12.9894,0.2625,30.31
850,0.1954,13.0435,0.2625,31.15
860,0.1959,13.0313,0.2673,31.15
870,0.1962,13.0253,0.2652,31.54
880,0.1952,13.0473,0.2662,31.62
890,0.1943,13.0665,0.2710,31.62
900,0.1944,13.0646,0.2692,31.99
910,0.1936,13.0828,0.2720,32.42
920,0.1935,13.0864,0.2719,32.42
930,0.1930,13.0976,0.2639,32.42
940,0.1944,13.0645,0.2683,32.66
950,0.1923,13.1127,0.2758,33.55
960,0.1940,13.0750,0.2685,33.67
970,0.1950,13.0526,0.2614,33.80
980,0.1944,13.0644,0.2683,33.80
990,0.1927,13.1041,0.2710,33.80
