Epoch,Batch,MSE,PSNR,SSIM
1,1,0.2006,6.7615,0.8181
1,2,0.1635,7.5801,0.8180
1,3,0.0867,10.8162,0.8137
1,4,0.1121,10.0354,0.7467
1,5,0.1159,9.8773,0.7428
1,6,0.1419,9.1301,0.7169
1,7,0.1216,9.9999,0.6996
1,8,0.1045,10.6552,0.8694
1,9,0.1405,9.2539,0.7624
1,10,0.1049,10.5981,0.8918
1,11,0.1122,10.1185,0.7874
1,12,0.1311,9.7563,0.7882
1,13,0.1254,9.6799,0.7356
1,14,0.1225,9.9058,0.8107
1,15,0.0853,10.8636,0.8359
1,16,0.1178,9.4421,0.7341
1,17,0.1122,9.8724,0.7800
1,18,0.0883,10.7928,0.7386
1,19,0.0920,10.8237,0.7787
1,20,0.0818,11.3721,0.8193
1,21,0.1112,9.7798,0.7427
1,22,0.0654,12.0391,0.8303
1,23,0.0799,11.4291,0.7736
1,24,0.0773,11.4746,0.8455
1,25,0.0621,12.2441,0.7914
2,1,0.0657,11.9378,0.8543
2,2,0.0713,11.6951,0.7599
2,3,0.0676,12.2311,0.7943
2,4,0.0604,12.1410,0.7654
2,5,0.0706,11.5605,0.7551
2,6,0.0605,12.5053,0.8119
2,7,0.0754,11.5250,0.7467
2,8,0.0640,12.0788,0.8518
2,9,0.0754,11.8865,0.7613
2,10,0.0613,12.2121,0.7589
2,11,0.0722,11.6889,0.7754
2,12,0.0673,12.0251,0.7467
2,13,0.0651,12.2718,0.7580
2,14,0.0710,11.9950,0.7615
2,15,0.0628,12.1682,0.8704
2,16,0.0597,12.4359,0.7791
2,17,0.0627,11.8941,0.7220
2,18,0.0577,12.4633,0.8412
2,19,0.0571,12.6442,0.7527
2,20,0.0680,12.2379,0.7498
2,21,0.0690,11.6920,0.8206
2,22,0.0601,12.4669,0.8171
2,23,0.0583,12.3988,0.7670
2,24,0.0544,12.5941,0.7581
2,25,0.0628,12.2322,0.7593
3,1,0.0601,12.0607,0.7305
3,2,0.0590,12.3655,0.6962
3,3,0.0664,11.7032,0.7355
3,4,0.0602,12.2089,0.7962
3,5,0.0591,12.4494,0.7332
3,6,0.0496,13.1218,0.8376
3,7,0.0841,11.1893,0.6936
3,8,0.0702,11.6051,0.7701
3,9,0.0565,12.4337,0.7959
3,10,0.0810,11.2432,0.7634
3,11,0.0635,11.9670,0.8328
3,12,0.0823,11.2734,0.8267
3,13,0.0535,12.8347,0.7755
3,14,0.0571,12.6556,0.8058
3,15,0.0509,12.9705,0.7859
3,16,0.0710,12.1080,0.8091
3,17,0.0470,13.3995,0.7820
3,18,0.0553,12.6082,0.8822
3,19,0.0491,13.2696,0.7580
3,20,0.0665,12.0234,nan
3,21,0.0742,11.6649,0.7696
3,22,0.0581,12.5317,0.7766
3,23,0.0646,11.7218,nan
3,24,0.0599,12.4839,0.8088
3,25,0.0757,11.8214,0.6678
4,1,0.0525,12.8907,0.8618
4,2,0.0576,12.6190,0.7501
4,3,0.0715,11.9841,0.7136
4,4,0.0563,12.6718,nan
4,5,0.0596,12.3482,0.7513
4,6,0.0532,12.7473,0.8133
4,7,0.0678,12.3586,nan
4,8,0.0695,12.1737,0.7756
4,9,0.0533,12.7127,0.8613
4,10,0.0627,12.5306,0.7791
4,11,0.0611,12.0746,0.7999
4,12,0.0567,12.7221,0.8663
4,13,0.0539,12.5929,0.7715
4,14,0.0675,12.2146,0.7177
4,15,0.0617,12.4540,0.7936
4,16,0.0542,13.1055,0.7677
4,17,0.0619,12.2076,0.8028
4,18,0.0464,13.2748,0.8393
4,19,0.0482,13.0962,0.7926
4,20,0.0526,12.9925,0.8517
4,21,0.0711,11.6540,0.8362
4,22,0.0543,12.5779,0.8696
4,23,0.0595,12.1948,0.7529
4,24,0.0536,12.7098,0.8180
4,25,0.0516,12.9317,0.7935
5,1,0.0664,12.2045,0.7651
5,2,0.0480,13.3042,0.8146
5,3,0.0536,12.6982,0.7414
5,4,0.0599,12.6291,0.7253
5,5,0.0678,11.7264,0.7502
5,6,0.0734,11.5829,0.6450
5,7,0.0568,12.4173,0.8174
5,8,0.0601,12.2342,0.8002
5,9,0.0599,12.7240,0.8182
5,10,0.0762,12.7024,0.7807
5,11,0.0570,12.9484,0.7952
5,12,0.0607,12.4726,0.7363
5,13,0.0807,11.2583,nan
5,14,0.0538,12.9550,0.8101
5,15,0.0582,12.1642,0.8099
5,16,0.0602,12.3837,0.7552
5,17,0.0721,11.9172,0.7153
5,18,0.0756,11.6546,0.7433
5,19,0.0540,12.9138,0.7414
5,20,0.0645,12.3124,0.7681
5,21,0.0661,12.0139,0.8113
5,22,0.0583,12.6145,nan
5,23,0.0599,12.3855,0.7318
5,24,0.0527,12.7645,0.8694
5,25,0.0528,13.0095,0.8341
6,1,0.0536,12.7932,0.7675
6,2,0.0503,12.9339,0.7387
6,3,0.0587,13.1328,0.8936
6,4,0.0586,12.8148,0.8144
6,5,0.0736,11.4474,0.7407
6,6,0.0695,12.3481,0.7802
6,7,0.0574,12.2847,0.8012
6,8,0.0509,12.9260,0.8499
6,9,0.0569,12.5698,0.8511
6,10,0.0512,12.7156,0.8267
6,11,0.0634,12.3798,0.7727
6,12,0.0764,11.7867,0.7224
6,13,0.0557,12.9314,0.7866
6,14,0.0648,12.4810,0.7634
6,15,0.0640,12.2928,0.7165
6,16,0.0591,12.6801,0.7325
6,17,0.0539,12.5783,0.8155
6,18,0.0526,13.2044,0.7764
6,19,0.0587,12.6594,0.8230
6,20,0.0740,11.8706,0.7967
6,21,0.0385,14.1900,0.8029
6,22,0.0742,12.0859,0.7793
6,23,0.0603,12.5841,0.7569
6,24,0.0631,12.3851,0.7302
6,25,0.0611,12.1573,0.8209
7,1,0.0455,13.3086,0.8294
7,2,0.0623,12.1178,0.7828
7,3,0.0524,12.8473,0.8540
7,4,0.0585,12.6806,0.8335
7,5,0.0540,12.6191,0.8208
7,6,0.0502,13.3242,0.7723
7,7,0.0487,13.7641,0.7846
7,8,0.0377,14.3264,0.8677
7,9,0.0526,12.9821,0.7487
7,10,0.0616,12.5643,0.8071
7,11,0.0779,11.5622,0.7662
7,12,0.0517,12.8970,0.7339
7,13,0.0505,12.9633,0.7635
7,14,0.0588,12.3569,0.8480
7,15,0.0579,12.5375,0.7433
7,16,0.0514,13.2525,0.8107
7,17,0.0538,12.8563,0.7602
7,18,0.0586,12.8612,0.7202
7,19,0.0575,12.8978,0.7830
7,20,0.0580,12.4880,0.8065
7,21,0.0531,12.8965,0.8426
7,22,0.0735,11.7747,0.7824
7,23,0.0568,13.0166,0.7676
7,24,0.0625,12.1761,0.7906
7,25,0.0609,12.5380,0.7056
8,1,0.0571,12.4373,0.8158
8,2,0.0542,12.6726,0.8774
8,3,0.0606,12.4827,0.8220
8,4,0.0539,12.8066,0.7818
8,5,0.0542,12.5718,0.7233
8,6,0.0691,12.2582,0.7866
8,7,0.0672,12.3503,0.7180
8,8,0.0534,12.5822,0.8117
8,9,0.0632,11.9956,0.8255
8,10,0.0593,12.4241,nan
8,11,0.0707,12.0753,0.7579
8,12,0.0411,14.2022,0.8296
8,13,0.0530,12.9880,0.8583
8,14,0.0843,11.2031,0.7506
8,15,0.0624,12.0748,0.7405
8,16,0.0564,12.6642,0.8597
8,17,0.0637,12.4210,0.7803
8,18,0.0610,12.3394,0.8221
8,19,0.0512,12.8745,0.8516
8,20,0.0557,12.6192,0.7749
8,21,0.0603,12.4924,0.7447
8,22,0.0761,11.6085,0.7708
8,23,0.0613,12.4158,0.7369
8,24,0.0624,12.5757,0.7776
8,25,0.0616,12.3580,0.8090
9,1,0.0510,13.3156,0.8401
9,2,0.0689,11.9290,0.7740
9,3,0.0510,12.8288,0.8600
9,4,0.0580,12.5354,0.7331
9,5,0.0598,12.7578,0.7468
9,6,0.0633,12.2108,0.7288
9,7,0.0800,11.3723,0.7026
9,8,0.0632,12.1929,0.7568
9,9,0.0753,11.4356,0.7827
9,10,0.0583,12.3379,0.7175
9,11,0.0542,12.7937,0.7612
9,12,0.0694,11.7387,0.7669
9,13,0.0505,13.0513,nan
9,14,0.0614,12.0545,0.7459
9,15,0.0563,12.9094,0.7640
9,16,0.0666,12.3345,0.7811
9,17,0.0595,12.6951,0.8564
9,18,0.0647,12.4649,0.7613
9,19,0.0628,12.3589,0.7216
9,20,0.0543,13.1207,0.8209
9,21,0.0696,11.8121,0.7581
9,22,0.0468,13.1268,0.7187
9,23,0.0615,12.1597,0.7556
9,24,0.0497,13.1876,0.7909
9,25,0.0525,12.9534,0.7851
10,1,0.0482,13.2106,0.8257
10,2,0.0499,13.1573,0.7750
10,3,0.0663,12.4653,0.7497
10,4,0.0468,13.5264,0.8553
10,5,0.0541,13.0080,0.7809
10,6,0.0569,13.0276,0.8169
10,7,0.0629,12.6444,0.8494
10,8,0.0623,12.8048,0.7181
10,9,0.0684,12.0872,0.7045
10,10,0.0640,12.2925,0.8055
10,11,0.0659,11.9177,0.7569
10,12,0.0544,12.5695,0.8027
10,13,0.0499,13.0776,0.7854
10,14,0.0418,13.8867,0.8104
10,15,0.0538,12.6758,0.7899
10,16,0.0459,13.6008,0.8367
10,17,0.0511,13.2356,0.8388
10,18,0.0593,12.5195,0.7792
10,19,0.0432,13.8154,0.7917
10,20,0.0489,12.9663,0.8559
10,21,0.0586,12.6819,0.8238
10,22,0.0608,12.3328,0.8129
10,23,0.0485,13.2091,0.7861
10,24,0.0481,13.0867,0.8024
10,25,0.0581,12.6805,0.7805
11,1,0.0481,13.1743,0.7491
11,2,0.0546,12.7470,0.7963
11,3,0.0607,12.2205,0.7761
11,4,0.0420,13.6939,0.8478
11,5,0.0484,13.0025,0.8734
11,6,0.0469,13.3811,0.8258
11,7,0.0584,12.6091,0.8224
11,8,0.0617,12.6343,0.8359
11,9,0.0449,13.4993,0.8602
11,10,0.0585,13.3864,0.7794
11,11,0.0388,14.2827,0.8326
11,12,0.0567,12.8567,0.7788
11,13,0.0598,12.6979,0.8315
11,14,0.0488,13.1346,0.8062
11,15,0.0549,12.8177,0.8454
11,16,0.0449,13.3190,0.8520
11,17,0.0617,12.3717,0.7656
11,18,0.0651,12.5550,0.7737
11,19,0.0610,12.2867,0.8003
11,20,0.0467,13.2477,0.8170
11,21,0.0460,13.4424,0.7829
11,22,0.0539,13.1346,0.7530
11,23,0.0453,13.5311,0.7803
11,24,0.0462,13.4050,0.8546
11,25,0.0481,13.5639,0.8142
12,1,0.0550,12.7707,0.7428
12,2,0.0491,13.5135,0.7228
12,3,0.0504,13.2543,0.7857
12,4,0.0448,13.4486,0.8742
12,5,0.0463,13.5515,0.8367
12,6,0.0436,13.5803,0.9099
12,7,0.0805,12.1882,0.8020
12,8,0.0570,12.6628,0.7029
12,9,0.0635,12.2473,0.7046
12,10,0.0614,12.4714,0.8151
12,11,0.0599,12.4163,0.7913
12,12,0.0582,12.6851,0.7447
12,13,0.0474,13.3183,0.7566
12,14,0.0474,13.3337,0.8740
12,15,0.0533,13.2632,0.7442
12,16,0.0538,13.0557,0.8644
12,17,0.0547,12.7915,0.8029
12,18,0.0673,12.5734,0.7710
12,19,0.0502,13.0698,0.8779
12,20,0.0483,13.2147,0.7537
12,21,0.0530,12.8540,0.7933
12,22,0.0405,14.1945,nan
12,23,0.0436,13.5471,0.8428
12,24,0.0405,13.8216,0.7455
12,25,0.0463,13.4893,0.8530
13,1,0.0691,11.9504,0.7328
13,2,0.0546,13.3854,0.8080
13,3,0.0460,13.4969,0.7853
13,4,0.0497,13.3184,0.7747
13,5,0.0513,13.1969,0.7774
13,6,0.0496,13.0746,0.8489
13,7,0.0497,13.4136,0.8424
13,8,0.0455,13.8363,0.8325
13,9,0.0459,13.5938,0.8107
13,10,0.0464,13.2174,0.8567
13,11,0.0566,13.1261,0.8434
13,12,0.0613,12.7702,0.7969
13,13,0.0522,12.8012,0.7687
13,14,0.0427,13.6474,0.9062
13,15,0.0484,13.0431,0.8675
13,16,0.0671,12.4023,0.7336
13,17,0.0545,12.7648,0.7434
13,18,0.0585,12.9551,0.7718
13,19,0.0614,12.3216,0.7767
13,20,0.0453,13.5175,0.7218
13,21,0.0599,12.9201,0.7612
13,22,0.0587,13.0228,0.7273
13,23,0.0478,13.3751,0.8109
13,24,0.0573,13.0875,0.7433
13,25,0.0445,13.8279,0.8131
14,1,0.0449,13.6102,0.8289
14,2,0.0505,12.9765,0.9034
14,3,0.0354,14.4586,0.8459
14,4,0.0719,12.5091,0.7015
14,5,0.0497,13.5922,0.8708
14,6,0.0572,12.8182,0.7338
14,7,0.0519,12.8745,0.7246
14,8,0.0475,13.2195,0.8023
14,9,0.0441,13.6281,0.8361
14,10,0.0473,13.4002,0.8338
14,11,0.0401,14.0660,0.8834
14,12,0.0583,12.8879,0.7924
14,13,0.0487,13.4090,0.8405
14,14,0.0862,11.4547,0.6786
14,15,0.0428,13.8372,0.8048
14,16,0.0458,13.2384,0.8225
14,17,0.0529,13.0566,0.7123
14,18,0.0430,13.7028,0.7927
14,19,0.0484,13.3239,0.8408
14,20,0.0565,13.0047,0.7717
14,21,0.0443,13.9649,0.7877
14,22,0.0443,13.5870,0.7625
14,23,0.0658,12.7214,0.7728
14,24,0.0497,13.2173,0.7804
14,25,0.0580,12.9162,nan
15,1,0.0537,12.9963,0.7415
15,2,0.0521,13.1900,0.7825
15,3,0.0906,11.1403,0.7738
15,4,0.0544,12.9523,0.7874
15,5,0.0534,13.0120,0.7457
15,6,0.0476,13.4755,0.8705
15,7,0.0448,13.6428,0.8396
15,8,0.0565,12.6988,0.8244
15,9,0.0499,13.0885,0.8326
15,10,0.0447,13.5222,0.8429
15,11,0.0649,12.5943,0.7540
15,12,0.0452,13.4186,0.8654
15,13,0.0484,13.6494,0.8542
15,14,0.0438,13.9276,0.8379
15,15,0.0759,11.5393,0.6786
15,16,0.0546,12.6193,0.8447
15,17,0.0449,13.3828,0.8542
15,18,0.0506,13.0287,0.7969
15,19,0.0478,13.0611,0.8237
15,20,0.0610,12.6535,0.7230
15,21,0.0516,13.1437,0.7442
15,22,0.0438,13.8951,0.8875
15,23,0.0398,14.0813,0.8557
15,24,0.0467,13.3234,0.8244
15,25,0.0438,13.9094,nan
16,1,0.0478,13.3960,0.7524
16,2,0.0692,12.2078,0.8059
16,3,0.0534,13.5233,nan
16,4,0.0381,14.3279,0.8915
16,5,0.0624,12.3450,0.6928
16,6,0.0563,12.4755,0.8512
16,7,0.0405,13.9348,0.7887
16,8,0.0447,13.7480,0.8340
16,9,0.0447,13.6422,0.8100
16,10,0.0446,13.6580,0.8225
16,11,0.0442,13.6916,0.8252
16,12,0.0504,13.1888,0.8303
16,13,0.0387,14.2079,nan
16,14,0.0582,12.8454,0.7370
16,15,0.0404,13.8600,0.8118
16,16,0.0514,13.1640,0.7565
16,17,0.0584,12.8516,0.8522
16,18,0.0654,12.8803,0.7187
16,19,0.0413,13.8449,0.8359
16,20,0.0476,13.1953,0.9227
16,21,0.0426,13.6920,0.7773
16,22,0.0500,13.1698,0.6560
16,23,0.0506,13.1010,0.9035
16,24,0.0460,13.4270,0.8165
16,25,0.0545,12.9125,0.8315
17,1,0.0496,13.6220,0.8279
17,2,0.0616,12.6313,0.8049
17,3,0.0464,13.5389,0.8082
17,4,0.0484,13.4760,0.8252
17,5,0.0423,13.8090,0.7607
17,6,0.0473,13.4712,0.7341
17,7,0.0485,13.2019,0.8350
17,8,0.0570,12.7939,0.8036
17,9,0.0535,12.7748,0.8563
17,10,0.0575,13.1981,0.8546
17,11,0.0494,13.3914,0.8086
17,12,0.0462,13.5780,0.8576
17,13,0.0526,13.1811,0.7831
17,14,0.0452,13.2548,0.8684
17,15,0.0434,13.8577,0.8592
17,16,0.0461,13.3114,0.7654
17,17,0.0543,13.0554,0.8097
17,18,0.0576,12.6745,0.7944
17,19,0.0475,13.5127,0.9094
17,20,0.0456,13.5390,0.8076
17,21,0.0493,13.5641,0.8498
17,22,0.0551,12.9427,0.8058
17,23,0.0474,13.5061,0.7516
17,24,0.0455,13.3345,0.8362
17,25,0.0540,12.9490,0.7710
18,1,0.0485,13.4605,0.7827
18,2,0.0536,13.2021,0.7807
18,3,0.0524,13.3675,0.8703
18,4,0.0522,13.0401,0.7937
18,5,0.0475,13.5070,0.8119
18,6,0.0446,13.4696,0.8539
18,7,0.0622,12.5490,0.7717
18,8,0.0654,12.3582,0.7719
18,9,0.0591,12.5779,0.8240
18,10,0.0438,13.5284,0.7419
18,11,0.0501,13.2489,0.7731
18,12,0.0424,13.9219,0.7668
18,13,0.0431,13.5353,0.7842
18,14,0.0458,13.6115,0.7459
18,15,0.0483,13.2561,0.8446
18,16,0.0415,14.1166,0.8889
18,17,0.0624,12.8588,0.8532
18,18,0.0824,11.7141,nan
18,19,0.0326,15.1066,0.8950
18,20,0.0438,14.1112,0.7708
18,21,0.0485,13.0866,0.7907
18,22,0.0483,13.2222,0.7476
18,23,0.0440,13.4758,0.7722
18,24,0.0357,14.4189,0.8025
18,25,0.0481,13.4236,0.8570
19,1,0.0500,13.2637,0.8132
19,2,0.0526,13.1956,0.8623
19,3,0.0637,12.9199,0.7502
19,4,0.0517,13.1001,0.8705
19,5,0.0552,12.8643,0.7664
19,6,0.0546,12.6318,0.8212
19,7,0.0446,13.4452,0.8788
19,8,0.0425,13.6827,0.8947
19,9,0.0538,12.9093,0.8423
19,10,0.0688,12.3200,0.8050
19,11,0.0595,13.0263,0.7910
19,12,0.0532,12.9972,0.8482
19,13,0.0476,13.6792,0.7854
19,14,0.0473,13.4964,0.8361
19,15,0.0423,13.9654,0.7693
19,16,0.0765,12.0726,0.7373
19,17,0.0547,12.8512,0.7645
19,18,0.0435,13.5458,nan
19,19,0.0463,13.4484,0.8429
19,20,0.0625,12.6776,0.6630
19,21,0.0557,13.5864,0.8308
19,22,0.0399,13.8654,0.7923
19,23,0.0541,13.5407,0.7819
19,24,0.0476,13.4150,0.7905
19,25,0.0490,13.6226,0.7766
20,1,0.0441,13.6808,0.8496
20,2,0.0451,13.7297,0.7741
20,3,0.0444,13.6691,0.8135
20,4,0.0402,13.9758,0.8057
20,5,0.0629,12.6281,0.7289
20,6,0.0482,13.5210,0.8133
20,7,0.0504,13.4044,0.8558
20,8,0.0657,12.3571,0.7173
20,9,0.0476,13.2914,0.7882
20,10,0.0382,14.1465,0.7865
20,11,0.0506,13.4522,0.7714
20,12,0.0602,12.5263,0.7377
20,13,0.0445,13.5183,0.8368
20,14,0.0454,13.3215,0.7951
20,15,0.0370,14.1795,0.8505
20,16,0.0545,12.7464,0.8645
20,17,0.0412,13.7873,0.8244
20,18,0.0489,13.5964,0.7522
20,19,0.0406,14.5875,0.7572
