Step,MSE,PSNR,SSIM,Percentage Explored
0,0.1268,14.9536,0.3252,0.81
10,0.1224,15.1081,0.3415,2.64
20,0.1195,15.2121,0.3510,3.74
30,0.1166,15.3182,0.3612,4.23
40,0.1117,15.5057,0.3639,5.34
50,0.1087,15.6261,0.3855,6.15
60,0.1082,15.6457,0.3876,6.38
70,0.1081,15.6491,0.3912,6.77
80,0.1081,15.6497,0.3915,6.84
90,0.1072,15.6831,0.3934,7.13
100,0.1071,15.6881,0.3961,7.45
110,0.1070,15.6945,0.3976,7.85
120,0.1070,15.6945,0.3976,7.85
130,0.1069,15.6961,0.3977,7.88
140,0.1062,15.7259,0.4006,8.40
150,0.1051,15.7711,0.4063,9.34
160,0.1048,15.7827,0.4120,10.09
170,0.1036,15.8315,0.4196,11.82
180,0.1034,15.8410,0.4226,12.69
190,0.1034,15.8413,0.4228,12.78
200,0.1032,15.8498,0.4253,13.33
210,0.1031,15.8528,0.4266,13.86
220,0.1031,15.8528,0.4266,13.86
230,0.1031,15.8528,0.4266,13.86
240,0.1031,15.8538,0.4276,14.17
250,0.1031,15.8538,0.4276,14.17
260,0.1031,15.8538,0.4276,14.17
270,0.1030,15.8570,0.4303,14.64
280,0.1020,15.9005,0.4350,15.84
290,0.1018,15.9100,0.4365,16.33
300,0.1009,15.9469,0.4408,16.75
310,0.1008,15.9517,0.4414,16.78
320,0.1008,15.9517,0.4414,16.78
330,0.1008,15.9517,0.4414,16.78
340,0.1008,15.9517,0.4414,16.78
350,0.1008,15.9517,0.4414,16.78
360,0.1007,15.9557,0.4418,16.91
370,0.0991,16.0277,0.4496,18.18
380,0.0990,16.0289,0.4498,18.34
390,0.0990,16.0289,0.4498,18.34
400,0.0990,16.0289,0.4498,18.34
410,0.0990,16.0289,0.4498,18.35
420,0.0990,16.0289,0.4500,18.38
430,0.0988,16.0391,0.4507,18.45
440,0.0986,16.0457,0.4517,18.76
450,0.0974,16.0998,0.4590,19.45
460,0.0956,16.1821,0.4780,21.20
470,0.0941,16.2501,0.4882,22.15
480,0.0933,16.2888,0.4992,23.35
490,0.0926,16.3186,0.5016,23.45
500,0.0923,16.3360,0.5070,24.07
510,0.0921,16.3436,0.5098,24.75
520,0.0919,16.3549,0.5112,25.18
530,0.0917,16.3618,0.5167,25.86
540,0.0914,16.3783,0.5206,26.67
550,0.0914,16.3783,0.5206,26.67
560,0.0913,16.3826,0.5249,27.16
570,0.0908,16.4043,0.5288,28.09
580,0.0893,16.4786,0.5310,28.91
590,0.0920,16.3493,0.5292,29.59
600,0.0880,16.5412,0.5365,29.82
610,0.0873,16.5754,0.5405,30.01
620,0.0871,16.5846,0.5414,30.14
630,0.0849,16.6974,0.5574,31.29
640,0.0822,16.8372,0.5751,32.79
650,0.0821,16.8436,0.5771,33.09
660,0.0821,16.8440,0.5776,33.15
670,0.0820,16.8506,0.5784,33.38
680,0.0819,16.8547,0.5797,33.64
690,0.0819,16.8547,0.5797,33.64
700,0.0819,16.8559,0.5804,33.70
710,0.0818,16.8573,0.5808,33.77
720,0.0821,16.8425,0.5826,34.26
730,0.0817,16.8646,0.5896,35.36
740,0.0816,16.8714,0.5914,36.47
750,0.0810,16.9029,0.5987,37.74
760,0.0809,16.9079,0.6025,38.13
770,0.0810,16.9022,0.6031,38.33
780,0.0807,16.9178,0.6041,38.62
790,0.0807,16.9176,0.6036,38.78
800,0.0807,16.9168,0.6054,39.11
810,0.0800,16.9530,0.6119,40.15
820,0.0798,16.9642,0.6152,40.68
830,0.0798,16.9642,0.6152,40.68
840,0.0798,16.9642,0.6152,40.68
850,0.0798,16.9642,0.6152,40.68
860,0.0798,16.9642,0.6152,40.68
870,0.0798,16.9642,0.6152,40.68
880,0.0798,16.9642,0.6152,40.68
890,0.0798,16.9642,0.6152,40.68
900,0.0798,16.9642,0.6152,40.68
910,0.0798,16.9642,0.6152,40.68
920,0.0797,16.9718,0.6160,40.74
930,0.0797,16.9718,0.6160,40.74
940,0.0797,16.9718,0.6160,40.74
950,0.0797,16.9718,0.6160,40.74
960,0.0797,16.9718,0.6160,40.74
970,0.0797,16.9718,0.6160,40.74
980,0.0797,16.9718,0.6160,40.74
990,0.0780,17.0637,0.6197,41.09
