Step,MSE,PSNR,SSIM,Percentage Explored
0,0.3171,10.9401,0.2817,0.81
10,0.3169,10.9428,0.2839,2.12
20,0.3164,10.9497,0.2866,3.22
30,0.3156,10.9612,0.2980,4.62
40,0.3155,10.9617,0.3005,4.97
50,0.3160,10.9559,0.2997,5.16
60,0.3143,10.9790,0.3108,6.42
70,0.3125,11.0033,0.3260,8.05
80,0.3131,10.9948,0.3264,8.73
90,0.3151,10.9682,0.3324,10.20
100,0.3135,10.9895,0.3474,12.51
110,0.3120,11.0111,0.3546,14.30
120,0.3120,11.0108,0.3551,14.36
130,0.3114,11.0184,0.3569,14.56
140,0.3112,11.0224,0.3585,14.88
150,0.3112,11.0224,0.3585,14.88
160,0.3111,11.0233,0.3600,15.76
170,0.3111,11.0237,0.3640,17.10
180,0.2742,11.5711,0.3686,18.98
190,0.2670,11.6869,0.3854,19.67
200,0.2624,11.7633,0.4012,20.38
210,0.2604,11.7954,0.4110,21.69
220,0.2584,11.8300,0.4273,22.63
230,0.2576,11.8421,0.4314,22.89
240,0.2578,11.8402,0.4322,23.02
250,0.2575,11.8439,0.4327,23.15
260,0.2575,11.8441,0.4340,23.38
270,0.2575,11.8441,0.4340,23.38
280,0.2575,11.8441,0.4340,23.38
290,0.2575,11.8441,0.4340,23.38
300,0.2575,11.8441,0.4340,23.38
310,0.2578,11.8391,0.4395,23.90
320,0.2566,11.8596,0.4607,25.33
330,0.2561,11.8679,0.4675,25.82
340,0.2563,11.8650,0.4682,26.21
350,0.2560,11.8702,0.4748,26.83
360,0.2547,11.8920,0.4789,27.77
370,0.2529,11.9230,0.4835,29.04
380,0.2512,11.9527,0.4852,29.40
390,0.2459,12.0447,0.5003,30.41
400,0.2454,12.0537,0.5009,30.57
410,0.2441,12.0772,0.5026,30.77
420,0.2441,12.0771,0.5034,30.93
430,0.2439,12.0800,0.5041,31.48
440,0.2436,12.0860,0.5119,32.20
450,0.2432,12.0922,0.5201,33.65
460,0.2433,12.0917,0.5220,34.04
470,0.2431,12.0944,0.5223,34.25
480,0.2430,12.0959,0.5231,34.48
490,0.2428,12.1004,0.5247,35.42
500,0.2425,12.1052,0.5265,35.81
510,0.2418,12.1177,0.5294,37.05
520,0.2418,12.1176,0.5314,37.55
530,0.2418,12.1176,0.5314,37.55
540,0.2418,12.1184,0.5323,37.58
550,0.2418,12.1184,0.5323,37.58
560,0.2418,12.1184,0.5323,37.58
570,0.2416,12.1221,0.5339,38.16
580,0.2416,12.1215,0.5347,38.77
590,0.2416,12.1215,0.5347,38.77
600,0.2416,12.1215,0.5347,38.77
610,0.2415,12.1223,0.5346,39.52
620,0.2413,12.1263,0.5419,41.30
630,0.2413,12.1261,0.5418,41.33
640,0.2413,12.1261,0.5418,41.33
650,0.2413,12.1261,0.5418,41.33
660,0.2413,12.1261,0.5418,41.33
670,0.2413,12.1261,0.5418,41.33
680,0.2413,12.1261,0.5418,41.33
690,0.2413,12.1261,0.5418,41.33
700,0.2413,12.1264,0.5426,41.39
710,0.2413,12.1264,0.5426,41.39
720,0.2413,12.1264,0.5426,41.39
730,0.2413,12.1264,0.5426,41.39
740,0.2413,12.1267,0.5433,41.43
750,0.2413,12.1267,0.5433,41.43
760,0.2413,12.1267,0.5433,41.43
770,0.2413,12.1271,0.5439,41.53
780,0.2413,12.1271,0.5439,41.53
790,0.2413,12.1271,0.5439,41.53
800,0.2413,12.1271,0.5439,41.53
810,0.2413,12.1271,0.5439,41.53
820,0.2413,12.1266,0.5441,41.60
830,0.2413,12.1266,0.5441,41.60
840,0.2413,12.1266,0.5441,41.60
850,0.2413,12.1266,0.5441,41.60
860,0.2413,12.1266,0.5441,41.60
870,0.2413,12.1266,0.5441,41.60
880,0.2413,12.1266,0.5441,41.60
890,0.2413,12.1266,0.5441,41.60
900,0.2413,12.1266,0.5441,41.60
910,0.2413,12.1266,0.5441,41.60
920,0.2413,12.1266,0.5441,41.60
930,0.2413,12.1266,0.5441,41.60
940,0.2411,12.1308,0.5446,41.79
950,0.2411,12.1308,0.5446,41.79
960,0.2407,12.1381,0.5451,41.99
970,0.2407,12.1381,0.5451,41.99
980,0.2407,12.1381,0.5451,41.99
990,0.2407,12.1381,0.5451,41.99
