Step,MSE,PSNR,SSIM,Percentage Explored
0,0.1175,15.2185,0.4526,0.81
10,0.1077,15.5950,0.5038,3.71
20,0.1073,15.6115,0.5083,4.26
30,0.1089,15.5475,0.5069,5.04
40,0.1038,15.7574,0.5296,6.64
50,0.1004,15.8995,0.5406,7.99
60,0.1004,15.8984,0.5405,8.09
70,0.1004,15.8988,0.5404,8.67
80,0.1005,15.8965,0.5416,9.17
90,0.1006,15.8920,0.5433,9.62
100,0.0997,15.9328,0.5449,10.05
110,0.0992,15.9507,0.5539,10.85
120,0.0973,16.0363,0.5669,12.11
130,0.0991,15.9565,0.5604,13.03
140,0.0969,16.0546,0.5720,14.82
150,0.0968,16.0584,0.5753,14.89
160,0.0968,16.0576,0.5737,15.21
170,0.0954,16.1233,0.5868,16.40
180,0.0954,16.1244,0.5885,16.88
190,0.0945,16.1647,0.5980,17.55
200,0.0943,16.1731,0.6015,18.61
210,0.0935,16.2085,0.6125,19.16
220,0.0935,16.2115,0.6154,19.58
230,0.0934,16.2140,0.6164,19.68
240,0.0933,16.2177,0.6182,20.26
250,0.0937,16.2012,0.6174,20.41
260,0.0937,16.2012,0.6174,20.41
270,0.0937,16.2012,0.6174,20.41
280,0.0937,16.2012,0.6174,20.41
290,0.0937,16.2012,0.6174,20.41
300,0.0937,16.2020,0.6176,20.64
310,0.0928,16.2404,0.6223,21.86
320,0.0931,16.2299,0.6234,23.03
330,0.0930,16.2312,0.6239,23.13
340,0.0930,16.2325,0.6243,23.26
350,0.0930,16.2325,0.6243,23.26
360,0.0930,16.2325,0.6243,23.26
370,0.0930,16.2323,0.6241,23.10
380,0.0930,16.2312,0.6227,23.02
390,0.0930,16.2320,0.6235,22.89
400,0.0937,16.2022,0.6170,22.29
410,0.0937,16.1999,0.6139,22.79
420,0.0939,16.1929,0.6086,21.78
430,0.0943,16.1746,0.6050,21.22
440,0.0951,16.1339,0.6010,20.81
450,0.0951,16.1350,0.6018,21.34
460,0.0950,16.1402,0.6004,21.12
470,0.0945,16.1633,0.6024,21.30
480,0.0947,16.1550,0.6002,20.53
490,0.0954,16.1239,0.5896,19.27
500,0.3393,10.6466,0.2417,18.70
510,0.3363,10.6855,0.2498,17.98
520,0.3293,10.7763,0.2602,18.46
530,0.3354,10.6968,0.2569,17.95
540,0.3335,10.7216,0.2640,18.03
550,0.3322,10.7385,0.2658,18.05
560,0.3318,10.7436,0.2682,18.05
570,0.3279,10.7945,0.2729,18.18
580,0.3277,10.7972,0.2733,17.68
590,0.3245,10.8396,0.2772,17.66
600,0.3214,10.8813,0.2826,18.01
610,0.3188,10.9175,0.2865,18.00
620,0.3194,10.9086,0.2808,17.29
630,0.3195,10.9078,0.2671,15.60
640,0.3196,10.9055,0.2678,15.56
650,0.3196,10.9060,0.2684,15.50
660,0.3196,10.9058,0.2695,15.52
670,0.3223,10.8702,0.2788,16.01
680,0.3130,10.9961,0.2959,17.14
690,0.3022,11.1493,0.3014,16.48
700,0.3000,11.1813,0.3113,16.55
710,0.2927,11.2882,0.3284,17.57
720,0.2795,11.4886,0.3445,18.77
730,0.2650,11.7198,0.3566,19.86
740,0.1976,12.9933,0.3822,21.89
750,0.1841,13.3028,0.3906,22.73
760,0.1830,13.3272,0.3937,22.97
770,0.1827,13.3342,0.3959,23.10
780,0.1829,13.3294,0.3982,23.56
790,0.1823,13.3437,0.4018,24.00
800,0.1832,13.3229,0.3994,23.67
810,0.1827,13.3340,0.4003,23.58
820,0.1814,13.3666,0.4005,23.49
830,0.1813,13.3688,0.4035,23.60
840,0.1853,13.2729,0.3965,22.25
850,0.1852,13.2766,0.3977,22.25
860,0.1828,13.3332,0.4033,22.77
870,0.1828,13.3334,0.4030,22.77
880,0.1722,13.5918,0.4164,24.21
890,0.1617,13.8648,0.4254,25.42
900,0.1485,14.2357,0.4393,26.85
910,0.1545,14.0617,0.4367,26.86
920,0.1440,14.3696,0.4414,27.19
930,0.1432,14.3935,0.4419,27.14
940,0.1428,14.4060,0.4413,27.08
950,0.1391,14.5182,0.4402,26.91
960,0.1381,14.5510,0.4448,27.24
970,0.1381,14.5516,0.4441,27.17
980,0.1381,14.5516,0.4441,27.17
990,0.1369,14.5875,0.4478,27.42
