Step,MSE,PSNR,SSIM,Percentage Explored
0,0.1171,15.2311,0.4288,0.41
10,0.1160,15.2724,0.4405,0.83
20,0.1156,15.2894,0.4445,1.18
30,0.1156,15.2894,0.4445,1.18
40,0.1153,15.3012,0.4485,1.37
50,0.1152,15.3044,0.4500,1.48
60,0.1151,15.3059,0.4505,1.54
70,0.1145,15.3311,0.4565,2.11
80,0.1144,15.3322,0.4569,2.19
90,0.1144,15.3322,0.4569,2.19
100,0.1144,15.3322,0.4569,2.19
110,0.1144,15.3322,0.4569,2.19
120,0.1135,15.3662,0.4652,2.31
130,0.1167,15.2476,0.4557,2.92
140,0.1130,15.3862,0.4722,3.21
150,0.1135,15.3689,0.4675,3.51
160,0.1129,15.3912,0.4738,3.89
170,0.1123,15.4139,0.4796,4.47
180,0.1119,15.4293,0.4845,5.73
190,0.1119,15.4277,0.4827,5.85
200,0.1113,15.4526,0.4899,6.45
210,0.1099,15.5086,0.5065,7.58
220,0.1099,15.5091,0.5068,7.81
230,0.1098,15.5126,0.5077,8.06
240,0.1097,15.5174,0.5086,8.98
250,0.1097,15.5174,0.5085,8.97
260,0.1097,15.5173,0.5084,8.96
270,0.1096,15.5193,0.5096,9.24
280,0.1102,15.4960,0.5073,9.24
290,0.1125,15.4071,0.4960,9.34
300,0.1101,15.4982,0.5082,9.87
310,0.1101,15.5015,0.5085,10.51
320,0.1206,15.1036,0.5017,11.35
330,0.0987,15.9754,0.5171,13.22
340,0.0936,16.2033,0.5743,15.94
350,0.0921,16.2755,0.5802,16.59
360,0.0877,16.4885,0.6098,17.58
370,0.0861,16.5674,0.6162,18.23
380,0.0831,16.7200,0.6368,19.41
390,0.0831,16.7214,0.6373,19.83
400,0.0829,16.7314,0.6399,19.93
410,0.0829,16.7297,0.6434,20.27
420,0.0839,16.6814,0.6400,19.62
430,0.0893,16.4095,0.6264,18.11
440,0.0895,16.3983,0.6242,18.06
450,0.0892,16.4137,0.6269,18.12
460,0.0932,16.2259,0.6133,17.83
470,0.0903,16.3606,0.6300,18.24
480,0.0900,16.3771,0.6371,18.55
490,0.0952,16.1302,0.6092,18.78
500,0.3238,10.8499,0.2453,20.19
510,0.3057,11.0997,0.2578,20.59
520,0.3034,11.1325,0.2649,20.73
530,0.2917,11.3036,0.2582,19.37
540,0.3257,10.8246,0.2568,17.95
550,0.3255,10.8267,0.2569,18.66
560,0.3238,10.8501,0.2661,19.76
570,0.3228,10.8633,0.2767,20.45
580,0.3204,10.8956,0.2864,21.37
590,0.3193,10.9104,0.2966,22.13
600,0.3168,10.9439,0.2993,21.16
610,0.3230,10.8600,0.2920,19.03
620,0.3244,10.8420,0.2918,19.33
630,0.3251,10.8319,0.2900,17.73
640,0.3257,10.8244,0.2898,16.69
650,0.3259,10.8208,0.2886,15.91
660,0.3256,10.8257,0.2948,16.31
670,0.3276,10.7986,0.2996,16.33
680,0.3249,10.8341,0.3036,16.42
690,0.3226,10.8650,0.3059,15.27
700,0.2964,11.2330,0.3040,13.93
710,0.3147,10.9736,0.3009,13.24
720,0.3241,10.8458,0.2943,12.73
730,0.3267,10.8111,0.2921,12.55
740,0.3316,10.7462,0.2914,12.58
750,0.3262,10.8169,0.2921,12.55
760,0.2632,11.7496,0.3130,14.05
770,0.2834,11.4277,0.3016,15.26
780,0.2674,11.6800,0.3200,17.18
790,0.2315,12.3062,0.3426,19.18
800,0.2303,12.3291,0.3415,18.96
810,0.2271,12.3905,0.3451,19.31
820,0.2271,12.3893,0.3439,19.22
830,0.2255,12.4214,0.3458,19.26
840,0.2247,12.4363,0.3452,18.96
850,0.2015,12.9098,0.3716,18.58
860,0.1995,12.9531,0.3758,17.85
870,0.1919,13.1207,0.3828,18.31
880,0.1995,12.9518,0.3806,19.01
890,0.2010,12.9207,0.3820,19.44
900,0.1940,13.0747,0.3844,19.47
910,0.1853,13.2733,0.3966,19.98
920,0.1859,13.2586,0.3898,19.89
930,0.1865,13.2454,0.3885,19.48
940,0.1889,13.1906,0.3726,18.51
950,0.1915,13.1302,0.3679,17.84
960,0.1901,13.1621,0.3730,17.88
970,0.1901,13.1625,0.3731,17.94
980,0.1903,13.1582,0.3712,17.99
990,0.2062,12.8095,0.3577,17.51
