Epoch,Batch,MSE,PSNR,SSIM
1,1,0.9222,6.1205,0.5580
1,2,0.8602,6.4224,0.5291
1,3,0.8075,6.7117,0.8189
1,4,0.7643,6.9157,0.4138
1,5,0.6786,7.4235,0.5108
1,6,0.5687,8.2030,0.7336
1,7,0.5334,8.5699,0.6266
1,8,0.4489,9.2715,0.6403
1,9,0.4722,9.2920,0.6506
1,10,0.3763,10.3950,0.7484
1,11,0.3877,10.2952,0.7066
1,12,0.3800,10.7986,0.7061
1,13,0.3385,11.1217,0.6734
1,14,0.2247,12.6180,0.6960
1,15,0.3244,12.5555,0.6981
1,16,0.3688,11.5853,0.6823
1,17,0.4642,10.3475,0.7308
1,18,0.3226,12.2556,0.6313
1,19,0.2662,13.0392,0.7143
1,20,0.2901,13.3686,0.7938
1,21,0.2953,12.8122,0.7472
1,22,0.4250,11.0699,0.7230
1,23,0.3542,11.8767,0.7961
1,24,0.3205,12.7211,0.8091
1,25,0.2325,14.1533,0.8426
2,1,0.3063,13.0983,0.7455
2,2,0.3068,13.7111,0.8230
2,3,0.4695,11.4555,0.6404
2,4,0.1999,14.6446,0.8568
2,5,0.3595,12.2055,0.8440
2,6,0.3174,12.9155,0.8656
2,7,0.3697,12.2309,0.8131
2,8,0.3819,11.9937,nan
2,9,0.3705,11.3282,0.7928
2,10,0.3544,11.7566,0.7737
2,11,0.2223,13.5461,0.8476
2,12,0.3824,12.7243,0.7127
2,13,0.4140,12.4453,0.8075
2,14,0.2157,14.3774,0.9160
2,15,0.3522,12.6409,0.8363
2,16,0.4300,11.6194,0.8060
2,17,0.2302,14.9011,0.8796
2,18,0.2591,14.2736,nan
2,19,0.1785,15.6951,0.8577
2,20,0.1542,16.4109,0.7979
2,21,0.4174,12.1398,0.7587
2,22,0.3430,13.7730,0.8400
2,23,0.3172,13.8397,0.7481
2,24,0.2691,12.3664,0.8083
2,25,0.2832,13.8651,0.7898
3,1,0.3440,13.3312,0.7565
3,2,0.4082,11.3799,0.7394
3,3,0.1584,15.0853,0.8178
3,4,0.2276,13.0842,0.8114
3,5,0.2949,13.0525,0.8080
3,6,0.2980,14.0637,0.8716
3,7,0.2126,15.1128,nan
3,8,0.2521,13.9636,0.8008
3,9,0.1279,15.8428,0.8944
3,10,0.2376,14.6654,0.8654
3,11,0.1547,16.7311,0.8048
3,12,0.8100,6.7544,0.5615
3,13,0.3145,13.0823,0.7876
3,14,0.3904,11.9993,0.7842
3,15,0.2276,15.1339,0.9055
3,16,0.2571,13.5881,0.8007
3,17,0.2287,13.8309,0.6664
3,18,0.2298,12.7252,0.6961
3,19,0.3175,13.7138,0.7832
3,20,0.1529,16.7380,0.9084
3,21,0.2729,15.0010,0.7493
3,22,0.2097,14.0222,0.7547
3,23,0.1617,16.6061,0.8117
3,24,0.2528,14.4663,0.7294
3,25,0.3089,13.5102,0.7687
4,1,0.2011,15.9527,nan
4,2,0.2411,13.5966,0.7666
4,3,0.1643,16.2012,0.7395
4,4,0.1062,18.5534,0.8115
4,5,0.1198,17.5457,0.8769
4,6,0.2709,15.9076,0.8553
4,7,0.4598,9.3586,0.5734
4,8,0.1643,17.0123,0.9004
4,9,0.2794,14.4666,0.8260
4,10,0.2311,15.9832,0.8341
4,11,0.2226,15.2393,0.7850
4,12,0.2177,15.0799,0.8028
4,13,0.1524,16.2793,0.8910
4,14,0.1404,17.3016,0.8924
4,15,0.1568,18.1424,0.8646
4,16,0.1299,17.4298,0.7967
4,17,0.3197,13.6006,0.7812
4,18,0.2407,15.7821,0.6748
4,19,0.1663,15.4243,0.8874
4,20,0.2321,14.0106,0.7757
4,21,0.1339,16.2988,0.7659
4,22,0.1069,17.8299,0.7791
4,23,0.2763,15.1163,0.8376
4,24,0.3912,14.5953,0.7991
4,25,0.2132,16.1067,0.7912
5,1,0.1260,16.6863,0.7945
5,2,0.1615,18.1116,0.8708
5,3,0.1822,15.3050,0.8756
5,4,0.1534,17.6576,0.7676
5,5,0.1748,18.1500,0.8447
5,6,0.0931,19.5574,0.8721
5,7,0.1673,16.9942,0.8664
5,8,0.1777,16.0152,0.9223
5,9,0.1130,17.4758,0.8028
5,10,0.1560,17.1867,0.8470
5,11,0.1809,15.5507,0.7704
5,12,0.2023,16.4810,nan
5,13,0.2491,13.8585,0.7015
5,14,0.1545,19.1613,0.8204
5,15,0.1359,16.8260,0.7338
5,16,0.1872,17.3734,0.9271
5,17,0.1419,18.0163,0.8363
5,18,0.3004,16.5125,0.6974
