Step,MSE,PSNR,SSIM,Percentage Explored
0,0.1215,15.0735,0.4333,0.81
10,0.1143,15.3365,0.4614,2.74
20,0.1138,15.3576,0.4644,3.63
30,0.1123,15.4151,0.4686,4.37
40,0.1105,15.4829,0.4758,6.64
50,0.1120,15.4262,0.4743,8.02
60,0.1106,15.4797,0.4811,8.70
70,0.1099,15.5084,0.4830,9.08
80,0.1080,15.5846,0.4899,10.46
90,0.1078,15.5936,0.4909,10.46
100,0.1097,15.5149,0.4852,10.51
110,0.1091,15.5410,0.4894,10.88
120,0.1058,15.6747,0.4952,12.25
130,0.0962,16.0861,0.4932,13.32
140,0.0839,16.6798,0.5081,14.73
150,0.0785,16.9672,0.5153,14.65
160,0.0775,17.0221,0.5185,14.70
170,0.0780,16.9958,0.5174,14.85
180,0.0781,16.9911,0.5183,14.90
190,0.0780,16.9990,0.5186,14.92
200,0.0785,16.9718,0.5127,14.62
210,0.0792,16.9314,0.5057,13.84
220,0.0810,16.8328,0.4999,13.54
230,0.0792,16.9301,0.5026,14.30
240,0.0795,16.9148,0.5025,14.94
250,0.0794,16.9217,0.5022,15.06
260,0.0794,16.9172,0.5015,15.10
270,0.0796,16.9068,0.5040,14.39
280,0.0821,16.7722,0.4915,13.44
290,0.0851,16.6177,0.4830,12.50
300,0.0851,16.6209,0.4841,12.25
310,0.0850,16.6213,0.4842,12.43
320,0.0851,16.6185,0.4843,12.47
330,0.0851,16.6188,0.4861,12.49
340,0.0839,16.6795,0.4830,12.56
350,0.1093,15.5325,0.4805,11.61
360,0.1084,15.5688,0.4839,11.77
370,0.1079,15.5882,0.4848,11.75
380,0.1082,15.5737,0.4840,11.68
390,0.1047,15.7186,0.4976,12.39
400,0.1029,15.7945,0.5011,13.65
410,0.1036,15.7650,0.5012,13.57
420,0.1051,15.6998,0.4855,14.24
430,0.1046,15.7229,0.4993,15.13
440,0.1042,15.7372,0.4984,15.59
450,0.1054,15.6886,0.4922,15.54
460,0.1025,15.8095,0.5085,15.88
470,0.1030,15.7877,0.5049,15.09
480,0.1028,15.7998,0.5092,13.83
490,0.1040,15.7482,0.4993,14.20
500,0.3475,10.5426,0.2136,14.85
510,0.3481,10.5351,0.2172,14.79
520,0.3487,10.5279,0.2173,14.88
530,0.3461,10.5605,0.2260,13.74
540,0.3418,10.6145,0.2342,13.57
550,0.3435,10.5932,0.2371,12.79
560,0.3437,10.5902,0.2423,12.20
570,0.3434,10.5940,0.2449,12.13
580,0.3396,10.6431,0.2491,10.85
590,0.3402,10.6354,0.2481,9.95
600,0.3353,10.6980,0.2468,9.49
610,0.3358,10.6913,0.2474,9.48
620,0.3346,10.7069,0.2481,9.70
630,0.3348,10.7044,0.2473,9.58
640,0.3343,10.7103,0.2480,9.60
650,0.3345,10.7080,0.2474,9.60
660,0.3342,10.7126,0.2483,9.31
670,0.3340,10.7144,0.2489,9.07
680,0.3342,10.7120,0.2490,9.08
690,0.3337,10.7180,0.2514,9.54
700,0.3312,10.7508,0.2625,10.88
710,0.3270,10.8071,0.2695,11.80
720,0.3277,10.7969,0.2639,10.89
730,0.3381,10.6622,0.2424,9.84
740,0.3353,10.6979,0.2446,9.77
750,0.3421,10.6112,0.2411,8.24
760,0.3468,10.5513,0.2387,8.32
770,0.3525,10.4803,0.2515,9.79
780,0.3222,10.8712,0.2740,11.61
790,0.3056,11.1009,0.2827,12.31
800,0.2482,12.0036,0.3041,13.94
810,0.2324,12.2905,0.3133,14.55
820,0.2253,12.4252,0.3141,15.06
830,0.2282,12.3682,0.3180,15.69
840,0.2125,12.6789,0.3348,16.60
850,0.2094,12.7426,0.3394,16.79
860,0.2071,12.7911,0.3463,17.68
870,0.2095,12.7405,0.3415,17.02
880,0.2171,12.5856,0.3388,16.74
890,0.1949,13.0533,0.3773,18.69
900,0.1935,13.0852,0.3856,19.46
910,0.1917,13.1270,0.3961,20.08
920,0.1909,13.1439,0.3972,19.85
930,0.1911,13.1386,0.3861,18.72
940,0.1928,13.1009,0.3802,18.11
950,0.1989,12.9665,0.3685,17.03
960,0.2031,12.8756,0.3556,15.97
970,0.2071,12.7913,0.3438,14.68
980,0.2138,12.6515,0.3211,13.47
990,0.2147,12.6329,0.3165,12.51
