Step,MSE,PSNR,SSIM,Percentage Explored
0,0.1689,13.6764,0.3392,0.81
10,0.1672,13.7186,0.3440,2.57
20,0.1651,13.7747,0.3535,3.22
30,0.1650,13.7771,0.3528,3.55
40,0.1637,13.8125,0.3508,4.88
50,0.1626,13.8398,0.3568,5.24
60,0.1634,13.8208,0.3510,5.57
70,0.1638,13.8101,0.3499,5.73
80,0.1632,13.8261,0.3478,5.92
90,0.1643,13.7953,0.3493,7.13
100,0.1641,13.8001,0.3498,7.32
110,0.1638,13.8088,0.3436,7.49
120,0.1647,13.7861,0.3407,8.33
130,0.1658,13.7573,0.3320,9.73
140,0.1657,13.7600,0.3368,10.58
150,0.1645,13.7894,0.3407,11.52
160,0.1655,13.7654,0.3347,13.41
170,0.1648,13.7826,0.3380,14.75
180,0.1602,13.9046,0.3511,15.92
190,0.1625,13.8446,0.3441,16.21
200,0.1618,13.8625,0.3512,16.28
210,0.1623,13.8499,0.3464,16.89
220,0.1616,13.8690,0.3491,17.06
230,0.1611,13.8799,0.3482,17.19
240,0.1630,13.8312,0.3421,17.48
250,0.1618,13.8621,0.3457,17.94
260,0.1617,13.8641,0.3444,18.33
270,0.1628,13.8354,0.3396,18.78
280,0.1625,13.8435,0.3445,18.95
290,0.1619,13.8587,0.3462,19.18
300,0.1632,13.8240,0.3405,19.64
310,0.1623,13.8501,0.3425,19.79
320,0.1619,13.8604,0.3504,20.83
330,0.1623,13.8492,0.3458,21.25
340,0.1632,13.8253,0.3449,21.74
350,0.1613,13.8757,0.3518,21.91
360,0.1624,13.8477,0.3465,21.94
370,0.1608,13.8889,0.3500,22.79
380,0.1598,13.9158,0.3454,22.79
390,0.1602,13.9052,0.3448,23.12
400,0.1413,14.4495,0.3497,23.94
410,0.1367,14.5947,0.3542,25.10
420,0.1251,14.9792,0.3524,27.29
430,0.1199,15.1632,0.3659,28.07
440,0.1241,15.0128,0.3607,29.08
450,0.1225,15.0691,0.3650,29.08
460,0.1164,15.2927,0.3721,29.89
470,0.1121,15.4571,0.3887,30.70
480,0.1126,15.4386,0.3838,31.92
490,0.1131,15.4171,0.3875,32.23
500,0.1121,15.4579,0.3881,32.38
510,0.1097,15.5490,0.3868,32.53
520,0.1149,15.3482,0.3813,32.59
530,0.1131,15.4176,0.3831,32.87
540,0.1132,15.4152,0.3843,32.87
550,0.1126,15.4379,0.3925,34.08
560,0.1084,15.6023,0.3938,34.99
570,0.1100,15.5396,0.3910,35.19
580,0.1073,15.6443,0.4010,36.85
590,0.1079,15.6212,0.3932,37.30
600,0.1094,15.5631,0.3913,37.34
610,0.1083,15.6049,0.3903,37.45
620,0.1066,15.6751,0.4024,38.23
630,0.1089,15.5838,0.3882,39.30
640,0.1074,15.6410,0.3924,40.76
650,0.1061,15.6934,0.3968,41.76
660,0.1074,15.6431,0.3898,42.15
670,0.1024,15.8485,0.4018,42.40
680,0.1063,15.6880,0.3914,42.45
690,0.1028,15.8305,0.3983,42.45
700,0.1039,15.7847,0.3959,42.65
710,0.0969,16.0908,0.3863,44.60
720,0.0850,16.6574,0.4078,45.68
730,0.0852,16.6485,0.4026,46.91
740,0.0836,16.7280,0.4053,47.21
750,0.0834,16.7403,0.4079,47.70
760,0.0823,16.7986,0.4073,47.96
770,0.0761,17.1385,0.4214,48.90
780,0.0703,17.4831,0.4266,50.46
790,0.0705,17.4700,0.4241,50.49
800,0.0705,17.4722,0.4253,51.08
810,0.0706,17.4640,0.4309,52.68
820,0.0671,17.6866,0.4437,53.18
830,0.0680,17.6272,0.4371,54.23
840,0.0685,17.5972,0.4435,54.49
850,0.0675,17.6566,0.4449,54.49
860,0.0694,17.5380,0.4366,54.49
870,0.0674,17.6662,0.4474,54.58
880,0.0677,17.6461,0.4455,54.58
890,0.0682,17.6121,0.4445,54.58
900,0.0684,17.6041,0.4420,54.58
910,0.0687,17.5821,0.4431,54.58
920,0.0678,17.6414,0.4419,54.58
930,0.0675,17.6564,0.4470,54.58
940,0.0684,17.6048,0.4382,54.58
950,0.0669,17.6987,0.4445,54.71
960,0.0691,17.5571,0.4392,54.71
970,0.0684,17.6001,0.4412,54.71
980,0.0676,17.6518,0.4457,54.71
990,0.0704,17.4783,0.4329,54.75
